reported_hunt_year,model_target_year,source_file,source_page,source_family,section_title,species,hunt_code,hunt_name,unit_context,permits,quota,hunters_afield,harvest_total,harvest_male,harvest_female,harvest_young,average_days,percent_success,hunter_satisfaction,metric_count,metric_raw,parse_notes,raw_line,source_sha256,source_path,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible,metric_1,metric_2,metric_3,metric_4,metric_5,metric_6,metric_7,metric_8,metric_9,metric_10,metric_11,unit,hunt_type,bull_harvest,harvest,avg_age_2024,avg_age_3yr_average,avg_age_vs_objective_midpoint
2024,2025,Desert Sheep.pdf,3,Desert Bighorn Sheep Extra,"Total desert bighorn sheep harvest by hunt, Utah 2024",Desert Bighorn Sheep,DS6620,"Pine Valley, Virgin River",30,2.0,,2.0,2.0,2.0,,,8.5,100.0,,,,extra_oil_goat_bison_desert_sheep_supplement,"30 DS6620 Pine Valley, Virgin River 2 2 2 8.5 100.0",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,30,,2.0,2.0,,,
2024,2025,Desert Sheep.pdf,3,Desert Bighorn Sheep Extra,"Total desert bighorn sheep harvest by hunt, Utah 2024",Desert Bighorn Sheep,DS6606,"San Juan, Lockhart",14,2.0,,2.0,2.0,2.0,,,8.5,100.0,,,,extra_oil_goat_bison_desert_sheep_supplement,"14 DS6606 San Juan, Lockhart 2 2 2 8.5 100.0",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,14,,2.0,2.0,,,
2024,2025,Desert Sheep.pdf,3,Desert Bighorn Sheep Extra,"Total desert bighorn sheep harvest by hunt, Utah 2024",Desert Bighorn Sheep,DS6622,"San Juan, North",14,3.0,,3.0,3.0,3.0,,,5.3,100.0,,,,extra_oil_goat_bison_desert_sheep_supplement,"14 DS6622 San Juan, North 3 3 3 5.3 100.0",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,14,,3.0,3.0,,,
2024,2025,Desert Sheep.pdf,3,Desert Bighorn Sheep Extra,"Total desert bighorn sheep harvest by hunt, Utah 2024",Desert Bighorn Sheep,DS6623,"San Juan, San Juan River",14,1.0,,1.0,0.0,0.0,,,19.0,0.0,,,,extra_oil_goat_bison_desert_sheep_supplement,"14 DS6623 San Juan, San Juan River 0 1 1 19.0 0.0",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,14,,0.0,0.0,,,
2024,2025,Desert Sheep.pdf,3,Desert Bighorn Sheep Extra,"Total desert bighorn sheep harvest by hunt, Utah 2024",Desert Bighorn Sheep,DS6607,"San Juan, South",14,2.0,,2.0,1.0,1.0,,,13.0,50.0,,,,extra_oil_goat_bison_desert_sheep_supplement,"14 DS6607 San Juan, South 1 2 2 13.0 50.0",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,14,,1.0,1.0,,,
2024,2025,Desert Sheep.pdf,3,Desert Bighorn Sheep Extra,"Total desert bighorn sheep harvest by hunt, Utah 2024",Desert Bighorn Sheep,DS6608,"San Rafael, Dirty Devil",12,7.0,,7.0,6.0,6.0,,,11.9,85.7,,,,extra_oil_goat_bison_desert_sheep_supplement,"12 DS6608 San Rafael, Dirty Devil* 6 7 7 11.9 85.7",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,12,,6.0,6.0,,,
2024,2025,Desert Sheep.pdf,3,Desert Bighorn Sheep Extra,"Total desert bighorn sheep harvest by hunt, Utah 2024",Desert Bighorn Sheep,DS6624,"San Rafael, Dirty Devil (archery)",12,2.0,,2.0,1.0,1.0,,,4.5,50.0,,,,extra_oil_goat_bison_desert_sheep_supplement,"12 DS6624 San Rafael, Dirty Devil (archery) 1 2 2 4.5 50.0",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,12,,1.0,1.0,,,
2024,2025,Desert Sheep.pdf,3,Desert Bighorn Sheep Extra,"Total desert bighorn sheep harvest by hunt, Utah 2024",Desert Bighorn Sheep,DS6609,"San Rafael, North",12,4.0,,4.0,4.0,4.0,,,14.3,100.0,,,,extra_oil_goat_bison_desert_sheep_supplement,"12 DS6609 San Rafael, North 4 4 4 14.3 100.0",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,12,,4.0,4.0,,,
2024,2025,Desert Sheep.pdf,3,Desert Bighorn Sheep Extra,"Total desert bighorn sheep harvest by hunt, Utah 2024",Desert Bighorn Sheep,DS1005,"San Rafael, North (conservation)",12,1.0,,1.0,1.0,1.0,,,9.0,100.0,,,,extra_oil_goat_bison_desert_sheep_supplement,"12 DS1005 San Rafael, North (conservation) 1 1 1 9.0 100.0",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,12,,1.0,1.0,,,
2024,2025,Desert Sheep.pdf,3,Desert Bighorn Sheep Extra,"Total desert bighorn sheep harvest by hunt, Utah 2024",Desert Bighorn Sheep,DS6610,"San Rafael, South",12,12.0,,11.0,9.0,9.0,,,8.3,81.8,,,,extra_oil_goat_bison_desert_sheep_supplement,"12 DS6610 San Rafael, South** 9 12 11 8.3 81.8",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,12,,9.0,9.0,,,
2024,2025,Desert Sheep.pdf,3,Desert Bighorn Sheep Extra,"Total desert bighorn sheep harvest by hunt, Utah 2024",Desert Bighorn Sheep,DS1007,"San Rafael, South (conservation)",12,1.0,,1.0,1.0,1.0,,,12.0,100.0,,,,extra_oil_goat_bison_desert_sheep_supplement,"12 DS1007 San Rafael, South (conservation) 1 1 1 12.0 100.0",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,12,,1.0,1.0,,,
2024,2025,Desert Sheep.pdf,3,Desert Bighorn Sheep Extra,"Total desert bighorn sheep harvest by hunt, Utah 2024",Desert Bighorn Sheep,DS6611,Zion,29,2.0,,2.0,2.0,2.0,,,5.0,100.0,,,,extra_oil_goat_bison_desert_sheep_supplement,29 DS6611 Zion 2 2 2 5.0 100.0,1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,29,,2.0,2.0,,,
2024,2025,"Total mountain goat harvest by hunt, Utah 2024.pdf",1,Mountain Goat Extra,"Total mountain goat harvest by hunt, Utah 2024",Mountain Goat,GO6800,Beaver,22,10.0,,10.0,10.0,8.0,2.0,,3.8,100.0,,,,extra_oil_goat_bison_desert_sheep_supplement,22 GO6800 Beaver 8 2 10 10 10 3.8 100.0,096e06e9de3b00fee666647f9e051c354ec4690e4ecea3819e9ebe94a6ad48fd,"/mnt/data/Total mountain goat harvest by hunt, Utah 2024.pdf",True,True,True,,,,,,,,,,,,22,,,10.0,,,
2024,2025,"Total mountain goat harvest by hunt, Utah 2024.pdf",1,Mountain Goat Extra,"Total mountain goat harvest by hunt, Utah 2024",Mountain Goat,GO6801,Beaver,22,10.0,,10.0,9.0,6.0,3.0,,2.8,88.9,,,,extra_oil_goat_bison_desert_sheep_supplement,22 GO6801 Beaver 6 3 9 10 10 2.8 88.9,096e06e9de3b00fee666647f9e051c354ec4690e4ecea3819e9ebe94a6ad48fd,"/mnt/data/Total mountain goat harvest by hunt, Utah 2024.pdf",True,True,True,,,,,,,,,,,,22,,,9.0,,,
2024,2025,"Total mountain goat harvest by hunt, Utah 2024.pdf",1,Mountain Goat Extra,"Total mountain goat harvest by hunt, Utah 2024",Mountain Goat,GO6822,Beaver (archery),22,2.0,,2.0,2.0,1.0,1.0,,3.0,100.0,,,,extra_oil_goat_bison_desert_sheep_supplement,22 GO6822 Beaver (archery) 1 1 2 2 2 3.0 100.0,096e06e9de3b00fee666647f9e051c354ec4690e4ecea3819e9ebe94a6ad48fd,"/mnt/data/Total mountain goat harvest by hunt, Utah 2024.pdf",True,True,True,,,,,,,,,,,,22,,,2.0,,,
2024,2025,"Total mountain goat harvest by hunt, Utah 2024.pdf",1,Mountain Goat Extra,"Total mountain goat harvest by hunt, Utah 2024",Mountain Goat,GO6805,High Uintas Central,8/9,5.0,,5.0,5.0,4.0,1.0,,4.0,100.0,,,,extra_oil_goat_bison_desert_sheep_supplement,8/9 GO6805 High Uintas Central 4 1 5 5 5 4.0 100.0,096e06e9de3b00fee666647f9e051c354ec4690e4ecea3819e9ebe94a6ad48fd,"/mnt/data/Total mountain goat harvest by hunt, Utah 2024.pdf",True,True,True,,,,,,,,,,,,8/9,,,5.0,,,
2024,2025,"Total mountain goat harvest by hunt, Utah 2024.pdf",1,Mountain Goat Extra,"Total mountain goat harvest by hunt, Utah 2024",Mountain Goat,GO6806,High Uintas East,8/9,2.0,,2.0,2.0,2.0,0.0,,9.5,100.0,,,,extra_oil_goat_bison_desert_sheep_supplement,8/9 GO6806 High Uintas East 2 0 2 2 2 9.5 100.0,096e06e9de3b00fee666647f9e051c354ec4690e4ecea3819e9ebe94a6ad48fd,"/mnt/data/Total mountain goat harvest by hunt, Utah 2024.pdf",True,True,True,,,,,,,,,,,,8/9,,,2.0,,,
2024,2025,"Total mountain goat harvest by hunt, Utah 2024.pdf",1,Mountain Goat Extra,"Total mountain goat harvest by hunt, Utah 2024",Mountain Goat,GO6804,High Uintas Kamas,6/7,2.0,,2.0,2.0,2.0,0.0,,8.5,100.0,,,,extra_oil_goat_bison_desert_sheep_supplement,6/7 GO6804 High Uintas Kamas 2 0 2 2 2 8.5 100.0,096e06e9de3b00fee666647f9e051c354ec4690e4ecea3819e9ebe94a6ad48fd,"/mnt/data/Total mountain goat harvest by hunt, Utah 2024.pdf",True,True,True,,,,,,,,,,,,6/7,,,2.0,,,
2024,2025,"Total mountain goat harvest by hunt, Utah 2024.pdf",1,Mountain Goat Extra,"Total mountain goat harvest by hunt, Utah 2024",Mountain Goat,GO6807,High Uintas Leidy Peak,8/9,1.0,,1.0,1.0,1.0,0.0,,2.0,100.0,,,,extra_oil_goat_bison_desert_sheep_supplement,8/9 GO6807 High Uintas Leidy Peak 1 0 1 1 1 2.0 100.0,096e06e9de3b00fee666647f9e051c354ec4690e4ecea3819e9ebe94a6ad48fd,"/mnt/data/Total mountain goat harvest by hunt, Utah 2024.pdf",True,True,True,,,,,,,,,,,,8/9,,,1.0,,,
2024,2025,"Total mountain goat harvest by hunt, Utah 2024.pdf",1,Mountain Goat Extra,"Total mountain goat harvest by hunt, Utah 2024",Mountain Goat,GO6808,High Uintas West,8/9,10.0,,9.0,9.0,7.0,2.0,,4.9,100.0,,,,extra_oil_goat_bison_desert_sheep_supplement,8/9 GO6808 High Uintas West 7 2 9 10 9 4.9 100.0,096e06e9de3b00fee666647f9e051c354ec4690e4ecea3819e9ebe94a6ad48fd,"/mnt/data/Total mountain goat harvest by hunt, Utah 2024.pdf",True,True,True,,,,,,,,,,,,8/9,,,9.0,,,
2024,2025,"Total mountain goat harvest by hunt, Utah 2024.pdf",1,Mountain Goat Extra,"Total mountain goat harvest by hunt, Utah 2024",Mountain Goat,GO6817,"La Sal, La Sal Mtns",13,11.0,,11.0,10.0,8.0,2.0,,5.2,90.9,,,,extra_oil_goat_bison_desert_sheep_supplement,"13 GO6817 La Sal, La Sal Mtns 8 2 10 11 11 5.2 90.9",096e06e9de3b00fee666647f9e051c354ec4690e4ecea3819e9ebe94a6ad48fd,"/mnt/data/Total mountain goat harvest by hunt, Utah 2024.pdf",True,True,True,,,,,,,,,,,,13,,,10.0,,,
2024,2025,"Total mountain goat harvest by hunt, Utah 2024.pdf",1,Mountain Goat Extra,"Total mountain goat harvest by hunt, Utah 2024",Mountain Goat,GO6814,Mt Dutton,24,2.0,,2.0,1.0,1.0,0.0,,2.5,50.0,,,,extra_oil_goat_bison_desert_sheep_supplement,24 GO6814 Mt Dutton 1 0 1 2 2 2.5 50.0,096e06e9de3b00fee666647f9e051c354ec4690e4ecea3819e9ebe94a6ad48fd,"/mnt/data/Total mountain goat harvest by hunt, Utah 2024.pdf",True,True,True,,,,,,,,,,,,24,,,1.0,,,
2024,2025,"Total mountain goat harvest by hunt, Utah 2024.pdf",1,Mountain Goat Extra,"Total mountain goat harvest by hunt, Utah 2024",Mountain Goat,GO6803,Nebo,16A,14.0,,14.0,12.0,10.0,2.0,,3.7,84.6,,,,extra_oil_goat_bison_desert_sheep_supplement,16A GO6803 Nebo 10 2 12 14 14 3.7 84.6,096e06e9de3b00fee666647f9e051c354ec4690e4ecea3819e9ebe94a6ad48fd,"/mnt/data/Total mountain goat harvest by hunt, Utah 2024.pdf",True,True,True,,,,,,,,,,,,16A,,,12.0,,,
2024,2025,"Total mountain goat harvest by hunt, Utah 2024.pdf",1,Mountain Goat Extra,"Total mountain goat harvest by hunt, Utah 2024",Mountain Goat,GO6821,Nebo (archery),16A,11.0,,11.0,9.0,7.0,2.0,,2.4,80.0,,,,extra_oil_goat_bison_desert_sheep_supplement,16A GO6821 Nebo (archery) 7 2 9 11 11 2.4 80.0,096e06e9de3b00fee666647f9e051c354ec4690e4ecea3819e9ebe94a6ad48fd,"/mnt/data/Total mountain goat harvest by hunt, Utah 2024.pdf",True,True,True,,,,,,,,,,,,16A,,,9.0,,,
2024,2025,"Total mountain goat harvest by hunt, Utah 2024.pdf",1,Mountain Goat Extra,"Total mountain goat harvest by hunt, Utah 2024",Mountain Goat,GO6810,"Ogden, Willard Peak",3,1.0,,1.0,0.0,0.0,0.0,,10.0,0.0,,,,extra_oil_goat_bison_desert_sheep_supplement,"3 GO6810 Ogden, Willard Peak 0 0 0 1 1 10.0 0.0",096e06e9de3b00fee666647f9e051c354ec4690e4ecea3819e9ebe94a6ad48fd,"/mnt/data/Total mountain goat harvest by hunt, Utah 2024.pdf",True,True,True,,,,,,,,,,,,3,,,0.0,,,
2024,2025,"Total mountain goat harvest by hunt, Utah 2024.pdf",1,Mountain Goat Extra,"Total mountain goat harvest by hunt, Utah 2024",Mountain Goat,GO6818,"Wasatch Mtns, Box Elder Peak",17,3.0,,3.0,3.0,2.0,1.0,,7.5,100.0,,,,extra_oil_goat_bison_desert_sheep_supplement,"17 GO6818 Wasatch Mtns, Box Elder Peak 2 1 3 3 3 7.5 100.0",096e06e9de3b00fee666647f9e051c354ec4690e4ecea3819e9ebe94a6ad48fd,"/mnt/data/Total mountain goat harvest by hunt, Utah 2024.pdf",True,True,True,,,,,,,,,,,,17,,,3.0,,,
