reported_hunt_year,model_target_year,source_file,source_page,source_family,section_title,species,hunt_code,hunt_name,unit_context,permits,quota,hunters_afield,harvest_total,harvest_male,harvest_female,harvest_young,average_days,percent_success,hunter_satisfaction,metric_count,metric_raw,parse_notes,raw_line,source_sha256,source_path,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible,metric_1,metric_2,metric_3,metric_4,metric_5,metric_6,metric_7,metric_8,metric_9,metric_10,metric_11,unit,hunt_type,bull_harvest,harvest,avg_age_2024,avg_age_3yr_average,avg_age_vs_objective_midpoint
2015,2016,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"La Sal, Potash/South Cisco","La Sal, Potash/South Cisco",,,,3.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"13 La Sal, Potash/South Cisco 3 3 2 4 5 5 4 4 3 7",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,13,,,3.0,,,
2016,2017,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"La Sal, Potash/South Cisco","La Sal, Potash/South Cisco",,,,3.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"13 La Sal, Potash/South Cisco 3 3 2 4 5 5 4 4 3 7",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,13,,,3.0,,,
2017,2018,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"La Sal, Potash/South Cisco","La Sal, Potash/South Cisco",,,,2.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"13 La Sal, Potash/South Cisco 3 3 2 4 5 5 4 4 3 7",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,13,,,2.0,,,
2018,2019,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"La Sal, Potash/South Cisco","La Sal, Potash/South Cisco",,,,4.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"13 La Sal, Potash/South Cisco 3 3 2 4 5 5 4 4 3 7",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,13,,,4.0,,,
2019,2020,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"La Sal, Potash/South Cisco","La Sal, Potash/South Cisco",,,,5.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"13 La Sal, Potash/South Cisco 3 3 2 4 5 5 4 4 3 7",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,13,,,5.0,,,
2020,2021,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"La Sal, Potash/South Cisco","La Sal, Potash/South Cisco",,,,5.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"13 La Sal, Potash/South Cisco 3 3 2 4 5 5 4 4 3 7",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,13,,,5.0,,,
2021,2022,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"La Sal, Potash/South Cisco","La Sal, Potash/South Cisco",,,,4.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"13 La Sal, Potash/South Cisco 3 3 2 4 5 5 4 4 3 7",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,13,,,4.0,,,
2022,2023,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"La Sal, Potash/South Cisco","La Sal, Potash/South Cisco",,,,4.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"13 La Sal, Potash/South Cisco 3 3 2 4 5 5 4 4 3 7",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,13,,,4.0,,,
2023,2024,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"La Sal, Potash/South Cisco","La Sal, Potash/South Cisco",,,,3.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"13 La Sal, Potash/South Cisco 3 3 2 4 5 5 4 4 3 7",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,13,,,3.0,,,
2024,2025,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"La Sal, Potash/South Cisco","La Sal, Potash/South Cisco",,,,7.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"13 La Sal, Potash/South Cisco 3 3 2 4 5 5 4 4 3 7",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,13,,,7.0,,,
2015,2016,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,Mineral Mtns,Mineral Mtns,,,,,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,22 Mineral Mtns — — — — — — — — — 2,1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,22,,,,,,
2016,2017,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,Mineral Mtns,Mineral Mtns,,,,,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,22 Mineral Mtns — — — — — — — — — 2,1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,22,,,,,,
2017,2018,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,Mineral Mtns,Mineral Mtns,,,,,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,22 Mineral Mtns — — — — — — — — — 2,1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,22,,,,,,
2018,2019,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,Mineral Mtns,Mineral Mtns,,,,,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,22 Mineral Mtns — — — — — — — — — 2,1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,22,,,,,,
2019,2020,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,Mineral Mtns,Mineral Mtns,,,,,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,22 Mineral Mtns — — — — — — — — — 2,1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,22,,,,,,
2020,2021,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,Mineral Mtns,Mineral Mtns,,,,,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,22 Mineral Mtns — — — — — — — — — 2,1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,22,,,,,,
2021,2022,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,Mineral Mtns,Mineral Mtns,,,,,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,22 Mineral Mtns — — — — — — — — — 2,1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,22,,,,,,
2022,2023,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,Mineral Mtns,Mineral Mtns,,,,,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,22 Mineral Mtns — — — — — — — — — 2,1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,22,,,,,,
2023,2024,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,Mineral Mtns,Mineral Mtns,,,,,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,22 Mineral Mtns — — — — — — — — — 2,1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,22,,,,,,
2024,2025,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,Mineral Mtns,Mineral Mtns,,,,2.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,22 Mineral Mtns — — — — — — — — — 2,1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,22,,,2.0,,,
2015,2016,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"Pine Valley, Beaver Dam","Pine Valley, Beaver Dam",,,,,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"30 Pine Valley, Beaver Dam — — — — — 3 3 5 5 6",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,30,,,,,,
2016,2017,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"Pine Valley, Beaver Dam","Pine Valley, Beaver Dam",,,,,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"30 Pine Valley, Beaver Dam — — — — — 3 3 5 5 6",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,30,,,,,,
2017,2018,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"Pine Valley, Beaver Dam","Pine Valley, Beaver Dam",,,,,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"30 Pine Valley, Beaver Dam — — — — — 3 3 5 5 6",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,30,,,,,,
2018,2019,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"Pine Valley, Beaver Dam","Pine Valley, Beaver Dam",,,,,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"30 Pine Valley, Beaver Dam — — — — — 3 3 5 5 6",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,30,,,,,,
2019,2020,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"Pine Valley, Beaver Dam","Pine Valley, Beaver Dam",,,,,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"30 Pine Valley, Beaver Dam — — — — — 3 3 5 5 6",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,30,,,,,,
2020,2021,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"Pine Valley, Beaver Dam","Pine Valley, Beaver Dam",,,,3.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"30 Pine Valley, Beaver Dam — — — — — 3 3 5 5 6",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,30,,,3.0,,,
2021,2022,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"Pine Valley, Beaver Dam","Pine Valley, Beaver Dam",,,,3.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"30 Pine Valley, Beaver Dam — — — — — 3 3 5 5 6",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,30,,,3.0,,,
2022,2023,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"Pine Valley, Beaver Dam","Pine Valley, Beaver Dam",,,,5.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"30 Pine Valley, Beaver Dam — — — — — 3 3 5 5 6",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,30,,,5.0,,,
2023,2024,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"Pine Valley, Beaver Dam","Pine Valley, Beaver Dam",,,,5.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"30 Pine Valley, Beaver Dam — — — — — 3 3 5 5 6",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,30,,,5.0,,,
2024,2025,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"Pine Valley, Beaver Dam","Pine Valley, Beaver Dam",,,,6.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"30 Pine Valley, Beaver Dam — — — — — 3 3 5 5 6",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,30,,,6.0,,,
2015,2016,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"Pine Valley, Virgin River","Pine Valley, Virgin River",,,,2.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"30 Pine Valley, Virgin River 2 2 4 3 4 2 2 2 2 3",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,30,,,2.0,,,
2016,2017,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"Pine Valley, Virgin River","Pine Valley, Virgin River",,,,2.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"30 Pine Valley, Virgin River 2 2 4 3 4 2 2 2 2 3",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,30,,,2.0,,,
2017,2018,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"Pine Valley, Virgin River","Pine Valley, Virgin River",,,,4.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"30 Pine Valley, Virgin River 2 2 4 3 4 2 2 2 2 3",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,30,,,4.0,,,
2018,2019,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"Pine Valley, Virgin River","Pine Valley, Virgin River",,,,3.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"30 Pine Valley, Virgin River 2 2 4 3 4 2 2 2 2 3",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,30,,,3.0,,,
2019,2020,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"Pine Valley, Virgin River","Pine Valley, Virgin River",,,,4.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"30 Pine Valley, Virgin River 2 2 4 3 4 2 2 2 2 3",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,30,,,4.0,,,
2020,2021,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"Pine Valley, Virgin River","Pine Valley, Virgin River",,,,2.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"30 Pine Valley, Virgin River 2 2 4 3 4 2 2 2 2 3",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,30,,,2.0,,,
2021,2022,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"Pine Valley, Virgin River","Pine Valley, Virgin River",,,,2.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"30 Pine Valley, Virgin River 2 2 4 3 4 2 2 2 2 3",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,30,,,2.0,,,
2022,2023,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"Pine Valley, Virgin River","Pine Valley, Virgin River",,,,2.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"30 Pine Valley, Virgin River 2 2 4 3 4 2 2 2 2 3",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,30,,,2.0,,,
2023,2024,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"Pine Valley, Virgin River","Pine Valley, Virgin River",,,,2.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"30 Pine Valley, Virgin River 2 2 4 3 4 2 2 2 2 3",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,30,,,2.0,,,
2024,2025,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"Pine Valley, Virgin River","Pine Valley, Virgin River",,,,3.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"30 Pine Valley, Virgin River 2 2 4 3 4 2 2 2 2 3",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,30,,,3.0,,,
2015,2016,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"San Juan, Lockhart","San Juan, Lockhart",,,,1.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"14 San Juan, Lockhart 1 1 2 2 2 2 3 3 2 2",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,14,,,1.0,,,
2016,2017,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"San Juan, Lockhart","San Juan, Lockhart",,,,1.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"14 San Juan, Lockhart 1 1 2 2 2 2 3 3 2 2",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,14,,,1.0,,,
2017,2018,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"San Juan, Lockhart","San Juan, Lockhart",,,,2.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"14 San Juan, Lockhart 1 1 2 2 2 2 3 3 2 2",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,14,,,2.0,,,
2018,2019,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"San Juan, Lockhart","San Juan, Lockhart",,,,2.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"14 San Juan, Lockhart 1 1 2 2 2 2 3 3 2 2",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,14,,,2.0,,,
2019,2020,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"San Juan, Lockhart","San Juan, Lockhart",,,,2.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"14 San Juan, Lockhart 1 1 2 2 2 2 3 3 2 2",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,14,,,2.0,,,
2020,2021,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"San Juan, Lockhart","San Juan, Lockhart",,,,2.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"14 San Juan, Lockhart 1 1 2 2 2 2 3 3 2 2",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,14,,,2.0,,,
2021,2022,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"San Juan, Lockhart","San Juan, Lockhart",,,,3.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"14 San Juan, Lockhart 1 1 2 2 2 2 3 3 2 2",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,14,,,3.0,,,
2022,2023,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"San Juan, Lockhart","San Juan, Lockhart",,,,3.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"14 San Juan, Lockhart 1 1 2 2 2 2 3 3 2 2",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,14,,,3.0,,,
2023,2024,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"San Juan, Lockhart","San Juan, Lockhart",,,,2.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"14 San Juan, Lockhart 1 1 2 2 2 2 3 3 2 2",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,14,,,2.0,,,
2024,2025,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"San Juan, Lockhart","San Juan, Lockhart",,,,2.0,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"14 San Juan, Lockhart 1 1 2 2 2 2 3 3 2 2",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,14,,,2.0,,,
2015,2016,Desert Sheep.pdf,4,Desert Bighorn Sheep Extra,"Total ram desert bighorn sheep harvest by management unit, Utah 2015-2024",Desert Bighorn Sheep,,"San Juan, North","San Juan, North",,,,,,,,,,,,ram_harvest,extra_oil_goat_bison_desert_sheep_supplement,"14 San Juan, North — — — — — 2 1 2 3 3",1e9586d8747156e48bc985e0665bef44c717f88741217d747caa7eab8246f8e0,/mnt/data/Desert Sheep.pdf,True,True,True,,,,,,,,,,,,14,,,,,,
