"hunt_code","species","hunt_name","hunt_type","weapon","sex_type","permits_total","hunters","harvest","percent_success","avg_days","satisfaction","year","prediction_year","source_file"
"GO1000","Mountain Goat","Mountain Goat - Statewide Permit","Sportsman","Any Legal Weapon","Hunter's Choice","2","2.0","2.0","100.0","1.0","5.0","2025","2026","harvest_2025.csv"
"GO6800","Mountain Goat","","","","","10","3.8","10.0","22.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"GO6800","Mountain Goat","Beaver","OIAL","Any Legal Weapon","Hunter's Choice","10","10.0","10.0","100.0","3.0","4.8","2025","2026","harvest_2025.csv"
"GO6801","Mountain Goat","","","","","10","2.8","9.0","22.0","88.9","","2024","2025","harvest-metrics-2024-bg-report.csv"
"GO6801","Mountain Goat","Beaver","OIAL","Any Legal Weapon","Hunter's Choice","9","9.0","8.0","88.9","4.1","3.9","2025","2026","harvest_2025.csv"
"GO6803","Mountain Goat","Nebo","OIAL","Any Legal Weapon","Hunter's Choice","19","19.0","17.0","89.5","6.3","4.3","2025","2026","harvest_2025.csv"
"GO6804","Mountain Goat","High Uintas Kamas","OIAL","Any Legal Weapon","Hunter's Choice","1","1.0","1.0","100.0","7.0","3.0","2025","2026","harvest_2025.csv"
"GO6805","Mountain Goat","High Uintas Central","OIAL","Any Legal Weapon","Hunter's Choice","5","5.0","4.0","80.0","3.8","4.4","2025","2026","harvest_2025.csv"
"GO6806","Mountain Goat","High Uintas East","OIAL","Any Legal Weapon","Hunter's Choice","3","3.0","3.0","100.0","2.5","4.5","2025","2026","harvest_2025.csv"
"GO6807","Mountain Goat","High Uintas Leidy Peak","OIAL","Any Legal Weapon","Hunter's Choice","1","1.0","1.0","100.0","6.0","5.0","2025","2026","harvest_2025.csv"
"GO6808","Mountain Goat","","","","","9","4.9","9.0","13.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"GO6808","Mountain Goat","High Uintas West","OIAL","Any Legal Weapon","Hunter's Choice","12","12.0","10.0","83.3","7.7","4.3","2025","2026","harvest_2025.csv"
"GO6810","Mountain Goat","","","","","1","10.0","0.0","17.0","0.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"GO6810","Mountain Goat","Ogden, Willard Peak","OIAL","Any Legal Weapon","Hunter's Choice","1","1.0","1.0","100.0","1.0","5.0","2025","2026","harvest_2025.csv"
"GO6813","Mountain Goat","","","","","5","6.3","4.0","17.0","75.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"GO6813","Mountain Goat","Wasatch Mtns, Provo Peak","OIAL","Any Legal Weapon","Hunter's Choice","5","5.0","5.0","100.0","4.0","4.6","2025","2026","harvest_2025.csv"
"GO6814","Mountain Goat","Mt Dutton","OIAL","Any Legal Weapon","Hunter's Choice","2","2.0","2.0","100.0","11.5","5.0","2025","2026","harvest_2025.csv"
"GO6817","Mountain Goat","","","","","11","5.2","10.0","24.0","90.9","","2024","2025","harvest-metrics-2024-bg-report.csv"
"GO6817","Mountain Goat","La Sal Mtns","OIAL","Any Legal Weapon","Hunter's Choice","12","12.0","11.0","91.7","4.0","4.6","2025","2026","harvest_2025.csv"
"GO6818","Mountain Goat","","","","","3","7.5","3.0","17.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"GO6818","Mountain Goat","Wasatch Mtns, Box Elder Peak","OIAL","Any Legal Weapon","Hunter's Choice","3","3.0","3.0","100.0","2.3","4.7","2025","2026","harvest_2025.csv"
"GO6819","Mountain Goat","","","","","2","8.5","1.0","17.0","50.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"GO6819","Mountain Goat","Wasatch Mtns, Lone Peak","OIAL","Any Legal Weapon","Hunter's Choice","1","1.0","1.0","100.0","3.0","5.0","2025","2026","harvest_2025.csv"
"GO6820","Mountain Goat","Wasatch Mtns, Timpanogos","OIAL","Any Legal Weapon","Hunter's Choice","11","10.0","9.0","90.0","5.4","4.1","2025","2026","harvest_2025.csv"
"GO6820","Mountain Goat","","","","","2","11.5","2.0","205.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"GO6821","Mountain Goat","Nebo","OIAL","Archery","Hunter's Choice","12","11.0","10.0","90.9","2.7","4.2","2025","2026","harvest_2025.csv"
"GO6821","Mountain Goat","","","","","11","2.4","9.0","3.0","80.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"GO6822","Mountain Goat","Beaver","OIAL","Archery","Hunter's Choice","2","2.0","0.0","0.0","9.0","2.0","2025","2026","harvest_2025.csv"
