"hunt_code","species","hunt_name","hunt_type","weapon","sex_type","permits_total","hunters","harvest","percent_success","avg_days","satisfaction","year","prediction_year","source_file"
"DA1001","Deer","","","","","12","4.5","4.0","1.0","30.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DA1001","Deer","Box Elder, West Bear River","Antlerless","Any Legal Weapon","Female Only","29","22.0","5.0","22.7","4.4","3.0","2025","2026","harvest_2025.csv"
"DA1002","Deer","","","","","18","3.5","10.0","5.0","55.6","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DA1002","Deer","Box Elder, West Bear River","Antlerless","Any Legal Weapon","Female Only","29","17.0","3.0","17.6","2.4","2.8","2025","2026","harvest_2025.csv"
"DA1003","Deer","Monroe/Plateau, Sevier Valley","Antlerless","Archery, Muzzleloader, Shotgun","Female Only","14","7.0","1.0","14.3","2.7","3.8","2025","2026","harvest_2025.csv"
"DA1009","Deer","Pine Valley, Enterprise","Antlerless","Any Legal Weapon","Female Only","25","23.0","23.0","100.0","1.6","4.6","2025","2026","harvest_2025.csv"
"DA1009","Deer","","","","","20","2.6","18.0","30.0","90.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DA1011","Deer","","","","","4","1.0","4.0","1.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DA1011","Deer","George Creek","CWMU Antlerless","Any Legal Weapon","Female Only","5","5.0","4.0","80.0","1.4","4.6","2025","2026","harvest_2025.csv"
"DA1012","Deer","Junction Valley","CWMU Antlerless","Any Legal Weapon","Female Only","15","14.0","14.0","100.0","1.8","5.0","2025","2026","harvest_2025.csv"
"DA1012","Deer","","","","","13","2.0","24.0","29.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DA1013","Deer","","","","","4","1.0","3.0","1.0","75.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DA1013","Deer","Mt Carmel","CWMU Antlerless","Any Legal Weapon","Female Only","5","4.0","3.0","75.0","2.0","4.8","2025","2026","harvest_2025.csv"
"DA1018","Deer","Pine Valley, New Harmony","Antlerless","Archery, Muzzleloader, Shotgun","Female Only","18","15.0","8.0","53.3","5.1","3.4","2025","2026","harvest_2025.csv"
"DA1027","Deer","East Canyon, Davis-North Salt Lake","Antlerless","Any Legal Weapon","Female Only","30","27.0","19.0","70.4","2.7","4.2","2025","2026","harvest_2025.csv"
"DA1027","Deer","","","","","29","3.4","14.0","21.0","48.3","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DA1030","Deer","","","","","18","5.9","7.0","11.0","38.9","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DA1030","Deer","Nine Mile, Price River Valley","Antlerless","Archery","Female Only","24","14.0","2.0","14.3","3.8","2.8","2025","2026","harvest_2025.csv"
"DA1031","Deer","Oquirrh-Stansbury, Settlement Cyn","Antlerless","Archery","Female Only","20","15.0","11.0","73.3","4.7","3.5","2025","2026","harvest_2025.csv"
"DA1031","Deer","","","","","17","3.2","12.0","30.0","68.8","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DA1033","Deer","San Juan, Monticello","Antlerless","Archery","Female Only","5","5.0","4.0","80.0","1.8","4.6","2025","2026","harvest_2025.csv"
"DA1041","Deer","","","","","9","1.5","3.0","11.0","37.5","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DA1041","Deer","Nine Mile, Green River Valley","Antlerless","Any Legal Weapon","Female Only","15","10.0","6.0","60.0","2.3","3.8","2025","2026","harvest_2025.csv"
"DA1042","Deer","San Juan, Monticello","Antlerless","Archery","Female Only","5","4.0","4.0","100.0","1.7","4.0","2025","2026","harvest_2025.csv"
"DA1045","Deer","","","","","13","3.7","7.0","23.0","54.5","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DA1045","Deer","Fillmore, Oak City","Antlerless","Archery","Female Only","18","12.0","5.0","41.7","4.2","3.8","2025","2026","harvest_2025.csv"
"DA1046","Deer","","","","","21","4.2","9.0","18.0","42.1","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DA1046","Deer","Nine Mile, Price River Valley","Antlerless","Archery, Muzzleloader, Shotgun","Female Only","25","20.0","10.0","50.0","5.2","3.0","2025","2026","harvest_2025.csv"
"DA1047","Deer","Vernal-Ouray Valley","Antlerless","Any Legal Weapon","Female Only","23","15.0","4.0","26.7","3.5","1.6","2025","2026","harvest_2025.csv"
"DA1048","Deer","","","","","13","4.1","8.0","21.0","60.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DA1048","Deer","Fillmore City","Antlerless","Archery","Female Only","14","8.0","2.0","25.0","4.7","2.4","2025","2026","harvest_2025.csv"
"DA1049","Deer","Vernal, Ashley Valley","Antlerless","Archery","Female Only","35","27.0","9.0","33.3","6.1","3.2","2025","2026","harvest_2025.csv"
"DA1050","Deer","The Rose of Snowville","CWMU Antlerless","Any Legal Weapon","Female Only","10","8.0","6.0","75.0","1.0","4.0","2025","2026","harvest_2025.csv"
"DB0007","Deer","Buck Deer - Statewide Permit","Sportsman","Any Legal Weapon","Male Only","2","2.0","2.0","100.0","8.5","5.0","2025","2026","harvest_2025.csv"
"DB0008","Deer","Deer Extended Archery Only","General Season","Extended Archery","Hunter's Choice","1904","1352.0","288.0","21.3","9.5","3.3","2025","2026","harvest_2025.csv"
"DB0009","Deer","","","","","1","1.0","1.0","31.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB0009","Deer","Antelope Island","Premium Limited Entry","Any Legal Weapon","Male Only","1","1.0","1.0","100.0","2.0","4.0","2025","2026","harvest_2025.csv"
"DB1000","Deer","Henry Mtns","Premium Limited Entry","Archery","Male Only","9","9.0","9.0","100.0","10.3","4.1","2025","2026","harvest_2025.csv"
"DB1000","Deer","","","","","11","9.7","11.0","27.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1001","Deer","","","","","36","9.6","20.0","31.0","55.9","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1001","Deer","Paunsaugunt","Premium Limited Entry","Archery","Male Only","34","34.0","23.0","67.6","12.1","3.8","2025","2026","harvest_2025.csv"
"DB1002","Deer","","","","","1","2.0","1.0","15.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1002","Deer","Antelope Island","Premium Limited Entry","Any Legal Weapon","Male Only","1","1.0","1.0","100.0","1.0","5.0","2025","2026","harvest_2025.csv"
"DB1003","Deer","","","","","27","3.8","26.0","27.0","96.2","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1003","Deer","Henry Mtns","Premium Limited Entry","Any Legal Weapon","Male Only","27","26.0","26.0","100.0","3.5","3.6","2025","2026","harvest_2025.csv"
"DB1004","Deer","Paunsaugunt","Premium Limited Entry","Any Legal Weapon","Male Only","90","88.0","82.0","93.2","6.7","4.1","2025","2026","harvest_2025.csv"
"DB1004","Deer","","","","","86","7.1","72.0","15.0","83.8","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1005","Deer","Henry Mtns","Premium Limited Entry","Muzzleloader","Male Only","10","10.0","9.0","90.0","5.6","4.3","2025","2026","harvest_2025.csv"
"DB1005","Deer","","","","","11","3.4","11.0","27.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1006","Deer","Paunsaugunt","Premium Limited Entry","Muzzleloader","Male Only","30","30.0","21.0","70.0","5.7","3.9","2025","2026","harvest_2025.csv"
"DB1006","Deer","","","","","30","5.2","23.0","15.0","77.8","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1007","Deer","Henry Mtns","Premium Limited Entry","Multiseason","Male Only","2","2.0","2.0","100.0","11.0","4.5","2025","2026","harvest_2025.csv"
"DB1007","Deer","","","","","1","14.0","1.0","27.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1008","Deer","Paunsaugunt","Premium Limited Entry","Multiseason","Male Only","6","6.0","6.0","100.0","22.0","4.7","2025","2026","harvest_2025.csv"
"DB1009","Deer","Henry Mtns","Management Buck","Any Legal Weapon","Male Only","11","11.0","11.0","100.0","2.2","4.6","2025","2026","harvest_2025.csv"
"DB1010","Deer","Paunsaugunt","Management Buck","Any Legal Weapon","Male Only","29","28.0","26.0","92.9","4.9","4.6","2025","2026","harvest_2025.csv"
"DB1010","Deer","","","","","21","3.0","19.0","27.0","90.5","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1011","Deer","Book Cliffs","Limited Entry","Archery","Male Only","52","50.0","44.0","88.0","6.6","4.6","2025","2026","harvest_2025.csv"
"DB1012","Deer","Fillmore, Oak Creek LE","Limited Entry","Archery","Male Only","13","13.0","11.0","84.6","9.2","4.4","2025","2026","harvest_2025.csv"
"DB1013","Deer","Dolores Triangle","Limited Entry","Archery","Male Only","4","4.0","2.0","50.0","7.5","3.3","2025","2026","harvest_2025.csv"
"DB1014","Deer","San Juan, Elk Ridge","Limited Entry","Archery","Male Only","17","17.0","17.0","100.0","5.3","3.7","2025","2026","harvest_2025.csv"
"DB1015","Deer","Diamond Mtn","Limited Entry","Archery","Male Only","23","22.0","19.0","86.4","7.6","4.0","2025","2026","harvest_2025.csv"
"DB1016","Deer","","","","","45","11.9","25.0","10.0","54.8","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1016","Deer","West Desert, Vernon","Limited Entry","Archery","Male Only","51","51.0","29.0","56.9","8.8","4.1","2025","2026","harvest_2025.csv"
"DB1017","Deer","Book Cliffs, North","Limited Entry","Any Legal Weapon","Male Only","128","125.0","117.0","93.6","3.7","4.1","2025","2026","harvest_2025.csv"
"DB1018","Deer","Book Cliffs, South","Limited Entry","Any Legal Weapon","Male Only","31","31.0","31.0","100.0","3.7","4.5","2025","2026","harvest_2025.csv"
"DB1019","Deer","Fillmore, Oak Creek LE","Limited Entry","Any Legal Weapon","Male Only","40","40.0","38.0","95.0","4.4","3.9","2025","2026","harvest_2025.csv"
"DB1020","Deer","Dolores Triangle","Limited Entry","Any Legal Weapon","Male Only","12","12.0","12.0","100.0","4.0","4.4","2025","2026","harvest_2025.csv"
"DB1022","Deer","San Juan, Elk Ridge","Limited Entry","Any Legal Weapon","Male Only","45","45.0","40.0","88.9","4.8","3.9","2025","2026","harvest_2025.csv"
"DB1023","Deer","Diamond Mtn","Limited Entry","Any Legal Weapon","Male Only","64","64.0","62.0","96.9","3.4","4.1","2025","2026","harvest_2025.csv"
"DB1024","Deer","West Desert, Vernon","Limited Entry","Any Legal Weapon","Male Only","154","151.0","129.0","85.4","4.4","3.5","2025","2026","harvest_2025.csv"
"DB1024","Deer","","","","","147","4.2","127.0","10.0","86.6","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1025","Deer","Book Cliffs","Limited Entry","Muzzleloader","Male Only","51","50.0","43.0","86.0","3.8","4.2","2025","2026","harvest_2025.csv"
"DB1026","Deer","Cache, Crawford Mtn","Limited Entry","Muzzleloader","Male Only","8","8.0","8.0","100.0","4.8","3.9","2025","2026","harvest_2025.csv"
"DB1028","Deer","Fillmore","Limited Entry on General Season","Muzzleloader","Male Only","11","10.0","7.0","70.0","7.2","3.3","2025","2026","harvest_2025.csv"
"DB1029","Deer","Fillmore, Oak Creek LE","Limited Entry","Muzzleloader","Male Only","15","15.0","12.0","80.0","6.0","4.3","2025","2026","harvest_2025.csv"
"DB1030","Deer","Kamas","Limited Entry on General Season","Muzzleloader","Male Only","6","6.0","6.0","100.0","5.5","3.8","2025","2026","harvest_2025.csv"
"DB1031","Deer","Dolores Triangle","Limited Entry","Muzzleloader","Male Only","4","4.0","4.0","100.0","6.5","4.0","2025","2026","harvest_2025.csv"
"DB1032","Deer","Monroe","Limited Entry on General Season","Muzzleloader","Male Only","6","6.0","4.0","66.7","6.5","3.7","2025","2026","harvest_2025.csv"
"DB1032","Deer","","","","","5","6.6","3.0","4.0","60.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1033","Deer","Nine Mile","Limited Entry on General Season","Muzzleloader","Male Only","6","6.0","6.0","100.0","4.5","4.0","2025","2026","harvest_2025.csv"
"DB1033","Deer","","","","","6","4.0","5.0","8.0","80.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1034","Deer","Pine Valley","Limited Entry on General Season","Muzzleloader","Male Only","15","15.0","8.0","53.3","6.7","2.6","2025","2026","harvest_2025.csv"
"DB1037","Deer","San Juan, Elk Ridge","Limited Entry","Muzzleloader","Male Only","17","16.0","14.0","87.5","4.6","3.8","2025","2026","harvest_2025.csv"
"DB1038","Deer","Diamond Mtn","Limited Entry","Muzzleloader","Male Only","23","23.0","21.0","91.3","3.6","3.6","2025","2026","harvest_2025.csv"
"DB1039","Deer","","","","","6","5.8","4.0","29.0","60.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1039","Deer","Yellowstone","Limited Entry on General Season","Muzzleloader","Male Only","7","7.0","7.0","100.0","5.1","3.6","2025","2026","harvest_2025.csv"
"DB1040","Deer","Southwest Desert","Limited Entry on General Season","Muzzleloader","Male Only","5","5.0","3.0","60.0","7.4","2.8","2025","2026","harvest_2025.csv"
"DB1041","Deer","Wasatch Mtns, East","Limited Entry on General Season","Muzzleloader","Male Only","30","30.0","19.0","63.3","5.8","3.4","2025","2026","harvest_2025.csv"
"DB1042","Deer","West Desert, Vernon","Limited Entry","Muzzleloader","Male Only","50","50.0","44.0","88.0","4.6","3.7","2025","2026","harvest_2025.csv"
"DB1042","Deer","","","","","46","5.2","27.0","10.0","58.1","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1043","Deer","","","","","15","6.9","11.0","21.0","73.3","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1043","Deer","Zion","Limited Entry on General Season","Muzzleloader","Male Only","15","15.0","7.0","46.7","6.4","2.8","2025","2026","harvest_2025.csv"
"DB1044","Deer","Book Cliffs","Limited Entry","Multiseason","Male Only","9","9.0","9.0","100.0","15.3","4.0","2025","2026","harvest_2025.csv"
"DB1045","Deer","Fillmore, Oak Creek LE","Limited Entry","Multiseason","Male Only","3","3.0","3.0","100.0","30.3","3.7","2025","2026","harvest_2025.csv"
"DB1046","Deer","San Juan, Elk Ridge","Limited Entry","Multiseason","Male Only","3","3.0","2.0","66.7","20.0","2.7","2025","2026","harvest_2025.csv"
"DB1047","Deer","Diamond Mtn","Limited Entry","Multiseason","Male Only","5","5.0","5.0","100.0","7.6","3.8","2025","2026","harvest_2025.csv"
"DB1048","Deer","","","","","6","14.5","6.0","10.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1048","Deer","West Desert, Vernon","Limited Entry","Multiseason","Male Only","9","9.0","7.0","77.8","11.0","3.6","2025","2026","harvest_2025.csv"
"DB1053","Deer","Mt Dutton","Limited Entry on General Season","Muzzleloader","Male Only","5","5.0","4.0","80.0","6.5","4.0","2025","2026","harvest_2025.csv"
"DB1054","Deer","Ogden","Limited Entry on General Season","Muzzleloader","Male Only","12","11.0","6.0","54.5","6.8","4.3","2025","2026","harvest_2025.csv"
"DB1054","Deer","","","","","7","4.3","5.0","18.0","71.4","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1055","Deer","Fishlake","Limited Entry on General Season","Muzzleloader","Male Only","6","6.0","4.0","66.7","5.0","2.6","2025","2026","harvest_2025.csv"
"DB1055","Deer","","","","","5","6.0","4.0","7.0","80.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1056","Deer","Book Cliffs","Conservation","Any Legal Weapon","Male Only","2","2.0","1.0","50.0","3.0","5.0","2025","2026","harvest_2025.csv"
"DB1056","Deer","","","","","3","7.0","3.0","10.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1058","Deer","","","","","28","5.4","13.0","27.0","48.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1058","Deer","Paunsaugunt","Cactus Buck","Any Legal Weapon","Male Only","28","27.0","10.0","37.0","8.3","2.8","2025","2026","harvest_2025.csv"
"DB1065","Deer","","","","","12","5.3","9.0","3.0","75.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1065","Deer","North Slope","Limited Entry on General Season","Muzzleloader","Male Only","15","15.0","12.0","80.0","5.8","3.4","2025","2026","harvest_2025.csv"
"DB1073","Deer","Paunsaugunt","Management Buck","Archery","Male Only","9","9.0","8.0","88.9","7.2","5.0","2025","2026","harvest_2025.csv"
"DB1073","Deer","","","","","4","7.8","4.0","27.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1074","Deer","Paunsaugunt","Management Buck","Muzzleloader","Male Only","9","9.0","5.0","55.6","6.3","3.9","2025","2026","harvest_2025.csv"
"DB1076","Deer","","","","","2","2.0","0.0","10.0","0.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1077","Deer","","","","","21","3.8","14.0","2.0","65.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1077","Deer","Box Elder","Limited Entry on General Season","Muzzleloader","Male Only","24","23.0","13.0","56.5","4.7","3.8","2025","2026","harvest_2025.csv"
"DB1078","Deer","","","","","6","5.6","4.0","6.0","60.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1078","Deer","Cache","Limited Entry on General Season","Muzzleloader","Male Only","10","10.0","8.0","80.0","5.7","4.3","2025","2026","harvest_2025.csv"
"DB1079","Deer","","","","","38","6.1","29.0","23.0","77.1","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1079","Deer","Manti/San Rafael","Limited Entry on General Season","Muzzleloader","Male Only","40","40.0","33.0","82.5","5.5","3.5","2025","2026","harvest_2025.csv"
"DB1080","Deer","","","","","23","6.2","18.0","11.0","76.2","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1080","Deer","Nebo","Limited Entry on General Season","Muzzleloader","Male Only","27","27.0","21.0","77.8","4.8","3.4","2025","2026","harvest_2025.csv"
"DB1081","Deer","La Sal Mtns","Limited Entry on General Season","Muzzleloader","Male Only","9","9.0","5.0","55.6","5.9","2.8","2025","2026","harvest_2025.csv"
"DB1083","Deer","Panguitch Lake","Limited Entry on General Season","Muzzleloader","Male Only","12","11.0","5.0","45.5","6.7","3.5","2025","2026","harvest_2025.csv"
"DB1083","Deer","","","","","7","6.3","4.0","30.0","57.1","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1084","Deer","","","","","9","5.3","4.0","1.0","44.4","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1084","Deer","Boulder/Kaiparowits","Limited Entry on General Season","Muzzleloader","Male Only","12","12.0","8.0","66.7","5.0","2.4","2025","2026","harvest_2025.csv"
"DB1085","Deer","","","","","8","6.0","7.0","20.0","87.5","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1085","Deer","San Juan, Abajo Mtns","Limited Entry on General Season","Muzzleloader","Male Only","13","12.0","8.0","66.7","6.4","3.1","2025","2026","harvest_2025.csv"
"DB1086","Deer","Vernal/Bonanza","Limited Entry on General Season","Muzzleloader","Male Only","6","5.0","4.0","80.0","3.3","4.5","2025","2026","harvest_2025.csv"
"DB1087","Deer","Wasatch Mtns, West","Limited Entry on General Season","Muzzleloader","Male Only","32","30.0","20.0","66.7","5.0","3.4","2025","2026","harvest_2025.csv"
"DB1090","Deer","Book Cliffs, Floy Canyon","Limited Entry","HAMSS","Male Only","7","7.0","7.0","100.0","6.0","4.4","2025","2026","harvest_2025.csv"
"DB1090","Deer","","","","","5","6.4","5.0","5.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1091","Deer","Kaiparowits HAMSS","Limited Entry","HAMSS","Male Only","5","5.0","3.0","60.0","10.0","3.2","2025","2026","harvest_2025.csv"
"DB1091","Deer","","","","","4","14.7","4.0","20.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1100","Deer","Chalk Creek","Limited Entry on General Season","Muzzleloader","Male Only","11","11.0","9.0","81.8","3.8","4.5","2025","2026","harvest_2025.csv"
"DB1100","Deer","","","","","10","4.7","9.0","5.0","88.9","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1101","Deer","East Canyon","Limited Entry on General Season","Muzzleloader","Male Only","10","10.0","6.0","60.0","5.3","4.0","2025","2026","harvest_2025.csv"
"DB1101","Deer","","","","","5","4.8","2.0","21.0","50.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1103","Deer","Morgan-South Rich","Limited Entry on General Season","Muzzleloader","Male Only","8","8.0","3.0","37.5","4.1","3.6","2025","2026","harvest_2025.csv"
"DB1103","Deer","","","","","6","4.8","3.0","24.0","50.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1105","Deer","","","","","5","6.3","3.0","26.0","50.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"DB1105","Deer","East Canyon","Limited Entry","HAMSS","Male Only","6","6.0","5.0","83.3","6.5","4.3","2025","2026","harvest_2025.csv"
"DB1106","Deer","Thousand Lakes","Limited Entry","Archery Restricted","Male Only","20","18.0","3.0","16.7","5.3","2.6","2025","2026","harvest_2025.csv"
"DB1107","Deer","Thousand Lakes","Limited Entry","Muzzleloader Restricted","Male Only","20","18.0","5.0","27.8","4.0","2.6","2025","2026","harvest_2025.csv"
"DB1108","Deer","Thousand Lakes","Limited Entry","Rifle Restricted","Male Only","22","22.0","12.0","54.5","3.8","4.1","2025","2026","harvest_2025.csv"
"DB1109","Deer","Thousand Lakes","Limited Entry","Multiseason Restricted","Male Only","2","2.0","2.0","100.0","3.5","4.0","2025","2026","harvest_2025.csv"
"DB1110","Deer","Beaver, East","Limited Entry on General Season","Muzzleloader","Male Only","10","10.0","4.0","40.0","8.3","3.3","2025","2026","harvest_2025.csv"
"DB1111","Deer","Beaver, West","Limited Entry on General Season","Muzzleloader","Male Only","5","5.0","5.0","100.0","6.8","3.6","2025","2026","harvest_2025.csv"
"DB1112","Deer","West Desert, Swasey","Limited Entry on General Season","Muzzleloader","Male Only","4","4.0","1.0","25.0","7.0","2.7","2025","2026","harvest_2025.csv"
"DB1113","Deer","Oquirrh/Tintic","Limited Entry on General Season","Muzzleloader","Male Only","12","11.0","11.0","100.0","4.8","3.8","2025","2026","harvest_2025.csv"
