"hunt_code","species","hunt_name","hunt_type","weapon","sex_type","permits_total","hunters","harvest","percent_success","avg_days","satisfaction","year","prediction_year","source_file"
"PB5038","Pronghorn","","","","","11","1.6","11.0","8.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5038","Pronghorn","Nine Mile, Range Creek","Limited Entry","Any Legal Weapon","Male Only","13","13.0","13.0","100.0","1.8","4.8","2025","2026","harvest_2025.csv"
"PB5039","Pronghorn","North Slope, Summit","Limited Entry","Any Legal Weapon","Male Only","18","17.0","13.0","76.5","2.3","3.8","2025","2026","harvest_2025.csv"
"PB5040","Pronghorn","North Slope, Three Corners/West Daggett","Limited Entry","Any Legal Weapon","Male Only","40","39.0","36.0","92.3","1.7","3.8","2025","2026","harvest_2025.csv"
"PB5041","Pronghorn","Panguitch Lake/Zion, North","Limited Entry","Any Legal Weapon","Male Only","25","25.0","25.0","100.0","1.7","4.3","2025","2026","harvest_2025.csv"
"PB5042","Pronghorn","Pine Valley","Limited Entry","Any Legal Weapon","Male Only","24","23.0","16.0","69.6","2.3","3.6","2025","2026","harvest_2025.csv"
"PB5042","Pronghorn","","","","","24","2.0","20.0","14.0","81.8","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5044","Pronghorn","San Juan, Hatch Point","Limited Entry","Any Legal Weapon","Male Only","4","4.0","4.0","100.0","1.8","3.5","2025","2026","harvest_2025.csv"
"PB5044","Pronghorn","","","","","6","2.0","4.0","12.0","66.7","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5045","Pronghorn","San Rafael, Desert","Limited Entry","Any Legal Weapon","Male Only","6","6.0","5.0","83.3","2.5","4.3","2025","2026","harvest_2025.csv"
"PB5046","Pronghorn","San Rafael, North","Limited Entry","Any Legal Weapon","Male Only","71","70.0","65.0","92.9","2.2","4.3","2025","2026","harvest_2025.csv"
"PB5046","Pronghorn","","","","","67","1.8","66.0","20.0","98.5","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5047","Pronghorn","Diamond Mtn/Bonanza","Limited Entry","Any Legal Weapon","Male Only","56","55.0","50.0","90.9","2.0","4.0","2025","2026","harvest_2025.csv"
"PB5047","Pronghorn","","","","","57","2.1","57.0","21.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5048","Pronghorn","","","","","66","1.7","64.0","19.0","96.8","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5048","Pronghorn","Vernal","Limited Entry","Any Legal Weapon","Male Only","71","65.0","51.0","78.5","2.2","3.4","2025","2026","harvest_2025.csv"
"PB5049","Pronghorn","Southwest Desert","Limited Entry","Any Legal Weapon","Male Only","112","107.0","92.0","86.0","2.4","4.0","2025","2026","harvest_2025.csv"
"PB5050","Pronghorn","West Desert, Riverbed","Limited Entry","Any Legal Weapon","Male Only","78","78.0","74.0","94.9","2.1","4.5","2025","2026","harvest_2025.csv"
"PB5051","Pronghorn","","","","","34","1.9","29.0","19.0","85.3","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5051","Pronghorn","West Desert, Rush Valley","Limited Entry","Any Legal Weapon","Male Only","37","36.0","34.0","94.4","1.9","4.4","2025","2026","harvest_2025.csv"
"PB5052","Pronghorn","","","","","2","6.0","2.0","132.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5052","Pronghorn","West Desert, Snake Valley","Limited Entry","Any Legal Weapon","Male Only","100","99.0","80.0","80.8","2.6","3.8","2025","2026","harvest_2025.csv"
"PB5053","Pronghorn","","","","","3","6.0","2.0","8.0","50.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5053","Pronghorn","Nine Mile, Range Creek","Limited Entry","Archery","Male Only","3","3.0","3.0","100.0","7.0","3.5","2025","2026","harvest_2025.csv"
"PB5054","Pronghorn","Panguitch Lake/Zion, North","Limited Entry","Archery","Male Only","8","7.0","7.0","100.0","2.3","4.5","2025","2026","harvest_2025.csv"
"PB5055","Pronghorn","San Rafael, Desert","Limited Entry","Archery","Male Only","2","1.0","1.0","100.0","2.0","1.0","2025","2026","harvest_2025.csv"
"PB5055","Pronghorn","","","","","1","13.0","1.0","12.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5056","Pronghorn","","","","","21","3.0","16.0","20.0","76.2","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5056","Pronghorn","San Rafael, North","Limited Entry","Muzzleloader","Male Only","23","22.0","19.0","86.4","2.9","4.3","2025","2026","harvest_2025.csv"
"PB5059","Pronghorn","Nine Mile, Anthro-Myton Bench","Limited Entry","Muzzleloader","Male Only","32","31.0","23.0","74.2","2.6","2.9","2025","2026","harvest_2025.csv"
"PB5060","Pronghorn","Diamond Mtn/Bonanza","Limited Entry","Muzzleloader","Male Only","19","18.0","18.0","100.0","1.8","3.4","2025","2026","harvest_2025.csv"
"PB5060","Pronghorn","","","","","18","1.8","17.0","21.0","94.4","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5061","Pronghorn","Panguitch Lake/Zion, North","Limited Entry","Muzzleloader","Male Only","8","8.0","7.0","87.5","2.0","4.4","2025","2026","harvest_2025.csv"
"PB5062","Pronghorn","","","","","7","3.7","4.0","12.0","57.1","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5062","Pronghorn","Pine Valley","Limited Entry","Muzzleloader","Male Only","8","8.0","2.0","25.0","4.1","2.9","2025","2026","harvest_2025.csv"
"PB5065","Pronghorn","","","","","13","2.8","11.0","11.0","84.6","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5065","Pronghorn","Fillmore, Oak Creek South","Limited Entry","Muzzleloader","Male Only","15","14.0","11.0","78.6","3.0","4.2","2025","2026","harvest_2025.csv"
"PB5066","Pronghorn","North Slope, Three Corners/West Daggett","Limited Entry","Muzzleloader","Male Only","13","12.0","7.0","58.3","2.9","3.6","2025","2026","harvest_2025.csv"
"PB5072","Pronghorn","","","","","20","3.3","13.0","131.0","63.2","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5072","Pronghorn","Vernal","Limited Entry","Muzzleloader","Male Only","22","20.0","9.0","45.0","3.7","3.3","2025","2026","harvest_2025.csv"
"PB5073","Pronghorn","Cache, Rich","Limited Entry","Any Legal Weapon","Male Only","6","6.0","5.0","83.3","1.7","4.5","2025","2026","harvest_2025.csv"
"PB5074","Pronghorn","Cache, Rich","Limited Entry","Archery","Male Only","2","2.0","0.0","0.0","7.5","2.5","2025","2026","harvest_2025.csv"
"PB5075","Pronghorn","Cache, Rich","Limited Entry","Muzzleloader","Male Only","2","1.0","1.0","100.0","3.0","1.0","2025","2026","harvest_2025.csv"
"PB5076","Pronghorn","Parker Mtn","Limited Entry","Any Legal Weapon","Male Only","82","77.0","74.0","96.1","1.7","4.6","2025","2026","harvest_2025.csv"
"PB5076","Pronghorn","","","","","43","2.0","42.0","30.0","97.4","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5077","Pronghorn","","","","","14","7.1","6.0","30.0","46.2","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5077","Pronghorn","Parker Mtn","Limited Entry","Archery","Male Only","56","54.0","30.0","55.6","4.6","3.9","2025","2026","harvest_2025.csv"
"PB5078","Pronghorn","Parker Mtn","Limited Entry","Muzzleloader","Male Only","60","55.0","38.0","69.1","2.8","4.2","2025","2026","harvest_2025.csv"
"PB5078","Pronghorn","","","","","15","2.9","12.0","30.0","78.6","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5079","Pronghorn","Box Elder, West","Limited Entry","Muzzleloader","Male Only","10","9.0","5.0","55.6","3.2","3.9","2025","2026","harvest_2025.csv"
"PB5080","Pronghorn","Box Elder, Snowville","Limited Entry","Muzzleloader","Male Only","10","10.0","8.0","80.0","2.0","3.7","2025","2026","harvest_2025.csv"
"PB5300","Pronghorn","","","","","10","1.6","10.0","1.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5300","Pronghorn","Antelope Creek","CWMU","Any Legal Weapon","Male Only","10","10.0","10.0","100.0","1.7","4.2","2025","2026","harvest_2025.csv"
"PB5302","Pronghorn","Deseret","CWMU","Any Legal Weapon","Male Only","37","37.0","37.0","100.0","1.6","4.8","2025","2026","harvest_2025.csv"
"PB5302","Pronghorn","","","","","36","1.9","34.0","1.0","93.5","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5305","Pronghorn","Park Valley","CWMU","Any Legal Weapon","Male Only","3","3.0","3.0","100.0","2.0","5.0","2025","2026","harvest_2025.csv"
"PB5305","Pronghorn","","","","","4","3.0","3.0","1.0","66.7","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5306","Pronghorn","Rabbit Creek","CWMU","Any Legal Weapon","Male Only","2","2.0","2.0","100.0","3.5","5.0","2025","2026","harvest_2025.csv"
"PB5306","Pronghorn","","","","","3","5.0","2.0","1.0","50.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5309","Pronghorn","","","","","5","1.5","5.0","1.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5309","Pronghorn","Skull Valley South","CWMU","Any Legal Weapon","Male Only","5","5.0","3.0","60.0","2.2","4.2","2025","2026","harvest_2025.csv"
"PB5311","Pronghorn","","","","","9","1.7","7.0","1.0","77.8","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5311","Pronghorn","The Rose of Snowville","CWMU","Any Legal Weapon","Male Only","8","8.0","7.0","87.5","3.5","4.7","2025","2026","harvest_2025.csv"
"PB5312","Pronghorn","TL Bar Ranch","CWMU","Any Legal Weapon","Male Only","1","1.0","0.0","0.0","5.0","1.0","2025","2026","harvest_2025.csv"
"PB5312","Pronghorn","","","","","0","0.0","0.0","10.0","0.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5314","Pronghorn","","","","","8","1.3","8.0","20.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5314","Pronghorn","Westlake","CWMU","Any Legal Weapon","Male Only","7","7.0","7.0","100.0","1.0","5.0","2025","2026","harvest_2025.csv"
"PB5315","Pronghorn","Zane","CWMU","Any Legal Weapon","Male Only","5","5.0","2.0","40.0","2.4","2.4","2025","2026","harvest_2025.csv"
"PB5315","Pronghorn","","","","","5","2.5","5.0","133.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5325","Pronghorn","Allen Ranch","CWMU","Any Legal Weapon","Male Only","3","3.0","3.0","100.0","1.0","5.0","2025","2026","harvest_2025.csv"
"PB5325","Pronghorn","","","","","3","1.0","3.0","11.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5326","Pronghorn","","","","","3","2.3","2.0","11.0","66.7","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5326","Pronghorn","Cedar Springs","CWMU","Any Legal Weapon","Male Only","2","2.0","2.0","100.0","2.0","5.0","2025","2026","harvest_2025.csv"
"PB5327","Pronghorn","","","","","10","1.3","10.0","4.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5327","Pronghorn","Cottonwood Ridge","CWMU","Any Legal Weapon","Male Only","10","9.0","9.0","100.0","1.6","4.5","2025","2026","harvest_2025.csv"
"PB5328","Pronghorn","","","","","6","1.7","6.0","1.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5328","Pronghorn","Pahvant Ensign","CWMU","Any Legal Weapon","Male Only","6","6.0","5.0","83.3","2.4","5.0","2025","2026","harvest_2025.csv"
"PB5329","Pronghorn","Snowville Flat","CWMU","Any Legal Weapon","Male Only","3","3.0","3.0","100.0","1.5","5.0","2025","2026","harvest_2025.csv"
"PB5330","Pronghorn","","","","","2","1.5","2.0","10.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5330","Pronghorn","George Creek","CWMU","Any Legal Weapon","Male Only","4","4.0","4.0","100.0","5.0","4.0","2025","2026","harvest_2025.csv"
"PB5331","Pronghorn","","","","","38","3.7","24.0","11.0","62.9","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5331","Pronghorn","Mt Dutton/Paunsaugunt","Limited Entry","Any Legal Weapon","Male Only","24","24.0","21.0","87.5","2.3","3.6","2025","2026","harvest_2025.csv"
"PB5332","Pronghorn","Mt Dutton/Paunsaugunt","Limited Entry","Archery","Male Only","4","4.0","1.0","25.0","9.3","2.8","2025","2026","harvest_2025.csv"
"PB5332","Pronghorn","","","","","8","9.0","0.0","11.0","0.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5337","Pronghorn","Heist","CWMU","Any Legal Weapon","Male Only","5","5.0","4.0","80.0","2.5","3.5","2025","2026","harvest_2025.csv"
"PB5337","Pronghorn","","","","","5","2.3","4.0","30.0","75.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5338","Pronghorn","Castle Valley Outdooors","CWMU","Any Legal Weapon","Male Only","4","4.0","4.0","100.0","3.5","4.5","2025","2026","harvest_2025.csv"
"PB5339","Pronghorn","","","","","2","4.0","2.0","21.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5339","Pronghorn","Iron Spring","CWMU","Any Legal Weapon","Male Only","2","2.0","2.0","100.0","2.0","4.0","2025","2026","harvest_2025.csv"
"PB5342","Pronghorn","Salt Wells","CWMU","Any Legal Weapon","Male Only","5","5.0","5.0","100.0","2.6","4.2","2025","2026","harvest_2025.csv"
"PB5342","Pronghorn","","","","","5","1.8","4.0","19.0","80.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5343","Pronghorn","Prohibition Springs","CWMU","Any Legal Weapon","Male Only","2","2.0","2.0","100.0","1.0","5.0","2025","2026","harvest_2025.csv"
"PB5345","Pronghorn","Green River Flat","CWMU","Any Legal Weapon","Male Only","5","5.0","5.0","100.0","1.5","5.0","2025","2026","harvest_2025.csv"
"PB5345","Pronghorn","","","","","5","1.0","5.0","20.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PB5346","Pronghorn","Junction Valley","CWMU Antlerless","Any Legal Weapon","Female Only","2","2.0","1.0","50.0","3.0","3.0","2025","2026","harvest_2025.csv"
"PD1000","Pronghorn","","","","","35","2.2","18.0","1.0","51.5","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PD1000","Pronghorn","Box Elder, Snowville","Antlerless","Any Legal Weapon","Female Only","80","70.0","33.0","47.1","3.1","2.9","2025","2026","harvest_2025.csv"
"PD1012","Pronghorn","","","","","8","2.1","5.0","1.0","62.5","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PD1012","Pronghorn","Box Elder, Promontory","Antlerless","Any Legal Weapon","Female Only","24","16.0","8.0","50.0","2.6","3.1","2025","2026","harvest_2025.csv"
"PD1016","Pronghorn","Zane","CWMU Antlerless","Any Legal Weapon","Female Only","4","4.0","2.0","50.0","2.5","5.0","2025","2026","harvest_2025.csv"
"PD1017","Pronghorn","Box Elder, West","Antlerless","Any Legal Weapon","Female Only","55","52.0","33.0","63.5","2.3","3.6","2025","2026","harvest_2025.csv"
"PD1017","Pronghorn","","","","","30","2.0","24.0","21.0","79.3","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PD1025","Pronghorn","Cottonwood Ridge","CWMU Antlerless","Any Legal Weapon","Female Only","3","3.0","3.0","100.0","1.0","5.0","2025","2026","harvest_2025.csv"
"PD1026","Pronghorn","Pahvant Ensign","CWMU Antlerless","Any Legal Weapon","Female Only","4","4.0","4.0","100.0","1.3","5.0","2025","2026","harvest_2025.csv"
"PD1031","Pronghorn","Westlake","CWMU Antlerless","Any Legal Weapon","Female Only","12","12.0","12.0","100.0","1.1","5.0","2025","2026","harvest_2025.csv"
"PD1031","Pronghorn","","","","","6","1.0","12.0","20.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PD1033","Pronghorn","San Rafael, Poison Springs Bench","Antlerless","Any Legal Weapon","Female Only","15","13.0","7.0","53.8","2.1","2.8","2025","2026","harvest_2025.csv"
"PD1034","Pronghorn","Fillmore, Oak Creek South","Antlerless","Any Legal Weapon","Female Only","30","30.0","27.0","90.0","1.6","4.4","2025","2026","harvest_2025.csv"
"PD1034","Pronghorn","","","","","23","1.7","21.0","21.0","90.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PD1035","Pronghorn","","","","","20","2.3","16.0","11.0","80.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PD1035","Pronghorn","Fillmore, Oak Creek South","Antlerless","Any Legal Weapon","Female Only","30","27.0","27.0","100.0","1.6","4.3","2025","2026","harvest_2025.csv"
"PD1041","Pronghorn","Heist","CWMU Antlerless","Any Legal Weapon","Female Only","3","3.0","0.0","0.0","1.0","3.0","2025","2026","harvest_2025.csv"
"PD1043","Pronghorn","Nine Mile, Anthro-Pleasant Valley","Antlerless","Any Legal Weapon","Female Only","10","10.0","10.0","100.0","1.0","4.5","2025","2026","harvest_2025.csv"
"PD1044","Pronghorn","Vernal-Ouray Valley","Antlerless","Any Legal Weapon","Female Only","9","7.0","6.0","85.7","3.6","2.9","2025","2026","harvest_2025.csv"
"PD1044","Pronghorn","","","","","22","1.5","15.0","134.0","66.7","","2024","2025","harvest-metrics-2024-bg-report.csv"
"PD1047","Pronghorn","Antelope Creek","CWMU Antlerless","Any Legal Weapon","Female Only","10","10.0","10.0","100.0","1.0","4.6","2025","2026","harvest_2025.csv"
"PD1048","Pronghorn","The Rose of Snowville","CWMU Antlerless","Any Legal Weapon","Female Only","3","2.0","2.0","100.0","1.0","4.5","2025","2026","harvest_2025.csv"
"PD1049","Pronghorn","Zane","CWMU Antlerless","Any Legal Weapon","Female Only","6","5.0","1.0","20.0","3.4","2.4","2025","2026","harvest_2025.csv"
"PD1050","Pronghorn","Cottonwood Ridge","CWMU Antlerless","Any Legal Weapon","Female Only","6","5.0","5.0","100.0","1.6","4.4","2025","2026","harvest_2025.csv"
"PD1051","Pronghorn","Pahvant Ensign","CWMU Antlerless","Any Legal Weapon","Female Only","6","6.0","5.0","83.3","1.0","4.7","2025","2026","harvest_2025.csv"
"PD1052","Pronghorn","Heist","CWMU Antlerless","Any Legal Weapon","Female Only","6","6.0","5.0","83.3","4.5","4.3","2025","2026","harvest_2025.csv"
"PD1053","Pronghorn","Green River Flat","CWMU Antlerless","Any Legal Weapon","Female Only","7","6.0","5.0","83.3","1.4","4.0","2025","2026","harvest_2025.csv"
"PD1054","Pronghorn","Parker Mtn","Antlerless","Archery","Female Only","29","20.0","4.0","20.0","3.9","3.9","2025","2026","harvest_2025.csv"
"PD1055","Pronghorn","Parker Mtn","Antlerless","Muzzleloader","Female Only","34","30.0","13.0","43.3","2.5","3.8","2025","2026","harvest_2025.csv"
