hunt_code,hunt_name,species,residency,draw_family,hunt_class,weapon,hunt_type,draw_pool,unit_name,boundary_id,current_points_context_available,modeled_draw_probability,guaranteed_line_points,point_creep_1yr,harvest_success_pct,average_days_hunted,average_harvest_age,current_age_3yr_average,percent_5plus,management_objective_type,management_objective_range,management_objective_status,management_objective_note,permits_2026_res,permits_2026_nr,permits_2026_total,decision_label,persona_tags,sleeper_score,sleeper_reasons,recommended_action,data_confidence,source_badges,model_version,rule_version,availability_status,harvest_source_file,harvest_source_page,age_source_file,age_source_page,age_source_table_title,age_review_status
EB3522,Grazing Pasture CWMU,Elk,Resident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Grazing Pasture CWMU,530,true,1.5,26,,100,4.3,,,,,,,,1,0,1,QUALITY LONG SHOT,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|POINT_SAVER,2,harvest success above peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3523,Guildersleeve CWMU,Elk,Nonresident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Guildersleeve CWMU,573,true,,0,0,84.2,2,,,,,,,,2,0,2,INSUFFICIENT DATA,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|DATA_LIMITED_DO_NOT_OVERSELL,1,point creep not worse than peer median; not an obvious marquee hunt name,Objective or opportunity data is incomplete. Treat this as a limited-confidence research lead.,MEDIUM,Official DWR Source|Review / Limited Data,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3523,Guildersleeve CWMU,Elk,Resident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Guildersleeve CWMU,573,true,2.4,13,0,84.2,2,,,,,,,,2,0,2,QUALITY LONG SHOT,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|POINT_SAVER,2,point creep not worse than peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3524,Hardscrabble CWMU,Elk,Nonresident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Hardscrabble CWMU,577,true,,0,0,60,5.9,,,,,,,,2,0,2,INSUFFICIENT DATA,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|DATA_LIMITED_DO_NOT_OVERSELL,1,point creep not worse than peer median; not an obvious marquee hunt name,Objective or opportunity data is incomplete. Treat this as a limited-confidence research lead.,MEDIUM,Official DWR Source|Review / Limited Data,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3524,Hardscrabble CWMU,Elk,Resident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Hardscrabble CWMU,577,true,8.3,8,0,60,5.9,,,,,,,,2,0,2,QUALITY LONG SHOT,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|POINT_SAVER,2,point creep not worse than peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3525,Heaston East CWMU,Elk,Nonresident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Heaston East CWMU,555,true,,0,0,100,1.9,,,,,,,,2,0,2,INSUFFICIENT DATA,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|DATA_LIMITED_DO_NOT_OVERSELL,2,harvest success above peer median; point creep not worse than peer median; not an obvious marquee hunt name,Objective or opportunity data is incomplete. Treat this as a limited-confidence research lead.,MEDIUM,Official DWR Source|Review / Limited Data,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3525,Heaston East CWMU,Elk,Resident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Heaston East CWMU,555,true,3.1,20,0,100,1.9,,,,,,,,2,0,2,QUALITY LONG SHOT,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|POINT_SAVER,3,harvest success above peer median; point creep not worse than peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3526,Hiawatha CWMU,Elk,Nonresident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Hiawatha CWMU,550,true,,0,0,77.8,5.2,,,,,,,,2,0,2,INSUFFICIENT DATA,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|DATA_LIMITED_DO_NOT_OVERSELL,1,point creep not worse than peer median; not an obvious marquee hunt name,Objective or opportunity data is incomplete. Treat this as a limited-confidence research lead.,MEDIUM,Official DWR Source|Review / Limited Data,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3526,Hiawatha CWMU,Elk,Resident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Hiawatha CWMU,550,true,6.6,10,0,77.8,5.2,,,,,,,,2,0,2,QUALITY LONG SHOT,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|POINT_SAVER,2,point creep not worse than peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3527,Indian Head CWMU,Elk,Nonresident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Indian Head CWMU,735,true,,0,0,100,4.6,,,,,,,,2,0,2,INSUFFICIENT DATA,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|DATA_LIMITED_DO_NOT_OVERSELL,2,harvest success above peer median; point creep not worse than peer median; not an obvious marquee hunt name,Objective or opportunity data is incomplete. Treat this as a limited-confidence research lead.,MEDIUM,Official DWR Source|Review / Limited Data,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3527,Indian Head CWMU,Elk,Resident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Indian Head CWMU,735,true,2.8,13,,100,4.6,,,,,,,,2,0,2,QUALITY LONG SHOT,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|POINT_SAVER,2,harvest success above peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3528,Ingham Peak CWMU,Elk,Nonresident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Ingham Peak CWMU,493,true,,0,0,0,5.7,,,,,,,,1,0,1,INSUFFICIENT DATA,TROPHY_DREAMER|DATA_LIMITED_DO_NOT_OVERSELL,1,point creep not worse than peer median; not an obvious marquee hunt name,Objective or opportunity data is incomplete. Treat this as a limited-confidence research lead.,MEDIUM,Official DWR Source|Review / Limited Data,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3528,Ingham Peak CWMU,Elk,Resident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Ingham Peak CWMU,493,true,0,9,,0,5.7,,,,,,,,1,0,1,QUALITY LONG SHOT,TROPHY_DREAMER|POINT_SAVER,1,not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3529,Circle E Ranch CWMU,Elk,Nonresident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Circle E Ranch CWMU,549,true,,0,0,100,2.6,,,,,,,,2,0,2,INSUFFICIENT DATA,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|DATA_LIMITED_DO_NOT_OVERSELL,2,harvest success above peer median; point creep not worse than peer median; not an obvious marquee hunt name,Objective or opportunity data is incomplete. Treat this as a limited-confidence research lead.,MEDIUM,Official DWR Source|Review / Limited Data,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3529,Circle E Ranch CWMU,Elk,Resident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Circle E Ranch CWMU,549,true,2.9,15,0,100,2.6,,,,,,,,2,0,2,QUALITY LONG SHOT,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|POINT_SAVER,3,harvest success above peer median; point creep not worse than peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3530,Jacob's Creek CWMU,Elk,Nonresident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Jacob's Creek CWMU,580,true,,0,0,30,4,,,,,,,,2,0,2,INSUFFICIENT DATA,TROPHY_DREAMER|DATA_LIMITED_DO_NOT_OVERSELL,1,point creep not worse than peer median; not an obvious marquee hunt name,Objective or opportunity data is incomplete. Treat this as a limited-confidence research lead.,MEDIUM,Official DWR Source|Review / Limited Data,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3530,Jacob's Creek CWMU,Elk,Resident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Jacob's Creek CWMU,580,true,0,4,,30,4,,,,,,,,2,0,2,QUALITY LONG SHOT,TROPHY_DREAMER|POINT_SAVER,1,not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3531,Johnson Mountain Ranch CWMU,Elk,Nonresident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Johnson Mountain Ranch CWMU,531,true,,0,0,100,4.4,,,,,,,,2,0,2,INSUFFICIENT DATA,FREEZER_FILLER|ELDER_FRIENDLY|HARD_DRIVER|TROPHY_DREAMER|DATA_LIMITED_DO_NOT_OVERSELL,2,harvest success above peer median; point creep not worse than peer median; not an obvious marquee hunt name,Objective or opportunity data is incomplete. Treat this as a limited-confidence research lead.,MEDIUM,Official DWR Source|Review / Limited Data,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3531,Johnson Mountain Ranch CWMU,Elk,Resident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Johnson Mountain Ranch CWMU,531,true,2.2,24,0,100,4.4,,,,,,,,2,0,2,QUALITY LONG SHOT,FREEZER_FILLER|ELDER_FRIENDLY|HARD_DRIVER|TROPHY_DREAMER|POINT_SAVER,3,harvest success above peer median; point creep not worse than peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3532,Jump Creek CWMU,Elk,Nonresident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Jump Creek CWMU,734,true,,0,0,100,1,,,,,,,,1,0,1,INSUFFICIENT DATA,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|DATA_LIMITED_DO_NOT_OVERSELL,2,harvest success above peer median; point creep not worse than peer median; not an obvious marquee hunt name,Objective or opportunity data is incomplete. Treat this as a limited-confidence research lead.,MEDIUM,Official DWR Source|Review / Limited Data,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3532,Jump Creek CWMU,Elk,Resident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Jump Creek CWMU,734,true,1.3,21,,100,1,,,,,,,,1,0,1,QUALITY LONG SHOT,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|POINT_SAVER,2,harvest success above peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3533,Junction Valley CWMU,Elk,Nonresident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Junction Valley CWMU,589,true,,0,0,100,3.6,,,,,,,,1,0,1,INSUFFICIENT DATA,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|DATA_LIMITED_DO_NOT_OVERSELL,2,harvest success above peer median; point creep not worse than peer median; not an obvious marquee hunt name,Objective or opportunity data is incomplete. Treat this as a limited-confidence research lead.,MEDIUM,Official DWR Source|Review / Limited Data,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3533,Junction Valley CWMU,Elk,Resident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Junction Valley CWMU,589,true,3.5,9,,100,3.6,,,,,,,,1,0,1,QUALITY LONG SHOT,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|POINT_SAVER,2,harvest success above peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3534,Little Red Creek CWMU,Elk,Nonresident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Little Red Creek CWMU,484,true,,0,0,85.7,3.7,,,,,,,,2,0,2,INSUFFICIENT DATA,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|DATA_LIMITED_DO_NOT_OVERSELL,2,harvest success above peer median; point creep not worse than peer median; not an obvious marquee hunt name,Objective or opportunity data is incomplete. Treat this as a limited-confidence research lead.,MEDIUM,Official DWR Source|Review / Limited Data,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3534,Little Red Creek CWMU,Elk,Resident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Little Red Creek CWMU,484,true,2.1,24,0,85.7,3.7,,,,,,,,2,0,2,QUALITY LONG SHOT,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|POINT_SAVER,3,harvest success above peer median; point creep not worse than peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3536,Minnie Maud Ridge CWMU,Elk,Nonresident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Minnie Maud Ridge CWMU,551,true,,0,0,43.6,6.6,,,,,,,,5,0,5,INSUFFICIENT DATA,TROPHY_DREAMER|DATA_LIMITED_DO_NOT_OVERSELL,2,permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,Objective or opportunity data is incomplete. Treat this as a limited-confidence research lead.,MEDIUM,Official DWR Source|Review / Limited Data,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3536,Minnie Maud Ridge CWMU,Elk,Resident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Minnie Maud Ridge CWMU,551,true,15.8,7,0,43.6,6.6,,,,,,,,5,0,5,QUALITY LONG SHOT,TROPHY_DREAMER|POINT_SAVER|OPPORTUNIST,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,Potential overlooked opportunity. Review the details before applying.,MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3538,Moon Ranch CWMU,Elk,Nonresident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Moon Ranch CWMU,485,true,,0,0,100,4.6,,,,,,,,1,0,1,INSUFFICIENT DATA,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|DATA_LIMITED_DO_NOT_OVERSELL,2,harvest success above peer median; point creep not worse than peer median; not an obvious marquee hunt name,Objective or opportunity data is incomplete. Treat this as a limited-confidence research lead.,MEDIUM,Official DWR Source|Review / Limited Data,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3538,Moon Ranch CWMU,Elk,Resident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Moon Ranch CWMU,485,true,1.1,19,,100,4.6,,,,,,,,1,0,1,QUALITY LONG SHOT,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|POINT_SAVER,2,harvest success above peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3540,Old Woman Plateau CWMU,Elk,Nonresident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Old Woman Plateau CWMU,535,true,,0,0,100,2.5,,,,,,,,2,0,2,INSUFFICIENT DATA,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|EXTEND_THE_SEASON|DATA_LIMITED_DO_NOT_OVERSELL,2,harvest success above peer median; point creep not worse than peer median; not an obvious marquee hunt name,Objective or opportunity data is incomplete. Treat this as a limited-confidence research lead.,MEDIUM,Official DWR Source|Review / Limited Data,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3540,Old Woman Plateau CWMU,Elk,Resident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Old Woman Plateau CWMU,535,true,2.2,19,0,100,2.5,,,,,,,,2,0,2,QUALITY LONG SHOT,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|POINT_SAVER|EXTEND_THE_SEASON,3,harvest success above peer median; point creep not worse than peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3541,Patmos Ridge CWMU,Elk,Nonresident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Patmos Ridge CWMU,736,true,,0,0,83.3,9.4,,,,,,,,1,0,1,INSUFFICIENT DATA,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|DATA_LIMITED_DO_NOT_OVERSELL,1,point creep not worse than peer median; not an obvious marquee hunt name,Objective or opportunity data is incomplete. Treat this as a limited-confidence research lead.,MEDIUM,Official DWR Source|Review / Limited Data,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3541,Patmos Ridge CWMU,Elk,Resident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Patmos Ridge CWMU,736,true,3,10,,83.3,9.4,,,,,,,,1,0,1,QUALITY LONG SHOT,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|POINT_SAVER,1,not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3543,Preston Nutter Ranch CWMU,Elk,Nonresident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Preston Nutter Ranch CWMU,542,true,,0,0,60,3.1,,,,,,,,3,0,3,INSUFFICIENT DATA,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|DATA_LIMITED_DO_NOT_OVERSELL,1,point creep not worse than peer median; not an obvious marquee hunt name,Objective or opportunity data is incomplete. Treat this as a limited-confidence research lead.,MEDIUM,Official DWR Source|Review / Limited Data,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3543,Preston Nutter Ranch CWMU,Elk,Resident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Preston Nutter Ranch CWMU,542,true,2.2,23,0,60,3.1,,,,,,,,3,0,3,QUALITY LONG SHOT,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|POINT_SAVER,2,point creep not worse than peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3544,Redd Ranches CWMU,Elk,Nonresident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Redd Ranches CWMU,548,true,,0,0,100,4.2,,,,,,,,2,0,2,INSUFFICIENT DATA,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|DATA_LIMITED_DO_NOT_OVERSELL,2,harvest success above peer median; point creep not worse than peer median; not an obvious marquee hunt name,Objective or opportunity data is incomplete. Treat this as a limited-confidence research lead.,MEDIUM,Official DWR Source|Review / Limited Data,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3544,Redd Ranches CWMU,Elk,Resident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Redd Ranches CWMU,548,true,2.5,18,0,100,4.2,,,,,,,,2,0,2,QUALITY LONG SHOT,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|POINT_SAVER,3,harvest success above peer median; point creep not worse than peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3545,Cactus Ranch LLC CWMU,Elk,Nonresident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Cactus Ranch LLC CWMU,517,true,,0,0,100,3.2,,,,,,,,3,0,3,INSUFFICIENT DATA,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|DATA_LIMITED_DO_NOT_OVERSELL,2,harvest success above peer median; point creep not worse than peer median; not an obvious marquee hunt name,Objective or opportunity data is incomplete. Treat this as a limited-confidence research lead.,MEDIUM,Official DWR Source|Review / Limited Data,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3545,Cactus Ranch LLC CWMU,Elk,Resident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Cactus Ranch LLC CWMU,517,true,1.3,13,0,100,3.2,,,,,,,,3,0,3,QUALITY LONG SHOT,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|POINT_SAVER,3,harvest success above peer median; point creep not worse than peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3546,Roan Cliffs CWMU,Elk,Nonresident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Roan Cliffs CWMU,543,true,,0,0,100,7.5,,,,,,,,1,0,1,INSUFFICIENT DATA,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|DATA_LIMITED_DO_NOT_OVERSELL,2,harvest success above peer median; point creep not worse than peer median; not an obvious marquee hunt name,Objective or opportunity data is incomplete. Treat this as a limited-confidence research lead.,MEDIUM,Official DWR Source|Review / Limited Data,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
EB3546,Roan Cliffs CWMU,Elk,Resident,BONUS_CWMU_BIG_GAME,CWMU,Any Legal Weapon,CWMU,standard,Roan Cliffs CWMU,543,true,1,21,,100,7.5,,,,,,,,1,0,1,QUALITY LONG SHOT,FREEZER_FILLER|ELDER_FRIENDLY|TROPHY_DREAMER|POINT_SAVER,2,harvest success above peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,17,,,,
