hunt_code,hunt_name,species,residency,draw_family,hunt_class,weapon,hunt_type,draw_pool,unit_name,boundary_id,current_points_context_available,modeled_draw_probability,guaranteed_line_points,point_creep_1yr,harvest_success_pct,average_days_hunted,average_harvest_age,current_age_3yr_average,percent_5plus,management_objective_type,management_objective_range,management_objective_status,management_objective_note,permits_2026_res,permits_2026_nr,permits_2026_total,decision_label,persona_tags,sleeper_score,sleeper_reasons,recommended_action,data_confidence,source_badges,model_version,rule_version,availability_status,harvest_source_file,harvest_source_page,age_source_file,age_source_page,age_source_table_title,age_review_status
DB1073,Paunsaugunt,Deer,Nonresident,PREFERENCE_GENERAL_SEASON_BUCK_DEER,Management,Archery,Management Buck Deer,standard,Paunsaugunt,163,true,0.2,,,88.9,7.2,5.6,,,,,,,10,1,11,QUALITY LONG SHOT,FREEZER_FILLER|TROPHY_DREAMER|POINT_SAVER,1,permit count at or above peer median,"High-quality hunt, but consider saving points unless it fits your long-term plan.",HIGH,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,2,23_bg_report.pdf,34,,PASS
DB1073,Paunsaugunt,Deer,Resident,PREFERENCE_GENERAL_SEASON_BUCK_DEER,Management,Archery,Management Buck Deer,standard,Paunsaugunt,163,true,0,14,-1,88.9,7.2,5.6,,,,,,,10,1,11,QUALITY LONG SHOT,FREEZER_FILLER|TROPHY_DREAMER|POINT_SAVER,2,permit count at or above peer median; point creep not worse than peer median,"High-quality hunt, but consider saving points unless it fits your long-term plan.",HIGH,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,2,23_bg_report.pdf,34,,PASS
DB1074,Paunsaugunt,Deer,Nonresident,PREFERENCE_GENERAL_SEASON_BUCK_DEER,Management,Muzzleloader,Management Buck Deer,standard,Paunsaugunt,163,true,0,,,55.6,6.3,5.6,,,,,,,10,1,11,QUALITY LONG SHOT,FREEZER_FILLER|TROPHY_DREAMER|POINT_SAVER,1,permit count at or above peer median,"High-quality hunt, but consider saving points unless it fits your long-term plan.",HIGH,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,2,23_bg_report.pdf,34,,PASS
DB1074,Paunsaugunt,Deer,Resident,PREFERENCE_GENERAL_SEASON_BUCK_DEER,Management,Muzzleloader,Management Buck Deer,standard,Paunsaugunt,163,true,0.2,12,-4,55.6,6.3,5.6,,,,,,,10,1,11,QUALITY LONG SHOT,FREEZER_FILLER|TROPHY_DREAMER|POINT_SAVER,2,permit count at or above peer median; point creep not worse than peer median,"High-quality hunt, but consider saving points unless it fits your long-term plan.",HIGH,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,2,23_bg_report.pdf,34,,PASS
DB1075,Book Cliffs (North & South),Deer,Nonresident,OTC_OR_REMAINING_TARGET,Conservation,Archery,Conservation,standard,Book Cliffs (North & South),7,true,0,,,50,5,,,,,,,,,,,STATUS / AVAILABILITY ONLY,FREEZER_FILLER|TROPHY_DREAMER|POINT_SAVER,0,,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output|Status / Availability Only,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,NO_QUOTA_PUBLISHED,2024 mule deer.pdf,16,,,,
DB1075,Book Cliffs (North & South),Deer,Resident,OTC_OR_REMAINING_TARGET,Conservation,Archery,Conservation,standard,Book Cliffs (North & South),7,true,0,,,50,5,,,,,,,,,,,STATUS / AVAILABILITY ONLY,FREEZER_FILLER|TROPHY_DREAMER|POINT_SAVER,0,,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output|Status / Availability Only,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,NO_QUOTA_PUBLISHED,2024 mule deer.pdf,16,,,,
DB1076,Book Cliffs (North & South),Deer,Nonresident,OTC_OR_REMAINING_TARGET,Conservation,Muzzleloader,Conservation,standard,Book Cliffs (North & South),7,true,0,,,0,2,,,,,,,,,,,STATUS / AVAILABILITY ONLY,TROPHY_DREAMER|POINT_SAVER,0,,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output|Status / Availability Only,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,NO_QUOTA_PUBLISHED,2024 mule deer.pdf,16,,,,
DB1076,Book Cliffs (North & South),Deer,Resident,OTC_OR_REMAINING_TARGET,Conservation,Muzzleloader,Conservation,standard,Book Cliffs (North & South),7,true,0,,,0,2,,,,,,,,,,,STATUS / AVAILABILITY ONLY,TROPHY_DREAMER|POINT_SAVER,0,,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output|Status / Availability Only,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,NO_QUOTA_PUBLISHED,2024 mule deer.pdf,16,,,,
DB1077,Box Elder,Deer,Nonresident,BONUS_LE_BIG_GAME,Limited Entry,Muzzleloader,Limited Entry,standard,Box Elder,607,true,0,12,0,56.5,4.7,,,,,,,,23,3,26,QUALITY LONG SHOT,FREEZER_FILLER|TROPHY_DREAMER|POINT_SAVER,3,permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,2,,,,
DB1077,Box Elder,Deer,Resident,BONUS_LE_BIG_GAME,Limited Entry,Muzzleloader,Limited Entry,standard,Box Elder,607,true,0,4,-2,56.5,4.7,,,,,,,,23,3,26,QUALITY LONG SHOT,FREEZER_FILLER|TROPHY_DREAMER|POINT_SAVER,3,permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,2,,,,
DB1078,Cache,Deer,Nonresident,BONUS_LE_BIG_GAME,Limited Entry,Muzzleloader,Limited Entry,standard,Cache,29,true,0,,,80,5.7,,,,,,,,11,1,12,QUALITY LONG SHOT,FREEZER_FILLER|TROPHY_DREAMER|POINT_SAVER,2,permit count at or above peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,2,,,,
DB1078,Cache,Deer,Resident,BONUS_LE_BIG_GAME,Limited Entry,Muzzleloader,Limited Entry,standard,Cache,29,true,0,10,-1,80,5.7,,,,,,,,11,1,12,QUALITY LONG SHOT,FREEZER_FILLER|TROPHY_DREAMER|POINT_SAVER,3,permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,2,,,,
DB1079,Manti/San Rafael,Deer,Nonresident,BONUS_LE_BIG_GAME,Limited Entry,Muzzleloader,Limited Entry,standard,Manti/San Rafael,619,true,0.4,12,-5,82.5,5.5,,,,,,,,40,5,45,QUALITY LONG SHOT,FREEZER_FILLER|TROPHY_DREAMER|POINT_SAVER,3,permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,2,,,,
DB1079,Manti/San Rafael,Deer,Resident,BONUS_LE_BIG_GAME,Limited Entry,Muzzleloader,Limited Entry,standard,Manti/San Rafael,619,true,0,9,-2,82.5,5.5,,,,,,,,40,5,45,QUALITY LONG SHOT,FREEZER_FILLER|TROPHY_DREAMER|POINT_SAVER,3,permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,2,,,,
DB1080,Nebo,Deer,Nonresident,BONUS_LE_BIG_GAME,Limited Entry,Muzzleloader,Limited Entry,standard,Nebo,616,true,0,6,-7,77.8,4.8,,,,,,,,23,3,26,QUALITY LONG SHOT,FREEZER_FILLER|TROPHY_DREAMER|POINT_SAVER,3,permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,2,,,,
DB1080,Nebo,Deer,Resident,BONUS_LE_BIG_GAME,Limited Entry,Muzzleloader,Limited Entry,standard,Nebo,616,true,0,7,0,77.8,4.8,,,,,,,,23,3,26,QUALITY LONG SHOT,FREEZER_FILLER|TROPHY_DREAMER|POINT_SAVER,3,permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,2,,,,
DB1081,La Sal Mtns,Deer,Nonresident,BONUS_LE_BIG_GAME,Limited Entry,Muzzleloader,Limited Entry,standard,La Sal Mtns,617,true,0,,,55.6,5.9,,,,,,,,8,1,9,QUALITY LONG SHOT,FREEZER_FILLER|HARD_DRIVER|TROPHY_DREAMER|POINT_SAVER,1,not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,2,,,,
DB1081,La Sal Mtns,Deer,Resident,BONUS_LE_BIG_GAME,Limited Entry,Muzzleloader,Limited Entry,standard,La Sal Mtns,617,true,0,9,-1,55.6,5.9,,,,,,,,8,1,9,QUALITY LONG SHOT,FREEZER_FILLER|HARD_DRIVER|TROPHY_DREAMER|POINT_SAVER,2,point creep not worse than peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,2,,,,
DB1082,Oquirrh-Stansbury,Deer,Nonresident,BONUS_LE_BIG_GAME,,Muzzleloader,Limited Entry,,Oquirrh-Stansbury,622,true,,,,92.3,4.7,,,,,,,,,,,INSUFFICIENT DATA,FREEZER_FILLER|TROPHY_DREAMER|DATA_LIMITED_DO_NOT_OVERSELL,1,harvest success above peer median; not an obvious marquee hunt name,Objective or opportunity data is incomplete. Treat this as a limited-confidence research lead.,MEDIUM,Official DWR Source|Review / Limited Data,,,NO_2026_TOTAL,2024 mule deer.pdf,17,,,,
DB1082,Oquirrh-Stansbury,Deer,Resident,BONUS_LE_BIG_GAME,,Muzzleloader,Limited Entry,,Oquirrh-Stansbury,622,true,,,,92.3,4.7,,,,,,,,,,,INSUFFICIENT DATA,FREEZER_FILLER|TROPHY_DREAMER|DATA_LIMITED_DO_NOT_OVERSELL,1,harvest success above peer median; not an obvious marquee hunt name,Objective or opportunity data is incomplete. Treat this as a limited-confidence research lead.,MEDIUM,Official DWR Source|Review / Limited Data,,,NO_2026_TOTAL,2024 mule deer.pdf,17,,,,
DB1083,Panguitch Lake,Deer,Nonresident,BONUS_LE_BIG_GAME,Limited Entry,Muzzleloader,Limited Entry,standard,Panguitch Lake,634,true,0,,,45.5,6.7,,,,,,,,12,1,13,QUALITY LONG SHOT,TROPHY_DREAMER|POINT_SAVER,2,permit count at or above peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,2,,,,
DB1083,Panguitch Lake,Deer,Resident,BONUS_LE_BIG_GAME,Limited Entry,Muzzleloader,Limited Entry,standard,Panguitch Lake,634,true,0,6,-2,45.5,6.7,,,,,,,,12,1,13,QUALITY LONG SHOT,TROPHY_DREAMER|POINT_SAVER,3,permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,2,,,,
DB1084,Boulder/Kaiparowits,Deer,Nonresident,BONUS_LE_BIG_GAME,Limited Entry,Muzzleloader,Limited Entry,standard,Boulder/Kaiparowits,455,true,0,,,66.7,5,,,,,,,,12,1,13,QUALITY LONG SHOT,FREEZER_FILLER|TROPHY_DREAMER|POINT_SAVER,1,permit count at or above peer median,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,2,,,,
DB1084,Boulder/Kaiparowits,Deer,Resident,BONUS_LE_BIG_GAME,Limited Entry,Muzzleloader,Limited Entry,standard,Boulder/Kaiparowits,455,true,0,7,-2,66.7,5,,,,,,,,12,1,13,QUALITY LONG SHOT,FREEZER_FILLER|TROPHY_DREAMER|POINT_SAVER,2,permit count at or above peer median; point creep not worse than peer median,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,2,,,,
DB1085,"San Juan, Abajo Mtns",Deer,Nonresident,BONUS_LE_BIG_GAME,Limited Entry,Muzzleloader,Limited Entry,standard,"San Juan, Abajo Mtns",618,true,0,,,66.7,6.4,,,,,,,,13,1,14,QUALITY LONG SHOT,FREEZER_FILLER|HARD_DRIVER|TROPHY_DREAMER|POINT_SAVER,2,permit count at or above peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,2,,,,
DB1085,"San Juan, Abajo Mtns",Deer,Resident,BONUS_LE_BIG_GAME,Limited Entry,Muzzleloader,Limited Entry,standard,"San Juan, Abajo Mtns",618,true,0,4,-3,66.7,6.4,,,,,,,,13,1,14,QUALITY LONG SHOT,FREEZER_FILLER|HARD_DRIVER|TROPHY_DREAMER|POINT_SAVER,3,permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,2,,,,
DB1086,Vernal/Bonanza,Deer,Nonresident,BONUS_LE_BIG_GAME,Limited Entry,Muzzleloader,Limited Entry,standard,Vernal/Bonanza,614,true,0,,,80,3.3,,,,,,,,6,1,7,QUALITY LONG SHOT,FREEZER_FILLER|TROPHY_DREAMER|POINT_SAVER,1,not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,2,,,,
DB1086,Vernal/Bonanza,Deer,Resident,BONUS_LE_BIG_GAME,Limited Entry,Muzzleloader,Limited Entry,standard,Vernal/Bonanza,614,true,0,7,-2,80,3.3,,,,,,,,6,1,7,QUALITY LONG SHOT,FREEZER_FILLER|TROPHY_DREAMER|POINT_SAVER,2,point creep not worse than peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,2,,,,
DB1087,"Wasatch Mtns, West",Deer,Nonresident,BONUS_LE_BIG_GAME,Limited Entry,Muzzleloader,Limited Entry,standard,"Wasatch Mtns, West",620,true,0,6,-6,66.7,5,,,,,,,,36,4,40,QUALITY LONG SHOT,FREEZER_FILLER|HARD_DRIVER|TROPHY_DREAMER|POINT_SAVER,3,permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,2,,,,
DB1087,"Wasatch Mtns, West",Deer,Resident,BONUS_LE_BIG_GAME,Limited Entry,Muzzleloader,Limited Entry,standard,"Wasatch Mtns, West",620,true,0,3,-2,66.7,5,,,,,,,,36,4,40,QUALITY LONG SHOT,FREEZER_FILLER|HARD_DRIVER|TROPHY_DREAMER|POINT_SAVER,3,permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,2,,,,
DB1088,"West Desert, Tintic",Deer,Nonresident,BONUS_LE_BIG_GAME,,Muzzleloader,Limited Entry,,"West Desert, Tintic",624,true,,,,80,7,,,,,,,,,,,INSUFFICIENT DATA,FREEZER_FILLER|TROPHY_DREAMER|DATA_LIMITED_DO_NOT_OVERSELL,0,not an obvious marquee hunt name,Objective or opportunity data is incomplete. Treat this as a limited-confidence research lead.,MEDIUM,Official DWR Source|Review / Limited Data,,,NO_2026_TOTAL,2024 mule deer.pdf,17,,,,
DB1088,"West Desert, Tintic",Deer,Resident,BONUS_LE_BIG_GAME,,Muzzleloader,Limited Entry,,"West Desert, Tintic",624,true,,,,80,7,,,,,,,,,,,INSUFFICIENT DATA,FREEZER_FILLER|TROPHY_DREAMER|DATA_LIMITED_DO_NOT_OVERSELL,0,not an obvious marquee hunt name,Objective or opportunity data is incomplete. Treat this as a limited-confidence research lead.,MEDIUM,Official DWR Source|Review / Limited Data,,,NO_2026_TOTAL,2024 mule deer.pdf,17,,,,
DB1089,"West Desert, West",Deer,Nonresident,BONUS_LE_BIG_GAME,,Muzzleloader,Limited Entry,,"West Desert, West",623,true,,,,0,8,,,,,,,,,,,INSUFFICIENT DATA,TROPHY_DREAMER|DATA_LIMITED_DO_NOT_OVERSELL,0,not an obvious marquee hunt name,Objective or opportunity data is incomplete. Treat this as a limited-confidence research lead.,MEDIUM,Official DWR Source|Review / Limited Data,,,NO_2026_TOTAL,2024 mule deer.pdf,17,,,,
DB1089,"West Desert, West",Deer,Resident,BONUS_LE_BIG_GAME,,Muzzleloader,Limited Entry,,"West Desert, West",623,true,,,,0,8,,,,,,,,,,,INSUFFICIENT DATA,TROPHY_DREAMER|DATA_LIMITED_DO_NOT_OVERSELL,0,not an obvious marquee hunt name,Objective or opportunity data is incomplete. Treat this as a limited-confidence research lead.,MEDIUM,Official DWR Source|Review / Limited Data,,,NO_2026_TOTAL,2024 mule deer.pdf,17,,,,
DB1090,"Book Cliffs, Floy Canyon",Deer,Nonresident,BONUS_LE_BIG_GAME,Limited Entry,HAMSS,Limited Entry,standard,"Book Cliffs, Floy Canyon",301,true,0.1,,,100,6,,,,,,,,6,1,7,QUALITY LONG SHOT,FREEZER_FILLER|HARD_DRIVER|TROPHY_DREAMER|POINT_SAVER,1,harvest success above peer median,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,3,,,,
DB1090,"Book Cliffs, Floy Canyon",Deer,Resident,BONUS_LE_BIG_GAME,Limited Entry,HAMSS,Limited Entry,standard,"Book Cliffs, Floy Canyon",301,true,0.2,15,0,100,6,,,,,,,,6,1,7,QUALITY LONG SHOT,FREEZER_FILLER|HARD_DRIVER|TROPHY_DREAMER|POINT_SAVER,2,harvest success above peer median; point creep not worse than peer median,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,3,,,,
DB1091,Kaiparowits HAMSS,Deer,Nonresident,BONUS_LE_BIG_GAME,Limited Entry,HAMSS,Limited Entry,standard,Kaiparowits HAMSS,314,true,0.3,,,60,10,,,,,,,,4,1,5,QUALITY LONG SHOT,FREEZER_FILLER|HARD_DRIVER|TROPHY_DREAMER|POINT_SAVER,0,,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,3,,,,
DB1091,Kaiparowits HAMSS,Deer,Resident,BONUS_LE_BIG_GAME,Limited Entry,HAMSS,Limited Entry,standard,Kaiparowits HAMSS,314,true,0.3,17,0,60,10,,,,,,,,4,1,5,QUALITY LONG SHOT,FREEZER_FILLER|HARD_DRIVER|TROPHY_DREAMER|POINT_SAVER,1,point creep not worse than peer median,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,3,,,,
DB1094,Myton,Deer,Nonresident,BONUS_LE_BIG_GAME,,Muzzleloader,Limited Entry,,Myton,864,true,,,,56.3,6.9,,,,,,,,,,,INSUFFICIENT DATA,FREEZER_FILLER|TROPHY_DREAMER|DATA_LIMITED_DO_NOT_OVERSELL,0,not an obvious marquee hunt name,Objective or opportunity data is incomplete. Treat this as a limited-confidence research lead.,MEDIUM,Official DWR Source|Review / Limited Data,,,NO_2026_TOTAL,2024 mule deer.pdf,17,,,,
DB1094,Myton,Deer,Resident,BONUS_LE_BIG_GAME,,Muzzleloader,Limited Entry,,Myton,864,true,,,,56.3,6.9,,,,,,,,,,,INSUFFICIENT DATA,FREEZER_FILLER|TROPHY_DREAMER|DATA_LIMITED_DO_NOT_OVERSELL,0,not an obvious marquee hunt name,Objective or opportunity data is incomplete. Treat this as a limited-confidence research lead.,MEDIUM,Official DWR Source|Review / Limited Data,,,NO_2026_TOTAL,2024 mule deer.pdf,17,,,,
DB1100,Chalk Creek,Deer,Nonresident,BONUS_LE_BIG_GAME,Limited Entry,Muzzleloader,Limited Entry,standard,Chalk Creek,69,true,0,,,81.8,3.8,,,,,,,,10,1,11,QUALITY LONG SHOT,FREEZER_FILLER|TROPHY_DREAMER|POINT_SAVER,1,not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,3,,,,
DB1100,Chalk Creek,Deer,Resident,BONUS_LE_BIG_GAME,Limited Entry,Muzzleloader,Limited Entry,standard,Chalk Creek,69,true,0,9,0,81.8,3.8,,,,,,,,10,1,11,QUALITY LONG SHOT,FREEZER_FILLER|TROPHY_DREAMER|POINT_SAVER,2,point creep not worse than peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,3,,,,
DB1101,East Canyon,Deer,Nonresident,BONUS_LE_BIG_GAME,Limited Entry,Muzzleloader,Limited Entry,standard,East Canyon,276,true,0,,,60,5.3,,,,,,,,9,1,10,QUALITY LONG SHOT,FREEZER_FILLER|TROPHY_DREAMER|POINT_SAVER,1,not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,3,,,,
DB1101,East Canyon,Deer,Resident,BONUS_LE_BIG_GAME,Limited Entry,Muzzleloader,Limited Entry,standard,East Canyon,276,true,0,5,0,60,5.3,,,,,,,,9,1,10,QUALITY LONG SHOT,FREEZER_FILLER|TROPHY_DREAMER|POINT_SAVER,2,point creep not worse than peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,3,,,,
DB1103,Morgan-South Rich,Deer,Nonresident,BONUS_LE_BIG_GAME,Limited Entry,Muzzleloader,Limited Entry,standard,Morgan-South Rich,117,true,0,,,37.5,4.1,,,,,,,,7,1,8,QUALITY LONG SHOT,TROPHY_DREAMER|POINT_SAVER,1,not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,3,,,,
DB1103,Morgan-South Rich,Deer,Resident,BONUS_LE_BIG_GAME,Limited Entry,Muzzleloader,Limited Entry,standard,Morgan-South Rich,117,true,0,0,-3,37.5,4.1,,,,,,,,7,1,8,QUALITY LONG SHOT,TROPHY_DREAMER|POINT_SAVER,2,point creep not worse than peer median; not an obvious marquee hunt name,"High-quality hunt, but consider saving points unless it fits your long-term plan.",MEDIUM,Official DWR Source|U.O.G.A. Modeled Output,mixed_predictive_v1.0.0,utah_draw_model_v1.0.0,FULL_SPLIT,2026-03-06-2025-preliminary-bg-harvest.pdf,3,,,,
