reported_hunt_year,model_target_year,source_file,source_file_sha256,source_page,source_class,data_granularity,report_family,species,hunt_code,hunt_name,hunt_type,weapon,permits,hunters_afield,harvest,percent_success,average_days,hunter_satisfaction,parse_status,input_family,male_harvest,female_harvest,harvest_objective,average_age,percent_female,percent_5yr_plus,date_inspected,date_harvested,location_of_kill,days_hunted,wound,horn_length_left,horn_length_right,base_circumference_left,base_circumference_right,age_of_sheep,page_title,harvest_quality_year,quality_feature_status,trend_feature_eligible,trend_feature_note,quota_use_status,draw_probability_use_status,do_not_use_for_permit_quota,do_not_use_for_p_draw_directly,raw_record,do_not_use_directly_for_p_draw,average_harvest_age_2023,average_harvest_age_3yr_2023,percent_mature_or_5_plus_2023,percent_mature_or_5_plus_3yr_2023,age_data_available_2023,age_source_package_2023,age_mapping_status_2023,age_match_confidence_2023,age_candidate_count_2023
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,4,harvest_results,hunt_code_aggregate,,Deer,DB1234,East Zion,CWMU,Any Legal Weapon,21.0,19.0,12.0,64.7,7.8,3.9,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1234 East Zion CWMU Any Legal Weapon 21 19 12 7.8 64.7 3.9,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,4,harvest_results,hunt_code_aggregate,,Deer,DB1236,Engineer Springs,CWMU,Any Legal Weapon,5.0,5.0,4.0,80.0,2.0,4.6,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1236 Engineer Springs CWMU Any Legal Weapon 5 5 4 2.0 80.0 4.6,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,4,harvest_results,hunt_code_aggregate,,Deer,DB1237,Ensign Ranches,CWMU,Any Legal Weapon,38.0,38.0,35.0,91.2,3.0,4.2,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1237 Ensign Ranches CWMU Any Legal Weapon 38 38 35 3.0 91.2 4.2,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,4,harvest_results,hunt_code_aggregate,,Deer,DB1238,Folley Ridge,CWMU,Any Legal Weapon,23.0,21.0,6.0,30.0,4.1,2.6,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1238 Folley Ridge CWMU Any Legal Weapon 23 21 6 4.1 30.0 2.6,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,4,harvest_results,hunt_code_aggregate,,Deer,DB1239,Fort Ranch,CWMU,Any Legal Weapon,1.0,1.0,1.0,100.0,4.0,4.0,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1239 Fort Ranch CWMU Any Legal Weapon 1 1 1 4.0 100.0 4.0,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,4,harvest_results,hunt_code_aggregate,,Deer,DB1240,George Creek,CWMU,Any Legal Weapon,6.0,6.0,6.0,100.0,2.5,4.3,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1240 George Creek CWMU Any Legal Weapon 6 6 6 2.5 100.0 4.3,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,4,harvest_results,hunt_code_aggregate,,Deer,DB1241,Golden Spike,CWMU,Any Legal Weapon,6.0,5.0,5.0,100.0,2.2,4.4,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1241 Golden Spike CWMU Any Legal Weapon 6 5 5 2.2 100.0 4.4,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,4,harvest_results,hunt_code_aggregate,,Deer,DB1242,Grass Valley/Clark Canyon,CWMU,Any Legal Weapon,129.0,128.0,80.0,62.9,4.1,4.0,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1242 Grass Valley/Clark Canyon CWMU Any Legal Weapon 129 128 80 4.1 62.9 4.0,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,4,harvest_results,hunt_code_aggregate,,Deer,DB1243,Grazing Pasture,CWMU,Any Legal Weapon,3.0,3.0,1.0,33.3,6.0,4.7,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1243 Grazing Pasture CWMU Any Legal Weapon 3 3 1 6.0 33.3 4.7,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,4,harvest_results,hunt_code_aggregate,,Deer,DB1244,Green Canyon,CWMU,Any Legal Weapon,10.0,9.0,3.0,33.3,9.6,4.3,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1244 Green Canyon CWMU Any Legal Weapon 10 9 3 9.6 33.3 4.3,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,4,harvest_results,hunt_code_aggregate,,Deer,DB1245,Guildersleeve,CWMU,Any Legal Weapon,17.0,17.0,15.0,85.7,3.0,3.1,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1245 Guildersleeve CWMU Any Legal Weapon 17 17 15 3.0 85.7 3.1,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,4,harvest_results,hunt_code_aggregate,,Deer,DB1246,Hardscrabble,CWMU,Any Legal Weapon,5.0,5.0,2.0,40.0,4.8,4.0,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1246 Hardscrabble CWMU Any Legal Weapon 5 5 2 4.8 40.0 4.0,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,4,harvest_results,hunt_code_aggregate,,Deer,DB1248,Heaston East,CWMU,Any Legal Weapon,20.0,20.0,20.0,100.0,2.5,4.7,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1248 Heaston East CWMU Any Legal Weapon 20 20 20 2.5 100.0 4.7,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,4,harvest_results,hunt_code_aggregate,,Deer,DB1249,Hiawatha,CWMU,Any Legal Weapon,6.0,6.0,1.0,20.0,2.8,4.6,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1249 Hiawatha CWMU Any Legal Weapon 6 6 1 2.8 20.0 4.6,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,4,harvest_results,hunt_code_aggregate,,Deer,DB1250,Indian Creek,CWMU,Any Legal Weapon,16.0,16.0,5.0,31.3,3.9,2.3,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1250 Indian Creek CWMU Any Legal Weapon 16 16 5 3.9 31.3 2.3,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,4,harvest_results,hunt_code_aggregate,,Deer,DB1251,Indian Head,CWMU,Any Legal Weapon,15.0,15.0,14.0,91.7,4.7,4.7,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1251 Indian Head CWMU Any Legal Weapon 15 15 14 4.7 91.7 4.7,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,4,harvest_results,hunt_code_aggregate,,Deer,DB1252,Ingham Peak,CWMU,Any Legal Weapon,37.0,35.0,26.0,75.9,3.3,3.9,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1252 Ingham Peak CWMU Any Legal Weapon 37 35 26 3.3 75.9 3.9,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,4,harvest_results,hunt_code_aggregate,,Deer,DB1253,J. B. Ranch,CWMU,Any Legal Weapon,4.0,4.0,3.0,75.0,3.3,5.0,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1253 J. B. Ranch CWMU Any Legal Weapon 4 4 3 3.3 75.0 5.0,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,4,harvest_results,hunt_code_aggregate,,Deer,DB1255,Johnson Mountain Ranch,CWMU,Any Legal Weapon,2.0,2.0,1.0,50.0,4.5,3.5,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1255 Johnson Mountain Ranch CWMU Any Legal Weapon 2 2 1 4.5 50.0 3.5,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,5,harvest_results,hunt_code_aggregate,,Deer,DB1256,Junction Valley,CWMU,Any Legal Weapon,50.0,49.0,40.0,81.0,3.9,4.2,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1256 Junction Valley CWMU Any Legal Weapon 50 49 40 3.9 81.0 4.2,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,5,harvest_results,hunt_code_aggregate,,Deer,DB1258,Little Red Creek,CWMU,Any Legal Weapon,10.0,10.0,6.0,55.6,3.3,4.3,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1258 Little Red Creek CWMU Any Legal Weapon 10 10 6 3.3 55.6 4.3,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,5,harvest_results,hunt_code_aggregate,,Deer,DB1259,Lone Tree Tunnel Hollow,CWMU,Any Legal Weapon,5.0,5.0,4.0,80.0,2.8,3.0,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1259 Lone Tree Tunnel Hollow CWMU Any Legal Weapon 5 5 4 2.8 80.0 3.0,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,5,harvest_results,hunt_code_aggregate,,Deer,DB1260,Middle Ridge,CWMU,Any Legal Weapon,5.0,5.0,3.0,60.0,4.6,4.0,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1260 Middle Ridge CWMU Any Legal Weapon 5 5 3 4.6 60.0 4.0,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,5,harvest_results,hunt_code_aggregate,,Deer,DB1261,Minnie Maud Ridge,CWMU,Any Legal Weapon,48.0,48.0,28.0,57.8,5.0,3.8,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1261 Minnie Maud Ridge CWMU Any Legal Weapon 48 48 28 5.0 57.8 3.8,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,5,harvest_results,hunt_code_aggregate,,Deer,DB1263,Moon Ranch,CWMU,Any Legal Weapon,9.0,9.0,5.0,50.0,5.8,2.9,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1263 Moon Ranch CWMU Any Legal Weapon 9 9 5 5.8 50.0 2.9,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,5,harvest_results,hunt_code_aggregate,,Deer,DB1264,Mountain Meadow,CWMU,Any Legal Weapon,5.0,5.0,3.0,66.7,3.0,4.7,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1264 Mountain Meadow CWMU Any Legal Weapon 5 5 3 3.0 66.7 4.7,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,5,harvest_results,hunt_code_aggregate,,Deer,DB1265,Mountain Top,CWMU,Any Legal Weapon,18.0,17.0,14.0,81.8,4.7,3.9,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1265 Mountain Top CWMU Any Legal Weapon 18 17 14 4.7 81.8 3.9,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,5,harvest_results,hunt_code_aggregate,,Deer,DB1266,Mt Carmel,CWMU,Any Legal Weapon,20.0,20.0,8.0,41.2,4.8,4.1,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1266 Mt Carmel CWMU Any Legal Weapon 20 20 8 4.8 41.2 4.1,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,5,harvest_results,hunt_code_aggregate,,Deer,DB1269,North Promontory,CWMU,Any Legal Weapon,8.0,8.0,7.0,85.7,3.0,4.4,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1269 North Promontory CWMU Any Legal Weapon 8 8 7 3.0 85.7 4.4,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,5,harvest_results,hunt_code_aggregate,,Deer,DB1270,Nucor West,CWMU,Any Legal Weapon,7.0,7.0,7.0,100.0,1.8,4.8,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1270 Nucor West CWMU Any Legal Weapon 7 7 7 1.8 100.0 4.8,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,5,harvest_results,hunt_code_aggregate,,Deer,DB1271,Oak Ranch,CWMU,Any Legal Weapon,13.0,13.0,4.0,33.3,4.0,2.9,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1271 Oak Ranch CWMU Any Legal Weapon 13 13 4 4.0 33.3 2.9,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,5,harvest_results,hunt_code_aggregate,,Deer,DB1272,Old Woman Plateau,CWMU,Any Legal Weapon,12.0,8.0,5.0,57.1,4.1,4.0,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1272 Old Woman Plateau CWMU Any Legal Weapon 12 8 5 4.1 57.1 4.0,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,5,harvest_results,hunt_code_aggregate,,Deer,DB1273,Park Valley Hereford,CWMU,Any Legal Weapon,40.0,40.0,26.0,64.7,3.6,3.4,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1273 Park Valley Hereford CWMU Any Legal Weapon 40 40 26 3.6 64.7 3.4,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,5,harvest_results,hunt_code_aggregate,,Deer,DB1274,Patmos Ridge,CWMU,Any Legal Weapon,6.0,6.0,4.0,60.0,5.6,4.8,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1274 Patmos Ridge CWMU Any Legal Weapon 6 6 4 5.6 60.0 4.8,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,5,harvest_results,hunt_code_aggregate,,Deer,DB1275,Pine Canyon,CWMU,Any Legal Weapon,29.0,29.0,13.0,43.5,4.2,4.1,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1275 Pine Canyon CWMU Any Legal Weapon 29 29 13 4.2 43.5 4.1,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,5,harvest_results,hunt_code_aggregate,,Deer,DB1276,Plymouth Peak,CWMU,Any Legal Weapon,2.0,2.0,0.0,0.0,1.0,3.0,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1276 Plymouth Peak CWMU Any Legal Weapon 2 2 0 1.0 0.0 3.0,True,,,,,false,,,,
2023,2024,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,5,harvest_results,hunt_code_aggregate,,Deer,DB1277,Pocatello Valley,CWMU,Any Legal Weapon,6.0,6.0,5.0,83.3,4.2,4.7,OK,le_oial_all,,,,,,,,,,,,,,,,,2023 Limited Entry Buck Deer,2023.0,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,DB1277 Pocatello Valley CWMU Any Legal Weapon 6 6 5 4.2 83.3 4.7,True,,,,,false,,,,
