reported_hunt_year,model_target_year,source_file,source_file_sha256,source_page,source_class,data_granularity,report_family,species,hunt_code,hunt_name,hunt_type,weapon,permits,hunters_afield,harvest,percent_success,average_days,hunter_satisfaction,parse_status,input_family,male_harvest,female_harvest,harvest_objective,average_age,percent_female,percent_5yr_plus,date_inspected,date_harvested,location_of_kill,days_hunted,wound,horn_length_left,horn_length_right,base_circumference_left,base_circumference_right,age_of_sheep,page_title,harvest_quality_year,quality_feature_status,trend_feature_eligible,trend_feature_note,quota_use_status,draw_probability_use_status,do_not_use_for_permit_quota,do_not_use_for_p_draw_directly,raw_record,do_not_use_directly_for_p_draw,average_harvest_age_2023,average_harvest_age_3yr_2023,percent_mature_or_5_plus_2023,percent_mature_or_5_plus_3yr_2023,age_data_available_2023,age_source_package_2023,age_mapping_status_2023,age_match_confidence_2023,age_candidate_count_2023
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Deer,DA1001,"Box Elder, West Bear River",Antlerless Deer,"Archery, Muzzleloader, Shotgun",30.0,24.0,6.0,26.7,5.2,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,,,,
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Deer,DA1002,"Box Elder, West Bear River",Antlerless Deer,"Archery, Muzzleloader, Shotgun",30.0,16.0,8.0,46.2,6.0,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,,,,
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Deer,DA1003,"Monroe/Plateau, Sevier Valley",Antlerless Deer,"Archery, Muzzleloader, Shotgun",15.0,12.0,3.0,22.2,5.0,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,,,,
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Deer,DA1009,"Pine Valley, Enterprise",Antlerless Deer,Any Legal Weapon,24.0,20.0,20.0,100.0,1.7,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,,,,
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Deer,DA1018,"Pine Valley, New Harmony",Antlerless Deer,"Archery, Muzzleloader, Shotgun",18.0,8.0,6.0,62.5,2.9,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,,,,
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Deer,DA1027,"East Canyon, Davis-North Salt Lake",Antlerless Deer,Any Legal Weapon,40.0,34.0,19.0,55.6,3.1,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,,,,
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Deer,DA1030,"Nine Mile, Price River Valley",Antlerless Deer,Archery,25.0,21.0,8.0,40.0,7.0,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,,,,
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Deer,DA1031,"Oquirrh-Stansbury, Settlement Cyn",Antlerless Deer,Archery,25.0,21.0,9.0,41.2,3.9,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,,,,
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Deer,DA1033,"San Juan, Monticello",Antlerless Deer,Archery,5.0,3.0,3.0,100.0,3.0,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,,,,
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Deer,DA1041,"Nine Mile, Green River Valley",Antlerless Deer,Any Legal Weapon,24.0,16.0,1.0,7.1,2.6,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,,,,
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Deer,DA1042,"San Juan, Monticello Archery 5 4 3 7",Antlerless Deer,,5.0,4.0,3.0,75.0,3.0,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,,,,
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Deer,DA1044,"South Slope, Myton",Antlerless Deer,Any Legal Weapon,98.0,44.0,17.0,37.5,7.3,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,,,,
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Deer,DA1045,"Fillmore, Oak City",Antlerless Deer,Archery,15.0,10.0,6.0,66.7,3.6,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,,,,
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Deer,DA1046,"Nine Mile, Price River Valley",Antlerless Deer,"Archery, Muzzleloader, Shotgun",25.0,16.0,7.0,40.0,3.5,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,,,,
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Deer,DA1047,"South Slope, Vernal-Ouray Valley",Antlerless Deer,Any Legal Weapon,48.0,29.0,5.0,18.2,3.1,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,,,,
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Deer,DA1048,Fillmore City,Antlerless Deer,Archery,15.0,10.0,6.0,66.7,3.4,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,,,,
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Deer,DA1049,"South Slope, Ashley Valley",Antlerless Deer,Archery,75.0,48.0,16.0,33.3,10.8,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,,,,
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,CWMU Antlerless Deer,DA1011,George Creek Any Legal Weapon 5,CWMU Antlerless Deer,,5.0,5.0,3.0,60.0,1.8,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,,,,
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,CWMU Antlerless Deer,DA1012,Junction Valley,CWMU Antlerless Deer,Any Legal Weapon,20.0,19.0,31.0,94.7,2.1,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,,,,
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,CWMU Antlerless Deer,DA1013,Mt Carmel,CWMU Antlerless Deer,Any Legal Weapon,4.0,3.0,3.0,100.0,1.0,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,,,,
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1009,"Cache, East",Antlerless Elk,Any Legal Weapon,395.0,368.0,72.0,19.6,6.8,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,big_game_2023_for_2024_harvest_age_database_package,mapped_unit_level_repeated_to_hunt_codes,needs_hunt_code_crosswalk,11;24;28;31
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1010,"Cache, Rich",Antlerless Elk,Any Legal Weapon,50.0,44.0,9.0,19.4,5.1,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,big_game_2023_for_2024_harvest_age_database_package,mapped_unit_level_repeated_to_hunt_codes,needs_hunt_code_crosswalk,24;28;31
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1011,"Cache, Richards Hollow",Antlerless Elk,Any Legal Weapon,39.0,34.0,11.0,32.3,6.7,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,big_game_2023_for_2024_harvest_age_database_package,mapped_unit_level_repeated_to_hunt_codes,needs_hunt_code_crosswalk,24;28;31
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1012,"Cache, Richmond Hyde Park Any Legal Weapon 4 4 0 0.0",Antlerless Elk,,4.0,4.0,0.0,0.0,4.7,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,big_game_2023_for_2024_harvest_age_database_package,mapped_unit_level_repeated_to_hunt_codes,needs_hunt_code_crosswalk,24;28;31
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1013,"Central Mtns, Central Manti Any Legal Weapon 40",Antlerless Elk,,40.0,40.0,16.0,38.9,5.1,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,big_game_2023_for_2024_harvest_age_database_package,mapped_unit_level_repeated_to_hunt_codes,needs_hunt_code_crosswalk,28
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1015,"Central Mtns, Ferron Canyon",Antlerless Elk,Any Legal Weapon,50.0,47.0,13.0,28.6,5.6,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,big_game_2023_for_2024_harvest_age_database_package,mapped_unit_level_repeated_to_hunt_codes,needs_hunt_code_crosswalk,28
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1017,"Central Mtns, Gordon Creek-Price Canyon",Antlerless Elk,Any Legal Weapon,40.0,39.0,18.0,46.9,8.2,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,big_game_2023_for_2024_harvest_age_database_package,mapped_unit_level_repeated_to_hunt_codes,needs_hunt_code_crosswalk,28
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1018,"Central Mtns, Horn Mtn",Antlerless Elk,Any Legal Weapon,39.0,37.0,28.0,77.1,5.8,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,big_game_2023_for_2024_harvest_age_database_package,mapped_unit_level_repeated_to_hunt_codes,needs_hunt_code_crosswalk,28
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1020,"Central Mtns, Mohrland-Stump Flat",Antlerless Elk,Any Legal Weapon,78.0,71.0,44.0,61.5,8.3,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,big_game_2023_for_2024_harvest_age_database_package,mapped_unit_level_repeated_to_hunt_codes,needs_hunt_code_crosswalk,28
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1021,"Central Mtns, Nebo",Antlerless Elk,Any Legal Weapon,175.0,164.0,60.0,36.2,4.4,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,big_game_2023_for_2024_harvest_age_database_package,mapped_unit_level_repeated_to_hunt_codes,needs_hunt_code_crosswalk,28
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1022,"Central Mtns, North Manti",Antlerless Elk,Any Legal Weapon,244.0,227.0,76.0,33.5,4.2,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,big_game_2023_for_2024_harvest_age_database_package,mapped_unit_level_repeated_to_hunt_codes,needs_hunt_code_crosswalk,28
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1023,"Central Mtns, South Manti Any Legal Weapon 70",Antlerless Elk,,70.0,70.0,29.0,41.8,4.4,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,big_game_2023_for_2024_harvest_age_database_package,mapped_unit_level_repeated_to_hunt_codes,needs_hunt_code_crosswalk,28
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1024,"Central Mtns, South Manti",Antlerless Elk,Any Legal Weapon,118.0,114.0,70.0,61.8,5.3,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,big_game_2023_for_2024_harvest_age_database_package,mapped_unit_level_repeated_to_hunt_codes,needs_hunt_code_crosswalk,28
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1025,"Central Mtns, West Manti",Antlerless Elk,Any Legal Weapon,97.0,86.0,32.0,37.0,9.4,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,big_game_2023_for_2024_harvest_age_database_package,mapped_unit_level_repeated_to_hunt_codes,needs_hunt_code_crosswalk,28
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1026,Chalk Creek,Antlerless Elk,Any Legal Weapon,347.0,275.0,56.0,20.5,6.4,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,,,,
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1030,"Fillmore, Pahvant",Antlerless Elk,Any Legal Weapon,30.0,27.0,7.0,26.3,5.4,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,7.7,8,,,true,big_game_2023_for_2024_harvest_age_database_package,mapped_unit_level_repeated_to_hunt_codes,needs_hunt_code_crosswalk,11
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1031,"Fillmore, Pahvant",Antlerless Elk,Any Legal Weapon,30.0,26.0,13.0,52.2,6.0,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,7.7,8,,,true,big_game_2023_for_2024_harvest_age_database_package,mapped_unit_level_repeated_to_hunt_codes,needs_hunt_code_crosswalk,11
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1033,Kamas,Antlerless Elk,Any Legal Weapon,124.0,99.0,30.0,30.8,5.9,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,,,,
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1035,"Kamas, Oakley",Antlerless Elk,Any Legal Weapon,125.0,95.0,17.0,17.7,5.8,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,,,,
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1037,"La Sal, Dolores Triangle",Antlerless Elk,Any Legal Weapon,49.0,42.0,8.0,20.0,5.1,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,5.7,6.1,,,true,big_game_2023_for_2024_harvest_age_database_package,mapped_unit_level_repeated_to_hunt_codes,needs_hunt_code_crosswalk,13
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1038,"La Sal, La Sal Mtns",Antlerless Elk,Any Legal Weapon,295.0,259.0,77.0,29.7,5.0,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,5.7,6.1,,,true,big_game_2023_for_2024_harvest_age_database_package,mapped_unit_level_repeated_to_hunt_codes,needs_hunt_code_crosswalk,13
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1039,"La Sal, La Sal Mtns",Antlerless Elk,Any Legal Weapon,244.0,210.0,44.0,21.2,6.9,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,5.7,6.1,,,true,big_game_2023_for_2024_harvest_age_database_package,mapped_unit_level_repeated_to_hunt_codes,needs_hunt_code_crosswalk,13
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1040,"Monroe, Koosharem Valley",Antlerless Elk,Any Legal Weapon,9.0,8.0,1.0,16.7,10.2,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,9.1,8.1,,,true,big_game_2023_for_2024_harvest_age_database_package,mapped_unit_level_repeated_to_hunt_codes,needs_hunt_code_crosswalk,8
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1044,"Morgan-South Rich, South Rich",Antlerless Elk,Any Legal Weapon,34.0,26.0,5.0,21.1,7.0,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,,,,
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1049,"Mt Dutton, Deep Creek",Antlerless Elk,Any Legal Weapon,27.0,22.0,13.0,58.8,3.6,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,big_game_2023_for_2024_harvest_age_database_package,mapped_unit_level_repeated_to_hunt_codes,needs_hunt_code_crosswalk,4;8
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1052,"Nine Mile, Avintaquin-West Anthro",Antlerless Elk,Any Legal Weapon,244.0,211.0,85.0,40.5,4.4,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,,,,
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1054,"Nine Mile, West Anthro",Antlerless Elk,Any Legal Weapon,245.0,210.0,62.0,29.3,4.2,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,,,,
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1056,"North Slope, Greendale Any Legal Weapon 5",Antlerless Elk,,5.0,5.0,0.0,0.0,6.2,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,5.7,5.5,,,true,big_game_2023_for_2024_harvest_age_database_package,mapped_unit_level_repeated_to_hunt_codes,needs_hunt_code_crosswalk,10
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,1,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1058,"North Slope, Henrys Fork-Burnt Fork",Antlerless Elk,Any Legal Weapon,149.0,117.0,32.0,27.5,5.8,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,5.7,5.5,,,true,big_game_2023_for_2024_harvest_age_database_package,mapped_unit_level_repeated_to_hunt_codes,needs_hunt_code_crosswalk,10
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,2,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1060,"North Slope, West Daggett",Antlerless Elk,Muzzleloader,20.0,19.0,0.0,0.0,4.8,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,5.7,5.5,,,true,big_game_2023_for_2024_harvest_age_database_package,mapped_unit_level_repeated_to_hunt_codes,needs_hunt_code_crosswalk,10
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,2,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1061,"North Slope, West Daggett",Antlerless Elk,Muzzleloader,20.0,18.0,1.0,7.1,5.3,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,5.7,5.5,,,true,big_game_2023_for_2024_harvest_age_database_package,mapped_unit_level_repeated_to_hunt_codes,needs_hunt_code_crosswalk,10
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,2,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1063,Ogden,Antlerless Elk,Any Legal Weapon,74.0,67.0,13.0,20.0,5.4,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,,,,
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,2,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1064,Ogden,Antlerless Elk,Any Legal Weapon,74.0,44.0,5.0,10.3,3.7,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,,,,
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,2,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1069,Panguitch Lake Any Legal Weapon 25,Antlerless Elk,,25.0,25.0,11.0,43.5,4.0,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,,,,
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,2,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1073,Paunsaugunt,Antlerless Elk,Any Legal Weapon,20.0,17.0,1.0,6.3,6.3,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,5.5,4.9,,,true,big_game_2023_for_2024_harvest_age_database_package,mapped_unit_level_repeated_to_hunt_codes,needs_hunt_code_crosswalk,2
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,2,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1074,Pine Valley,Antlerless Elk,Any Legal Weapon,5.0,3.0,0.0,0.0,4.3,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,,,,
2023,2024,A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,2,harvest_results,hunt_code_aggregate,antlerless,Antlerless Elk,EA1075,"Plateau, Boulder East",Antlerless Elk,Any Legal Weapon,14.0,12.0,8.0,63.6,6.0,,PARSED,antlerless,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,false,big_game_2023_for_2024_harvest_age_database_package,mapped_unit_level_repeated_to_hunt_codes,needs_hunt_code_crosswalk,23
