reported_hunt_year,model_target_year,source_status,source_file,hunt_code,species,sex_type,hunt_name,hunt_type,weapon,permits,hunters_afield,harvest,success_rate_pct,average_days_hunted,hunter_satisfaction,harvest_permit_rate,hunter_success_rate,success_norm,satisfaction_norm,effort_inverse_signal,quality_signal_mean,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible,reason_codes
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,BI6528,Bison,Hunter's Choice,"Book Cliffs, Little Creek/South",OIAL,Archery,5,5,5,100,2,5,1.0,1.0,1.0,1.0,0.8,1.0,True,True,True,PRELIMINARY_2025_HARVEST|QUALITY_HISTORY_FEATURE|NOT_QUOTA|NOT_DIRECT_P_DRAW
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,BI6529,Bison,Female Only,"Book Cliffs, Little Creek/South",OIAL,Any Legal Weapon,5,5,4,80,1.8,4.8,0.8,0.8,0.8,0.95,0.82,0.875,True,True,True,PRELIMINARY_2025_HARVEST|QUALITY_HISTORY_FEATURE|NOT_QUOTA|NOT_DIRECT_P_DRAW
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,BI6531,Bison,Hunter's Choice,"Book Cliffs, Little Creek/South",OIAL,Any Legal Weapon,8,7,6,85.7,3.7,3.7,0.75,0.8571,0.857,0.675,0.63,0.766,True,True,True,PRELIMINARY_2025_HARVEST|QUALITY_HISTORY_FEATURE|NOT_QUOTA|NOT_DIRECT_P_DRAW
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,BI6532,Bison,Hunter's Choice,"Book Cliffs, Bitter Creek",OIAL,Archery,4,3,3,100,2,5,0.75,1.0,1.0,1.0,0.8,1.0,True,True,True,PRELIMINARY_2025_HARVEST|QUALITY_HISTORY_FEATURE|NOT_QUOTA|NOT_DIRECT_P_DRAW
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,BI6534,Bison,Hunter's Choice,"Book Cliffs, Bitter Creek",OIAL,Any Legal Weapon,5,4,4,100,2.5,3.8,0.8,1.0,1.0,0.7,0.75,0.85,True,True,True,PRELIMINARY_2025_HARVEST|QUALITY_HISTORY_FEATURE|NOT_QUOTA|NOT_DIRECT_P_DRAW
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,BI6535,Bison,Hunter's Choice,"Book Cliffs, Bitter Creek",OIAL,Any Legal Weapon,5,5,5,100,4.2,4.4,1.0,1.0,1.0,0.85,0.58,0.925,True,True,True,PRELIMINARY_2025_HARVEST|QUALITY_HISTORY_FEATURE|NOT_QUOTA|NOT_DIRECT_P_DRAW
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,BI6536,Bison,Female Only,"Book Cliffs, Bitter Creek",OIAL,Any Legal Weapon,3,3,2,66.7,4.3,4.7,0.6667,0.6667,0.667,0.925,0.57,0.796,True,True,True,PRELIMINARY_2025_HARVEST|QUALITY_HISTORY_FEATURE|NOT_QUOTA|NOT_DIRECT_P_DRAW
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,BI6537,Bison,Hunter's Choice,"Book Cliffs, Little Creek/South",OIAL,Any Legal Weapon,11,11,10,90.9,3.7,4.6,0.9091,0.9091,0.909,0.9,0.63,0.9045,True,True,True,PRELIMINARY_2025_HARVEST|QUALITY_HISTORY_FEATURE|NOT_QUOTA|NOT_DIRECT_P_DRAW
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,DA1001,Deer,Female Only,"Box Elder, West Bear River",Antlerless,Any Legal Weapon,29,22,5,22.7,4.4,3,0.1724,0.2273,0.227,0.5,0.56,0.3635,True,True,True,PRELIMINARY_2025_HARVEST|QUALITY_HISTORY_FEATURE|NOT_QUOTA|NOT_DIRECT_P_DRAW
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,DA1002,Deer,Female Only,"Box Elder, West Bear River",Antlerless,Any Legal Weapon,29,17,3,17.6,2.4,2.8,0.1034,0.1765,0.176,0.45,0.76,0.313,True,True,True,PRELIMINARY_2025_HARVEST|QUALITY_HISTORY_FEATURE|NOT_QUOTA|NOT_DIRECT_P_DRAW
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,DA1003,Deer,Female Only,"Monroe/Plateau, Sevier Valley",Antlerless,"Archery, Muzzleloader, Shotgun",14,7,1,14.3,2.7,3.8,0.0714,0.1429,0.143,0.7,0.73,0.4215,True,True,True,PRELIMINARY_2025_HARVEST|QUALITY_HISTORY_FEATURE|NOT_QUOTA|NOT_DIRECT_P_DRAW
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,DA1009,Deer,Female Only,"Pine Valley, Enterprise",Antlerless,Any Legal Weapon,25,23,23,100,1.6,4.6,0.92,1.0,1.0,0.9,0.84,0.95,True,True,True,PRELIMINARY_2025_HARVEST|QUALITY_HISTORY_FEATURE|NOT_QUOTA|NOT_DIRECT_P_DRAW
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,DA1011,Deer,Female Only,George Creek,CWMU Antlerless,Any Legal Weapon,5,5,4,80,1.4,4.6,0.8,0.8,0.8,0.9,0.86,0.85,True,True,True,PRELIMINARY_2025_HARVEST|QUALITY_HISTORY_FEATURE|NOT_QUOTA|NOT_DIRECT_P_DRAW
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,DA1012,Deer,Female Only,Junction Valley,CWMU Antlerless,Any Legal Weapon,15,14,14,100,1.8,5,0.9333,1.0,1.0,1.0,0.82,1.0,True,True,True,PRELIMINARY_2025_HARVEST|QUALITY_HISTORY_FEATURE|NOT_QUOTA|NOT_DIRECT_P_DRAW
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,DA1013,Deer,Female Only,Mt Carmel,CWMU Antlerless,Any Legal Weapon,5,4,3,75,2,4.8,0.6,0.75,0.75,0.95,0.8,0.85,True,True,True,PRELIMINARY_2025_HARVEST|QUALITY_HISTORY_FEATURE|NOT_QUOTA|NOT_DIRECT_P_DRAW
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,DA1018,Deer,Female Only,"Pine Valley, New Harmony",Antlerless,"Archery, Muzzleloader, Shotgun",18,15,8,53.3,5.1,3.4,0.4444,0.5333,0.533,0.6,0.49,0.5665,True,True,True,PRELIMINARY_2025_HARVEST|QUALITY_HISTORY_FEATURE|NOT_QUOTA|NOT_DIRECT_P_DRAW
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,DA1027,Deer,Female Only,"East Canyon, Davis-North Salt Lake",Antlerless,Any Legal Weapon,30,27,19,70.4,2.7,4.2,0.6333,0.7037,0.704,0.8,0.73,0.752,True,True,True,PRELIMINARY_2025_HARVEST|QUALITY_HISTORY_FEATURE|NOT_QUOTA|NOT_DIRECT_P_DRAW
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,DA1030,Deer,Female Only,"Nine Mile, Price River Valley",Antlerless,Archery,24,14,2,14.3,3.8,2.8,0.0833,0.1429,0.143,0.45,0.62,0.2965,True,True,True,PRELIMINARY_2025_HARVEST|QUALITY_HISTORY_FEATURE|NOT_QUOTA|NOT_DIRECT_P_DRAW
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,DA1031,Deer,Female Only,"Oquirrh-Stansbury, Settlement Cyn",Antlerless,Archery,20,15,11,73.3,4.7,3.5,0.55,0.7333,0.733,0.625,0.53,0.679,True,True,True,PRELIMINARY_2025_HARVEST|QUALITY_HISTORY_FEATURE|NOT_QUOTA|NOT_DIRECT_P_DRAW
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,DA1033,Deer,Female Only,"San Juan, Monticello",Antlerless,Archery,5,5,4,80,1.8,4.6,0.8,0.8,0.8,0.9,0.82,0.85,True,True,True,PRELIMINARY_2025_HARVEST|QUALITY_HISTORY_FEATURE|NOT_QUOTA|NOT_DIRECT_P_DRAW
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,DA1041,Deer,Female Only,"Nine Mile, Green River Valley",Antlerless,Any Legal Weapon,15,10,6,60,2.3,3.8,0.4,0.6,0.6,0.7,0.77,0.65,True,True,True,PRELIMINARY_2025_HARVEST|QUALITY_HISTORY_FEATURE|NOT_QUOTA|NOT_DIRECT_P_DRAW
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,DA1042,Deer,Female Only,"San Juan, Monticello",Antlerless,Archery,5,4,4,100,1.7,4,0.8,1.0,1.0,0.75,0.83,0.875,True,True,True,PRELIMINARY_2025_HARVEST|QUALITY_HISTORY_FEATURE|NOT_QUOTA|NOT_DIRECT_P_DRAW
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,DA1045,Deer,Female Only,"Fillmore, Oak City",Antlerless,Archery,18,12,5,41.7,4.2,3.8,0.2778,0.4167,0.417,0.7,0.58,0.5585,True,True,True,PRELIMINARY_2025_HARVEST|QUALITY_HISTORY_FEATURE|NOT_QUOTA|NOT_DIRECT_P_DRAW
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,DA1046,Deer,Female Only,"Nine Mile, Price River Valley",Antlerless,"Archery, Muzzleloader, Shotgun",25,20,10,50,5.2,3,0.4,0.5,0.5,0.5,0.48,0.5,True,True,True,PRELIMINARY_2025_HARVEST|QUALITY_HISTORY_FEATURE|NOT_QUOTA|NOT_DIRECT_P_DRAW
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,DA1047,Deer,Female Only,Vernal-Ouray Valley,Antlerless,Any Legal Weapon,23,15,4,26.7,3.5,1.6,0.1739,0.2667,0.267,0.15,0.65,0.2085,True,True,True,PRELIMINARY_2025_HARVEST|QUALITY_HISTORY_FEATURE|NOT_QUOTA|NOT_DIRECT_P_DRAW
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,DA1048,Deer,Female Only,Fillmore City,Antlerless,Archery,14,8,2,25,4.7,2.4,0.1429,0.25,0.25,0.35,0.53,0.3,True,True,True,PRELIMINARY_2025_HARVEST|QUALITY_HISTORY_FEATURE|NOT_QUOTA|NOT_DIRECT_P_DRAW
