hunt_code,hunt_name,species,sex_type,hunt_type,season,permits_2025_res,permits_2026_res,delta_res,permits_2025_nr,permits_2026_nr,delta_nr,permits_2025_total,permits_2026_total,delta_total,pct_change_total,change_status
EA1281,"Mt Dutton, Deep Creek",Elk,Antlerless,General Season,Dec 20 2025 - Jan 11 2026,,67,,,8,,45,75,30,66.7%,CHANGED
MB6012,Box Elder,Moose,Bull,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,29,2,-27,3,0,-3,32,2,-30,-93.8%,CHANGED
BR7221,Wasatch Mtns West-Central,Black Bear,Either Sex,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",,18,,,2,,49,20,-29,-59.2%,CHANGED
DB1204,Bally Watts CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,27,1,-26,3,0,-3,30,1,-29,-96.7%,CHANGED
DB1334,Alton - Cactus Buck CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,30,1,-29,0,0,0,30,1,-29,-96.7%,CHANGED
EA1222,"Beaver, East",Elk,Antlerless,General Season,Nov 22 2025 - Dec 12 2025,1,27,26,0,3,3,1,30,29,2900.0%,CHANGED
EA1263,Weber Florence Creek/Stillman Creek CWMU,Elk,Antlerless,CWMU,Contact operator for 2025 season dates,6,35,29,0,0,0,6,35,29,483.3%,CHANGED
EB3019,San Juan Bull Elk,Elk,Bull,Limited Entry,Aug 15 2026 - Sept 15 2026,3,29,26,0,3,3,3,32,29,966.7%,CHANGED
PD1035,"Fillmore, Oak Creek South",Pronghorn,Doe,General Season,Nov 01 2025 - Nov 29 2025,,27,,,3,,1,30,29,2900.0%,CHANGED
BI6531,"Book Cliffs, Little Creek/South",Bison,Hunters Choice,Once-in-a-lifetime,Sept 21 2026 - Oct 02 2026,34,10,-24,4,0,-4,38,10,-28,-73.7%,CHANGED
BR7007,Fillmore Pahvant,Black Bear,Either Sex,Limited Entry - Spring,"March 28 - May 25, 2026",26,1,-25,3,0,-3,29,1,-28,-96.6%,CHANGED
DB1001,Paunsaugunt,Deer,Buck,Premium Limited Entry,Aug 15 2026 - Sept 11 2026,1,26,25,0,3,3,1,29,28,2800.0%,CHANGED
DB1006,Paunsaugunt,Deer,Buck,Premium Limited Entry,Sept 23 2026 - Oct 01 2026,1,26,25,0,3,3,1,29,28,2800.0%,CHANGED
DB1231,Dove Creek CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,27,2,-25,3,0,-3,30,2,-28,-93.3%,CHANGED
DB1317,Jacob's Creek CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,,2,,,0,,30,2,-28,-93.3%,CHANGED
EA1250,"North Slope, West Daggett",Elk,Antlerless,General Season,Oct 04 2025 - Oct 26 2025,2,27,25,0,3,3,2,30,28,1400.0%,CHANGED
EB3117,Panguitch Lake,Elk,Bull,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",,2,,,0,,30,2,-28,-93.3%,CHANGED
EL3132,Cache North,Elk,Bull,Limited Entry - Private Land Only,Sept 01 2025 - Sept 30 2025 - Private Land Only,2,,,0,,,2,30,28,1400.0%,CHANGED
EL3143,Southwest Desert North,Elk,Bull,Limited Entry - Private Land Only,Nov 08 2025 - Nov 30 2025 - Private Land Only,2,,,0,,,2,30,28,1400.0%,CHANGED
PB5314,Westlake CWMU,Pronghorn,Buck,CWMU,Contact operator for 2026 season dates,27,2,-25,3,0,-3,30,2,-28,-93.3%,CHANGED
DB1351,The Dirty Dozen,Deer,Buck,CWMU,Contact Operator for 2026 season dates,29,2,-27,0,0,0,29,2,-27,-93.1%,CHANGED
EB3104,Book Cliffs Little Creek Roadless,Elk,Bull,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026",26,1,-25,2,0,-2,28,1,-27,-96.4%,CHANGED
EB3152,Southwest Desert South,Elk,Bull,Limited Entry,Nov 07 2026 - Nov 15 2026,2,26,24,0,3,3,2,29,27,1350.0%,CHANGED
PB5029,"Box Elder, Puddle Valley",Pronghorn,Buck,Limited Entry,Sept 12 2026 - Sept 20 2026,40,14,-26,3,2,-1,43,16,-27,-62.8%,CHANGED
BR7207,Fillmore Pahvant,Black Bear,Either Sex,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",24,1,-23,3,0,-3,27,1,-26,-96.3%,CHANGED
DA1047,Vernal-Ouray Valley,Deer,Antlerless,General Season,Sep 27 2025 - Dec 12 2025,46,,,5,,,51,25,-26,-51.0%,CHANGED
EB3183,La Sal Mtns,Elk,Bull,Limited Entry,Oct 03 2026 - Oct 15 2026,18,42,24,3,5,2,21,47,26,123.8%,CHANGED
LO1534,Nebo,Deer,Buck,General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,25,,,3,,,28,2,-26,-92.9%,CHANGED
DB1115,Little Rockies,Deer,Buck,Limited Entry,Nov 07 2026 - Nov 30 2026,27,4,-23,3,1,-2,30,5,-25,-83.3%,CHANGED
EA1174,Two Bear CWMU,Elk,Antlerless,CWMU,Contact operator for 2025 season dates,31,60,29,4,0,-4,35,60,25,71.4%,CHANGED
EB3155,Southwest Desert South,Elk,Bull,Limited Entry,Sept 21 2026 - Oct 02 2026,1,23,22,0,3,3,1,26,25,2500.0%,CHANGED
EB3536,Minnie Maud Ridge CWMU,Elk,Bull,CWMU,Contact operator for 2026 season dates,27,5,-22,3,0,-3,30,5,-25,-83.3%,CHANGED
EL3183,La Sal La Sal Mtns,Elk,Bull,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,37,,,4,,,41,16,-25,-61.0%,CHANGED
BR7305,Nebo,Black Bear,Either Sex,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",26,5,-21,3,0,-3,29,5,-24,-82.8%,CHANGED
DA1009,"Pine Valley, Enterprise",Deer,Antlerless,General Season,Aug 01 2025 - Aug 15 2025,1,,,0,,,1,25,24,2400.0%,CHANGED
DB1212,Bluebell CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,22,1,-21,3,0,-3,25,1,-24,-96.0%,CHANGED
EA1037,"La Sal, Dolores Triangle",Elk,Antlerless,General Season,Dec 12 2025 - Jan 31 2026,23,45,22,3,5,2,26,50,24,92.3%,CHANGED
EA1118,Alton CWMU,Elk,Antlerless,CWMU,Contact operator for 2025 season dates,30,6,-24,0,0,0,30,6,-24,-80.0%,CHANGED
EA1273,"North Slope, Three Corners",Elk,Antlerless,General Season,Dec 20 2025 - Jan 04 2026,1,22,21,0,3,3,1,25,24,2400.0%,CHANGED
EA1277,"North Slope, Three Corners",Elk,Antlerless,General Season,Nov 22 2025 - Nov 30 2025,1,22,21,0,3,3,1,25,24,2400.0%,CHANGED
EB3002,Book Cliffs Little Creek Roadless,Elk,Bull,Limited Entry,Aug 15 2026 - Sept 15 2026,26,4,-22,2,0,-2,28,4,-24,-85.7%,CHANGED
EL3135,Barney Top/Kaiparowits,Elk,Bull,Limited Entry - Private Land Only,Sept 01 2025 - Sept 30 2025 - Private Land Only,6,,,0,,,6,30,24,400.0%,CHANGED
EL3142,Barney Top/Kaiparowits,Elk,Bull,Limited Entry - Private Land Only,Nov 08 2025 - Nov 30 2025 - Private Land Only,6,,,0,,,6,30,24,400.0%,CHANGED
EL3180,Fillmore Pahvant,Elk,Bull,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,34,,,4,,,38,14,-24,-63.2%,CHANGED
PD1012,"Box Elder, Promontory",Pronghorn,Doe,General Season,Oct 04 2025 - Oct 26 2025,1,22,21,0,3,3,1,25,24,2400.0%,CHANGED
DB1080,Nebo,Deer,Buck,Limited Entry,Oct 28 2026 - Nov 05 2026,2,23,21,1,3,2,3,26,23,766.7%,CHANGED
DB1780,Mt Dutton,Deer,Buck,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,,,,,3,26,23,766.7%,CHANGED
EA1114,"Wasatch Mtns, West Timpanogos",Elk,Antlerless,General Season,Nov 15 2025 - Jan 31 2026,2,22,20,0,3,3,2,25,23,1150.0%,CHANGED
EA1274,"North Slope, Three Corners",Elk,Antlerless,General Season,Aug 16 2025 - Sep 05 2025,2,22,20,0,3,3,2,25,23,1150.0%,CHANGED
EB3000,Beaver East,Elk,Bull,Limited Entry,Aug 15 2026 - Sept 15 2026,2,22,20,0,3,3,2,25,23,1150.0%,CHANGED
EB3151,Boulder,Elk,Bull,Limited Entry,Nov 07 2026 - Nov 15 2026,1,22,21,0,2,2,1,24,23,2300.0%,CHANGED
EL3136,Southwest Desert North,Elk,Bull,Limited Entry - Private Land Only,Sept 01 2025 - Sept 30 2025 - Private Land Only,7,,,0,,,7,30,23,328.6%,CHANGED
MA1010,Deseret CWMU,Moose,Antlerless,CWMU,Contact Operator for 2025 season dates,22,2,-20,3,0,-3,25,2,-23,-92.0%,CHANGED
PB5011,"Nine Mile, Anthro-Myton Bench",Pronghorn,Buck,Limited Entry,Aug 15 2026 - Sept 11 2026,9,30,21,1,3,2,10,33,23,230.0%,CHANGED
PD1043,"Nine Mile, Anthro-Pleasant Valley",Pronghorn,Doe,General Season,Aug 01 2025 - Aug 16 2025,30,9,-21,3,1,-2,33,10,-23,-69.7%,CHANGED
BR1008,Book Cliffs,Black Bear,Either Sex,Restricted Pursuit - Summer,"July 5 - 16, 2026",6,26,20,0,2,2,6,28,22,366.7%,CHANGED
BR7114,Boulder/Kaiparowits,Black Bear,Either Sex,Limited Entry - Summer,"May 25 - June 28, 2026",,13,,,1,,36,14,-22,-61.1%,CHANGED
BR7127,La Sal Mtns,Black Bear,Either Sex,Limited Entry - Summer,"May 25 - June 28, 2026",4,25,21,1,2,1,5,27,22,440.0%,CHANGED
DA1002,"Box Elder, West Bear River",Deer,Antlerless,General Season,Nov 24 2025 - Nov 29 2025,8,,,0,,,8,30,22,275.0%,CHANGED
DA1027,"East Canyon, Davis-North Salt Lake",Deer,Antlerless,General Season,Aug 01 2025 - Sep 15 2025,8,,,0,,,8,30,22,275.0%,CHANGED
EB3056,Panguitch Lake,Elk,Bull,Limited Entry,Sept 16 2026 - Sept 20 2026,,7,,,1,,30,8,-22,-73.3%,CHANGED
EB3505,Boobe Hole CWMU,Elk,Bull,CWMU,Contact operator for 2026 season dates,24,2,-22,0,0,0,24,2,-22,-91.7%,CHANGED
MB6006,"North Slope, Summit",Moose,Bull,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,1,20,19,0,3,3,1,23,22,2200.0%,CHANGED
PB5015,"San Rafael, North",Pronghorn,Buck,Limited Entry,Aug 15 2026 - Sept 11 2026,1,21,20,0,2,2,1,23,22,2200.0%,CHANGED
BR7314,Yellowstone,Black Bear,Either Sex,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",22,3,-19,2,0,-2,24,3,-21,-87.5%,CHANGED
EA1077,Boulder-Circle Cliffs,Elk,Antlerless,General Season,Oct 07 2025 - Jan 10 2026,46,27,-19,5,3,-2,51,30,-21,-41.2%,CHANGED
EA2046,"Box Elder, Sawtooth",Elk,Antlerless,Private Lands Only,Aug 01 2025 - Jan 31 2026,4,,,0,,,4,25,21,525.0%,CHANGED
EB3009,La Sal Mtns,Elk,Bull,Limited Entry,Aug 15 2026 - Sept 15 2026,17,36,19,2,4,2,19,40,21,110.5%,CHANGED
EB3132,Cache North,Elk,Bull,Limited Entry,Sept 01 2026 - Sept 30 2026,3,22,19,0,2,2,3,24,21,700.0%,CHANGED
EL3031,Box Elder Pilot Mtn,Elk,Bull,Limited Entry - Private Land Only,Sept 13 2025 - Oct 03 2025 - Private Land Only,21,,,3,,,24,3,-21,-87.5%,CHANGED
EL3139,Cache North,Elk,Bull,Limited Entry - Private Land Only,Nov 08 2025 - Nov 30 2025 - Private Land Only,9,,,0,,,9,30,21,233.3%,CHANGED
EL3181,Fillmore Pahvant,Elk,Bull,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,33,,,4,,,37,16,-21,-56.8%,CHANGED
MB6211,Grass Valley/Clark Canyon CWMU,Moose,Bull,CWMU,Contact Operator for 2026 season dates,25,4,-21,0,0,0,25,4,-21,-84.0%,CHANGED
PB5041,"Panguitch Lake/Zion, North",Pronghorn,Buck,Limited Entry,Sept 12 2026 - Sept 20 2026,,21,,,2,,2,23,21,1050.0%,CHANGED
PB5056,"San Rafael, North",Pronghorn,Buck,Limited Entry,Sept 23 2026 - Oct 01 2026,2,21,19,0,2,2,2,23,21,1050.0%,CHANGED
DB1256,Junction Valley CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,,5,,,0,,25,5,-20,-80.0%,CHANGED
EA1223,"Beaver, East",Elk,Antlerless,General Season,Dec 13 2025 - Dec 27 2025,8,27,19,2,3,1,10,30,20,200.0%,CHANGED
EB3008,Fillmore Pahvant,Elk,Bull,Limited Entry,Aug 15 2026 - Sept 15 2026,1,19,18,0,2,2,1,21,20,2000.0%,CHANGED
EB3067,San Juan Bull Elk,Elk,Bull,Limited Entry,Nov 07 2026 - Nov 15 2026,2,20,18,0,2,2,2,22,20,1000.0%,CHANGED
EB3086,Fillmore Pahvant,Elk,Bull,Limited Entry,Sept 21 2026 - Oct 02 2026,30,12,-18,3,1,-2,33,13,-20,-60.6%,CHANGED
EB3154,Boulder,Elk,Bull,Limited Entry,Sept 21 2026 - Oct 02 2026,1,19,18,0,2,2,1,21,20,2000.0%,CHANGED
EB3165,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",21,3,-18,2,0,-2,23,3,-20,-87.0%,CHANGED
EB3181,Fillmore Pahvant,Elk,Bull,Limited Entry,Oct 03 2026 - Oct 15 2026,5,22,17,0,3,3,5,25,20,400.0%,CHANGED
EB3522,Grazing Pasture CWMU,Elk,Bull,CWMU,Contact operator for 2026 season dates,21,1,-20,0,0,0,21,1,-20,-95.2%,CHANGED
EL3038,Manti,Elk,Bull,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,1,,,0,,,1,21,20,2000.0%,CHANGED
EL3210,North Slope Three Corners,Elk,Bull,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,1,,,0,,,1,21,20,2000.0%,CHANGED
BR7203,Manti North,Black Bear,Either Sex,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",,10,,,1,,30,11,-19,-63.3%,CHANGED
BR7205,Nebo,Black Bear,Either Sex,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",22,5,-17,2,0,-2,24,5,-19,-79.2%,CHANGED
DB1058,Paunsaugunt,Deer,Buck,Cactus Buck,Nov 02 2026 - Nov 20 2026,1,18,17,0,2,2,1,20,19,1900.0%,CHANGED
DB1109,Thousand Lakes,Deer,Buck,Limited Entry,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",,2,,,0,,21,2,-19,-90.5%,CHANGED
DB1205,Bar J Ranch CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,20,1,-19,0,0,0,20,1,-19,-95.0%,CHANGED
DB1255,Johnson Mountain Ranch CWMU,Deer,Buck,CWMU,Contact operator for 2026 season dates,20,1,-19,0,0,0,20,1,-19,-95.0%,CHANGED
DB1263,Moon Ranch CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,18,1,-17,2,0,-2,20,1,-19,-95.0%,CHANGED
EA1061,"North Slope, West Daggett",Elk,Antlerless,General Season,Sep 24 2025 - Oct 02 2025,1,18,17,0,2,2,1,20,19,1900.0%,CHANGED
EA1285,Panguitch Lake,Elk,Antlerless,General Season,Dec 13 2025 - Dec 21 2025,,31,,,4,,16,35,19,118.8%,CHANGED
EB3093,Panguitch Lake,Elk,Bull,Limited Entry,Sept 21 2026 - Oct 02 2026,,10,,,1,,30,11,-19,-63.3%,CHANGED
EB3178,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",21,4,-17,2,0,-2,23,4,-19,-82.6%,CHANGED
EB3197,Southwest Desert South,Elk,Bull,Limited Entry,Nov 28 2026 - Dec 13 2026,1,18,17,0,2,2,1,20,19,1900.0%,CHANGED
EB3519,Ensign Ranches CWMU,Elk,Bull,CWMU,Contact operator for 2026 season dates,22,6,-16,3,0,-3,25,6,-19,-76.0%,CHANGED
EL3028,Book Cliffs Little Creek Roadless,Elk,Bull,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,0,,,2,,,2,21,19,950.0%,CHANGED
EL3063,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,2,,,0,,,2,21,19,950.0%,CHANGED
EL3087,La Sal La Sal Mtns,Elk,Bull,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,20,,,2,,,22,3,-19,-86.4%,CHANGED
EL3147,Box Elder Grouse Creek,Elk,Bull,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,2,,,0,,,2,21,19,950.0%,CHANGED
EL3149,Southwest Desert South,Elk,Bull,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,2,,,0,,,2,21,19,950.0%,CHANGED
GO6803,Nebo,Mountain Goat,Hunters Choice,Once-in-a-lifetime,Sept 26 2026 - Nov 25 2026,4,21,17,1,3,2,5,24,19,380.0%,CHANGED
LO1541,Mt Dutton,Deer,Buck,General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,21,2,-19,-90.5%,CHANGED
MB6222,Strawberry Ridge CWMU,Moose,Bull,CWMU,Contact Operator for 2026 season dates,18,1,-17,2,0,-2,20,1,-19,-95.0%,CHANGED
BR7110,Nine Mile,Black Bear,Either Sex,Limited Entry - Summer,"May 25 - June 28, 2026",2,18,16,0,2,2,2,20,18,900.0%,CHANGED
DA1031,"Oquirrh-Stansbury, Settlement Cyn",Deer,Antlerless,General Season,Aug 16 2025 - Sep 12 2025,35,,,3,,,38,20,-18,-47.4%,CHANGED
DA1045,"Fillmore, Oak City",Deer,Antlerless,General Season,Aug 01 2025 - Sep 04 2025,2,,,0,,,2,20,18,900.0%,CHANGED
DB1213,Boobe Hole CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,20,2,-18,0,0,0,20,2,-18,-90.0%,CHANGED
DB1272,Old Woman Plateau CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,21,3,-18,0,0,0,21,3,-18,-85.7%,CHANGED
EA1251,"Southwest Desert, Burbank/Garrison",Elk,Antlerless,General Season,Aug 01 2025 - Aug 15 2025,30,13,-17,3,2,-1,33,15,-18,-54.5%,CHANGED
EA2021,"Beaver, East",Elk,Antlerless,Private Lands Only,Aug 01 2025 - Jan 31 2026,12,,,0,,,12,30,18,150.0%,CHANGED
EB3097,San Juan Bull Elk,Elk,Bull,Limited Entry,Sept 21 2026 - Oct 02 2026,1,17,16,0,2,2,1,19,18,1800.0%,CHANGED
EB3548,Scofield Canyons CWMU,Elk,Bull,CWMU,Contact operator for 2026 season dates,19,1,-18,0,0,0,19,1,-18,-94.7%,CHANGED
EB3555,Spring Creek/Dodge CWMU,Elk,Bull,CWMU,Contact operator for 2026 season dates,18,2,-16,2,0,-2,20,2,-18,-90.0%,CHANGED
EL3089,Mt Dutton,Elk,Bull,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,,,,21,3,-18,-85.7%,CHANGED
EL3148,Boulder,Elk,Bull,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,3,,,0,,,3,21,18,600.0%,CHANGED
PB5045,"San Rafael, Desert",Pronghorn,Buck,Limited Entry,Sept 12 2026 - Sept 20 2026,,7,,,1,,26,8,-18,-69.2%,CHANGED
PD1048,The Rose of Snowville CWMU,Pronghorn,Doe,CWMU,Contact operator for 2025 season dates,18,2,-16,2,0,-2,20,2,-18,-90.0%,CHANGED
RS6704,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,Male Only,Once-in-a-lifetime,Oct 24 2026 - Nov 13 2026,20,3,-17,2,1,-1,22,4,-18,-81.8%,CHANGED
EA1073,Paunsaugunt,Elk,Antlerless,General Season,Nov 22 2025 - Dec 30 2025,3,18,15,0,2,2,3,20,17,566.7%,CHANGED
EB3057,Panguitch Lake,Elk,Bull,Limited Entry,Nov 07 2026 - Nov 15 2026,,12,,,1,,30,13,-17,-56.7%,CHANGED
EB3509,Coldwater Ranch CWMU,Elk,Bull,CWMU,Contact operator for 2026 season dates,18,3,-15,2,0,-2,20,3,-17,-85.0%,CHANGED
EL3081,Cache Meadowville,Elk,Bull,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,18,,,2,,,20,3,-17,-85.0%,CHANGED
EL3083,Cache South,Elk,Bull,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,18,,,2,,,20,3,-17,-85.0%,CHANGED
EL3179,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,18,,,2,,,20,3,-17,-85.0%,CHANGED
MB6266,Weber Florence Creek/Stillman Creek CWMU,Moose,Bull,CWMU,Contact Operator for 2026 season dates,20,3,-17,0,0,0,20,3,-17,-85.0%,CHANGED
PB5060,Diamond Mtn/Bonanza,Pronghorn,Buck,Limited Entry,Sept 23 2026 - Oct 01 2026,2,17,15,0,2,2,2,19,17,850.0%,CHANGED
DB1014,"San Juan, Elk Ridge",Deer,Buck,Limited Entry,Aug 15 2026 - Sept 11 2026,1,15,14,0,2,2,1,17,16,1600.0%,CHANGED
DB1033,Nine Mile,Deer,Buck,Limited Entry,Oct 28 2026 - Nov 05 2026,21,6,-15,2,1,-1,23,7,-16,-69.6%,CHANGED
DB1037,"San Juan, Elk Ridge",Deer,Buck,Limited Entry,Sept 23 2026 - Oct 01 2026,1,15,14,0,2,2,1,17,16,1600.0%,CHANGED
DB1077,Box Elder,Deer,Buck,Limited Entry,Oct 28 2026 - Nov 05 2026,9,23,14,1,3,2,10,26,16,160.0%,CHANGED
DB1216,Castle Valley Outdoors CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,,1,,,0,,17,1,-16,-94.1%,CHANGED
EA1010,"Cache, Rich",Elk,Antlerless,General Season,Oct 04 2025 - Oct 26 2025,4,18,14,0,2,2,4,20,16,400.0%,CHANGED
EA1156,Preston Nutter Ranch CWMU,Elk,Antlerless,CWMU,Contact operator for 2025 season dates,5,21,16,0,0,0,5,21,16,320.0%,CHANGED
EB3163,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry,Nov 07 2026 - Nov 15 2026,29,14,-15,3,2,-1,32,16,-16,-50.0%,CHANGED
EB3608,Avintaquin Canyon CWMU,Elk,Bull,CWMU,Contact operator for 2026 season dates,,1,,,0,,17,1,-16,-94.1%,CHANGED
EL3036,Cache South,Elk,Bull,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,5,,,0,,,5,21,16,320.0%,CHANGED
EL3066,San Juan Bull Elk,Elk,Bull,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,5,,,0,,,5,21,16,320.0%,CHANGED
PB5027,"Book Cliffs, South",Pronghorn,Buck,Limited Entry,Sept 12 2026 - Sept 20 2026,49,34,-15,5,4,-1,54,38,-16,-29.6%,CHANGED
PB5030,"Box Elder, Snowville",Pronghorn,Buck,Limited Entry,Sept 12 2026 - Sept 20 2026,14,28,14,1,3,2,15,31,16,106.7%,CHANGED
PB5039,"North Slope, Summit",Pronghorn,Buck,Limited Entry,Sept 12 2026 - Sept 20 2026,1,15,14,0,2,2,1,17,16,1600.0%,CHANGED
BR7322,Mt Dutton,Black Bear,Either Sex,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",,1,,,0,,16,1,-15,-93.8%,CHANGED
DB1005,Henry Mtns,Deer,Buck,Premium Limited Entry,Sept 23 2026 - Oct 01 2026,22,8,-14,2,1,-1,24,9,-15,-62.5%,CHANGED
DB1215,Buckhorn Ranch CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,,1,,,0,,16,1,-15,-93.8%,CHANGED
DB1336,First Light CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,14,1,-13,2,0,-2,16,1,-15,-93.8%,CHANGED
EA1149,Minnie Maud Ridge CWMU,Elk,Antlerless,CWMU,Contact operator for 2025 season dates,27,15,-12,3,0,-3,30,15,-15,-50.0%,CHANGED
EB3143,Southwest Desert North,Elk,Bull,Limited Entry,Nov 07 2026 - Nov 30 2026,6,21,15,2,2,0,8,23,15,187.5%,CHANGED
EB3169,Cache Meadowville,Elk,Bull,Limited Entry,Oct 03 2026 - Oct 15 2026,25,11,-14,2,1,-1,27,12,-15,-55.6%,CHANGED
EB3188,Panguitch Lake,Elk,Bull,Limited Entry,Nov 28 2026 - Dec 13 2026,,13,,,2,,30,15,-15,-50.0%,CHANGED
EB3511,Cotton Thomas CWMU,Elk,Bull,CWMU,Contact operator for 2026 season dates,,1,,,0,,16,1,-15,-93.8%,CHANGED
EL3011,Mt Dutton,Elk,Bull,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,,,,31,16,-15,-48.4%,CHANGED
EL3013,North Slope Three Corners,Elk,Bull,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,1,,,0,,,1,16,15,1500.0%,CHANGED
EL3018,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,1,,,0,,,1,16,15,1500.0%,CHANGED
EL3039,Manti,Elk,Bull,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,1,,,0,,,1,16,15,1500.0%,CHANGED
EL3064,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,1,,,0,,,1,16,15,1500.0%,CHANGED
EL3065,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,1,,,0,,,1,16,15,1500.0%,CHANGED
EL3067,San Juan Bull Elk,Elk,Bull,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,1,,,0,,,1,16,15,1500.0%,CHANGED
EL3126,Manti,Elk,Bull,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,1,,,0,,,1,16,15,1500.0%,CHANGED
