reported_hunt_year,model_target_year,source_file,source_page,source_family,section_title,species,hunt_code,hunt_name,unit_context,permits,quota,hunters_afield,harvest_total,harvest_male,harvest_female,harvest_young,average_days,percent_success,hunter_satisfaction,metric_count,metric_raw,parse_notes,raw_line,source_sha256,source_path,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible,metric_1,metric_2,metric_3,metric_4,metric_5,metric_6,metric_7,metric_8,metric_9,metric_10,metric_11
2024,2025,24_bg_report.pdf,82,Big Game,harvest harvest harvest afield hunted rate (%),Antlerless Elk,EA2034,"Nine Mile, Anthro",11A,0,,1.0,1,,,,24.0,37.0,,7,0|1|1|37|24|7.7|4.3,,"11A EA2034 Nine Mile, Anthro 0 1 1 37 24 7.7 4.3",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,0,1,1.0,37.0,24.0,7.7,4.3,,,,
2024,2025,24_bg_report.pdf,82,Big Game,harvest harvest harvest afield hunted rate (%),Antlerless Elk,EA1268,"North Slope, Summit",8A,9,,0.0,9,,,,151.0,183.0,,7,9|0|9|183|151|8.9|6.0,,"8A EA1268 North Slope, Summit 9 0 9 183 151 8.9 6.0",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,9,0,9.0,183.0,151.0,8.9,6.0,,,,
2024,2025,24_bg_report.pdf,82,Big Game,harvest harvest harvest afield hunted rate (%),Antlerless Elk,EA1085,Vernal/Bonanza,9B,10,,2.0,12,,,,89.0,100.0,,7,10|2|12|100|89|8.2|13.6,,9B EA1085 Vernal/Bonanza 10 2 12 100 89 8.2 13.6,f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,10,2,12.0,100.0,89.0,8.2,13.6,,,,
2024,2025,24_bg_report.pdf,82,Big Game,harvest harvest harvest afield hunted rate (%),Antlerless Elk,EA2038,Wasatch Mtns,17,70,,9.0,79,,,,728.0,881.0,,7,70|9|79|881|728|5.7|10.9,,17 EA2038 Wasatch Mtns 70 9 79 881 728 5.7 10.9,f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,70,9,79.0,881.0,728.0,5.7,10.9,,,,
2024,2025,24_bg_report.pdf,82,Big Game,harvest harvest harvest afield hunted rate (%),Antlerless Elk,EA2037,Yellowstone,9A,14,,7.0,21,,,,151.0,180.0,,7,14|7|21|180|151|7.4|13.9,,9A EA2037 Yellowstone 14 7 21 180 151 7.4 13.9,f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,14,7,21.0,180.0,151.0,7.4,13.9,,,,
2024,2025,24_bg_report.pdf,82,Big Game,harvest harvest harvest afield hunted rate (%),Antlerless Elk,EA1225,"Book Cliffs, Bitter Creek/South",10,94,,10.0,104,,,,138.0,158.0,,7,94|10|104|158|138|2.7|75.2,,"10 EA1225 Book Cliffs, Bitter Creek/South 94 10 104 158 138 2.7 75.2",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,94,10,104.0,158.0,138.0,2.7,75.2,,,,
2024,2025,24_bg_report.pdf,82,Big Game,harvest harvest harvest afield hunted rate (%),Antlerless Elk,EA1060,"North Slope, West Daggett",8B,1,,0.0,1,,,,15.0,20.0,,7,1|0|1|20|15|5.5|6.7,,"8B EA1060 North Slope, West Daggett 1 0 1 20 15 5.5 6.7",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,1,0,1.0,20.0,15.0,5.5,6.7,,,,
2024,2025,24_bg_report.pdf,82,Big Game,harvest harvest harvest afield hunted rate (%),Antlerless Elk,EA1061,"North Slope, West Daggett",8B,3,,0.0,3,,,,18.0,20.0,,7,3|0|3|20|18|5.3|16.7,,"8B EA1061 North Slope, West Daggett 3 0 3 20 18 5.3 16.7",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,3,0,3.0,20.0,18.0,5.3,16.7,,,,
2024,2025,24_bg_report.pdf,82,Big Game,harvest harvest harvest afield hunted rate (%),Antlerless Elk,EA1189,"Wasatch Mtns, West-Central",17,39,,4.0,43,,,,345.0,421.0,,7,39|4|43|421|345|3.7|12.6,,"17 EA1189 Wasatch Mtns, West-Central 39 4 43 421 345 3.7 12.6",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,39,4,43.0,421.0,345.0,3.7,12.6,,,,
2024,2025,24_bg_report.pdf,82,Big Game,harvest harvest harvest afield hunted rate (%),Antlerless Elk,EA1245,Yellowstone,9A,5,,0.0,5,,,,39.0,49.0,,7,5|0|5|49|39|4.9|13.5,,9A EA1245 Yellowstone 5 0 5 49 39 4.9 13.5,f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,5,0,5.0,49.0,39.0,4.9,13.5,,,,
2024,2025,24_bg_report.pdf,83,Big Game,harvest harvest harvest afield hunted rate (%),Antlerless Elk,EA1222,"Beaver, East",22,12,,0.0,12,,,,26.0,29.0,,7,12|0|12|29|26|3.9|45.8,,"22 EA1222 Beaver, East 12 0 12 29 26 3.9 45.8",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,12,0,12.0,29.0,26.0,3.9,45.8,,,,
2024,2025,24_bg_report.pdf,83,Big Game,harvest harvest harvest afield hunted rate (%),Antlerless Elk,EA1223,"Beaver, East",22,15,,0.0,15,,,,24.0,29.0,,7,15|0|15|29|24|4.1|60.9,,"22 EA1223 Beaver, East 15 0 15 29 24 4.1 60.9",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,15,0,15.0,29.0,24.0,4.1,60.9,,,,
2024,2025,24_bg_report.pdf,83,Big Game,harvest harvest harvest afield hunted rate (%),Antlerless Elk,EA1224,"Book Cliffs, Bitter Creek/South",10,56,,3.0,59,,,,121.0,124.0,,7,56|3|59|124|121|4.3|48.7,,"10 EA1224 Book Cliffs, Bitter Creek/South 56 3 59 124 121 4.3 48.7",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,56,3,59.0,124.0,121.0,4.3,48.7,,,,
2024,2025,24_bg_report.pdf,83,Big Game,harvest harvest harvest afield hunted rate (%),Antlerless Elk,EA1075,Boulder East,25C/26,7,,2.0,9,,,,12.0,15.0,,7,7|2|9|15|12|3.3|75.0,,25C/26 EA1075 Boulder East 7 2 9 15 12 3.3 75.0,f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,7,2,9.0,15.0,12.0,3.3,75.0,,,,
2024,2025,24_bg_report.pdf,83,Big Game,harvest harvest harvest afield hunted rate (%),Antlerless Elk,EA1076,Boulder West,25C/26,9,,1.0,10,,,,17.0,20.0,,7,9|1|10|20|17|3.6|60.0,,25C/26 EA1076 Boulder West 9 1 10 20 17 3.6 60.0,f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,9,1,10.0,20.0,17.0,3.6,60.0,,,,
2024,2025,24_bg_report.pdf,83,Big Game,harvest harvest harvest afield hunted rate (%),Antlerless Elk,EA1077,Boulder-Circle Cliffs,25C/26,14,,0.0,14,,,,19.0,20.0,,7,14|0|14|20|19|4.6|76.5,,25C/26 EA1077 Boulder-Circle Cliffs 14 0 14 20 19 4.6 76.5,f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,14,0,14.0,20.0,19.0,4.6,76.5,,,,
2024,2025,24_bg_report.pdf,83,Big Game,harvest harvest harvest afield hunted rate (%),Antlerless Elk,EA1266,"Box Elder, Hansel Mtn",1,3,,0.0,3,,,,18.0,20.0,,7,3|0|3|20|18|7.3|18.8,,"1 EA1266 Box Elder, Hansel Mtn 3 0 3 20 18 7.3 18.8",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,3,0,3.0,20.0,18.0,7.3,18.8,,,,
2024,2025,24_bg_report.pdf,83,Big Game,harvest harvest harvest afield hunted rate (%),Antlerless Elk,EA1203,"Box Elder, Pilot Mtn",1,3,,0.0,3,,,,5.0,5.0,,7,3|0|3|5|5|4.5|50.0,,"1 EA1203 Box Elder, Pilot Mtn 3 0 3 5 5 4.5 50.0",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,3,0,3.0,5.0,5.0,4.5,50.0,,,,
2024,2025,24_bg_report.pdf,83,Big Game,harvest harvest harvest afield hunted rate (%),Antlerless Elk,EA1204,"Box Elder, Pilot Mtn",1,0,,0.0,0,,,,5.0,5.0,,7,0|0|0|5|5|3.2|0.0,,"1 EA1204 Box Elder, Pilot Mtn 0 0 0 5 5 3.2 0.0",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,0,0,0.0,5.0,5.0,3.2,0.0,,,,
2024,2025,24_bg_report.pdf,83,Big Game,,Antlerless Elk,EA1267,Cache,2,18,,1.0,19,,,,112.0,120.0,,7,18|1|19|120|112|6.1|17.3,,2 EA1267 Cache 18 1 19 120 112 6.1 17.3,f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,18,1,19.0,120.0,112.0,6.1,17.3,,,,
2024,2025,24_bg_report.pdf,83,Big Game,,Antlerless Elk,EA1010,"Cache, Rich",2,3,,0.0,3,,,,18.0,18.0,,7,3|0|3|18|18|8.1|14.3,,"2 EA1010 Cache, Rich 3 0 3 18 18 8.1 14.3",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,3,0,3.0,18.0,18.0,8.1,14.3,,,,
2024,2025,24_bg_report.pdf,83,Big Game,,Antlerless Elk,EA1193,"Cache, Rich",2,4,,2.0,6,,,,14.0,19.0,,7,4|2|6|19|14|4.7|46.2,,"2 EA1193 Cache, Rich 4 2 6 19 14 4.7 46.2",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,4,2,6.0,19.0,14.0,4.7,46.2,,,,
2024,2025,24_bg_report.pdf,83,Big Game,,Antlerless Elk,EA1011,"Cache, Richards Hollow",2,10,,3.0,13,,,,19.0,20.0,,7,10|3|13|20|19|5.0|68.4,,"2 EA1011 Cache, Richards Hollow 10 3 13 20 19 5.0 68.4",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,10,3,13.0,20.0,19.0,5.0,68.4,,,,
2024,2025,24_bg_report.pdf,83,Big Game,,Antlerless Elk,EA1012,"Cache, Richmond Hyde Park",2,1,,0.0,1,,,,5.0,10.0,,7,1|0|1|10|5|8.6|20.0,,"2 EA1012 Cache, Richmond Hyde Park 1 0 1 10 5 8.6 20.0",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,1,0,1.0,10.0,5.0,8.6,20.0,,,,
