reported_hunt_year,model_target_year,source_file,source_page,source_family,section_title,species,hunt_code,hunt_name,unit_context,permits,quota,hunters_afield,harvest_total,harvest_male,harvest_female,harvest_young,average_days,percent_success,hunter_satisfaction,metric_count,metric_raw,parse_notes,raw_line,source_sha256,source_path,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible,metric_1,metric_2,metric_3,metric_4,metric_5,metric_6,metric_7,metric_8,metric_9,metric_10,metric_11
2024,2025,24_bg_report.pdf,159,Big Game,number harvest harvest harvest afield hunted rate (%),Bison,BI6534,"Book Cliffs, Bitter Creek Hunter's choice",,0,,2.0,2,,,,5.0,5.0,,7,2|0|2|5|5|6.2|40.0,,"BI6534 Book Cliffs, Bitter Creek Hunter's choice 2 0 2 5 5 6.2 40.0",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,2,0,2.0,5.0,5.0,6.2,40.0,,,,
2024,2025,24_bg_report.pdf,159,Big Game,number harvest harvest harvest afield hunted rate (%),Bison,BI6535,"Book Cliffs, Bitter Creek Hunter's choice",,1,,4.0,3,,,,5.0,5.0,,7,3|1|4|5|5|3.8|80.0,,"BI6535 Book Cliffs, Bitter Creek Hunter's choice 3 1 4 5 5 3.8 80.0",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,3,1,4.0,5.0,5.0,3.8,80.0,,,,
2024,2025,24_bg_report.pdf,159,Big Game,number harvest harvest harvest afield hunted rate (%),Bison,BI6536,"Book Cliffs, Bitter Creek Cow only",,3,,3.0,0,,,,3.0,3.0,,7,0|3|3|3|3|1.0|100.0,,"BI6536 Book Cliffs, Bitter Creek Cow only 0 3 3 3 3 1.0 100.0",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,0,3,3.0,3.0,3.0,1.0,100.0,,,,
2024,2025,24_bg_report.pdf,159,Big Game,number harvest harvest harvest afield hunted rate (%),Bison,BI6532,"Book Cliffs, Bitter Creek (archery) Hunter's choice",,4,,4.0,0,,,,5.0,5.0,,7,0|4|4|5|5|13.5|75.0,,"BI6532 Book Cliffs, Bitter Creek (archery) Hunter's choice 0 4 4 5 5 13.5 75.0",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,0,4,4.0,5.0,5.0,13.5,75.0,,,,
2024,2025,24_bg_report.pdf,159,Big Game,number harvest harvest harvest afield hunted rate (%),Bison,BI6529,"Book Cliffs, Little Creek/South Hunter's choice",,3,,3.0,0,,,,5.0,5.0,,7,0|3|3|5|5|4.6|60.0,,"BI6529 Book Cliffs, Little Creek/South Hunter's choice 0 3 3 5 5 4.6 60.0",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,0,3,3.0,5.0,5.0,4.6,60.0,,,,
2024,2025,24_bg_report.pdf,159,Big Game,number harvest harvest harvest afield hunted rate (%),Bison,BI6530,"Book Cliffs, Little Creek/South Hunter's choice",,0,,5.0,5,,,,5.0,5.0,,7,5|0|5|5|5|4.3|100.0,,"BI6530 Book Cliffs, Little Creek/South Hunter's choice 5 0 5 5 5 4.3 100.0",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,5,0,5.0,5.0,5.0,4.3,100.0,,,,
2024,2025,24_bg_report.pdf,159,Big Game,number harvest harvest harvest afield hunted rate (%),Bison,BI6537,"Book Cliffs, Little Creek/South Hunter's choice",,0,,6.0,6,,,,8.0,7.0,,7,6|0|6|8|7|2.0|83.3,,"BI6537 Book Cliffs, Little Creek/South Hunter's choice 6 0 6 8 7 2.0 83.3",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,6,0,6.0,8.0,7.0,2.0,83.3,,,,
2024,2025,24_bg_report.pdf,159,Big Game,number harvest harvest harvest afield hunted rate (%),Bison,BI6528,"Book Cliffs, Little Creek/South (archery) Cow only",,0,,1.0,1,,,,3.0,3.0,,7,1|0|1|3|3|8.7|33.3,,"BI6528 Book Cliffs, Little Creek/South (archery) Cow only 1 0 1 3 3 8.7 33.3",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,1,0,1.0,3.0,3.0,8.7,33.3,,,,
2024,2025,24_bg_report.pdf,159,Big Game,number harvest harvest harvest afield hunted rate (%),Bison,BI6503,Henry Mtns Hunter's choice,,1,,11.0,10,,,,12.0,12.0,,7,10|1|11|12|12|2.5|90.9,,BI6503 Henry Mtns Hunter's choice 10 1 11 12 12 2.5 90.9,f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,10,1,11.0,12.0,12.0,2.5,90.9,,,,
2024,2025,24_bg_report.pdf,159,Big Game,,Bison,BI6504,Henry Mtns Hunter's choice,,1,,10.0,9,,,,11.0,11.0,,7,9|1|10|11|11|4.6|90.9,,BI6504 Henry Mtns Hunter's choice 9 1 10 11 11 4.6 90.9,f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,9,1,10.0,11.0,11.0,4.6,90.9,,,,
