reported_hunt_year,model_target_year,source_file,source_page,source_family,section_title,species,hunt_code,hunt_name,unit_context,permits,quota,hunters_afield,harvest_total,harvest_male,harvest_female,harvest_young,average_days,percent_success,hunter_satisfaction,metric_count,metric_raw,parse_notes,raw_line,source_sha256,source_path,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible,metric_1,metric_2,metric_3,metric_4,metric_5,metric_6,metric_7,metric_8,metric_9,metric_10,metric_11
2024,2025,24_bg_report.pdf,173,Big Game,"Total Rocky Mountain bighorn sheep harvest by hunt, Utah 2024.",Rocky Mountain Bighorn Sheep,RS6701,"Book Cliffs, South",10,6,,6.0,6,,,,9.3,100.0,,5,6|6|6|9.3|100.0,,"10 RS6701 Book Cliffs, South 6 6 6 9.3 100.0",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,6,6,6.0,9.3,100.0,,,,,,
2024,2025,24_bg_report.pdf,173,Big Game,"Total Rocky Mountain bighorn sheep harvest by hunt, Utah 2024.",Rocky Mountain Bighorn Sheep,RS1001,"Book Cliffs, South (conservation)",10,1,,1.0,1,,,,5.0,100.0,,5,1|1|1|5.0|100.0,,"10 RS1001 Book Cliffs, South (conservation) 1 1 1 5.0 100.0",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,1,1,1.0,5.0,100.0,,,,,,
2024,2025,24_bg_report.pdf,173,Big Game,"Total Rocky Mountain bighorn sheep harvest by hunt, Utah 2024.",Rocky Mountain Bighorn Sheep,RS6703,"Box Elder, Newfoundland Mtn",1,6,,6.0,6,,,,4.3,100.0,,5,6|6|6|4.3|100.0,,"1 RS6703 Box Elder, Newfoundland Mtn 6 6 6 4.3 100.0",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,6,6,6.0,4.3,100.0,,,,,,
2024,2025,24_bg_report.pdf,173,Big Game,"Total Rocky Mountain bighorn sheep harvest by hunt, Utah 2024.",Rocky Mountain Bighorn Sheep,RS6704,"Box Elder, Newfoundland Mtn",1,6,,6.0,6,,,,2.3,100.0,,5,6|6|6|2.3|100.0,,"1 RS6704 Box Elder, Newfoundland Mtn 6 6 6 2.3 100.0",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,6,6,6.0,2.3,100.0,,,,,,
2024,2025,24_bg_report.pdf,173,Big Game,"Total Rocky Mountain bighorn sheep harvest by hunt, Utah 2024.",Rocky Mountain Bighorn Sheep,RS6722,"Box Elder, Newfoundland Mtn (archery)",1,3,,3.0,3,,,,8.0,100.0,,5,3|3|3|8.0|100.0,,"1 RS6722 Box Elder, Newfoundland Mtn (archery) 3 3 3 8.0 100.0",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,3,3,3.0,8.0,100.0,,,,,,
2024,2025,24_bg_report.pdf,173,Big Game,"Total Rocky Mountain bighorn sheep harvest by hunt, Utah 2024.",Rocky Mountain Bighorn Sheep,RS1002,"Box Elder, Newfoundland Mtn (conservation)",1,1,,1.0,1,,,,1.0,100.0,,5,1|1|1|1.0|100.0,,"1 RS1002 Box Elder, Newfoundland Mtn (conservation) 1 1 1 1.0 100.0",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,1,1,1.0,1.0,100.0,,,,,,
2024,2025,24_bg_report.pdf,173,Big Game,,Rocky Mountain Bighorn Sheep,RS1003,"Box Elder, Newfoundland Mtn (conservation)",1,1,,1.0,1,,,,1.0,100.0,,5,1|1|1|1.0|100.0,,"1 RS1003 Box Elder, Newfoundland Mtn (conservation) 1 1 1 1.0 100.0",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,1,1,1.0,1.0,100.0,,,,,,
2024,2025,24_bg_report.pdf,173,Big Game,,Rocky Mountain Bighorn Sheep,RS6720,"Fillmore, Oak Creek",21,4,,4.0,4,,,,1.3,100.0,,5,4|4|4|1.3|100.0,,"21 RS6720 Fillmore, Oak Creek 4 4 4 1.3 100.0",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,4,4,4.0,1.3,100.0,,,,,,
2024,2025,24_bg_report.pdf,173,Big Game,,Rocky Mountain Bighorn Sheep,RS6726,"Fillmore, Oak Creek",21,5,,5.0,5,,,,1.6,100.0,,5,5|5|5|1.6|100.0,,"21 RS6726 Fillmore, Oak Creek 5 5 5 1.6 100.0",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,5,5,5.0,1.6,100.0,,,,,,
2024,2025,24_bg_report.pdf,173,Big Game,,Rocky Mountain Bighorn Sheep,RS6727,"Fillmore, Oak Creek (archery)",21,2,,2.0,2,,,,4.5,100.0,,5,2|2|2|4.5|100.0,,"21 RS6727 Fillmore, Oak Creek (archery) 2 2 2 4.5 100.0",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,2,2,2.0,4.5,100.0,,,,,,
2024,2025,24_bg_report.pdf,173,Big Game,,Rocky Mountain Bighorn Sheep,RS1004,"Fillmore, Oak Creek (conservation)",21,1,,1.0,1,,,,2.0,100.0,,5,1|1|1|2.0|100.0,,"21 RS1004 Fillmore, Oak Creek (conservation) 1 1 1 2.0 100.0",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,1,1,1.0,2.0,100.0,,,,,,
2024,2025,24_bg_report.pdf,173,Big Game,,Rocky Mountain Bighorn Sheep,RS1005,"Fillmore, Oak Creek (conservation)",21,1,,1.0,1,,,,3.0,100.0,,5,1|1|1|3.0|100.0,,"21 RS1005 Fillmore, Oak Creek (conservation) 1 1 1 3.0 100.0",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,1,1,1.0,3.0,100.0,,,,,,
2024,2025,24_bg_report.pdf,173,Big Game,,Rocky Mountain Bighorn Sheep,RS6725,Nebo,16A,2,,2.0,2,,,,9.5,100.0,,5,2|2|2|9.5|100.0,,16A RS6725 Nebo 2 2 2 9.5 100.0,f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,2,2,2.0,9.5,100.0,,,,,,
2024,2025,24_bg_report.pdf,173,Big Game,,Rocky Mountain Bighorn Sheep,RS6712,"Nine Mile, Gray Canyon",11,6,,6.0,5,,,,6.3,83.3,,5,5|6|6|6.3|83.3,,"11 RS6712 Nine Mile, Gray Canyon 5 6 6 6.3 83.3",f7007f8ee43ea126cee833219bc5982bc54ba239a95b994800d378c70b7633bf,/mnt/data/24_bg_report.pdf,True,True,True,5,6,6.0,6.3,83.3,,,,,,
