reported_hunt_year,model_target_year,source_file,source_page,source_family,species,pursuit_type,unit_context,sample_n,pursuers_afield,pursuit_days_afield,bears_treed_male,bears_treed_female,bears_treed_cubs,bears_treed_unknown,bears_treed_total,bears_per_pursuit_day,bears_per_pursuer,raw_line,source_sha256
2024,2025,24_black_bear_report.pdf,11,black_bear_pursuit_by_unit_2024,Black Bear,general_spring,La Sal,0,0,,,,,,,,,La Sal 0 0 — — — — — — — —,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,11,black_bear_pursuit_by_unit_2024,Black Bear,general_spring,Manti-North,4,8,41.0,8.0,6.0,0.0,0.0,14.0,0.3,1.8,Manti-North 4 8 41 8 6 0 0 14 0.3 1.8,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,11,black_bear_pursuit_by_unit_2024,Black Bear,general_spring,"Manti-South/San Rafael, North",8,16,103.0,29.0,31.0,12.0,0.0,72.0,0.7,4.5,"Manti-South/San Rafael, North 8 16 103 29 31 12 0 72 0.7 4.5",950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,11,black_bear_pursuit_by_unit_2024,Black Bear,general_spring,Monroe,2,4,17.0,0.0,6.0,0.0,0.0,6.0,0.4,1.5,Monroe 2 4 17 0 6 0 0 6 0.4 1.5,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,11,black_bear_pursuit_by_unit_2024,Black Bear,general_spring,Mt Dutton,6,12,89.0,8.0,14.0,2.0,0.0,24.0,0.3,2.0,Mt Dutton 6 12 89 8 14 2 0 24 0.3 2.0,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,11,black_bear_pursuit_by_unit_2024,Black Bear,general_spring,Nebo,5,10,64.0,8.0,12.0,2.0,0.0,22.0,0.3,2.2,Nebo 5 10 64 8 12 2 0 22 0.3 2.2,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,11,black_bear_pursuit_by_unit_2024,Black Bear,general_spring,Nine Mile,3,6,87.0,4.0,31.0,0.0,0.0,35.0,0.4,5.8,Nine Mile 3 6 87 4 31 0 0 35 0.4 5.8,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,11,black_bear_pursuit_by_unit_2024,Black Bear,general_spring,"North Slope, Three Corners/West Daggett",0,0,,,,,,,,,"North Slope, Three Corners/West Daggett 0 0 — — — — — — — —",950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,11,black_bear_pursuit_by_unit_2024,Black Bear,general_spring,Panguitch Lake/Zion,2,4,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Panguitch Lake/Zion 2 4 35 0 0 0 0 0 0.0 0.0,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,11,black_bear_pursuit_by_unit_2024,Black Bear,general_spring,Paunsaugunt,2,4,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Paunsaugunt 2 4 29 0 0 0 0 0 0.0 0.0,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,11,black_bear_pursuit_by_unit_2024,Black Bear,general_spring,San Juan,8,16,122.0,0.0,12.0,0.0,23.0,35.0,0.3,2.2,San Juan 8 16 122 0 12 0 23 35 0.3 2.2,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,11,black_bear_pursuit_by_unit_2024,Black Bear,general_spring,"Wasatch Mtns, Avintaquin/Currant Creek",5,10,74.0,12.0,14.0,0.0,0.0,26.0,0.4,2.6,"Wasatch Mtns, Avintaquin/Currant Creek 5 10 74 12 14 0 0 26 0.4 2.6",950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,11,black_bear_pursuit_by_unit_2024,Black Bear,general_spring,"Wasatch Mtns, West-Central",0,0,,,,,,,,,"Wasatch Mtns, West-Central 0 0 — — — — — — — —",950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,11,black_bear_pursuit_by_unit_2024,Black Bear,general_spring,Yellowstone,6,12,113.0,12.0,16.0,2.0,0.0,30.0,0.3,2.5,Yellowstone 6 12 113 12 16 2 0 30 0.3 2.5,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,11,black_bear_pursuit_by_unit_2024,Black Bear,general_spring,Unknown,1,2,10.0,2.0,0.0,0.0,0.0,2.0,0.2,1.0,Unknown 1 2 10 2 0 0 0 2 0.2 1.0,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,12,black_bear_pursuit_by_unit_2024,Black Bear,general_summer,Beaver,6,12,76.0,4.0,8.0,2.0,2.0,16.0,0.2,1.3,Beaver 6 12 76 4 8 2 2 16 0.2 1.3,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,12,black_bear_pursuit_by_unit_2024,Black Bear,general_summer,Boulder/Kaiparowits,2,4,52.0,6.0,21.0,0.0,0.0,27.0,0.5,6.8,Boulder/Kaiparowits 2 4 52 6 21 0 0 27 0.5 6.8,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,12,black_bear_pursuit_by_unit_2024,Black Bear,general_summer,Cache/Ogden,2,4,25.0,4.0,4.0,0.0,0.0,8.0,0.3,2.0,Cache/Ogden 2 4 25 4 4 0 0 8 0.3 2.0,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,12,black_bear_pursuit_by_unit_2024,Black Bear,general_summer,Chalk Creek/East Canyon/Morgan-South Rich,3,6,97.0,0.0,4.0,0.0,0.0,4.0,0.0,0.7,Chalk Creek/East Canyon/Morgan-South Rich 3 6 97 0 4 0 0 4 0.0 0.7,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,12,black_bear_pursuit_by_unit_2024,Black Bear,general_summer,Diamond Mtn/Vernal/Bonanza,2,4,14.0,0.0,2.0,0.0,0.0,2.0,0.1,0.5,Diamond Mtn/Vernal/Bonanza 2 4 14 0 2 0 0 2 0.1 0.5,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,12,black_bear_pursuit_by_unit_2024,Black Bear,general_summer,"Fillmore, Pahvant",0,0,,,,,,,,,"Fillmore, Pahvant 0 0 — — — — — — — —",950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,12,black_bear_pursuit_by_unit_2024,Black Bear,general_summer,Fishlake/Thousand Lakes,7,14,138.0,16.0,27.0,2.0,25.0,70.0,0.5,5.0,Fishlake/Thousand Lakes 7 14 138 16 27 2 25 70 0.5 5.0,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,12,black_bear_pursuit_by_unit_2024,Black Bear,general_summer,"Kamas/North Slope, Summit",0,0,,,,,,,,,"Kamas/North Slope, Summit 0 0 — — — — — — — —",950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,12,black_bear_pursuit_by_unit_2024,Black Bear,general_summer,Manti-North,6,12,97.0,12.0,23.0,0.0,0.0,35.0,0.4,2.9,Manti-North 6 12 97 12 23 0 0 35 0.4 2.9,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,12,black_bear_pursuit_by_unit_2024,Black Bear,general_summer,"Manti-South/San Rafael, North",10,19,188.0,43.0,47.0,14.0,0.0,104.0,0.6,5.5,"Manti-South/San Rafael, North 10 19 188 43 47 14 0 104 0.6 5.5",950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,12,black_bear_pursuit_by_unit_2024,Black Bear,general_summer,Monroe,0,0,,,,,,,,,Monroe 0 0 — — — — — — — —,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,12,black_bear_pursuit_by_unit_2024,Black Bear,general_summer,Mt Dutton,1,2,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mt Dutton 1 2 17 0 0 0 0 0 0.0 0.0,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,12,black_bear_pursuit_by_unit_2024,Black Bear,general_summer,Nebo,5,10,49.0,8.0,17.0,2.0,2.0,29.0,0.6,2.9,Nebo 5 10 49 8 17 2 2 29 0.6 2.9,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,12,black_bear_pursuit_by_unit_2024,Black Bear,general_summer,Nine Mile,1,2,49.0,2.0,14.0,2.0,0.0,18.0,0.4,9.0,Nine Mile 1 2 49 2 14 2 0 18 0.4 9.0,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,12,black_bear_pursuit_by_unit_2024,Black Bear,general_summer,"North Slope, Three Corners/West Daggett",0,0,,,,,,,,,"North Slope, Three Corners/West Daggett 0 0 — — — — — — — —",950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,12,black_bear_pursuit_by_unit_2024,Black Bear,general_summer,Panguitch Lake/Zion,1,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Panguitch Lake/Zion 1 2 4 0 0 0 0 0 0.0 0.0,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,12,black_bear_pursuit_by_unit_2024,Black Bear,general_summer,Paunsaugunt,2,4,27.0,0.0,2.0,0.0,0.0,2.0,0.1,0.5,Paunsaugunt 2 4 27 0 2 0 0 2 0.1 0.5,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,12,black_bear_pursuit_by_unit_2024,Black Bear,general_summer,"Wasatch Mtns, Avintaquin/Currant Creek",10,19,171.0,23.0,25.0,4.0,2.0,54.0,0.3,2.8,"Wasatch Mtns, Avintaquin/Currant Creek 10 19 171 23 25 4 2 54 0.3 2.8",950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,12,black_bear_pursuit_by_unit_2024,Black Bear,general_summer,"Wasatch Mtns, West-Central",10,19,117.0,39.0,10.0,6.0,6.0,61.0,0.5,3.2,"Wasatch Mtns, West-Central 10 19 117 39 10 6 6 61 0.5 3.2",950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,12,black_bear_pursuit_by_unit_2024,Black Bear,general_summer,Yellowstone,2,4,58.0,4.0,17.0,0.0,0.0,21.0,0.4,5.3,Yellowstone 2 4 58 4 17 0 0 21 0.4 5.3,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
2024,2025,24_black_bear_report.pdf,12,black_bear_pursuit_by_unit_2024,Black Bear,general_summer,Unknown,1,2,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,Unknown 1 2 2 0 0 0 2 2 1.0 1.0,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7
