snapshot_utc,source_url,endpoint_species,endpoint_gender,hunt_code,hunt_name,species,sex_type,weapon,hunt_type,season,live_res,live_nr,live_total
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1534,Nebo,Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,0,0,3180
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1536,Fillmore,Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,0,0,920
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1538,Kamas,Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,0,0,400
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1539,La Sal Mtns,Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,0,0,1080
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1540,Monroe,Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,0,0,660
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1541,Mt Dutton,Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,0,0,240
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1542,Nine Mile,Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,0,0,560
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1543,North Slope,Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,0,0,1240
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1544,Ogden,Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,0,0,1620
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1546,Panguitch Lake,Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,0,0,1000
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1547,Pine Valley,Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,0,0,1200
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1549,Fishlake,Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,0,0,520
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1551,"San Juan, Abajo Mtns",Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,0,0,1680
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1552,Vernal/Bonanza,Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,0,0,700
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1553,Yellowstone,Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,0,0,840
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1554,Southwest Desert,Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,0,0,300
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1555,"Wasatch Mtns, East",Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,0,0,3900
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1556,"Wasatch Mtns, West",Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,0,0,4740
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1559,Zion,Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,0,0,1350
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1561,Box Elder,Deer,Buck,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,0,0,1040
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1563,Manti/San Rafael,Deer,Buck,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,0,0,1800
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1564,Nebo,Deer,Buck,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,0,0,1060
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1566,Fillmore,Deer,Buck,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,0,0,460
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1568,Kamas,Deer,Buck,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,0,0,200
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1569,La Sal Mtns,Deer,Buck,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,0,0,360
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1570,Monroe,Deer,Buck,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,0,0,220
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1571,Mt Dutton,Deer,Buck,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,0,0,80
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1572,Nine Mile,Deer,Buck,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,0,0,280
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1573,North Slope,Deer,Buck,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,0,0,620
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1574,Ogden,Deer,Buck,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,0,0,540
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1576,Panguitch Lake,Deer,Buck,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,0,0,500
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1577,Pine Valley,Deer,Buck,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,0,0,600
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1579,Fishlake,Deer,Buck,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,0,0,260
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1581,"San Juan, Abajo Mtns",Deer,Buck,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,0,0,560
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1582,Vernal/Bonanza,Deer,Buck,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,0,0,280
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1583,Yellowstone,Deer,Buck,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,0,0,280
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1584,Southwest Desert,Deer,Buck,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,0,0,100
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1585,"Wasatch Mtns, East",Deer,Buck,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,0,0,1300
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1586,"Wasatch Mtns, West",Deer,Buck,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,0,0,1580
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1589,Zion,Deer,Buck,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,0,0,675
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1591,Fillmore,Deer,Buck,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,0,0,460
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1592,Kamas,Deer,Buck,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,0,0,200
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1593,Nine Mile,Deer,Buck,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,0,0,280
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1594,Panguitch Lake,Deer,Buck,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,0,0,500
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1595,Pine Valley,Deer,Buck,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,0,0,600
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1596,Fishlake,Deer,Buck,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,0,0,260
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1597,Zion,Deer,Buck,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,0,0,675
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1598,North Slope,Deer,Buck,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,0,0,620
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1599,Chalk Creek,Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,0,0,880
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1600,Chalk Creek,Deer,Buck,Archery,General Season,Aug 15 2026 - Sept 11 2026,0,0,440
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1601,Chalk Creek,Deer,Buck,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,0,0,440
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1602,Chalk Creek,Deer,Buck,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,0,0,440
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1603,East Canyon,Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,0,0,760
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1604,East Canyon,Deer,Buck,Archery,General Season,Aug 15 2026 - Sept 11 2026,0,0,380
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1605,East Canyon,Deer,Buck,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,0,0,380
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1606,East Canyon,Deer,Buck,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,0,0,380
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1607,Morgan-South Rich,Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,0,0,640
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1608,Morgan-South Rich,Deer,Buck,Archery,General Season,Aug 15 2026 - Sept 11 2026,0,0,320
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1609,Morgan-South Rich,Deer,Buck,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,0,0,320
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1610,Morgan-South Rich,Deer,Buck,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,0,0,320
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1611,"Beaver, East",Deer,Buck,Archery,General Season,Aug 15 2026 - Sept 11 2026,0,0,440
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1612,"Beaver, East",Deer,Buck,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,0,0,440
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1613,"Beaver, East",Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,0,0,1320
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1614,"Beaver, West",Deer,Buck,Archery,General Season,Aug 15 2026 - Sept 11 2026,0,0,130
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1615,"Beaver, West",Deer,Buck,Restricted Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,0,0,130
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1616,"Beaver, West",Deer,Buck,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,0,0,390
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1617,"West Desert, Swasey",Deer,Buck,Archery,General Season,Aug 15 2026 - Sept 11 2026,0,0,80
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1618,"West Desert, Swasey",Deer,Buck,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,0,0,80
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1619,"West Desert, Swasey",Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,0,0,240
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1620,Oquirrh/Tintic,Deer,Buck,Archery,General Season,Aug 15 2026 - Sept 11 2026,0,0,450
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1621,Oquirrh/Tintic,Deer,Buck,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,0,0,450
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1622,Oquirrh/Tintic,Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,0,0,1350
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1623,Cedar/Stansbury,Deer,Buck,Archery,General Season,Aug 15 2026 - Sept 11 2026,0,0,250
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1624,Cedar/Stansbury,Deer,Buck,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,0,0,250
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1625,Cedar/Stansbury,Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,0,0,750
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1627,Cache,Deer,Buck,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,0,0,3480
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1628,Cache,Deer,Buck,Restricted Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,0,0,1160
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1629,Boulder/Kaiparowits,Deer,Buck,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,0,0,960
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1630,Boulder/Kaiparowits,Deer,Buck,Restricted Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,0,0,720
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1631,Box Elder,Deer,Buck,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,0,0,1040
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1770,Box Elder,Deer,Buck,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,0,0,688
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1771,Cache,Deer,Buck,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Restricted Muzz: Sept 23 2026 - Oct 01 2026 | Restricted Rifle: Oct 17 2026 - Oct 25 2026,0,0,588
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1772,Manti/San Rafael,Deer,Buck,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,0,0,573
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1773,Nebo,Deer,Buck,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,0,0,349
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1775,Fillmore,Deer,Buck,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,0,0,42
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1777,Kamas,Deer,Buck,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,0,0,55
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1778,La Sal Mtns,Deer,Buck,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,0,0,67
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1779,Monroe,Deer,Buck,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,0,0,45
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1780,Mt Dutton,Deer,Buck,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,0,0,26
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1781,Nine Mile,Deer,Buck,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,0,0,62
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1782,North Slope,Deer,Buck,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,0,0,340
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1783,Ogden,Deer,Buck,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,0,0,297
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1785,Panguitch Lake,Deer,Buck,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,0,0,112
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1786,Pine Valley,Deer,Buck,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,0,0,228
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1787,Boulder/Kaiparowits,Deer,Buck,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Restricted Muzz: Sept 23 2026 - Oct 01 2026 | Restricted Rifle: Oct 17 2026 - Oct 25 2026,0,0,70
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1788,Fishlake,Deer,Buck,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,0,0,49
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1790,"San Juan, Abajo Mtns",Deer,Buck,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,0,0,261
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1791,Vernal/Bonanza,Deer,Buck,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,0,0,45
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1792,Yellowstone,Deer,Buck,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,0,0,63
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,Deer,Buck,DB1793,Southwest Desert,Deer,Buck,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,0,0,46
