snapshot_utc,source_url,hunt_code,hunt_name,species,sex_type,weapon,hunt_type,season,quota_res,quota_nres,quota_total
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1023,"Manti, South",Elk,Antlerless,Any Legal Weapon,General Season,Oct 04 2025 - Oct 16 2025,90,10,100
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1024,"Manti, South",Elk,Antlerless,Any Legal Weapon,General Season,Nov 19 2025 - Jan 31 2026,90,10,100
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1025,"Manti, West",Elk,Antlerless,Any Legal Weapon,General Season,Nov 19 2025 - Jan 31 2026,108,12,120
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1026,Chalk Creek,Elk,Antlerless,Any Legal Weapon,General Season,Nov 08 2025 - Jan 31 2026,315,35,350
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1030,"Fillmore, Pahvant",Elk,Antlerless,Any Legal Weapon,General Season,Nov 15 2025 - Dec 06 2025,45,5,50
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1031,"Fillmore, Pahvant",Elk,Antlerless,Any Legal Weapon,General Season,Dec 13 2025 - Jan 30 2026,45,5,50
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1033,Kamas,Elk,Antlerless,Any Legal Weapon,General Season,Nov 08 2025 - Jan 18 2026,112,13,125
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1035,"Kamas, Oakley",Elk,Antlerless,Any Legal Weapon,General Season,Nov 08 2025 - Dec 31 2025,112,13,125
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1037,"La Sal, Dolores Triangle",Elk,Antlerless,Any Legal Weapon,General Season,Dec 12 2025 - Jan 31 2026,45,5,50
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1038,"La Sal, La Sal Mtns",Elk,Antlerless,Any Legal Weapon,General Season,Oct 04 2025 - Oct 16 2025,180,20,200
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1039,"La Sal, La Sal Mtns",Elk,Antlerless,Any Legal Weapon,General Season,Nov 17 2025 - Dec 31 2025,135,15,150
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1044,"Morgan-South Rich, South Rich",Elk,Antlerless,Any Legal Weapon,General Season,Dec 01 2025 - Jan 31 2026,31,4,35
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1049,"Mt Dutton, Deep Creek",Elk,Antlerless,Any Legal Weapon,General Season,Nov 22 2025 - Dec 07 2025,67,8,75
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1054,"Nine Mile, West Anthro",Elk,Antlerless,Any Legal Weapon,General Season,Dec 13 2025 - Dec 30 2025,45,5,50
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1056,"North Slope, Greendale",Elk,Antlerless,Any Legal Weapon,General Season,Nov 17 2025 - Nov 30 2025,4,1,5
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1058,"North Slope, Henry's Fork-Burnt Fork",Elk,Antlerless,Any Legal Weapon,General Season,Nov 08 2025 - Jan 31 2026,90,10,100
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1060,"North Slope, West Daggett",Elk,Antlerless,Muzzleloader,General Season,Oct 29 2025 - Nov 06 2025,18,2,20
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1061,"North Slope, West Daggett",Elk,Antlerless,Muzzleloader,General Season,Sep 24 2025 - Oct 02 2025,18,2,20
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1063,Ogden,Elk,Antlerless,Any Legal Weapon,General Season,Oct 04 2025 - Oct 26 2025,67,8,75
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1064,Ogden,Elk,Antlerless,Any Legal Weapon,General Season,Nov 08 2025 - Nov 30 2025,67,8,75
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1069,Panguitch Lake,Elk,Antlerless,Any Legal Weapon,General Season,Nov 22 2025 - Nov 30 2025,31,4,35
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1073,Paunsaugunt,Elk,Antlerless,Any Legal Weapon,General Season,Nov 22 2025 - Dec 30 2025,18,2,20
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1075,Boulder East,Elk,Antlerless,Any Legal Weapon,General Season,Nov 21 2025 - Dec 31 2025,45,5,50
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1076,Boulder West,Elk,Antlerless,Any Legal Weapon,General Season,Nov 21 2025 - Dec 31 2025,45,5,50
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1077,Boulder-Circle Cliffs,Elk,Antlerless,Any Legal Weapon,General Season,Oct 07 2025 - Jan 10 2026,27,3,30
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1078,Fishlake/Thousand Lakes,Elk,Antlerless,Any Legal Weapon,General Season,Oct 04 2025 - Oct 16 2025,243,27,270
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1079,Fishlake/Thousand Lakes East,Elk,Antlerless,Any Legal Weapon,General Season,Nov 22 2025 - Dec 31 2025,58,7,65
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1080,Fishlake/Thousand Lakes West,Elk,Antlerless,Any Legal Weapon,General Season,Nov 22 2025 - Dec 31 2025,54,6,60
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1081,San Juan,Elk,Antlerless,Any Legal Weapon,General Season,Oct 04 2025 - Oct 16 2025,112,13,125
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1082,San Juan,Elk,Antlerless,Any Legal Weapon,General Season,Nov 19 2025 - Dec 31 2025,112,13,125
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1084,"San Rafael, North",Elk,Antlerless,Any Legal Weapon,General Season,Nov 08 2025 - Jan 31 2026,4,1,5
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1085,Vernal/Bonanza,Elk,Antlerless,Archery,General Season,Aug 16 2025 - Sep 17 2025,90,10,100
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1087,Bonanza/Vernal,Elk,Antlerless,Any Legal Weapon,General Season,Oct 04 2025 - Oct 17 2025,90,10,100
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1089,Diamond Mtn,Elk,Antlerless,Any Legal Weapon,General Season,Nov 01 2025 - Nov 09 2025,45,5,50
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1090,Diamond Mtn,Elk,Antlerless,Any Legal Weapon,General Season,Nov 15 2025 - Nov 23 2025,45,5,50
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1094,"Vernal, Mosby Mtn",Elk,Antlerless,Any Legal Weapon,General Season,Nov 08 2025 - Jan 04 2026,90,10,100
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1101,Southwest Desert,Elk,Antlerless,Any Legal Weapon,General Season,Nov 20 2025 - Jan 11 2026,90,10,100
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1106,"Wasatch Mtns, Avintaquin",Elk,Antlerless,Any Legal Weapon,General Season,Jan 03 2026 - Jan 18 2026,180,20,200
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1110,"Wasatch Mtns, Salt Lake",Elk,Antlerless,Any Legal Weapon,General Season,Nov 15 2025 - Jan 31 2026,40,5,45
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1111,"Wasatch Mtns, Wallsburg",Elk,Antlerless,Any Legal Weapon,General Season,Nov 15 2025 - Dec 14 2025,31,4,35
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1112,"Wasatch Mtns, Wallsburg",Elk,Antlerless,Any Legal Weapon,General Season,Dec 20 2025 - Jan 31 2026,49,6,55
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1113,"Wasatch Mtns, West Heber",Elk,Antlerless,Any Legal Weapon,General Season,Nov 15 2025 - Jan 31 2026,27,3,30
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1114,"Wasatch Mtns, West Timpanogos",Elk,Antlerless,Any Legal Weapon,General Season,Nov 15 2025 - Jan 31 2026,22,3,25
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1117,Zion,Elk,Antlerless,Any Legal Weapon,General Season,Nov 11 2025 - Jan 11 2026,198,22,220
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1118,Alton CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,6,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1119,Bar J Ranch CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,12,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1120,Bear Mountain CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,20,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1121,Boobe Hole CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,10,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1122,Causey Spring CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,5,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1124,Chimney Rock CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,12,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1125,Coldwater Ranch CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,25,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1129,Deseret CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,425,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1130,Double Cone CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,7,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1131,Durst Mountain CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,30,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1132,East Fork Chalk Creek CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,30,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1134,Ensign Ranches CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,60,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1135,Folley Ridge CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,20,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1136,Grass Valley/Clark Canyon CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,50,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1137,Grazing Pasture CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,9,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1138,Guildersleeve CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,20,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1139,Hardscrabble CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,10,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1140,Heaston East CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,24,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1141,Hiawatha CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,12,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1142,Indian Head CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,12,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1143,Circle E Ranch CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,21,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1145,Johnson Mountain Ranch CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,20,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1146,Jump Creek CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,9,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1147,Little Red Creek CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,15,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1149,Minnie Maud Ridge CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,15,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1151,Moon Ranch CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,6,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1153,Old Woman Plateau CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,4,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1156,Preston Nutter Ranch CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,21,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1157,Redd Ranches CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,35,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1158,Cactus Ranch LLC CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,7,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1159,Roan Cliffs CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,6,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1160,Sand Creek CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,5,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1161,Scofield Canyons CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,9,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1162,Scofield East CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,14,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1163,Scofield West CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,19,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1164,SJ Ranch CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,6,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1165,Skull Crack CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,15,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1166,Soldier Summit CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,16,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1167,South Canyon CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,12,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1168,Spring Creek/Dodge CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,15,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1170,Strawberry Ridge CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,10,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1171,Summit Point CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,5,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1172,Three C CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,9,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1174,Two Bear CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,60,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1175,Wallsburg CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,10,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1177,Woodruff Creek South CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,8,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1180,La Sal (Conservation),Elk,Antlerless,Any Legal Weapon,Conservation,"Oct 4 - Oct 16, 2025 & Nov 17 - Dec 31, 2025",0,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1187,"Paunsaugunt, Hatch Bench",Elk,Antlerless,Any Legal Weapon,General Season,Nov 22 2025 - Dec 30 2025,13,2,15
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1189,"Wasatch Mtns, West-Central",Elk,Antlerless,Muzzleloader,General Season,Nov 01 2025 - Nov 09 2025,382,43,425
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1192,Pahvant Ensign CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,6,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1193,"Cache, Rich",Elk,Antlerless,Any Legal Weapon,General Season,Nov 15 2025 - Jan 10 2026,18,2,20
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1196,"North Slope, Summit",Elk,Antlerless,Any Legal Weapon,General Season,Oct 04 2025 - Oct 26 2025,67,8,75
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1198,Bear Springs CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,2,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1200,Double R Ranch CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,10,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1201,Mountain Sky Ranch CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,10,0,0
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1203,"Box Elder, Pilot Mtn",Elk,Antlerless,Any Legal Weapon,General Season,Aug 01 2025 - Aug 15 2025,4,1,5
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1204,"Box Elder, Pilot Mtn",Elk,Antlerless,Any Legal Weapon,General Season,Oct 11 2025 - Nov 01 2025,4,1,5
2026-05-26T18:42:45+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,EA1206,"Cache, Richmond Hyde Park",Elk,Antlerless,Any Legal Weapon,General Season,Dec 02 2025 - Jan 15 2026,9,1,10
