reported_hunt_year,model_target_year,source_status,source_file,source_date,source_family,source_row,row_type,hunt_code,species,sex_type,hunt_name,hunt_type,weapon,permits,hunters_afield,harvest,percent_success,average_days_hunted,hunter_satisfaction,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible,data_quality_flags,recommended_use
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,2026-03-06,preliminary_big_game_harvest,1101,hunt_code_harvest_result,RE1000,Rocky Mountain Bighorn Sheep,Female Only,"Box Elder, Newfoundland Mtn",Antlerless,Any Legal Weapon,5,5,4,80,2,4,True,True,True,PRELIMINARY_SOURCE|HUNT_CODE_KEYED|BIG_GAME_HARVEST,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,2026-03-06,preliminary_big_game_harvest,1102,hunt_code_harvest_result,RS0001,Rocky Mountain Bighorn Sheep,Male Only,Rocky Mountain Bighorn Sheep - Statewide Permit,Sportsman,Any Legal Weapon,2,2,2,100,1,5,True,True,True,PRELIMINARY_SOURCE|HUNT_CODE_KEYED|BIG_GAME_HARVEST,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,2026-03-06,preliminary_big_game_harvest,1103,hunt_code_harvest_result,RS1000,Rocky Mountain Bighorn Sheep,Male Only,Antelope Island,Conservation,Any Legal Weapon,1,1,1,100,2,5,True,True,True,PRELIMINARY_SOURCE|HUNT_CODE_KEYED|BIG_GAME_HARVEST,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,2026-03-06,preliminary_big_game_harvest,1104,hunt_code_harvest_result,RS1001,Rocky Mountain Bighorn Sheep,Male Only,"Book Cliffs, South",Conservation,Any Legal Weapon,1,1,1,100,20,2,True,True,True,PRELIMINARY_SOURCE|HUNT_CODE_KEYED|BIG_GAME_HARVEST,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,2026-03-06,preliminary_big_game_harvest,1105,hunt_code_harvest_result,RS1003,Rocky Mountain Bighorn Sheep,Male Only,"Box Elder, Newfoundland Mtn",Conservation,Any Legal Weapon,1,1,1,100,2,5,True,True,True,PRELIMINARY_SOURCE|HUNT_CODE_KEYED|BIG_GAME_HARVEST,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,2026-03-06,preliminary_big_game_harvest,1106,hunt_code_harvest_result,RS1006,Rocky Mountain Bighorn Sheep,Male Only,"Nine Mile, Gray Canyon",Conservation,Any Legal Weapon,1,1,1,100,15,5,True,True,True,PRELIMINARY_SOURCE|HUNT_CODE_KEYED|BIG_GAME_HARVEST,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,2026-03-06,preliminary_big_game_harvest,1107,hunt_code_harvest_result,RS6700,Rocky Mountain Bighorn Sheep,Male Only,Antelope Island,OIAL,Any Legal Weapon,1,1,1,100,1,5,True,True,True,PRELIMINARY_SOURCE|HUNT_CODE_KEYED|BIG_GAME_HARVEST,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,2026-03-06,preliminary_big_game_harvest,1108,hunt_code_harvest_result,RS6701,Rocky Mountain Bighorn Sheep,Male Only,"Book Cliffs, South",OIAL,Any Legal Weapon,6,6,6,100,8.3,4.2,True,True,True,PRELIMINARY_SOURCE|HUNT_CODE_KEYED|BIG_GAME_HARVEST,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,2026-03-06,preliminary_big_game_harvest,1109,hunt_code_harvest_result,RS6703,Rocky Mountain Bighorn Sheep,Male Only,"Box Elder, Newfoundland Mtn",OIAL,Any Legal Weapon,5,5,5,100,7.8,4.6,True,True,True,PRELIMINARY_SOURCE|HUNT_CODE_KEYED|BIG_GAME_HARVEST,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2025,2026,preliminary,2026-03-06-2025-preliminary-bg-harvest.xlsx,2026-03-06,preliminary_big_game_harvest,1110,hunt_code_harvest_result,RS6704,Rocky Mountain Bighorn Sheep,Male Only,"Box Elder, Newfoundland Mtn",OIAL,Any Legal Weapon,4,4,4,100,2.5,5,True,True,True,PRELIMINARY_SOURCE|HUNT_CODE_KEYED|BIG_GAME_HARVEST,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
