reported_hunt_year,model_target_year,species,hunt_code,unit,hunt_name,source_file,source_page,source_table,metric_family,raw_numeric_values,trend_feature_eligible,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,bull_harvest,permits,hunters_afield,mean_days_hunted,success_rate_pct,cow_harvest,calf_harvest,total_harvest,harvest
2024,2025,Elk,EB3000,22,"Beaver, East",big game OIL mainly.pdf,4,"Limited-entry archery bull elk harvest, Utah 2024.",hunt_number_harvest_supplement,15|21|21|10.7|70.0,True,True,True,15.0,21,21,10.7,70.0,,,,
2024,2025,Elk,EB3160,10,"Book Cliffs, Bitter Creek/East",big game OIL mainly.pdf,4,"Limited-entry archery bull elk harvest, Utah 2024.",hunt_number_harvest_supplement,8|21|21|10.9|40.0,True,True,True,8.0,21,21,10.9,40.0,,,,
2024,2025,Elk,EB3001,10,"Book Cliffs, Bitter Creek/South",big game OIL mainly.pdf,4,"Limited-entry archery bull elk harvest, Utah 2024.",hunt_number_harvest_supplement,1|2|2|9.5|50.0,True,True,True,1.0,2,2,9.5,50.0,,,,
2024,2025,Elk,EB3002,10,"Book Cliffs, Little Creek Roadless",big game OIL mainly.pdf,4,"Limited-entry archery bull elk harvest, Utah 2024.",hunt_number_harvest_supplement,1|1|1|5.0|100.0,True,True,True,1.0,1,1,5.0,100.0,,,,
2024,2025,Elk,EB3145,25C/26,Boulder,big game OIL mainly.pdf,4,"Limited-entry archery bull elk harvest, Utah 2024.",hunt_number_harvest_supplement,21|32|32|13.3|64.3,True,True,True,21.0,32,32,13.3,64.3,,,,
2024,2025,Elk,EB3130,1,"Box Elder, Pilot Mtn",big game OIL mainly.pdf,4,"Limited-entry archery bull elk harvest, Utah 2024.",hunt_number_harvest_supplement,0|4|4|14.0|0.0,True,True,True,0.0,4,4,14.0,0.0,,,,
2024,2025,Elk,EB3003,2,"Cache, Meadowville",big game OIL mainly.pdf,4,"Limited-entry archery bull elk harvest, Utah 2024.",hunt_number_harvest_supplement,3|11|9|5.2|33.3,True,True,True,3.0,11,9,5.2,33.3,,,,
2024,2025,Elk,EB3005,2,"Cache, South",big game OIL mainly.pdf,4,"Limited-entry archery bull elk harvest, Utah 2024.",hunt_number_harvest_supplement,3|9|9|12.4|33.3,True,True,True,3.0,9,9,12.4,33.3,,,,
2024,2025,Elk,EB3020,9C,Diamond Mtn,big game OIL mainly.pdf,4,"Limited-entry archery bull elk harvest, Utah 2024.",hunt_number_harvest_supplement,8|25|24|12.4|35.0,True,True,True,8.0,25,24,12.4,35.0,,,,
2024,2025,Elk,EB3008,21,"Fillmore, Pahvant",big game OIL mainly.pdf,4,"Limited-entry archery bull elk harvest, Utah 2024.",hunt_number_harvest_supplement,9|19|19|12.6|47.1,True,True,True,9.0,19,19,12.6,47.1,,,,
