hunt_name,hunt_code,boundary_id,hunt_code_mapping_status,boundary_id_mapping_status,candidate_hunt_code,candidate_boundary_id,sex_type,species,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,permit_count_status,source_file,source_row_number
Northern Region - Private land only,TK1001,5136,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,TK1001,5136,Either Sex,Turkey,Any Legal Weapon,Fall Management,"Oct 1, 2025 - Feb 28, 2026",,,2060,TOTAL_ONLY,2026 TURKEY EITHER SEX DRAW.xlsx,2
Southeastern Region - Select areas only,TK1019,5137,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,TK1019,5137,Either Sex,Turkey,Any Legal Weapon,Fall Management,"Oct 1, 2025 - Feb 28, 2026",,,66,TOTAL_ONLY,2026 TURKEY EITHER SEX DRAW.xlsx,3
Central Region - Private land only,TK1020,898,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,TK1020,898,Either Sex,Turkey,Any Legal Weapon,Fall Management,"Oct 1, 2025 - Feb 28, 2026",,,800,TOTAL_ONLY,2026 TURKEY EITHER SEX DRAW.xlsx,4
Southern Region - Select areas only,TK1022,5138,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,TK1022,5138,Either Sex,Turkey,Any Legal Weapon,Fall Management,"Oct 1, 2025 - Jan 4, 2026",,,155,TOTAL_ONLY,2026 TURKEY EITHER SEX DRAW.xlsx,5
