hunt_name,hunt_code,boundary_id,hunt_code_mapping_status,boundary_id_mapping_status,candidate_hunt_code,candidate_boundary_id,sex_type,species,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,permit_count_status,source_file,source_row_number
Henry Mtns,DB1000,94,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1000,94,Buck,Deer,Archery,Premium Limited Entry,Aug 15 2026 - Sept 11 2026,8,1,9,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,14
Paunsaugunt,DB1001,163,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1001,163,Buck,Deer,Archery,Premium Limited Entry,Aug 15 2026 - Sept 11 2026,26,3,29,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,15
Antelope Island,DB1002,1,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1002,1,Buck,Deer,Any Legal Weapon,Premium Limited Entry,Nov 11 2026 - Nov 18 2026,1,0,1,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,16
Henry Mtns,DB1003,94,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1003,94,Buck,Deer,Any Legal Weapon,Premium Limited Entry,Oct 17 2026 - Oct 25 2026,24,3,27,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,17
Paunsaugunt,DB1004,163,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1004,163,Buck,Deer,Any Legal Weapon,Premium Limited Entry,Oct 17 2026 - Oct 31 2026,75,8,83,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,18
Henry Mtns,DB1005,94,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1005,94,Buck,Deer,Muzzleloader,Premium Limited Entry,Sept 23 2026 - Oct 01 2026,8,1,9,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,19
Paunsaugunt,DB1006,163,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1006,163,Buck,Deer,Muzzleloader,Premium Limited Entry,Sept 23 2026 - Oct 01 2026,26,3,29,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,20
Henry Mtns,DB1007,94,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1007,94,Buck,Deer,Multiseason,Premium Limited Entry,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",1,0,1,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,21
Paunsaugunt,DB1008,163,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1008,163,Buck,Deer,Multiseason,Premium Limited Entry,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 31, 2026",3,1,4,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,22
Henry Mtns (Management Buck Deer),DB1009,94,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1009,94,Buck,Deer,Any Legal Weapon,Management Buck Deer,Oct 26 2026 - Oct 30 2026,10,1,11,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,23
Paunsaugunt,DB1010,163,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1010,163,Buck,Deer,Any Legal Weapon,Management Buck Deer,Nov 02 2026 - Nov 20 2026,30,3,33,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,24
Book Cliffs,DB1011,7,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1011,7,Buck,Deer,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,55,6,61,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,25
"Fillmore, Oak Creek LE",DB1012,85,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1012,85,Buck,Deer,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,12,1,13,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,26
Dolores Triangle,DB1013,108,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1013,108,Buck,Deer,Archery,Limited Entry,Oct 31 2026 - Nov 13 2026,5,0,5,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,27
"San Juan, Elk Ridge",DB1014,185,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1014,185,Buck,Deer,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,15,2,17,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,28
Diamond Mtn,DB1015,206,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1015,206,Buck,Deer,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,22,2,24,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,29
"West Desert, Vernon",DB1016,248,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1016,248,Buck,Deer,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,46,5,51,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,30
"Book Cliffs, North",DB1017,714,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1017,714,Buck,Deer,Any Legal Weapon,Limited Entry,Oct 17 2026 - Oct 25 2026,137,15,152,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,31
"Book Cliffs, South",DB1018,15,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1018,15,Buck,Deer,Any Legal Weapon,Limited Entry,Oct 17 2026 - Oct 25 2026,34,4,38,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,32
"Fillmore, Oak Creek LE",DB1019,85,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1019,85,Buck,Deer,Any Legal Weapon,Limited Entry,Oct 17 2026 - Oct 25 2026,33,4,37,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,33
Dolores Triangle,DB1020,108,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1020,108,Buck,Deer,Any Legal Weapon,Limited Entry,Nov 14 2026 - Nov 22 2026,13,2,15,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,34
"San Juan, Elk Ridge",DB1022,185,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1022,185,Buck,Deer,Any Legal Weapon,Limited Entry,Oct 17 2026 - Oct 25 2026,42,5,47,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,35
Diamond Mtn,DB1023,206,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1023,206,Buck,Deer,Any Legal Weapon,Limited Entry,Oct 17 2026 - Oct 25 2026,61,7,68,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,36
"West Desert, Vernon",DB1024,248,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1024,248,Buck,Deer,Any Legal Weapon,Limited Entry,Oct 17 2026 - Oct 25 2026,130,14,144,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,37
Book Cliffs,DB1025,7,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1025,7,Buck,Deer,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,55,6,61,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,38
"Cache, Crawford Mtn",DB1026,32,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1026,32,Buck,Deer,Muzzleloader,Limited Entry,Nov 07 2026 - Nov 22 2026,8,1,9,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,39
Fillmore,DB1028,804,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1028,804,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,11,1,12,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,40
"Fillmore, Oak Creek LE",DB1029,85,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1029,85,Buck,Deer,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,12,1,13,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,41
Kamas,DB1030,611,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1030,611,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,4,1,5,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,42
Dolores Triangle,DB1031,108,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1031,108,Buck,Deer,Muzzleloader,Limited Entry,Nov 23 2026 - Dec 01 2026,5,0,5,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,43
Monroe,DB1032,629,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1032,629,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,5,1,6,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,44
Nine Mile,DB1033,615,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1033,615,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,6,1,7,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,45
Pine Valley,DB1034,636,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1034,636,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,13,2,15,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,46
"San Juan, Elk Ridge",DB1037,185,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1037,185,Buck,Deer,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,15,2,17,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,47
Diamond Mtn,DB1038,206,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1038,206,Buck,Deer,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,22,2,24,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,48
Yellowstone,DB1039,613,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1039,613,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,6,1,7,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,49
Southwest Desert,DB1040,625,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1040,625,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,4,1,5,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,50
"Wasatch Mtns, East",DB1041,621,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1041,621,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,30,3,33,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,51
"West Desert, Vernon",DB1042,248,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1042,248,Buck,Deer,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,46,5,51,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,52
Zion,DB1043,635,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1043,635,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,15,2,17,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,53
Book Cliffs,DB1044,7,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1044,7,Buck,Deer,Multiseason,Limited Entry,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-25, 2026",8,1,9,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,54
"Fillmore, Oak Creek LE",DB1045,85,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1045,85,Buck,Deer,Multiseason,Limited Entry,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",2,0,2,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,55
"San Juan, Elk Ridge",DB1046,185,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1046,185,Buck,Deer,Multiseason,Limited Entry,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",2,0,2,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,56
Diamond Mtn,DB1047,206,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1047,206,Buck,Deer,Multiseason,Limited Entry,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",4,0,4,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,57
"West Desert, Vernon",DB1048,248,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1048,248,Buck,Deer,Multiseason,Limited Entry,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",7,1,8,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,58
Mt Dutton,DB1053,630,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1053,630,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,4,1,5,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,59
Ogden,DB1054,609,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1054,609,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,13,1,14,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,60
Fishlake,DB1055,633,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1055,633,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,6,1,7,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,61
Book Cliffs (North & South),DB1056,7,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1056,7,Buck,Deer,Any Legal Weapon,Conservation,"Oct 17, 2026 - Oct 25, 2026",,,,NO_PUBLISHED_NUMERIC_PERMIT,2026 DEER BUCK DRAW.xlsx,62
Paunsaugunt,DB1058,163,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1058,163,Buck,Deer,Any Legal Weapon,Cactus Buck,Nov 02 2026 - Nov 20 2026,18,2,20,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,63
North Slope,DB1065,612,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1065,612,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,14,2,16,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,64
Paunsaugunt,DB1073,163,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1073,163,Buck,Deer,Archery,Management Buck Deer,Aug 15 2026 - Sept 11 2026,10,1,11,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,65
Paunsaugunt,DB1074,163,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1074,163,Buck,Deer,Muzzleloader,Management Buck Deer,Sept 23 2026 - Oct 01 2026,10,1,11,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,66
Book Cliffs (North & South),DB1075,7,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1075,7,Buck,Deer,Archery,Conservation,Aug 16 2025 - Sept 12 2025,,,,NO_PUBLISHED_NUMERIC_PERMIT,2026 DEER BUCK DRAW.xlsx,67
Book Cliffs (North & South),DB1076,7,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1076,7,Buck,Deer,Muzzleloader,Conservation,Sept 24 2025 - Oct 02 2025,,,,NO_PUBLISHED_NUMERIC_PERMIT,2026 DEER BUCK DRAW.xlsx,68
Box Elder,DB1077,607,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1077,607,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,23,3,26,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,69
Cache,DB1078,29,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1078,29,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,11,1,12,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,70
Manti/San Rafael,DB1079,619,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1079,619,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,40,5,45,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,71
Nebo,DB1080,616,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1080,616,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,23,3,26,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,72
La Sal Mtns,DB1081,617,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1081,617,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,8,1,9,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,73
Panguitch Lake,DB1083,634,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1083,634,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,12,1,13,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,74
Boulder/Kaiparowits,DB1084,455,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1084,455,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,12,1,13,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,75
"San Juan, Abajo Mtns",DB1085,618,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1085,618,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,13,1,14,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,76
Vernal/Bonanza,DB1086,614,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1086,614,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,6,1,7,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,77
"Wasatch Mtns, West",DB1087,620,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1087,620,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,36,4,40,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,78
"Book Cliffs, Floy Canyon",DB1090,301,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1090,301,Buck,Deer,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry,Nov 07 2026 - Nov 30 2026,6,1,7,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,79
Kaiparowits HAMSS,DB1091,314,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1091,314,Buck,Deer,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry,Nov 07 2026 - Nov 30 2026,4,1,5,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,80
Chalk Creek,DB1100,69,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1100,69,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,10,1,11,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,81
East Canyon,DB1101,276,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1101,276,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,9,1,10,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,82
Morgan-South Rich,DB1103,117,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1103,117,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,7,1,8,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,83
East Canyon,DB1105,276,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1105,276,Buck,Deer,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry,Nov 07 2026 - Nov 30 2026,6,1,7,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,84
Thousand Lakes,DB1106,632,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1106,632,Buck,Deer,Restricted Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,20,2,22,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,85
Thousand Lakes,DB1107,632,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1107,632,Buck,Deer,Restricted Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,20,2,22,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,86
Thousand Lakes,DB1108,632,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1108,632,Buck,Deer,Restricted Rifle,Limited Entry,Oct 17 2026 - Oct 25 2026,27,3,30,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,87
Thousand Lakes,DB1109,632,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1109,632,Buck,Deer,Restricted Multiseason,Limited Entry,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",2,0,2,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,88
"Beaver, East",DB1110,685,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1110,685,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,10,1,11,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,89
"Beaver, West",DB1111,672,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1111,672,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,4,1,5,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,90
"West Desert, Swasey",DB1112,926,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1112,926,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,4,1,5,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,91
Oquirrh/Tintic,DB1113,927,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1113,927,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,10,1,11,FULL_SPLIT,2026 DEER BUCK DRAW.xlsx,92
