reviewed_family,hunt_name,hunt_code,boundary_id,hunt_code_mapping_status,boundary_id_mapping_status,candidate_hunt_code,candidate_boundary_id,sex_type,species,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,permit_count_status,source_file,source_row_number
BUCK_DEER,Monroe,DB1570,629,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1570,629,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,220,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,260
BUCK_DEER,Mt Dutton,DB1571,630,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1571,630,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,80,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,261
BUCK_DEER,Nine Mile,DB1572,615,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1572,615,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,280,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,262
BUCK_DEER,North Slope,DB1573,612,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1573,612,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,620,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,263
BUCK_DEER,Ogden,DB1574,609,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1574,609,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,540,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,264
BUCK_DEER,Panguitch Lake,DB1576,634,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1576,634,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,500,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,265
BUCK_DEER,Pine Valley,DB1577,636,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1577,636,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,600,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,266
BUCK_DEER,Fishlake,DB1579,633,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1579,633,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,260,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,267
BUCK_DEER,"San Juan, Abajo Mtns",DB1581,618,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1581,618,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,560,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,268
BUCK_DEER,Vernal/Bonanza,DB1582,614,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1582,614,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,280,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,269
BUCK_DEER,Yellowstone,DB1583,613,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1583,613,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,280,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,270
BUCK_DEER,Southwest Desert,DB1584,625,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1584,625,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,100,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,271
BUCK_DEER,"Wasatch Mtns, East",DB1585,621,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1585,621,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,1300,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,272
BUCK_DEER,"Wasatch Mtns, West",DB1586,620,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1586,620,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,1580,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,273
BUCK_DEER,Zion,DB1589,635,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1589,635,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,675,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,274
BUCK_DEER,Fillmore,DB1591,804,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1591,804,Buck,Deer,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,,,460,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,275
BUCK_DEER,Kamas,DB1592,611,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1592,611,Buck,Deer,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,,,200,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,276
BUCK_DEER,Nine Mile,DB1593,615,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1593,615,Buck,Deer,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,,,280,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,277
BUCK_DEER,Panguitch Lake,DB1594,634,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1594,634,Buck,Deer,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,,,500,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,278
BUCK_DEER,Pine Valley,DB1595,636,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1595,636,Buck,Deer,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,,,600,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,279
BUCK_DEER,Fishlake,DB1596,633,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1596,633,Buck,Deer,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,,,260,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,280
BUCK_DEER,Zion,DB1597,635,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1597,635,Buck,Deer,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,,,675,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,281
BUCK_DEER,North Slope,DB1598,612,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1598,612,Buck,Deer,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,,,620,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,282
BUCK_DEER,Chalk Creek,DB1599,69,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1599,69,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,880,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,283
BUCK_DEER,Chalk Creek,DB1600,69,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1600,69,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,440,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,284
BUCK_DEER,Chalk Creek,DB1601,69,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1601,69,Buck,Deer,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,,,440,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,285
BUCK_DEER,Chalk Creek,DB1602,69,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1602,69,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,440,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,286
BUCK_DEER,East Canyon,DB1603,276,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1603,276,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,760,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,287
BUCK_DEER,East Canyon,DB1604,276,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1604,276,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,380,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,288
BUCK_DEER,East Canyon,DB1605,276,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1605,276,Buck,Deer,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,,,380,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,289
BUCK_DEER,East Canyon,DB1606,276,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1606,276,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,380,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,290
BUCK_DEER,Morgan-South Rich,DB1607,117,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1607,117,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,640,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,291
BUCK_DEER,Morgan-South Rich,DB1608,117,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1608,117,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,320,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,292
BUCK_DEER,Morgan-South Rich,DB1609,117,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1609,117,Buck,Deer,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,,,320,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,293
BUCK_DEER,Morgan-South Rich,DB1610,117,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1610,117,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,320,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,294
BUCK_DEER,"Beaver, East",DB1611,685,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1611,685,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,440,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,295
BUCK_DEER,"Beaver, East",DB1612,685,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1612,685,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,440,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,296
BUCK_DEER,"Beaver, East",DB1613,685,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1613,685,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,1320,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,297
BUCK_DEER,"Beaver, West",DB1614,672,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1614,672,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,130,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,298
BUCK_DEER,"Beaver, West",DB1615,672,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1615,672,Buck,Deer,Restricted Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,130,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,299
BUCK_DEER,"Beaver, West",DB1616,672,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1616,672,Buck,Deer,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,,,390,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,300
BUCK_DEER,"West Desert, Swasey",DB1617,926,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1617,926,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,80,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,301
BUCK_DEER,"West Desert, Swasey",DB1618,926,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1618,926,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,80,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,302
BUCK_DEER,"West Desert, Swasey",DB1619,926,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1619,926,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,240,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,303
BUCK_DEER,Oquirrh/Tintic,DB1620,927,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1620,927,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,450,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,304
BUCK_DEER,Oquirrh/Tintic,DB1621,927,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1621,927,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,450,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,305
BUCK_DEER,Oquirrh/Tintic,DB1622,927,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1622,927,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,1350,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,306
BUCK_DEER,Cedar/Stansbury,DB1623,925,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1623,925,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,250,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,307
BUCK_DEER,Cedar/Stansbury,DB1624,925,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1624,925,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,250,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,308
BUCK_DEER,Cedar/Stansbury,DB1625,925,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1625,925,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,750,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,309
BUCK_DEER,Cache,DB1627,29,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1627,29,Buck,Deer,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,,,3480,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,310
BUCK_DEER,Cache,DB1628,29,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1628,29,Buck,Deer,Restricted Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,1160,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,311
BUCK_DEER,Boulder/Kaiparowits,DB1629,455,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1629,455,Buck,Deer,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,,,960,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,312
BUCK_DEER,Boulder/Kaiparowits,DB1630,455,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1630,455,Buck,Deer,Restricted Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,720,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,313
BUCK_DEER,Box Elder,DB1631,607,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1631,607,Buck,Deer,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,,,1040,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,314
BUCK_DEER,Box Elder,DB1770,607,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1770,607,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,688,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,315
BUCK_DEER,Cache,DB1771,29,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1771,29,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Restricted Muzz: Sept 23 2026 - Oct 01 2026 | Restricted Rifle: Oct 17 2026 - Oct 25 2026,,,588,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,316
BUCK_DEER,Manti/San Rafael,DB1772,619,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1772,619,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,573,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,317
BUCK_DEER,Nebo,DB1773,616,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1773,616,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,349,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,318
BUCK_DEER,Fillmore,DB1775,804,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1775,804,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,42,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,319
BUCK_DEER,Kamas,DB1777,611,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1777,611,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,55,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,320
BUCK_DEER,La Sal Mtns,DB1778,617,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1778,617,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,67,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,321
BUCK_DEER,Monroe,DB1779,629,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1779,629,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,45,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,322
BUCK_DEER,Mt Dutton,DB1780,630,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1780,630,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,26,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,323
BUCK_DEER,Nine Mile,DB1781,615,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1781,615,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,62,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,324
BUCK_DEER,North Slope,DB1782,612,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1782,612,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,340,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,325
BUCK_DEER,Ogden,DB1783,609,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1783,609,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,297,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,326
BUCK_DEER,Panguitch Lake,DB1785,634,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1785,634,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,112,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,327
BUCK_DEER,Pine Valley,DB1786,636,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1786,636,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,228,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,328
BUCK_DEER,Boulder/Kaiparowits,DB1787,455,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1787,455,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Restricted Muzz: Sept 23 2026 - Oct 01 2026 | Restricted Rifle: Oct 17 2026 - Oct 25 2026,,,70,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,329
BUCK_DEER,Fishlake,DB1788,633,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1788,633,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,49,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,330
BUCK_DEER,"San Juan, Abajo Mtns",DB1790,618,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1790,618,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,261,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,331
BUCK_DEER,Vernal/Bonanza,DB1791,614,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1791,614,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,45,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,332
BUCK_DEER,Yellowstone,DB1792,613,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1792,613,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,63,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,333
BUCK_DEER,Southwest Desert,DB1793,625,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1793,625,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,46,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,334
BUCK_DEER,"Wasatch Mtns, East",DB1794,621,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1794,621,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,271,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,335
BUCK_DEER,"Wasatch Mtns, West",DB1795,620,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1795,620,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,701,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,336
BUCK_DEER,Zion,DB1798,635,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1798,635,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,256,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,337
BUCK_DEER,Chalk Creek,DB1799,69,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1799,69,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,292,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,338
BUCK_DEER,East Canyon,DB1800,276,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1800,276,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,186,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,339
BUCK_DEER,Morgan-South Rich,DB1801,117,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1801,117,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,211,TOTAL_ONLY,2026 DEER BUCK DRAW.xlsx,340
