hunt_name,hunt_code,boundary_id,hunt_code_mapping_status,boundary_id_mapping_status,candidate_hunt_code,candidate_boundary_id,sex_type,species,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,permit_count_status
Paunsaugunt - Private Land Only,LD1001,163,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,LD1001,163,Buck,Deer,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 12 2025 - Private Land Only,,,,NO_PUBLISHED_NUMERIC_PERMIT
Paunsaugunt - Private Land Only,LD1004,163,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,LD1004,163,Buck,Deer,Any Legal Weapon,Limited Entry - Private Land Only,Oct 18 2025 - Oct 31 2025 - Private Land Only,,,,NO_PUBLISHED_NUMERIC_PERMIT
Paunsaugunt - Private Land Only,LD1006,163,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,LD1006,163,Buck,Deer,Muzzleloader,Limited Entry - Private Land Only,Sept 24 2025 - Oct 02 2025 - Private Land Only,,,,NO_PUBLISHED_NUMERIC_PERMIT
"Fillmore, Oak Creek LE - Private Land Only",LD1019,85,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,LD1019,85,Buck,Deer,Any Legal Weapon,Limited Entry - Private Land Only,Oct 18 2025 - Oct 26 2025 - Private Land Only,,,,NO_PUBLISHED_NUMERIC_PERMIT
Diamond Mtn - Private Land Only,LD1023,206,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,LD1023,206,Buck,Deer,Any Legal Weapon,Limited Entry - Private Land Only,Oct 18 2025 - Oct 26 2025 - Private Land Only,,,,NO_PUBLISHED_NUMERIC_PERMIT
Thousand Lakes - Private Land Only,LD1108,632,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,LD1108,632,Buck,Deer,Restricted Rifle,Limited Entry - Private Land Only,Oct 18 2025 - Oct 26 2025 - Private Land Only,,,,NO_PUBLISHED_NUMERIC_PERMIT
Diamond Mtn Landowner Association,LO0008,206,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,LO0008,206,Buck,Deer,Archery,Limited Entry - Private Land Only,Aug 15 2026 - Sept 11 2026 - Valid only on property enrolled in the Diamond Mtn LOA,,,,NO_PUBLISHED_NUMERIC_PERMIT
Diamond Mtn Landowner Association,LO0009,206,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,LO0009,206,Buck,Deer,Any Legal Weapon,Limited Entry - Private Land Only,Oct 17 2026 - Oct 25 2026 - Valid only on property enrolled in the Diamond Mtn LOA,,,,NO_PUBLISHED_NUMERIC_PERMIT
Diamond Mtn Landowner Association,LO0010,206,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,LO0010,206,Buck,Deer,Muzzleloader,Limited Entry - Private Land Only,Sept 23 2026 - Oct 01 2026 - Valid only on property enrolled in the Diamond Mtn LOA,,,,NO_PUBLISHED_NUMERIC_PERMIT
