hunt_name,hunt_code,boundary_id,hunt_code_mapping_status,boundary_id_mapping_status,candidate_hunt_code,candidate_boundary_id,sex_type,species,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,permit_count_status,source_file,source_row_number
Mountain Goat - Statewide Permit,GO1000,5131,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO1000,5131,Hunters Choice,Mountain Goat,Any Legal Weapon,Statewide,"Sept 1 - Dec 31, 2026",,,1,TOTAL_ONLY,2026 MOUNTAIN GOAT HUNTER CHOICE O.I.L.xlsx,2
Beaver,GO6800,628,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO6800,628,Hunters Choice,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Sept 27 2026,7,2,9,FULL_SPLIT,2026 MOUNTAIN GOAT HUNTER CHOICE O.I.L.xlsx,3
Beaver,GO6801,628,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO6801,628,Hunters Choice,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 28 2026 - Oct 26 2026,9,0,9,FULL_SPLIT,2026 MOUNTAIN GOAT HUNTER CHOICE O.I.L.xlsx,4
Nebo,GO6803,616,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO6803,616,Hunters Choice,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 26 2026 - Nov 25 2026,21,3,24,FULL_SPLIT,2026 MOUNTAIN GOAT HUNTER CHOICE O.I.L.xlsx,5
High Uintas Kamas,GO6804,102,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO6804,102,Hunters Choice,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Oct 31 2026,1,0,1,FULL_SPLIT,2026 MOUNTAIN GOAT HUNTER CHOICE O.I.L.xlsx,6
High Uintas Central,GO6805,145,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO6805,145,Hunters Choice,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Oct 31 2026,5,0,5,FULL_SPLIT,2026 MOUNTAIN GOAT HUNTER CHOICE O.I.L.xlsx,7
High Uintas East,GO6806,146,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO6806,146,Hunters Choice,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Oct 31 2026,3,0,3,FULL_SPLIT,2026 MOUNTAIN GOAT HUNTER CHOICE O.I.L.xlsx,8
High Uintas Leidy Peak,GO6807,147,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO6807,147,Hunters Choice,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Oct 31 2026,2,0,2,FULL_SPLIT,2026 MOUNTAIN GOAT HUNTER CHOICE O.I.L.xlsx,9
High Uintas West,GO6808,148,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO6808,148,Hunters Choice,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Oct 31 2026,9,2,11,FULL_SPLIT,2026 MOUNTAIN GOAT HUNTER CHOICE O.I.L.xlsx,10
"Ogden, Willard Peak",GO6810,157,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO6810,157,Hunters Choice,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Nov 25 2026,1,0,1,FULL_SPLIT,2026 MOUNTAIN GOAT HUNTER CHOICE O.I.L.xlsx,11
"Wasatch Mtns, Provo Peak",GO6813,233,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO6813,233,Hunters Choice,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Nov 25 2026,5,0,5,FULL_SPLIT,2026 MOUNTAIN GOAT HUNTER CHOICE O.I.L.xlsx,12
Mt Dutton,GO6814,630,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO6814,630,Hunters Choice,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Nov 25 2026,2,0,2,FULL_SPLIT,2026 MOUNTAIN GOAT HUNTER CHOICE O.I.L.xlsx,13
La Sal Mtns,GO6817,617,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO6817,617,Hunters Choice,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Nov 25 2026,10,2,12,FULL_SPLIT,2026 MOUNTAIN GOAT HUNTER CHOICE O.I.L.xlsx,14
"Wasatch Mtns, Box Elder Peak",GO6818,225,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO6818,225,Hunters Choice,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Nov 25 2026,3,0,3,FULL_SPLIT,2026 MOUNTAIN GOAT HUNTER CHOICE O.I.L.xlsx,15
"Wasatch Mtns, Lone Peak",GO6819,231,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO6819,231,Hunters Choice,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Nov 25 2026,1,0,1,FULL_SPLIT,2026 MOUNTAIN GOAT HUNTER CHOICE O.I.L.xlsx,16
"Wasatch Mtns, Timpanogos",GO6820,200,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO6820,200,Hunters Choice,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Nov 25 2026,8,2,10,FULL_SPLIT,2026 MOUNTAIN GOAT HUNTER CHOICE O.I.L.xlsx,17
Nebo,GO6821,616,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO6821,616,Hunters Choice,Mountain Goat,Archery,Once-in-a-lifetime,Sept 16 2026 - Sept 25 2026,12,0,12,FULL_SPLIT,2026 MOUNTAIN GOAT HUNTER CHOICE O.I.L.xlsx,18
Beaver,GO6822,628,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,GO6822,628,Hunters Choice,Mountain Goat,Archery,Once-in-a-lifetime,Nov 14 2026 - Nov 23 2026,2,0,2,FULL_SPLIT,2026 MOUNTAIN GOAT HUNTER CHOICE O.I.L.xlsx,19
