hunt_name,hunt_code,boundary_id,hunt_code_mapping_status,boundary_id_mapping_status,candidate_hunt_code,candidate_boundary_id,sex_type,species,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,permit_count_status,source_file,source_row_number
Morgan-South Rich,MA1005,117,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,MA1005,117,Antlerless,Moose,Any Legal Weapon,Limited Entry,Sep 20 2025 - Oct 19 2025,6,1,7,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_MOOSE_ANTLERLESS_MA_2026,1
Morgan-South Rich,MA1007,117,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,MA1007,117,Antlerless,Moose,Archery,Limited Entry,Aug 01 2025 - Sep 19 2025,3,0,3,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_MOOSE_ANTLERLESS_MA_2026,2
"Wasatch Mtns, Salt Lake-Timpanogos",MA1008,937,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,MA1008,937,Antlerless,Moose,Any Legal Weapon,Limited Entry,Sep 20 2025 - Oct 19 2025,4,1,5,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_MOOSE_ANTLERLESS_MA_2026,3
Causey Spring CWMU,MA1009,560,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,MA1009,560,Antlerless,Moose,Any Legal Weapon,CWMU,Contact Operator for 2025 season dates,1,0,1,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_MOOSE_ANTLERLESS_MA_2026,4
Deseret CWMU,MA1010,568,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,MA1010,568,Antlerless,Moose,Any Legal Weapon,CWMU,Contact Operator for 2025 season dates,2,0,2,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_MOOSE_ANTLERLESS_MA_2026,5
