hunt_name,hunt_code,boundary_id,hunt_code_mapping_status,boundary_id_mapping_status,candidate_hunt_code,candidate_boundary_id,sex_type,species,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,permit_count_status,source_file,source_row_number
"Oquirrh-Stansbury, Settlement Cyn",DA1031,21,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DA1031,21,Antlerless,Deer,Archery,General Season,Aug 16 2025 - Sep 12 2025,,,20,TOTAL_ONLY,USER_PASTED_DWR_HUNT_PLANNER_DEER_ANTLERLESS_DA_2026,11
"San Juan, Monticello",DA1033,23,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DA1033,23,Antlerless,Deer,Archery,General Season,Aug 01 2025 - Sep 14 2025,,,5,TOTAL_ONLY,USER_PASTED_DWR_HUNT_PLANNER_DEER_ANTLERLESS_DA_2026,12
"Nine Mile, Green River Valley",DA1041,6,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DA1041,6,Antlerless,Deer,Any Legal Weapon,General Season,Oct 04 2025 - Oct 26 2025,,,15,TOTAL_ONLY,USER_PASTED_DWR_HUNT_PLANNER_DEER_ANTLERLESS_DA_2026,13
"San Juan, Monticello",DA1042,23,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DA1042,23,Antlerless,Deer,Archery,General Season,Nov 24 2025 - Dec 31 2025,,,5,TOTAL_ONLY,USER_PASTED_DWR_HUNT_PLANNER_DEER_ANTLERLESS_DA_2026,14
"Fillmore, Oak City",DA1045,474,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DA1045,474,Antlerless,Deer,Archery,General Season,Aug 01 2025 - Sep 04 2025,,,20,TOTAL_ONLY,USER_PASTED_DWR_HUNT_PLANNER_DEER_ANTLERLESS_DA_2026,15
"Nine Mile, Price River Valley",DA1046,11,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DA1046,11,Antlerless,Deer,"Archery, Muzzleloader, Shotgun",General Season,Sep 13 2025 - Oct 12 2025,,,25,TOTAL_ONLY,USER_PASTED_DWR_HUNT_PLANNER_DEER_ANTLERLESS_DA_2026,16
Vernal-Ouray Valley,DA1047,895,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DA1047,895,Antlerless,Deer,Any Legal Weapon,General Season,Sep 27 2025 - Dec 12 2025,,,25,TOTAL_ONLY,USER_PASTED_DWR_HUNT_PLANNER_DEER_ANTLERLESS_DA_2026,17
Fillmore City,DA1048,910,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DA1048,910,Antlerless,Deer,Archery,General Season,Aug 01 2025 - Sep 04 2025,,,15,TOTAL_ONLY,USER_PASTED_DWR_HUNT_PLANNER_DEER_ANTLERLESS_DA_2026,18
"Vernal, Ashley Valley",DA1049,909,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DA1049,909,Antlerless,Deer,Archery,General Season,Aug 16 2025 - Dec 12 2025,,,35,TOTAL_ONLY,USER_PASTED_DWR_HUNT_PLANNER_DEER_ANTLERLESS_DA_2026,19
The Rose of Snowville CWMU,DA1050,509,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DA1050,509,Antlerless,Deer,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,8,0,8,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_DEER_ANTLERLESS_DA_2026,20
