hunt_name,hunt_code,boundary_id,hunt_code_mapping_status,boundary_id_mapping_status,candidate_hunt_code,candidate_boundary_id,sex_type,species,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,permit_count_status,source_file,source_row_number
Black Bear - Statewide Permit,BR1000,5001,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,BR1000,5001,Either Sex,Black Bear,Any Legal Weapon,Statewide,,,,,NO_PUBLISHED_NUMERIC_PERMIT,2026 BLACK BEAR DRAW.xlsx,2
Black Bear Harvest Objective Units,BR1001,5002,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,BR1001,5002,Either Sex,Black Bear,Any Legal Weapon,Harvest Objective,,,,,NO_PUBLISHED_NUMERIC_PERMIT,2026 BLACK BEAR DRAW.xlsx,3
Black Bear Pursuit - Resident,BR1007,5003,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,BR1007,5003,Either Sex,Black Bear,Pursuit Only,Pursuit,"Spring: Mar 28-May 25, 2026 | Summer: July 5-July 31, 2026 | Fall: Nov 2-8, 2026",,,,NO_PUBLISHED_NUMERIC_PERMIT,2026 BLACK BEAR DRAW.xlsx,4
Book Cliffs,BR1008,7,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,BR1008,7,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Summer,"July 5 - 16, 2026",26,2,28,FULL_SPLIT,2026 BLACK BEAR DRAW.xlsx,5
La Sal,BR1009,684,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,BR1009,684,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Summer,"July 5 - 16, 2026",14,1,15,FULL_SPLIT,2026 BLACK BEAR DRAW.xlsx,6
San Juan,BR1010,710,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,BR1010,710,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Summer,"July 5 - 16, 2026",14,1,15,FULL_SPLIT,2026 BLACK BEAR DRAW.xlsx,7
Book Cliffs,BR1011,7,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,BR1011,7,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Late Summer,"July 18 - July 31, 2026",26,2,28,FULL_SPLIT,2026 BLACK BEAR DRAW.xlsx,8
La Sal,BR1012,684,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,BR1012,684,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Late Summer,"July 18 - July 31, 2026",14,1,15,FULL_SPLIT,2026 BLACK BEAR DRAW.xlsx,9
San Juan,BR1013,710,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,BR1013,710,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Late Summer,"July 18 - July 31, 2026",14,1,15,FULL_SPLIT,2026 BLACK BEAR DRAW.xlsx,10
Book Cliffs,BR1015,7,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,BR1015,7,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Spring,"March 28 - May 25, 2026",0,2,2,FULL_SPLIT,2026 BLACK BEAR DRAW.xlsx,11
San Juan,BR1016,710,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,BR1016,710,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Spring,"March 28 - May 25, 2026",0,2,2,FULL_SPLIT,2026 BLACK BEAR DRAW.xlsx,12
La Sal,BR1017,684,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,BR1017,684,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Spring,"March 28 - May 25, 2026",0,2,2,FULL_SPLIT,2026 BLACK BEAR DRAW.xlsx,13
Black Bear Pursuit - Nonresident,BR1018,5013,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,BR1018,5013,Either Sex,Black Bear,Pursuit Only,Pursuit,"Spring: Mar 28-May 25, 2026 | Summer: July 5-July 31, 2026 | Fall: Nov 2-8, 2026",,,,NO_PUBLISHED_NUMERIC_PERMIT,2026 BLACK BEAR DRAW.xlsx,14
