removed_at_utc,effective_year,surface,hunt_code,removal_reason,removed_row_count,hunt_name,species,sex_type,weapon,hunt_class,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,source_status
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG1005,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: Fillmore, Oak Creek)",Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG1006,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Henry Mtns),Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG1007,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Kaiparowits),Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG1008,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: La Sal Mtns),Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG1009,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: Nine Mile, North)",Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG1010,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: North Slope, Summit/West Daggett)",Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG1011,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: North Slope, Three Corners)",Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG1012,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Ogden),Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG1013,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Paunsaugunt),Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG1014,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: Pine Valley, North)",Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG1015,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: Pine Valley, South)",Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG1016,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: San Juan),Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG1017,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: San Rafael),Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG1018,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Bonanza/Diamond Mtn/Vernal),Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG1019,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Yellowstone),Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG1020,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Southwest Desert),Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG1021,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: Wasatch Mtns, Avintaquin/Currant Creek)",Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG1022,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: Wasatch Mtns, Cascade)",Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG1023,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: Wasatch Mtns, Timpanogos)",Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG1024,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: West Desert, Mountain Ranges)",Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG1025,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Zion),Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG1026,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: San Juan, Desert)",Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG1027,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: San Juan, Mountains)",Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG1028,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: Wasatch Mtns, Salt Lake)",Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG1029,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: Oquirrh-Stansbury, East)",Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG1030,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: Beaver, East)",Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG1031,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: Beaver, West)",Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG1032,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: Oquirrh-Stansbury, West)",Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG1033,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Chalk Creek),Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG1034,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Kamas),Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG1035,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: Beaver, Mineral Mountains)",Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG7501,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Chalk Creek/Kamas),Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG7502,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: East Canyon),Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG7504,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Oquirrh-Stansbury),Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG7600,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Beaver),Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG7601,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: Box Elder, Desert)",Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG7602,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: West Desert, Tintic-Vernon)",Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG7603,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: Box Elder, Raft River)",Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG7605,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Nebo (excluding West Face)),Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG7606,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Nebo-West Face),Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG7607,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Northeast Manti),Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG7609,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Southeast Manti),Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG7610,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: East Canyon, Davis)",Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG7611,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: Fillmore, Pahvant)",Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG7612,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Monroe),Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG7613,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Mt Dutton),Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG7615,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Panguitch Lake),Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG7618,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Boulder),Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG7619,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Fishlake),Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,draw_reality_engine_predictive_v2,CG7620,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Thousand Lakes),Cougar,,Any Legal Weapon,Public,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,hunt_master_enriched,CG0001,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Northwest Manti),,,Any Legal Weapon,,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,hunt_master_enriched,CG0002,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Nebo),,,Any Legal Weapon,,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,hunt_master_enriched,CG0006,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Southwest Manti),,,Any Legal Weapon,,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,hunt_master_enriched,CG0009,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Morgan-South Rich),,,Any Legal Weapon,,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,hunt_master_enriched,CG0015,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: Wasatch Mtns, Currant Creek-North)",,,Any Legal Weapon,,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,hunt_master_enriched,CG0016,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: Wasatch Mtns, West-Strawberry)",,,Any Legal Weapon,,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,hunt_master_enriched,CG1001,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: Book Cliffs, East)",,,Any Legal Weapon,,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,hunt_master_enriched,CG1002,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: Book Cliffs, Rattlesnake Canyon/Nine Mile, South)",,,Any Legal Weapon,,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,hunt_master_enriched,CG1003,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: Box Elder, Pilot Mtn)",,,Any Legal Weapon,,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,hunt_master_enriched,CG1004,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Cache),,,Any Legal Weapon,,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,hunt_master_enriched,CG1005,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: Fillmore, Oak Creek)",,,Any Legal Weapon,,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,hunt_master_enriched,CG1006,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Henry Mtns),,,Any Legal Weapon,,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,hunt_master_enriched,CG1007,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Kaiparowits),,,Any Legal Weapon,,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,hunt_master_enriched,CG1008,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: La Sal Mtns),,,Any Legal Weapon,,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,hunt_master_enriched,CG1009,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: Nine Mile, North)",,,Any Legal Weapon,,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,hunt_master_enriched,CG1010,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: North Slope, Summit/West Daggett)",,,Any Legal Weapon,,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,hunt_master_enriched,CG1011,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: North Slope, Three Corners)",,,Any Legal Weapon,,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,hunt_master_enriched,CG1012,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Ogden),,,Any Legal Weapon,,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,hunt_master_enriched,CG1013,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Paunsaugunt),,,Any Legal Weapon,,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,hunt_master_enriched,CG1014,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: Pine Valley, North)",,,Any Legal Weapon,,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,hunt_master_enriched,CG1015,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: Pine Valley, South)",,,Any Legal Weapon,,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,hunt_master_enriched,CG1016,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: San Juan),,,Any Legal Weapon,,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,hunt_master_enriched,CG1017,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: San Rafael),,,Any Legal Weapon,,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,hunt_master_enriched,CG1018,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Bonanza/Diamond Mtn/Vernal),,,Any Legal Weapon,,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,hunt_master_enriched,CG1019,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Yellowstone),,,Any Legal Weapon,,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,hunt_master_enriched,CG1020,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,Cougar - Statewide OTC (Harvest Reporting: Southwest Desert),,,Any Legal Weapon,,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,hunt_master_enriched,CG1021,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: Wasatch Mtns, Avintaquin/Currant Creek)",,,Any Legal Weapon,,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,hunt_master_enriched,CG1022,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: Wasatch Mtns, Cascade)",,,Any Legal Weapon,,Statewide OTC,,,,,
2026-05-27T04:02:17+00:00,2026,hunt_master_enriched,CG1023,CURRENT_DWR_DATABASE_HAS_SINGLE_STATEWIDE_COUGAR_CODE_CG9999,2,"Cougar - Statewide OTC (Harvest Reporting: Wasatch Mtns, Timpanogos)",,,Any Legal Weapon,,Statewide OTC,,,,,
