current_hunt_code,database_match_status,database_boundary_id,database_species,database_hunt_name,database_sex_type,database_hunt_type,database_weapon,evidence_record_count,source_row_count,evidence_domains,source_datasets,reported_years,model_target_years,possible_fill_fields,review_statuses
PB5074,CURRENT_CODE_MATCH,38,Pronghorn,"Cache, Rich",Buck,Limited Entry,Archery,35,498,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2023 | 2024 | 2025 | 2026,2024 | 2025 | 2026,,COMPARISON_EVIDENCE
PB5075,CURRENT_CODE_MATCH,38,Pronghorn,"Cache, Rich",Buck,Limited Entry,Muzzleloader,35,498,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2023 | 2024 | 2025 | 2026,2024 | 2025 | 2026,,COMPARISON_EVIDENCE
PB5076,CURRENT_CODE_MATCH,703,Pronghorn,Parker Mtn,Buck,Limited Entry,Any Legal Weapon,39,599,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | expo_permit_draw_results_2026_total_only | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2023 | 2024 | 2025 | 2026,2024 | 2025 | 2026,,COMPARISON_EVIDENCE
PB5077,CURRENT_CODE_MATCH,703,Pronghorn,Parker Mtn,Buck,Limited Entry,Archery,39,599,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | expo_permit_draw_results_2026_total_only | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2023 | 2024 | 2025 | 2026,2024 | 2025 | 2026,,COMPARISON_EVIDENCE
PB5078,CURRENT_CODE_MATCH,703,Pronghorn,Parker Mtn,Buck,Limited Entry,Muzzleloader,38,598,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2023 | 2024 | 2025 | 2026,2024 | 2025 | 2026,,COMPARISON_EVIDENCE
PB5079,CURRENT_CODE_MATCH,755,Pronghorn,"Box Elder, West",Buck,Limited Entry,Muzzleloader,26,429,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2025 | 2026,2026,,COMPARISON_EVIDENCE
PB5080,CURRENT_CODE_MATCH,27,Pronghorn,"Box Elder, Snowville",Buck,Limited Entry,Muzzleloader,26,429,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2025 | 2026,2026,,COMPARISON_EVIDENCE
PB5300,CURRENT_CODE_MATCH,581,Pronghorn,Antelope Creek CWMU,Buck,CWMU,Any Legal Weapon,50,580,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
PB5302,CURRENT_CODE_MATCH,568,Pronghorn,Deseret CWMU,Buck,CWMU,Any Legal Weapon,50,616,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
PB5303,MISSING_FROM_DATABASE,,,,,,,21,172,comparison | coverage | draw_results | harvest | harvest_truth,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | predictive_coverage_report,2021 | 2022 | 2023,2022 | 2023 | 2024,,CROSSWALK_REQUIRED
PB5305,CURRENT_CODE_MATCH,603,Pronghorn,Park Valley CWMU,Buck,CWMU,Any Legal Weapon,50,553,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
PB5306,CURRENT_CODE_MATCH,590,Pronghorn,Rabbit Creek CWMU,Buck,CWMU,Any Legal Weapon,50,565,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
PB5307,MISSING_FROM_DATABASE,,,,,,,21,178,comparison | coverage | draw_results | harvest | harvest_truth,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | predictive_coverage_report,2021 | 2022 | 2023,2022 | 2023 | 2024,,CROSSWALK_REQUIRED
PB5309,CURRENT_CODE_MATCH,585,Pronghorn,Skull Valley South CWMU,Buck,CWMU,Any Legal Weapon,50,571,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
PB5311,CURRENT_CODE_MATCH,509,Pronghorn,The Rose of Snowville CWMU,Buck,CWMU,Any Legal Weapon,50,604,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
PB5312,CURRENT_CODE_MATCH,721,Pronghorn,TL Bar Ranch CWMU,Buck,CWMU,Any Legal Weapon,50,550,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
PB5313,CURRENT_CODE_MATCH,805,Pronghorn,West Willow Creek Ranch CWMU,Buck,CWMU,Any Legal Weapon,37,334,comparison | coverage | draw_results | harvest | harvest_truth | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
PB5314,CURRENT_CODE_MATCH,558,Pronghorn,Westlake CWMU,Buck,CWMU,Any Legal Weapon,50,598,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
PB5315,CURRENT_CODE_MATCH,537,Pronghorn,Zane CWMU,Buck,CWMU,Any Legal Weapon,50,556,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
PB5325,CURRENT_CODE_MATCH,557,Pronghorn,Allen Ranch CWMU,Buck,CWMU,Any Legal Weapon,50,577,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
PB5326,CURRENT_CODE_MATCH,830,Pronghorn,Cedar Springs CWMU,Buck,CWMU,Any Legal Weapon,50,580,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
PB5327,CURRENT_CODE_MATCH,824,Pronghorn,Cottonwood Ridge CWMU,Buck,CWMU,Any Legal Weapon,50,583,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
PB5328,CURRENT_CODE_MATCH,826,Pronghorn,Pahvant Ensign CWMU,Buck,CWMU,Any Legal Weapon,50,583,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
PB5329,CURRENT_CODE_MATCH,829,Pronghorn,Snowville Flat CWMU,Buck,CWMU,Any Legal Weapon,49,591,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
PB5330,CURRENT_CODE_MATCH,806,Pronghorn,George Creek CWMU,Buck,CWMU,Any Legal Weapon,50,562,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
PB5331,CURRENT_CODE_MATCH,453,Pronghorn,Mt Dutton/Paunsaugunt,Buck,Limited Entry,Any Legal Weapon,57,866,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | expo_permit_draw_results_2026_total_only | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
PB5332,CURRENT_CODE_MATCH,453,Pronghorn,Mt Dutton/Paunsaugunt,Buck,Limited Entry,Archery,56,844,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
PB5337,CURRENT_CODE_MATCH,201,Pronghorn,Heist CWMU,Buck,CWMU,Any Legal Weapon,50,559,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
PB5338,CURRENT_CODE_MATCH,545,Pronghorn,Castle Valley Outdoors CWMU,Buck,CWMU,Any Legal Weapon,42,387,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2025 | 2026,2022 | 2023 | 2024 | 2026,,COMPARISON_EVIDENCE
PB5339,CURRENT_CODE_MATCH,876,Pronghorn,Iron Spring CWMU,Buck,CWMU,Any Legal Weapon,53,691,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
PB5341,CURRENT_CODE_MATCH,891,Pronghorn,Sweetwater CWMU,Buck,CWMU,Any Legal Weapon,36,494,comparison | coverage | draw_results | harvest | harvest_truth | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2022 | 2023 | 2024 | 2026,2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
PB5342,CURRENT_CODE_MATCH,906,Pronghorn,Salt Wells CWMU,Buck,CWMU,Any Legal Weapon,38,406,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2023 | 2024 | 2025 | 2026,2024 | 2025 | 2026,,COMPARISON_EVIDENCE
PB5343,MISSING_FROM_DATABASE,,,,,,,17,187,coverage | draw_results | harvest | harvest_truth | permit_candidate,draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | predictive_coverage_report,2024 | 2025,2025 | 2026,,CROSSWALK_REQUIRED
PB5345,CURRENT_CODE_MATCH,918,Pronghorn,Green River Flat CWMU,Buck,CWMU,Any Legal Weapon,34,394,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2024 | 2025 | 2026,2025 | 2026,,COMPARISON_EVIDENCE
PB5346,CURRENT_CODE_MATCH,589,Pronghorn,Junction Valley CWMU,Buck,CWMU,Any Legal Weapon,26,237,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2025 | 2026,2026,,COMPARISON_EVIDENCE
PD1000,CURRENT_CODE_MATCH,27,Pronghorn,"Box Elder, Snowville",Doe,General Season,Any Legal Weapon,36,327,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | point_ladder_view | predictive_coverage_report,2022 | 2023 | 2024 | 2025,2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
PD1002,MISSING_FROM_DATABASE,,,,,,,16,89,coverage | draw_results | harvest | harvest_truth,draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | predictive_coverage_report,2022 | 2023,2023,,CROSSWALK_REQUIRED
PD1003,MISSING_FROM_DATABASE,,,,,,,16,77,coverage | draw_results | harvest | harvest_truth,draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | predictive_coverage_report,2022 | 2023,2023,,CROSSWALK_REQUIRED
PD1005,MISSING_FROM_DATABASE,,,,,,,20,77,comparison | coverage | draw_results | harvest | harvest_truth,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | predictive_coverage_report,2022 | 2023,2023 | 2024,,CROSSWALK_REQUIRED
PD1006,CURRENT_CODE_MATCH,171,Pronghorn,Parker Mtn,Doe,General Season,Any Legal Weapon,10,10,comparison | coverage | draw_results | harvest | harvest_truth | point_ladder,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | point_ladder_view | predictive_coverage_report,2023 | 2024 | 2025,2024 | 2025,,COMPARISON_EVIDENCE
PD1007,MISSING_FROM_DATABASE,,,,,,,16,68,coverage | draw_results | harvest | harvest_truth,draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | predictive_coverage_report,2022 | 2023,2023,,CROSSWALK_REQUIRED
PD1008,MISSING_FROM_DATABASE,,,,,,,16,83,coverage | draw_results | harvest | harvest_truth,draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | predictive_coverage_report,2022 | 2023,2023,,CROSSWALK_REQUIRED
PD1012,CURRENT_CODE_MATCH,24,Pronghorn,"Box Elder, Promontory",Doe,General Season,Any Legal Weapon,36,312,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | point_ladder_view | predictive_coverage_report,2022 | 2023 | 2024 | 2025,2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
