data_year,record_type,dataset_family,hunt_code,hunt_name,species,sex_type,weapon,hunt_type,season,permits_reported,bull_harvest,cow_harvest,calf_harvest,antlerless_harvest,total_harvest,hunters_afield,mean_days_hunted,success_rate_percent,source_file,source_page,source_row,table_title
2024,harvest_results,elk_general_season_2024_extract,EB1003,STATEWIDE TOTALS,Elk,Bull,,General-season,,,1017,,,,,8867,5,11.5,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,1,2,"GENERAL-SEASON ANY LEGAL WEAPON SPIKE-BULL ELK HARVEST BY MANAGEMENT UNIT, UTAH 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1003,Box Elder,Elk,Bull,,General-season,,,1,,,,,22,4.6,4.5,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,1,3,"General-season any legal weapon spike-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1003,Book Cliffs,Elk,Bull,,General-season,,,87,,,,,454,4.8,19.2,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,1,4,"General-season any legal weapon spike-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1003,San Rafael,Elk,Bull,,General-season,,,0,,,,,7,3.2,0,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,1,5,"General-season any legal weapon spike-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1003,"La Sal, La Sal Mtns",Elk,Bull,,General-season,,,38,,,,,434,4.7,8.8,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,1,6,"General-season any legal weapon spike-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1003,"La Sal, Dolores Triangle",Elk,Bull,,General-season,,,0,,,,,5,3.5,0,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,1,7,"General-season any legal weapon spike-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1003,San Juan,Elk,Bull,,General-season,,,22,,,,,188,4.7,11.7,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,1,8,"General-season any legal weapon spike-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1003,Nebo,Elk,Bull,,General-season,,,74,,,,,587,4.1,12.6,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,1,9,"General-season any legal weapon spike-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1003,Manti,Elk,Bull,,General-season,,,274,,,,,2176,4.6,12.6,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,1,10,"General-season any legal weapon spike-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1003,Wasatch Mtns,Elk,Bull,,General-season,,,157,,,,,1838,4.1,8.5,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,1,11,"General-season any legal weapon spike-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1003,West Desert,Elk,Bull,,General-season,,,8,,,,,38,2.6,21.1,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,1,12,"General-season any legal weapon spike-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1003,Cache,Elk,Bull,,General-season,,,20,,,,,553,4.8,3.6,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,1,13,"General-season any legal weapon spike-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1003,Southwest Desert,Elk,Bull,,General-season,,,39,,,,,449,4.7,8.7,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,1,14,"General-season any legal weapon spike-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1003,Fillmore,Elk,Bull,,General-season,,,38,,,,,367,4.2,10.4,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,1,15,"General-season any legal weapon spike-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1003,Beaver,Elk,Bull,,General-season,,,20,,,,,348,4,5.7,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,1,16,"General-season any legal weapon spike-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1003,Monroe,Elk,Bull,,General-season,,,53,,,,,502,4,10.6,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,1,17,"General-season any legal weapon spike-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1003,Mt Dutton,Elk,Bull,,General-season,,,17,,,,,201,3.5,8.5,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,1,18,"General-season any legal weapon spike-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1003,Fishlake/Thousand Lakes,Elk,Bull,,General-season,,,102,,,,,1057,4.7,9.6,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,1,19,"General-season any legal weapon spike-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1003,Boulder/Kaiparowits,Elk,Bull,,General-season,,,19,,,,,279,4.2,6.8,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,1,20,"General-season any legal weapon spike-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1003,Panguitch Lake,Elk,Bull,,General-season,,,45,,,,,583,4.4,7.7,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,1,21,"General-season any legal weapon spike-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1003,Diamond Mtn,Elk,Bull,,General-season,,,3,,,,,68,4.2,4.4,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,1,22,"General-season any legal weapon spike-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1001,Statewide totals,Elk,Bull,,General-season-early,,,1276,,,,,10580,4,12.1,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,2,23,"General-season early any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1001,Box Elder,Elk,Bull,,General-season-early,,,41,,,,,207,2.8,19.8,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,2,24,"General-season early any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1001,Book Cliffs,Elk,Bull,,General-season-early,,,2,,,,,18,3.1,11.1,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,2,25,"General-season early any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1001,"Nine Mile, Anthro",Elk,Bull,,General-season-early,,,57,,,,,471,3.3,12.1,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,2,26,"General-season early any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1001,"Nine Mile, Range Creek",Elk,Bull,,General-season-early,,,64,,,,,368,3.5,17.4,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,2,27,"General-season early any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1001,San Rafael,Elk,Bull,,General-season-early,,,2,,,,,18,2.2,11.1,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,2,28,"General-season early any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1001,San Juan,Elk,Bull,,General-season-early,,,4,,,,,36,4.1,11.1,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,2,29,"General-season early any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1001,Henry Mtns,Elk,Bull,,General-season-early,,,0,,,,,25,3.2,0,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,2,30,"General-season early any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1001,Nebo,Elk,Bull,,General-season-early,,,7,,,,,171,3.2,4.1,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,2,31,"General-season early any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1001,Oquirrh-Stansbury,Elk,Bull,,General-season-early,,,57,,,,,477,3.4,11.9,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,2,32,"General-season early any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1001,West Desert,Elk,Bull,,General-season-early,,,49,,,,,558,3.2,8.8,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,2,33,"General-season early any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1001,Cache,Elk,Bull,,General-season-early,,,13,,,,,245,2.8,5.3,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,2,34,"General-season early any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1001,Fillmore,Elk,Bull,,General-season-early,,,14,,,,,240,3.1,5.8,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,2,35,"General-season early any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1001,Beaver,Elk,Bull,,General-season-early,,,17,,,,,227,3,7.5,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,2,36,"General-season early any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1001,Paunsaugunt,Elk,Bull,,General-season-early,,,28,,,,,309,3.5,9.1,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,2,37,"General-season early any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1001,Zion,Elk,Bull,,General-season-early,,,35,,,,,475,3.6,7.4,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,2,38,"General-season early any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1001,Ogden,Elk,Bull,,General-season-early,,,48,,,,,415,3,11.6,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,2,39,"General-season early any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1001,Pine Valley,Elk,Bull,,General-season-early,,,8,,,,,161,3.2,5,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,2,40,"General-season early any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1001,Morgan-South Rich,Elk,Bull,,General-season-early,,,52,,,,,392,3,13.3,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,2,41,"General-season early any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1001,East Canyon,Elk,Bull,,General-season-early,,,57,,,,,354,2.8,16.1,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,2,42,"General-season early any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1001,Chalk Creek,Elk,Bull,,General-season-early,,,40,,,,,362,2.9,11,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,2,43,"General-season early any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1001,Kamas,Elk,Bull,,General-season-early,,,49,,,,,872,3,5.6,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,2,44,"General-season early any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1001,"North Slope, Summit",Elk,Bull,,General-season-early,,,156,,,,,1880,3.7,8.3,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,2,45,"General-season early any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1001,"North Slope, West Daggett",Elk,Bull,,General-season-early,,,71,,,,,1003,3.9,7.1,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,2,46,"General-season early any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1001,Yellowstone,Elk,Bull,,General-season-early,,,235,,,,,1450,3.6,16.2,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,2,47,"General-season early any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1001,Vernal/Bonanza,Elk,Bull,,General-season-early,,,170,,,,,1473,4.1,11.5,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,2,48,"General-season early any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1010,Statewide totals,Elk,Bull,,General-season-late,,,326,,,,,3344,3.9,9.7,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,3,49,"General-season late any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1010,Box Elder,Elk,Bull,,General-season-late,,,5,,,,,77,2.8,6.5,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,3,50,"General-season late any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1010,Book Cliffs,Elk,Bull,,General-season-late,,,0,,,,,18,1.8,0,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,3,51,"General-season late any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1010,"Nine Mile, Anthro",Elk,Bull,,General-season-late,,,14,,,,,175,3.3,8,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,3,52,"General-season late any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1010,"Nine Mile, Range Creek",Elk,Bull,,General-season-late,,,19,,,,,169,3.2,11.2,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,3,53,"General-season late any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1010,San Rafael,Elk,Bull,,General-season-late,,,1,,,,,10,2.8,10,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,3,54,"General-season late any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1010,San Juan,Elk,Bull,,General-season-late,,,3,,,,,14,3.8,21.4,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,3,55,"General-season late any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1010,Henry Mtns,Elk,Bull,,General-season-late,,,3,,,,,16,3.2,18.8,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,3,56,"General-season late any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1010,Nebo,Elk,Bull,,General-season-late,,,4,,,,,71,2.5,5.6,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,3,57,"General-season late any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1010,Oquirrh-Stansbury,Elk,Bull,,General-season-late,,,14,,,,,133,3.2,10.5,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,3,58,"General-season late any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1010,West Desert,Elk,Bull,,General-season-late,,,13,,,,,174,3.2,7.5,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,3,59,"General-season late any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1010,Cache,Elk,Bull,,General-season-late,,,6,,,,,118,2.8,5.1,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,3,60,"General-season late any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1010,Fillmore,Elk,Bull,,General-season-late,,,4,,,,,68,2.5,5.9,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,3,61,"General-season late any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1010,Beaver,Elk,Bull,,General-season-late,,,1,,,,,85,3.1,1.2,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,3,62,"General-season late any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1010,Paunsaugunt,Elk,Bull,,General-season-late,,,3,,,,,84,3.3,3.6,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,3,63,"General-season late any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1010,Zion,Elk,Bull,,General-season-late,,,9,,,,,133,3.3,6.8,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,3,64,"General-season late any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1010,Ogden,Elk,Bull,,General-season-late,,,19,,,,,178,3,10.7,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,3,65,"General-season late any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1010,Pine Valley,Elk,Bull,,General-season-late,,,3,,,,,88,3.1,3.4,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,3,66,"General-season late any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1010,Morgan-South Rich,Elk,Bull,,General-season-late,,,24,,,,,188,2.7,12.8,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,3,67,"General-season late any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1010,East Canyon,Elk,Bull,,General-season-late,,,27,,,,,160,2.7,16.9,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,3,68,"General-season late any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1010,Chalk Creek,Elk,Bull,,General-season-late,,,14,,,,,128,2.9,10.9,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,3,69,"General-season late any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1010,Kamas,Elk,Bull,,General-season-late,,,13,,,,,193,2.5,6.7,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,3,70,"General-season late any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1010,"North Slope, Summit",Elk,Bull,,General-season-late,,,25,,,,,467,3.6,5.4,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,3,71,"General-season late any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1010,"North Slope, West Daggett",Elk,Bull,,General-season-late,,,16,,,,,290,4,5.5,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,3,72,"General-season late any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1010,Yellowstone,Elk,Bull,,General-season-late,,,44,,,,,409,3.8,10.8,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,3,73,"General-season late any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1010,Vernal/Bonanza,Elk,Bull,,General-season-late,,,42,,,,,504,4,8.3,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,3,74,"General-season late any legal weapon any-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1004,Statewide totals,Elk,Bull,,General Season,,,92,,,,,640,4.7,14.6,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,4,75,"General-season muzzleloader spike-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1004,Box Elder,Elk,Bull,,General Season,,,0,,,,,1,3,0,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,4,76,"General-season muzzleloader spike-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1004,Book Cliffs,Elk,Bull,,General Season,,,3,,,,,19,5.4,15.8,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,4,77,"General-season muzzleloader spike-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1004,San Rafael,Elk,Bull,,General Season,,,0,,,,,1,2,0,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,4,78,"General-season muzzleloader spike-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1004,"La Sal, La Sal Mtns",Elk,Bull,,General Season,,,1,,,,,14,4.3,7.1,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,4,79,"General-season muzzleloader spike-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1004,"La Sal, Dolores Triangle",Elk,Bull,,General Season,,,,,,,,0,,,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,4,80,"General-season muzzleloader spike-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1004,San Juan,Elk,Bull,,General Season,,,0,,,,,3,4.7,0,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,4,81,"General-season muzzleloader spike-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1004,Nebo,Elk,Bull,,General Season,,,2,,,,,35,3.5,5.7,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,4,82,"General-season muzzleloader spike-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1004,Manti,Elk,Bull,,General Season,,,16,,,,,133,4.3,12,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,4,83,"General-season muzzleloader spike-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1004,Wasatch Mtns,Elk,Bull,,General Season,,,19,,,,,105,3.9,18.1,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,4,84,"General-season muzzleloader spike-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1004,West Desert,Elk,Bull,,General Season,,,0,,,,,2,2.5,0,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,4,85,"General-season muzzleloader spike-bull elk harvest by management unit, Utah 2024."
2024,harvest_results,elk_general_season_2024_extract,EB1004,Cache,Elk,Bull,,General Season,,,2,,,,,66,4.7,3,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_season_2024_extract/ELK_GENERAL_SEASON.csv,4,86,"General-season muzzleloader spike-bull elk harvest by management unit, Utah 2024."
