source_file,hunt_code,hunt_name_subfile,permits_subfile,permits_master,comparison_status,hunt_name_master
24_le_deer.pdf,DB1201,Cwmu Management Buck Deer - Alton - Any Legal Weapon Page 91,1,1.0,permit_match,Cwmu Management Buck Deer - Alton - Any Legal Weapon Page 91
24_le_deer.pdf,DB1202,Cwmu Buck Deer - Antelope Creek - Any Legal Weapon Page 92,1,1.0,permit_match,Cwmu Buck Deer - Antelope Creek - Any Legal Weapon Page 92
24_le_deer.pdf,DB1203,Cwmu Buck Deer - Avintaquin Canyon - Any Legal Weapon Page 93,1,1.0,permit_match,Cwmu Buck Deer - Avintaquin Canyon - Any Legal Weapon Page 93
24_le_deer.pdf,DB1204,Cwmu Buck Deer - Bally Watts - Any Legal Weapon Page 94,1,1.0,permit_match,Cwmu Buck Deer - Bally Watts - Any Legal Weapon Page 94
24_le_deer.pdf,DB1205,Cwmu Buck Deer - Bar J Ranch - Any Legal Weapon Page 95,1,1.0,permit_match,Cwmu Buck Deer - Bar J Ranch - Any Legal Weapon Page 95
24_le_deer.pdf,DB1206,Cwmu Buck Deer - Bear Mountain - Any Legal Weapon Page 96,1,1.0,permit_match,Cwmu Buck Deer - Bear Mountain - Any Legal Weapon Page 96
24_le_deer.pdf,DB1207,Cwmu Buck Deer - Bear Springs - Any Legal Weapon Page 97,1,1.0,permit_match,Cwmu Buck Deer - Bear Springs - Any Legal Weapon Page 97
24_le_deer.pdf,DB1208,Cwmu Buck Deer - Blackhawk - Any Legal Weapon Page 98,1,1.0,permit_match,Cwmu Buck Deer - Blackhawk - Any Legal Weapon Page 98
24_le_deer.pdf,DB1209,Cwmu Buck Deer - Blind Springs - Any Legal Weapon Page 99,1,1.0,permit_match,Cwmu Buck Deer - Blind Springs - Any Legal Weapon Page 99
24_le_deer.pdf,DB1211,Cwmu Buck Deer - Blue Spring Hills - Any Legal Weapon Page 100,1,1.0,permit_match,Cwmu Buck Deer - Blue Spring Hills - Any Legal Weapon Page 100
24_le_deer.pdf,DB1212,Cwmu Buck Deer - Bluebell - Any Legal Weapon Page 101,1,1.0,permit_match,Cwmu Buck Deer - Bluebell - Any Legal Weapon Page 101
24_le_deer.pdf,DB1213,Cwmu Buck Deer - Boobe Hole - Any Legal Weapon Page 102,2,2.0,permit_match,Cwmu Buck Deer - Boobe Hole - Any Legal Weapon Page 102
24_le_deer.pdf,DB1215,Cwmu Buck Deer - Buckhorn Ranch - Any Legal Weapon Page 103,1,1.0,permit_match,Cwmu Buck Deer - Buckhorn Ranch - Any Legal Weapon Page 103
24_le_deer.pdf,DB1217,Cwmu Buck Deer - Causey Spring - Any Legal Weapon Page 104,1,1.0,permit_match,Cwmu Buck Deer - Causey Spring - Any Legal Weapon Page 104
24_le_deer.pdf,DB1219,Cwmu Buck Deer - Chimney Rock - Any Legal Weapon Page 105,2,2.0,permit_match,Cwmu Buck Deer - Chimney Rock - Any Legal Weapon Page 105
24_le_deer.pdf,DB1222,Cwmu Buck Deer - Coldwater Ranch - Any Legal Weapon Page 106,2,2.0,permit_match,Cwmu Buck Deer - Coldwater Ranch - Any Legal Weapon Page 106
24_le_deer.pdf,DB1224,Cwmu Buck Deer - Cotton Thomas - Any Legal Weapon Page 107,1,1.0,permit_match,Cwmu Buck Deer - Cotton Thomas - Any Legal Weapon Page 107
24_le_deer.pdf,DB1227,Cwmu Buck Deer - Deer Haven - Any Legal Weapon Page 108,2,2.0,permit_match,Cwmu Buck Deer - Deer Haven - Any Legal Weapon Page 108
24_le_deer.pdf,DB1228,Cwmu Buck Deer - Deseret - Any Legal Weapon Page 109,14,14.0,permit_match,Cwmu Buck Deer - Deseret - Any Legal Weapon Page 109
24_le_deer.pdf,DB1229,Cwmu Buck Deer - Dilly Ranch - Any Legal Weapon Page 110,1,1.0,permit_match,Cwmu Buck Deer - Dilly Ranch - Any Legal Weapon Page 110
24_le_deer.pdf,DB1230,Cwmu Buck Deer - Double R Ranch - Any Legal Weapon Page 111,2,2.0,permit_match,Cwmu Buck Deer - Double R Ranch - Any Legal Weapon Page 111
24_le_deer.pdf,DB1231,Cwmu Buck Deer - Dove Creek - Any Legal Weapon Page 112,2,2.0,permit_match,Cwmu Buck Deer - Dove Creek - Any Legal Weapon Page 112
24_le_deer.pdf,DB1232,Cwmu Buck Deer - Durst Mountain - Any Legal Weapon Page 113,2,2.0,permit_match,Cwmu Buck Deer - Durst Mountain - Any Legal Weapon Page 113
24_le_deer.pdf,DB1233,Cwmu Buck Deer - East Fork Chalk Creek - Any Legal Weapon Page 114,4,4.0,permit_match,Cwmu Buck Deer - East Fork Chalk Creek - Any Legal Weapon Page 114
24_le_deer.pdf,DB1234,Cwmu Buck Deer - East Zion - Any Legal Weapon Page 115,1,1.0,permit_match,Cwmu Buck Deer - East Zion - Any Legal Weapon Page 115
24_le_deer.pdf,DB1236,Cwmu Buck Deer - Engineer Springs - Any Legal Weapon Page 116,1,1.0,permit_match,Cwmu Buck Deer - Engineer Springs - Any Legal Weapon Page 116
24_le_deer.pdf,DB1237,Cwmu Buck Deer - Ensign Ranches - Any Legal Weapon Page 117,3,3.0,permit_match,Cwmu Buck Deer - Ensign Ranches - Any Legal Weapon Page 117
24_le_deer.pdf,DB1238,Cwmu Buck Deer - Folley Ridge - Any Legal Weapon Page 118,3,3.0,permit_match,Cwmu Buck Deer - Folley Ridge - Any Legal Weapon Page 118
24_le_deer.pdf,DB1239,Cwmu Buck Deer - Fort Ranch - Any Legal Weapon Page 119,1,1.0,permit_match,Cwmu Buck Deer - Fort Ranch - Any Legal Weapon Page 119
24_le_deer.pdf,DB1240,Cwmu Buck Deer - George Creek - Any Legal Weapon Page 120,1,1.0,permit_match,Cwmu Buck Deer - George Creek - Any Legal Weapon Page 120
24_le_deer.pdf,DB1241,Cwmu Buck Deer - Golden Spike - Any Legal Weapon Page 121,1,1.0,permit_match,Cwmu Buck Deer - Golden Spike - Any Legal Weapon Page 121
24_le_deer.pdf,DB1242,Cwmu Buck Deer - Grass Valley/clark Canyon - Any Legal Weapon Page 122,14,14.0,permit_match,Cwmu Buck Deer - Grass Valley/clark Canyon - Any Legal Weapon Page 122
24_le_deer.pdf,DB1243,Cwmu Buck Deer - Grazing Pasture - Any Legal Weapon Page 123,1,1.0,permit_match,Cwmu Buck Deer - Grazing Pasture - Any Legal Weapon Page 123
24_le_deer.pdf,DB1244,Cwmu Buck Deer - Green Canyon - Any Legal Weapon Page 124,2,2.0,permit_match,Cwmu Buck Deer - Green Canyon - Any Legal Weapon Page 124
24_le_deer.pdf,DB1245,Cwmu Buck Deer - Guildersleeve - Any Legal Weapon Page 125,1,1.0,permit_match,Cwmu Buck Deer - Guildersleeve - Any Legal Weapon Page 125
24_le_deer.pdf,DB1246,Cwmu Buck Deer - Hardscrabble - Any Legal Weapon Page 126,2,2.0,permit_match,Cwmu Buck Deer - Hardscrabble - Any Legal Weapon Page 126
24_le_deer.pdf,DB1248,Cwmu Buck Deer - Heaston East - Any Legal Weapon Page 127,2,2.0,permit_match,Cwmu Buck Deer - Heaston East - Any Legal Weapon Page 127
24_le_deer.pdf,DB1249,Cwmu Buck Deer - Hiawatha - Any Legal Weapon Page 128,1,1.0,permit_match,Cwmu Buck Deer - Hiawatha - Any Legal Weapon Page 128
24_le_deer.pdf,DB1250,Cwmu Buck Deer - Indian Creek - Any Legal Weapon Page 129,1,1.0,permit_match,Cwmu Buck Deer - Indian Creek - Any Legal Weapon Page 129
24_le_deer.pdf,DB1251,Cwmu Buck Deer - Indian Head - Any Legal Weapon Page 130,2,2.0,permit_match,Cwmu Buck Deer - Indian Head - Any Legal Weapon Page 130
24_le_deer.pdf,DB1252,Cwmu Buck Deer - Ingham Peak - Any Legal Weapon Page 131,3,3.0,permit_match,Cwmu Buck Deer - Ingham Peak - Any Legal Weapon Page 131
24_le_deer.pdf,DB1253,Cwmu Buck Deer - J.b. Ranch - Any Legal Weapon Page 132,2,2.0,permit_match,Cwmu Buck Deer - J.b. Ranch - Any Legal Weapon Page 132
24_le_deer.pdf,DB1255,Cwmu Buck Deer - Johnson Mountain Ranch - Any Legal Weapon Page 133,1,1.0,permit_match,Cwmu Buck Deer - Johnson Mountain Ranch - Any Legal Weapon Page 133
24_le_deer.pdf,DB1256,Cwmu Buck Deer - Junction Valley - Any Legal Weapon Page 134,5,5.0,permit_match,Cwmu Buck Deer - Junction Valley - Any Legal Weapon Page 134
24_le_deer.pdf,DB1259,Cwmu Buck Deer - Tunnel Hollow - Any Legal Weapon Page 135,1,1.0,permit_match,Cwmu Buck Deer - Tunnel Hollow - Any Legal Weapon Page 135
24_le_deer.pdf,DB1260,Cwmu Buck Deer - Middle Ridge - Any Legal Weapon Page 136,2,2.0,permit_match,Cwmu Buck Deer - Middle Ridge - Any Legal Weapon Page 136
24_le_deer.pdf,DB1261,Cwmu Buck Deer - Minnie Maud Ridge - Any Legal Weapon Page 137,5,5.0,permit_match,Cwmu Buck Deer - Minnie Maud Ridge - Any Legal Weapon Page 137
24_le_deer.pdf,DB1263,Cwmu Buck Deer - Moon Ranch - Any Legal Weapon Page 138,1,1.0,permit_match,Cwmu Buck Deer - Moon Ranch - Any Legal Weapon Page 138
24_le_deer.pdf,DB1264,Cwmu Buck Deer - Mountain Meadow - Any Legal Weapon Page 139,1,1.0,permit_match,Cwmu Buck Deer - Mountain Meadow - Any Legal Weapon Page 139
24_le_deer.pdf,DB1265,Cwmu Buck Deer - Mountain Top - Any Legal Weapon Page 140,2,2.0,permit_match,Cwmu Buck Deer - Mountain Top - Any Legal Weapon Page 140
24_le_deer.pdf,DB1266,Cwmu Buck Deer - Mt Carmel - Any Legal Weapon Page 141,3,3.0,permit_match,Cwmu Buck Deer - Mt Carmel - Any Legal Weapon Page 141
24_le_deer.pdf,DB1269,Cwmu Buck Deer - North Promontory - Any Legal Weapon Page 142,1,1.0,permit_match,Cwmu Buck Deer - North Promontory - Any Legal Weapon Page 142
24_le_deer.pdf,DB1270,Cwmu Buck Deer - Nucor West - Any Legal Weapon Page 143,1,1.0,permit_match,Cwmu Buck Deer - Nucor West - Any Legal Weapon Page 143
24_le_deer.pdf,DB1271,Cwmu Buck Deer - Oak Ranch - Any Legal Weapon Page 144,3,3.0,permit_match,Cwmu Buck Deer - Oak Ranch - Any Legal Weapon Page 144
24_le_deer.pdf,DB1272,Cwmu Buck Deer - Old Woman Plateau - Any Legal Weapon Page 145,3,3.0,permit_match,Cwmu Buck Deer - Old Woman Plateau - Any Legal Weapon Page 145
24_le_deer.pdf,DB1273,Cwmu Buck Deer - Park Valley Hereford - Any Legal Weapon Page 146,5,5.0,permit_match,Cwmu Buck Deer - Park Valley Hereford - Any Legal Weapon Page 146
24_le_deer.pdf,DB1274,Cwmu Buck Deer - Patmos Ridge - Any Legal Weapon Page 147,1,1.0,permit_match,Cwmu Buck Deer - Patmos Ridge - Any Legal Weapon Page 147
24_le_deer.pdf,DB1275,Cwmu Buck Deer - Pine Canyon - Any Legal Weapon Page 148,2,2.0,permit_match,Cwmu Buck Deer - Pine Canyon - Any Legal Weapon Page 148
24_le_deer.pdf,DB1276,Cwmu Buck Deer - Plymouth Peak - Any Legal Weapon Page 149,1,1.0,permit_match,Cwmu Buck Deer - Plymouth Peak - Any Legal Weapon Page 149
24_le_deer.pdf,DB1277,Cwmu Buck Deer - Pocatello Valley - Any Legal Weapon Page 150,1,1.0,permit_match,Cwmu Buck Deer - Pocatello Valley - Any Legal Weapon Page 150
24_le_deer.pdf,DB1279,Cwmu Buck Deer - Preston Nutter Ranch - Any Legal Weapon Page 151,1,1.0,permit_match,Cwmu Buck Deer - Preston Nutter Ranch - Any Legal Weapon Page 151
24_le_deer.pdf,DB1280,Cwmu Buck Deer - Promontory Point - Any Legal Weapon Page 152,1,1.0,permit_match,Cwmu Buck Deer - Promontory Point - Any Legal Weapon Page 152
24_le_deer.pdf,DB1281,Cwmu Buck Deer - Rattlesnake Pass - Any Legal Weapon Page 153,3,3.0,permit_match,Cwmu Buck Deer - Rattlesnake Pass - Any Legal Weapon Page 153
24_le_deer.pdf,DB1282,Cwmu Buck Deer - Redd Ranches - Any Legal Weapon Page 154,2,2.0,permit_match,Cwmu Buck Deer - Redd Ranches - Any Legal Weapon Page 154
24_le_deer.pdf,DB1283,Cwmu Buck Deer - Roan Cliffs - Any Legal Weapon Page 155,1,1.0,permit_match,Cwmu Buck Deer - Roan Cliffs - Any Legal Weapon Page 155
24_le_deer.pdf,DB1285,Cwmu Buck Deer - Sand Creek - Any Legal Weapon Page 156,1,1.0,permit_match,Cwmu Buck Deer - Sand Creek - Any Legal Weapon Page 156
24_le_deer.pdf,DB1286,Cwmu Buck Deer - Pisgah Mountain - Any Legal Weapon Page 157,2,2.0,permit_match,Cwmu Buck Deer - Pisgah Mountain - Any Legal Weapon Page 157
24_le_deer.pdf,DB1287,Cwmu Buck Deer - Scofield Canyons - Any Legal Weapon Page 158,1,1.0,permit_match,Cwmu Buck Deer - Scofield Canyons - Any Legal Weapon Page 158
24_le_deer.pdf,DB1288,Cwmu Buck Deer - Scofield West - Any Legal Weapon Page 159,2,2.0,permit_match,Cwmu Buck Deer - Scofield West - Any Legal Weapon Page 159
24_le_deer.pdf,DB1289,Cwmu Buck Deer - Sharp Mountain - Any Legal Weapon Page 160,2,2.0,permit_match,Cwmu Buck Deer - Sharp Mountain - Any Legal Weapon Page 160
24_le_deer.pdf,DB1290,Cwmu Buck Deer - Skull Crack - Any Legal Weapon Page 161,1,1.0,permit_match,Cwmu Buck Deer - Skull Crack - Any Legal Weapon Page 161
24_le_deer.pdf,DB1291,Cwmu Buck Deer - Skull Valley South - Any Legal Weapon Page 162,1,1.0,permit_match,Cwmu Buck Deer - Skull Valley South - Any Legal Weapon Page 162
24_le_deer.pdf,DB1292,Cwmu Buck Deer - Soldier Summit - Any Legal Weapon Page 163,2,2.0,permit_match,Cwmu Buck Deer - Soldier Summit - Any Legal Weapon Page 163
24_le_deer.pdf,DB1293,Cwmu Buck Deer - South Canyon - Any Legal Weapon Page 164,2,2.0,permit_match,Cwmu Buck Deer - South Canyon - Any Legal Weapon Page 164
24_le_deer.pdf,DB1294,Cwmu Buck Deer - Spring Creek Acres - Any Legal Weapon Page 165,1,1.0,permit_match,Cwmu Buck Deer - Spring Creek Acres - Any Legal Weapon Page 165
24_le_deer.pdf,DB1295,Cwmu Buck Deer - Spring Creek/dodge - Any Legal Weapon Page 166,6,6.0,permit_match,Cwmu Buck Deer - Spring Creek/dodge - Any Legal Weapon Page 166
24_le_deer.pdf,DB1298,Cwmu Buck Deer - Strawberry Ridge - Any Legal Weapon Page 167,1,1.0,permit_match,Cwmu Buck Deer - Strawberry Ridge - Any Legal Weapon Page 167
24_le_deer.pdf,DB1299,Cwmu Buck Deer - Summit Point - Any Legal Weapon Page 168,3,3.0,permit_match,Cwmu Buck Deer - Summit Point - Any Legal Weapon Page 168
24_le_deer.pdf,DB1300,Cwmu Buck Deer - Thatcher Mountain - Any Legal Weapon Page 169,1,1.0,permit_match,Cwmu Buck Deer - Thatcher Mountain - Any Legal Weapon Page 169
24_le_deer.pdf,DB1301,Cwmu Buck Deer - Three C - Any Legal Weapon Page 170,2,2.0,permit_match,Cwmu Buck Deer - Three C - Any Legal Weapon Page 170
24_le_deer.pdf,DB1303,Cwmu Buck Deer - North Peaks - Any Legal Weapon Page 171,1,1.0,permit_match,Cwmu Buck Deer - North Peaks - Any Legal Weapon Page 171
24_le_deer.pdf,DB1304,Cwmu Buck Deer - Two Bear - Any Legal Weapon Page 172,1,1.0,permit_match,Cwmu Buck Deer - Two Bear - Any Legal Weapon Page 172
24_le_deer.pdf,DB1305,Cwmu Buck Deer - Wallsburg - Any Legal Weapon Page 173,1,1.0,permit_match,Cwmu Buck Deer - Wallsburg - Any Legal Weapon Page 173
24_le_deer.pdf,DB1306,Cwmu Buck Deer - Washakie - Any Legal Weapon Page 174,1,1.0,permit_match,Cwmu Buck Deer - Washakie - Any Legal Weapon Page 174
24_le_deer.pdf,DB1308,Cwmu Buck Deer - West Hills - Any Legal Weapon Page 175,3,3.0,permit_match,Cwmu Buck Deer - West Hills - Any Legal Weapon Page 175
24_le_deer.pdf,DB1309,Cwmu Buck Deer - West Willow Creek Ranch - Any Legal Weapon Page 176,4,4.0,permit_match,Cwmu Buck Deer - West Willow Creek Ranch - Any Legal Weapon Page 176
24_le_deer.pdf,DB1310,Cwmu Buck Deer - White's Valley - Any Legal Weapon Page 177,1,1.0,permit_match,Cwmu Buck Deer - White's Valley - Any Legal Weapon Page 177
24_le_deer.pdf,DB1312,Cwmu Buck Deer - Woodruff Creek South - Any Legal Weapon Page 178,1,1.0,permit_match,Cwmu Buck Deer - Woodruff Creek South - Any Legal Weapon Page 178
24_le_deer.pdf,DB1317,Cwmu Buck Deer - Jacob's Creek - Any Legal Weapon Page 179,1,1.0,permit_match,Cwmu Buck Deer - Jacob's Creek - Any Legal Weapon Page 179
24_le_deer.pdf,DB1320,Cwmu Buck Deer - Deer Creek - Any Legal Weapon Page 180,1,1.0,permit_match,Cwmu Buck Deer - Deer Creek - Any Legal Weapon Page 180
24_le_deer.pdf,DB1322,Cwmu Buck Deer - Pahvant Ensign - Any Legal Weapon Page 181,1,1.0,permit_match,Cwmu Buck Deer - Pahvant Ensign - Any Legal Weapon Page 181
24_le_deer.pdf,DB1324,Cwmu Buck Deer - Royal Ivory Outfitters - Any Legal Weapon Page 182,1,1.0,permit_match,Cwmu Buck Deer - Royal Ivory Outfitters - Any Legal Weapon Page 182
24_le_deer.pdf,DB1325,Cwmu Buck Deer - Double Cone - Any Legal Weapon Page 183,1,1.0,permit_match,Cwmu Buck Deer - Double Cone - Any Legal Weapon Page 183
24_le_deer.pdf,DB1326,Cwmu Buck Deer - Rosette - Any Legal Weapon Page 184,1,1.0,permit_match,Cwmu Buck Deer - Rosette - Any Legal Weapon Page 184
24_le_deer.pdf,DB1327,Cwmu Buck Deer - Mountain Sky Ranch - Any Legal Weapon Page 185,1,1.0,permit_match,Cwmu Buck Deer - Mountain Sky Ranch - Any Legal Weapon Page 185
24_le_deer.pdf,DB1328,Cwmu Buck Deer - Clear Creek - Any Legal Weapon Page 186,1,1.0,permit_match,Cwmu Buck Deer - Clear Creek - Any Legal Weapon Page 186
24_le_deer.pdf,DB1330,Cwmu Buck Deer - Iron Spring - Any Legal Weapon Page 187,1,1.0,permit_match,Cwmu Buck Deer - Iron Spring - Any Legal Weapon Page 187
24_le_deer.pdf,DB1331,Cwmu Buck Deer - Raft River - Any Legal Weapon Page 188,3,3.0,permit_match,Cwmu Buck Deer - Raft River - Any Legal Weapon Page 188
24_le_deer.pdf,DB1332,Cwmu Buck Deer - West Ridge - Any Legal Weapon Page 189,5,5.0,permit_match,Cwmu Buck Deer - West Ridge - Any Legal Weapon Page 189
24_le_deer.pdf,DB1333,Cwmu Buck Deer - 5s - Any Legal Weapon Page 190,2,2.0,permit_match,Cwmu Buck Deer - 5s - Any Legal Weapon Page 190
24_le_deer.pdf,DB1334,Cwmu Cactus Buck Deer - Alton - Any Legal Weapon Page 191,1,1.0,permit_match,Cwmu Cactus Buck Deer - Alton - Any Legal Weapon Page 191
24_le_deer.pdf,DB1335,Cwmu Buck Deer - Big Piney Ranch - Any Legal Weapon Page 192,1,1.0,permit_match,Cwmu Buck Deer - Big Piney Ranch - Any Legal Weapon Page 192
24_le_deer.pdf,DB1336,Cwmu Buck Deer - First Light - Any Legal Weapon Page 193,1,1.0,permit_match,Cwmu Buck Deer - First Light - Any Legal Weapon Page 193
24_le_deer.pdf,DB1337,Cwmu Buck Deer - Little Pole Canyon - Any Legal Weapon Page 194,1,1.0,permit_match,Cwmu Buck Deer - Little Pole Canyon - Any Legal Weapon Page 194
24_le_deer.pdf,DB1338,Cwmu Buck Deer - Sweetwater - Any Legal Weapon Page 195,1,1.0,permit_match,Cwmu Buck Deer - Sweetwater - Any Legal Weapon Page 195
24_le_deer.pdf,DB1341,Cwmu Buck Deer - Dry Creek - Any Legal Weapon Page 196,1,1.0,permit_match,Cwmu Buck Deer - Dry Creek - Any Legal Weapon Page 196
24_le_deer.pdf,DB1342,Cwmu Buck Deer - Faust Valley - Any Legal Weapon Page 197,1,1.0,permit_match,Cwmu Buck Deer - Faust Valley - Any Legal Weapon Page 197
24_le_deer.pdf,DB1343,Cwmu Buck Deer - Red Iron - Any Legal Weapon Page 198,1,1.0,permit_match,Cwmu Buck Deer - Red Iron - Any Legal Weapon Page 198
24_le_deer.pdf,DB1344,Cwmu Buck Deer - Salt Wells - Any Legal Weapon Page 199,1,1.0,permit_match,Cwmu Buck Deer - Salt Wells - Any Legal Weapon Page 199
24_le_deer.pdf,DB1345,Cwmu Buck Deer - Diamond Mountain - Any Legal Weapon Page 200,1,1.0,permit_match,Cwmu Buck Deer - Diamond Mountain - Any Legal Weapon Page 200
24_le_deer.pdf,DB1347,Cwmu Buck Deer - The Rose Of Snowville - Any Legal Weapon Page 201,2,2.0,permit_match,Cwmu Buck Deer - The Rose Of Snowville - Any Legal Weapon Page 201
24_le_deer.pdf,DB1348,Cwmu Buck Deer - Kimberly - Any Legal Weapon Page 202,1,1.0,permit_match,Cwmu Buck Deer - Kimberly - Any Legal Weapon Page 202
24_le_deer.pdf,DB1349,Cwmu Buck Deer - Weber Florence Creek/stillman Creek - Any Legal Weapon Page 203,9,9.0,permit_match,Cwmu Buck Deer - Weber Florence Creek/stillman Creek - Any Legal Weapon Page 203
24_le_pronghorn.pdf,PB5000,Limited-entry Archery Buck Pronghorn - Beaver - Archery Page 483,53,53.0,permit_match,Limited-entry Archery Buck Pronghorn - Beaver - Archery Page 483
24_le_pronghorn.pdf,PB5001,"Limited-entry Archery Buck Pronghorn - Book Cliffs, Bitter Creek - Archery Page 484",23,23.0,permit_match,"Limited-entry Archery Buck Pronghorn - Book Cliffs, Bitter Creek - Archery Page 484"
24_le_pronghorn.pdf,PB5002,"Limited-entry Archery Buck Pronghorn - Book Cliffs, South - Archery Page 485",63,63.0,permit_match,"Limited-entry Archery Buck Pronghorn - Book Cliffs, South - Archery Page 485"
24_le_pronghorn.pdf,PB5003,"Limited-entry Archery Buck Pronghorn - Box Elder, Promontory - Archery Page 486",4,4.0,permit_match,"Limited-entry Archery Buck Pronghorn - Box Elder, Promontory - Archery Page 486"
24_le_pronghorn.pdf,PB5004,"Limited-entry Archery Buck Pronghorn - Box Elder, Puddle Valley - Archery Page 487",9,9.0,permit_match,"Limited-entry Archery Buck Pronghorn - Box Elder, Puddle Valley - Archery Page 487"
24_le_pronghorn.pdf,PB5005,"Limited-entry Archery Buck Pronghorn - Box Elder, Snowville - Archery Page 488",17,17.0,permit_match,"Limited-entry Archery Buck Pronghorn - Box Elder, Snowville - Archery Page 488"
24_le_pronghorn.pdf,PB5006,"Limited-entry Archery Buck Pronghorn - Box Elder, West - Archery Page 489",19,19.0,permit_match,"Limited-entry Archery Buck Pronghorn - Box Elder, West - Archery Page 489"
24_le_pronghorn.pdf,PB5008,"Limited-entry Archery Buck Pronghorn - Fillmore, Oak Creek South - Archery Page 490",27,27.0,permit_match,"Limited-entry Archery Buck Pronghorn - Fillmore, Oak Creek South - Archery Page 490"
24_le_pronghorn.pdf,PB5009,"Limited-entry Archery Buck Pronghorn - La Sal, Potash/south Cisco - Archery Page 491",5,5.0,permit_match,"Limited-entry Archery Buck Pronghorn - La Sal, Potash/south Cisco - Archery Page 491"
24_le_pronghorn.pdf,PB5011,"Limited-entry Archery Buck Pronghorn - Nine Mile, Anthro-myton Bench - Archery Page 492",68,68.0,permit_match,"Limited-entry Archery Buck Pronghorn - Nine Mile, Anthro-myton Bench - Archery Page 492"
24_le_pronghorn.pdf,PB5012,"Limited-entry Archery Buck Pronghorn - North Slope, Three Corners/west Daggett - Archery Page 493",30,30.0,permit_match,"Limited-entry Archery Buck Pronghorn - North Slope, Three Corners/west Daggett - Archery Page 493"
24_le_pronghorn.pdf,PB5013,Limited-entry Archery Buck Pronghorn - Pine Valley - Archery Page 494,12,12.0,permit_match,Limited-entry Archery Buck Pronghorn - Pine Valley - Archery Page 494
24_le_pronghorn.pdf,PB5015,"Limited-entry Archery Buck Pronghorn - San Rafael, North - Archery Page 495",118,118.0,permit_match,"Limited-entry Archery Buck Pronghorn - San Rafael, North - Archery Page 495"
24_le_pronghorn.pdf,PB5016,Limited-entry Archery Buck Pronghorn - Diamond Mtn/bonanza - Archery Page 496,44,44.0,permit_match,Limited-entry Archery Buck Pronghorn - Diamond Mtn/bonanza - Archery Page 496
24_le_pronghorn.pdf,PB5017,Limited-entry Archery Buck Pronghorn - Vernal - Archery Page 497,44,44.0,permit_match,Limited-entry Archery Buck Pronghorn - Vernal - Archery Page 497
24_le_pronghorn.pdf,PB5018,Limited-entry Archery Buck Pronghorn - Southwest Desert - Archery Page 498,98,98.0,permit_match,Limited-entry Archery Buck Pronghorn - Southwest Desert - Archery Page 498
24_le_pronghorn.pdf,PB5019,"Limited-entry Archery Buck Pronghorn - West Desert, Riverbed - Archery Page 499",37,37.0,permit_match,"Limited-entry Archery Buck Pronghorn - West Desert, Riverbed - Archery Page 499"
24_le_pronghorn.pdf,PB5020,"Limited-entry Archery Buck Pronghorn - West Desert, Rush Valley - Archery Page 500",10,10.0,permit_match,"Limited-entry Archery Buck Pronghorn - West Desert, Rush Valley - Archery Page 500"
24_le_pronghorn.pdf,PB5021,"Limited-entry Archery Buck Pronghorn - West Desert, Snake Valley - Archery Page 501",35,35.0,permit_match,"Limited-entry Archery Buck Pronghorn - West Desert, Snake Valley - Archery Page 501"
24_le_pronghorn.pdf,PB5024,Limited-entry Muzzle Buck Pronghorn - Southwest Desert - Muzzleloader Page 502,67,67.0,permit_match,Limited-entry Muzzle Buck Pronghorn - Southwest Desert - Muzzleloader Page 502
24_le_pronghorn.pdf,PB5025,Limited-entry Alw (rifle) Buck Pronghorn - Beaver - Any Legal Weapon Page 503,436,436.0,permit_match,Limited-entry Alw (rifle) Buck Pronghorn - Beaver - Any Legal Weapon Page 503
24_le_pronghorn.pdf,PB5026,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, Bitter Creek - Any Legal Weapon Page 504",212,212.0,permit_match,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, Bitter Creek - Any Legal Weapon Page 504"
24_le_pronghorn.pdf,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon Page 505",500,500.0,permit_match,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon Page 505"
24_le_pronghorn.pdf,PB5028,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Promontory - Any Legal Weapon Page 506",39,39.0,permit_match,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Promontory - Any Legal Weapon Page 506"
24_le_pronghorn.pdf,PB5029,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Puddle Valley - Any Legal Weapon Page 507",61,61.0,permit_match,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Puddle Valley - Any Legal Weapon Page 507"
24_le_pronghorn.pdf,PB5030,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Snowville - Any Legal Weapon Page 508",165,165.0,permit_match,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Snowville - Any Legal Weapon Page 508"
24_le_pronghorn.pdf,PB5031,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, West - Any Legal Weapon Page 509",163,163.0,permit_match,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, West - Any Legal Weapon Page 509"
