source_file,hunt_code,hunt_name_subfile,permits_subfile,permits_master,comparison_status,hunt_name_master
2024 antlerless draw results.pdf,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",25,,missing_in_master,
2024 antlerless draw results.pdf,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",25,,missing_in_master,
2024 antlerless draw results.pdf,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",22,,missing_in_master,
2024 antlerless draw results.pdf,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",174,,missing_in_master,
2024 antlerless draw results.pdf,DA1011,Cwmu Antlerless Deer - George Creek - Any Legal Weapon,4,,missing_in_master,
2024 antlerless draw results.pdf,DA1012,Cwmu Two Doe Antlerless Deer - Junction Valley - Any Legal Weapon,12,,missing_in_master,
2024 antlerless draw results.pdf,DA1013,Cwmu Antlerless Deer - Mt Carmel - Any Legal Weapon,4,,missing_in_master,
2024 antlerless draw results.pdf,DA1018,"Two Doe Antlerless Deer - Pine Valley, New Harmony - Archery, Mzldr, Shotgn Only",34,,missing_in_master,
2024 antlerless draw results.pdf,DA1027,"Antlerless Deer - East Canyon, Davis-north Salt Lake - Any Legal Weapon",44,,missing_in_master,
2024 antlerless draw results.pdf,DA1030,"Antlerless Deer - Nine Mile, Price River Valley - Archery",23,,missing_in_master,
2024 antlerless draw results.pdf,DA1031,"Antlerless Deer - Oquirrh-stansbury, Settlement Cyn - Archery",19,,missing_in_master,
2024 antlerless draw results.pdf,DA1033,"Antlerless Deer - San Juan, Monticello - Archery",8,,missing_in_master,
2024 antlerless draw results.pdf,DA1041,"Antlerless Deer - Nine Mile, Green River Valley - Any Legal Weapon",24,,missing_in_master,
2024 antlerless draw results.pdf,DA1042,"Antlerless Deer - San Juan, Monticello - Archery",9,,missing_in_master,
2024 antlerless draw results.pdf,DA1044,Two Doe Antlerless Deer - Myton - Any Legal Weapon,40,,missing_in_master,
2024 antlerless draw results.pdf,DA1045,"Antlerless Deer - Fillmore, Oak City - Archery",13,,missing_in_master,
2024 antlerless draw results.pdf,DA1046,"Antlerless Deer - Nine Mile, Price River Valley - Archery, Mzldr, Shotgn Only",22,,missing_in_master,
2024 antlerless draw results.pdf,DA1047,Two Doe Antlerless Deer - Vernal-ouray Valley - Any Legal Weapon,66,,missing_in_master,
2024 antlerless draw results.pdf,DA1048,Antlerless Deer - Fillmore City - Archery,13,,missing_in_master,
2024 antlerless draw results.pdf,DA1049,Antlerless Deer - Ashley Valley - Archery,67,,missing_in_master,
2024 antlerless draw results.pdf,DA1050,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,7,,missing_in_master,
2024 antlerless draw results.pdf,EA1010,"Antlerless Elk - Cache, Rich - Any Legal Weapon",19,,missing_in_master,
2024 antlerless draw results.pdf,EA1011,"Antlerless Elk - Cache, Richards Hollow - Any Legal Weapon",18,,missing_in_master,
2024 antlerless draw results.pdf,EA1012,"Antlerless Elk - Cache, Richmond Hyde Park - Any Legal Weapon",10,,missing_in_master,
2024 antlerless draw results.pdf,EA1013,Antlerless Elk - Central Manti - Any Legal Weapon,84,,missing_in_master,
2024 antlerless draw results.pdf,EA1015,Antlerless Elk - Ferron Canyon - Any Legal Weapon,57,,missing_in_master,
2024 antlerless draw results.pdf,EA1017,Antlerless Elk - Gordon Creek-price Canyon - Any Legal Weapon,70,,missing_in_master,
2024 antlerless draw results.pdf,EA1018,Antlerless Elk - Horn Mtn - Any Legal Weapon,79,,missing_in_master,
2024 antlerless draw results.pdf,EA1020,Antlerless Elk - Mohrland-stump Flat - Any Legal Weapon,94,,missing_in_master,
2024 antlerless draw results.pdf,EA1021,Antlerless Elk - Nebo - Any Legal Weapon,179,,missing_in_master,
2024 antlerless draw results.pdf,EA1022,Antlerless Elk - North Manti - Any Legal Weapon,250,,missing_in_master,
2024 antlerless draw results.pdf,EA1023,Antlerless Elk - South Manti - Any Legal Weapon,117,,missing_in_master,
2024 antlerless draw results.pdf,EA1024,Antlerless Elk - South Manti - Any Legal Weapon,112,,missing_in_master,
2024 antlerless draw results.pdf,EA1025,Antlerless Elk - West Manti - Any Legal Weapon,95,,missing_in_master,
2024 antlerless draw results.pdf,EA1026,Antlerless Elk - Chalk Creek - Any Legal Weapon,287,,missing_in_master,
2024 antlerless draw results.pdf,EA1030,"Antlerless Elk - Fillmore, Pahvant - Any Legal Weapon",56,,missing_in_master,
2024 antlerless draw results.pdf,EA1031,"Antlerless Elk - Fillmore, Pahvant - Any Legal Weapon",71,,missing_in_master,
2024 antlerless draw results.pdf,EA1033,Antlerless Elk - Kamas - Any Legal Weapon,108,,missing_in_master,
2024 antlerless draw results.pdf,EA1035,"Antlerless Elk - Kamas, Oakley - Any Legal Weapon",108,,missing_in_master,
2024 antlerless draw results.pdf,EA1037,"Antlerless Elk - La Sal, Dolores Triangle - Any Legal Weapon",68,,missing_in_master,
2024 antlerless draw results.pdf,EA1038,"Antlerless Elk - La Sal, La Sal Mtns - Any Legal Weapon",299,,missing_in_master,
2024 antlerless draw results.pdf,EA1039,"Antlerless Elk - La Sal, La Sal Mtns - Any Legal Weapon",234,,missing_in_master,
2024 antlerless draw results.pdf,EA1040,"Antlerless Elk - Monroe, Koosharem Valley - Any Legal Weapon",9,,missing_in_master,
2024 antlerless draw results.pdf,EA1044,"Antlerless Elk - Morgan-south Rich, South Rich - Any Legal Weapon",34,,missing_in_master,
2024 antlerless draw results.pdf,EA1049,"Antlerless Elk - Mt Dutton, Deep Creek - Any Legal Weapon",80,,missing_in_master,
2024 antlerless draw results.pdf,EA1054,"Antlerless Elk - Nine Mile, West Anthro - Any Legal Weapon",49,,missing_in_master,
2024 antlerless draw results.pdf,EA1056,"Antlerless Elk - North Slope, Greendale - Any Legal Weapon",5,,missing_in_master,
2024 antlerless draw results.pdf,EA1058,"Antlerless Elk - North Slope, Henry's Fork-burnt Fork - Any Legal Weapon",133,,missing_in_master,
2024 antlerless draw results.pdf,EA1060,"Antlerless Elk - North Slope, West Daggett - Muzzleloader",17,,missing_in_master,
2024 antlerless draw results.pdf,EA1061,"Antlerless Elk - North Slope, West Daggett - Muzzleloader",18,,missing_in_master,
2024 antlerless draw results.pdf,EA1063,Antlerless Elk - Ogden - Any Legal Weapon,70,,missing_in_master,
2024 antlerless draw results.pdf,EA1064,Antlerless Elk - Ogden - Any Legal Weapon,45,,missing_in_master,
2024 antlerless draw results.pdf,EA1069,Antlerless Elk - Panguitch Lake - Any Legal Weapon,109,,missing_in_master,
2024 antlerless draw results.pdf,EA1073,Antlerless Elk - Paunsaugunt - Any Legal Weapon,17,,missing_in_master,
2024 antlerless draw results.pdf,EA1074,Antlerless Elk - Pine Valley - Any Legal Weapon,8,,missing_in_master,
2024 antlerless draw results.pdf,EA1075,Antlerless Elk - Boulder East - Any Legal Weapon,20,,missing_in_master,
2024 antlerless draw results.pdf,EA1076,Antlerless Elk - Boulder West - Any Legal Weapon,23,,missing_in_master,
2024 antlerless draw results.pdf,EA1077,Antlerless Elk - Boulder-circle Cliffs - Any Legal Weapon,20,,missing_in_master,
2024 antlerless draw results.pdf,EA1078,Antlerless Elk - Fishlake/thousand Lakes - Any Legal Weapon,152,,missing_in_master,
2024 antlerless draw results.pdf,EA1079,Antlerless Elk - Fishlake/thousand Lakes East - Any Legal Weapon,92,,missing_in_master,
2024 antlerless draw results.pdf,EA1080,Antlerless Elk - Fishlake/thousand Lakes West - Any Legal Weapon,69,,missing_in_master,
2024 antlerless draw results.pdf,EA1081,Antlerless Elk - San Juan - Any Legal Weapon,142,,missing_in_master,
2024 antlerless draw results.pdf,EA1082,Antlerless Elk - San Juan - Any Legal Weapon,152,,missing_in_master,
2024 antlerless draw results.pdf,EA1084,"Antlerless Elk - San Rafael, North - Any Legal Weapon",4,,missing_in_master,
2024 antlerless draw results.pdf,EA1085,Antlerless Elk - Vernal/bonanza - Archery,72,,missing_in_master,
2024 antlerless draw results.pdf,EA1087,Antlerless Elk - Vernal/bonanza - Any Legal Weapon,116,,missing_in_master,
2024 antlerless draw results.pdf,EA1089,Antlerless Elk - Diamond Mtn - Any Legal Weapon,54,,missing_in_master,
2024 antlerless draw results.pdf,EA1090,Antlerless Elk - Diamond Mtn - Any Legal Weapon,53,,missing_in_master,
2024 antlerless draw results.pdf,EA1094,Antlerless Elk - Mosby Mtn - Any Legal Weapon,83,,missing_in_master,
2024 antlerless draw results.pdf,EA1101,Antlerless Elk - Southwest Desert - Any Legal Weapon,253,,missing_in_master,
2024 antlerless draw results.pdf,EA1106,"Antlerless Elk - Wasatch Mtns, Avintaquin - Any Legal Weapon",170,,missing_in_master,
2024 antlerless draw results.pdf,EA1110,"Antlerless Elk - Wasatch Mtns, Salt Lake - Any Legal Weapon",35,,missing_in_master,
2024 antlerless draw results.pdf,EA1111,"Antlerless Elk - Wasatch Mtns, Wallsburg - Any Legal Weapon",28,,missing_in_master,
2024 antlerless draw results.pdf,EA1112,"Antlerless Elk - Wasatch Mtns, Wallsburg - Any Legal Weapon",56,,missing_in_master,
2024 antlerless draw results.pdf,EA1113,"Antlerless Elk - Wasatch Mtns, West Heber - Any Legal Weapon",30,,missing_in_master,
2024 antlerless draw results.pdf,EA1114,"Antlerless Elk - Wasatch Mtns, West Timpanogos - Any Legal Weapon",39,,missing_in_master,
2024 antlerless draw results.pdf,EA1116,Antlerless Elk - Zion - Any Legal Weapon,27,,missing_in_master,
2024 antlerless draw results.pdf,EA1117,Antlerless Elk - Zion - Any Legal Weapon,155,,missing_in_master,
2024 antlerless draw results.pdf,EA1118,Cwmu Antlerless Elk - Alton - Any Legal Weapon,5,,missing_in_master,
2024 antlerless draw results.pdf,EA1119,Cwmu Antlerless Elk - Bar J Ranch - Any Legal Weapon,10,,missing_in_master,
2024 antlerless draw results.pdf,EA1120,Cwmu Antlerless Elk - Bear Mountain - Any Legal Weapon,16,,missing_in_master,
2024 antlerless draw results.pdf,EA1121,Cwmu Antlerless Elk - Boobe Hole - Any Legal Weapon,8,,missing_in_master,
2024 antlerless draw results.pdf,EA1122,Cwmu Antlerless Elk - Causey Spring - Any Legal Weapon,4,,missing_in_master,
2024 antlerless draw results.pdf,EA1124,Cwmu Antlerless Elk - Chimney Rock - Any Legal Weapon,10,,missing_in_master,
2024 antlerless draw results.pdf,EA1125,Cwmu Antlerless Elk - Coldwater Ranch - Any Legal Weapon,16,,missing_in_master,
2024 antlerless draw results.pdf,EA1126,Cwmu Antlerless Elk - Cotton Thomas - Any Legal Weapon,4,,missing_in_master,
2024 antlerless draw results.pdf,EA1129,Cwmu Antlerless Elk - Deseret - Any Legal Weapon,248,,missing_in_master,
2024 antlerless draw results.pdf,EA1130,Cwmu Antlerless Elk - Double Cone - Any Legal Weapon,6,,missing_in_master,
2024 antlerless draw results.pdf,EA1131,Cwmu Antlerless Elk - Durst Mountain - Any Legal Weapon,24,,missing_in_master,
2024 antlerless draw results.pdf,EA1132,Cwmu Antlerless Elk - East Fork Chalk Creek - Any Legal Weapon,24,,missing_in_master,
2024 antlerless draw results.pdf,EA1134,Cwmu Antlerless Elk - Ensign Ranches - Any Legal Weapon,48,,missing_in_master,
2024 antlerless draw results.pdf,EA1135,Cwmu Antlerless Elk - Folley Ridge - Any Legal Weapon,16,,missing_in_master,
2024 antlerless draw results.pdf,EA1136,Cwmu Antlerless Elk - Grass Valley/clark Canyon - Any Legal Weapon,40,,missing_in_master,
2024 antlerless draw results.pdf,EA1137,Cwmu Antlerless Elk - Grazing Pasture - Any Legal Weapon,8,,missing_in_master,
2024 antlerless draw results.pdf,EA1138,Cwmu Antlerless Elk - Guildersleeve - Any Legal Weapon,16,,missing_in_master,
2024 antlerless draw results.pdf,EA1139,Cwmu Antlerless Elk - Hardscrabble - Any Legal Weapon,8,,missing_in_master,
2024 antlerless draw results.pdf,EA1140,Cwmu Antlerless Elk - Heaston East - Any Legal Weapon,20,,missing_in_master,
2024 antlerless draw results.pdf,EA1141,Cwmu Antlerless Elk - Hiawatha - Any Legal Weapon,8,,missing_in_master,
2024 antlerless draw results.pdf,EA1142,Cwmu Antlerless Elk - Indian Head - Any Legal Weapon,10,,missing_in_master,
2024 antlerless draw results.pdf,EA1143,Cwmu Antlerless Elk - J.b. Ranch - Any Legal Weapon,17,,missing_in_master,
2024 antlerless draw results.pdf,EA1145,Cwmu Antlerless Elk - Johnson Mountain Ranch - Any Legal Weapon,16,,missing_in_master,
2024 antlerless draw results.pdf,EA1146,Cwmu Antlerless Elk - Jump Creek - Any Legal Weapon,8,,missing_in_master,
2024 antlerless draw results.pdf,EA1147,Cwmu Antlerless Elk - Little Red Creek - Any Legal Weapon,12,,missing_in_master,
2024 antlerless draw results.pdf,EA1149,Cwmu Antlerless Elk - Minnie Maud Ridge - Any Legal Weapon,7,,missing_in_master,
2024 antlerless draw results.pdf,EA1151,Cwmu Antlerless Elk - Moon Ranch - Any Legal Weapon,5,,missing_in_master,
2024 antlerless draw results.pdf,EA1153,Cwmu Antlerless Elk - Old Woman Plateau - Any Legal Weapon,4,,missing_in_master,
2024 antlerless draw results.pdf,EA1156,Cwmu Antlerless Elk - Preston Nutter Ranch - Any Legal Weapon,7,,missing_in_master,
2024 antlerless draw results.pdf,EA1157,Cwmu Antlerless Elk - Redd Ranches - Any Legal Weapon,28,,missing_in_master,
2024 antlerless draw results.pdf,EA1158,Cwmu Antlerless Elk - Riverview Ranch Llc - Any Legal Weapon,6,,missing_in_master,
2024 antlerless draw results.pdf,EA1159,Cwmu Antlerless Elk - Roan Cliffs - Any Legal Weapon,5,,missing_in_master,
2024 antlerless draw results.pdf,EA1160,Cwmu Antlerless Elk - Sand Creek - Any Legal Weapon,4,,missing_in_master,
2024 antlerless draw results.pdf,EA1161,Cwmu Antlerless Elk - Scofield Canyons - Any Legal Weapon,8,,missing_in_master,
2024 antlerless draw results.pdf,EA1162,Cwmu Antlerless Elk - Scofield East - Any Legal Weapon,12,,missing_in_master,
2024 antlerless draw results.pdf,EA1163,Cwmu Antlerless Elk - Scofield West - Any Legal Weapon,16,,missing_in_master,
2024 antlerless draw results.pdf,EA1164,Cwmu Antlerless Elk - Sj Ranch - Any Legal Weapon,5,,missing_in_master,
2024 antlerless draw results.pdf,EA1165,Cwmu Antlerless Elk - Skull Crack - Any Legal Weapon,12,,missing_in_master,
2024 antlerless draw results.pdf,EA1166,Cwmu Antlerless Elk - Soldier Summit - Any Legal Weapon,13,,missing_in_master,
2024 antlerless draw results.pdf,EA1167,Cwmu Antlerless Elk - South Canyon - Any Legal Weapon,8,,missing_in_master,
2024 antlerless draw results.pdf,EA1168,Cwmu Antlerless Elk - Spring Creek/dodge - Any Legal Weapon,12,,missing_in_master,
2024 antlerless draw results.pdf,EA1170,Cwmu Antlerless Elk - Strawberry Ridge - Any Legal Weapon,8,,missing_in_master,
2024 antlerless draw results.pdf,EA1171,Cwmu Antlerless Elk - Summit Point - Any Legal Weapon,5,,missing_in_master,
2024 antlerless draw results.pdf,EA1172,Cwmu Antlerless Elk - Three C - Any Legal Weapon,10,,missing_in_master,
2024 antlerless draw results.pdf,EA1174,Cwmu Antlerless Elk - Two Bear - Any Legal Weapon,48,,missing_in_master,
2024 antlerless draw results.pdf,EA1175,Cwmu Antlerless Elk - Wallsburg - Any Legal Weapon,8,,missing_in_master,
2024 antlerless draw results.pdf,EA1176,Cwmu Antlerless Elk - Weber Florence Creek/stillman Creek - Any Legal Weapon,52,,missing_in_master,
2024 antlerless draw results.pdf,EA1177,Cwmu Antlerless Elk - Woodruff Creek South - Any Legal Weapon,7,,missing_in_master,
2024 antlerless draw results.pdf,EA1187,"Antlerless Elk - Paunsaugunt, Hatch Bench - Any Legal Weapon",11,,missing_in_master,
2024 antlerless draw results.pdf,EA1189,"Antlerless Elk - Wasatch Mtns, West-central - Muzzleloader",364,,missing_in_master,
2024 antlerless draw results.pdf,EA1192,Cwmu Antlerless Elk - Pahvant Ensign - Any Legal Weapon,5,,missing_in_master,
2024 antlerless draw results.pdf,EA1193,"Antlerless Elk - Cache, Rich - Any Legal Weapon",22,,missing_in_master,
2024 antlerless draw results.pdf,EA1196,"Antlerless Elk - North Slope, Summit - Any Legal Weapon",70,,missing_in_master,
2024 antlerless draw results.pdf,EA1198,Cwmu Antlerless Elk - Bear Springs - Any Legal Weapon,2,,missing_in_master,
2024 antlerless draw results.pdf,EA1200,Cwmu Antlerless Elk - Double R Ranch - Any Legal Weapon,8,,missing_in_master,
2024 antlerless draw results.pdf,EA1201,Cwmu Antlerless Elk - Mountain Sky Ranch - Any Legal Weapon,8,,missing_in_master,
2024 antlerless draw results.pdf,EA1203,"Antlerless Elk - Box Elder, Pilot Mtn - Any Legal Weapon",23,,missing_in_master,
2024 antlerless draw results.pdf,EA1204,"Antlerless Elk - Box Elder, Pilot Mtn - Any Legal Weapon",27,,missing_in_master,
2024 antlerless draw results.pdf,EA1206,"Antlerless Elk - Cache, Richmond Hyde Park - Any Legal Weapon",8,,missing_in_master,
2024 antlerless draw results.pdf,EA1207,Antlerless Elk - Moroni Hills - Any Legal Weapon,8,,missing_in_master,
2024 antlerless draw results.pdf,EA1208,Antlerless Elk - Nebo - Any Legal Weapon,211,,missing_in_master,
2024 antlerless draw results.pdf,EA1209,"Antlerless Elk - Fillmore, Oak Creek Le - Any Legal Weapon",60,,missing_in_master,
2024 antlerless draw results.pdf,EA1217,"Antlerless Elk - Wasatch Mtns, Avintaquin - Any Legal Weapon",125,,missing_in_master,
2024 antlerless draw results.pdf,EA1222,"Antlerless Elk - Beaver, East - Any Legal Weapon",92,,missing_in_master,
2024 antlerless draw results.pdf,EA1223,"Antlerless Elk - Beaver, East - Any Legal Weapon",33,,missing_in_master,
2024 antlerless draw results.pdf,EA1224,"Antlerless Elk - Book Cliffs, Bitter Creek/south - Any Legal Weapon",149,,missing_in_master,
2024 antlerless draw results.pdf,EA1225,"Antlerless Elk - Book Cliffs, Bitter Creek/south - Any Legal Weapon",174,,missing_in_master,
2024 antlerless draw results.pdf,EA1226,Antlerless Elk - Moroni Hills - Any Legal Weapon,8,,missing_in_master,
2024 antlerless draw results.pdf,EA1228,Antlerless Elk - Morgan-south Rich - Any Legal Weapon,90,,missing_in_master,
2024 antlerless draw results.pdf,EA1229,Antlerless Elk - Morgan-south Rich - Any Legal Weapon,145,,missing_in_master,
2024 antlerless draw results.pdf,EA1231,"Antlerless Elk - West Desert, Tintic Valley - Any Legal Weapon",82,,missing_in_master,
2024 antlerless draw results.pdf,EA1233,Cwmu Antlerless Elk - Avintaquin Canyon - Any Legal Weapon,4,,missing_in_master,
2024 antlerless draw results.pdf,EA1234,Cwmu Antlerless Elk - Royal Ivory Outfitters - Any Legal Weapon,12,,missing_in_master,
2024 antlerless draw results.pdf,EA1235,Cwmu Antlerless Elk - Sharp Mountain - Any Legal Weapon,8,,missing_in_master,
2024 antlerless draw results.pdf,EA1236,Antlerless Elk - East Canyon - Any Legal Weapon,244,,missing_in_master,
2024 antlerless draw results.pdf,EA1237,"Antlerless Elk - La Sal, La Sal Mtns-north - Any Legal Weapon",78,,missing_in_master,
2024 antlerless draw results.pdf,EA1239,"Antlerless Elk - Nine Mile, Range Creek - Any Legal Weapon",25,,missing_in_master,
2024 antlerless draw results.pdf,EA1240,"Antlerless Elk - Nine Mile, Range Creek - Any Legal Weapon",131,,missing_in_master,
2024 antlerless draw results.pdf,EA1242,Antlerless Elk - Buckskin Hills-jensen - Any Legal Weapon,78,,missing_in_master,
2024 antlerless draw results.pdf,EA1243,Antlerless Elk - Buckskin Hills-jensen - Any Legal Weapon,86,,missing_in_master,
2024 antlerless draw results.pdf,EA1244,Antlerless Elk - Yellowstone - Any Legal Weapon,130,,missing_in_master,
2024 antlerless draw results.pdf,EA1245,Antlerless Elk - Yellowstone - Muzzleloader,45,,missing_in_master,
2024 antlerless draw results.pdf,EA1250,"Antlerless Elk - North Slope, West Daggett - Any Legal Weapon",32,,missing_in_master,
2024 antlerless draw results.pdf,EA1251,"Antlerless Elk - Southwest Desert, Burbank/garrison - Any Legal Weapon",24,,missing_in_master,
2024 antlerless draw results.pdf,EA1252,"Antlerless Elk - Southwest Desert, Burbank/garrison - Any Legal Weapon",10,,missing_in_master,
2024 antlerless draw results.pdf,EA1254,Antlerless Elk - Pine Valley - Any Legal Weapon,23,,missing_in_master,
2024 antlerless draw results.pdf,EA1256,Cwmu Antlerless Elk - Little Pole Canyon - Any Legal Weapon,10,,missing_in_master,
2024 antlerless draw results.pdf,EA1259,Cwmu Antlerless Elk - Diamond Mountain - Any Legal Weapon,2,,missing_in_master,
2024 antlerless draw results.pdf,EA1260,Cwmu Antlerless Elk - West Ridge - Any Legal Weapon,5,,missing_in_master,
2024 antlerless draw results.pdf,EA1261,Cwmu Antlerless Elk - Blackhawk - Any Legal Weapon,4,,missing_in_master,
2024 antlerless draw results.pdf,EA1264,"Antlerless Elk - Wasatch Mtns, Rabbit Gulch - Any Legal Weapon",78,,missing_in_master,
2024 antlerless draw results.pdf,EA1265,"Antlerless Elk - Wasatch Mtns, Tabby Mtn - Any Legal Weapon",79,,missing_in_master,
2024 antlerless draw results.pdf,EA1266,"Antlerless Elk - Box Elder, Hansel Mtn - Any Legal Weapon",20,,missing_in_master,
2024 antlerless draw results.pdf,EA1267,Antlerless Elk - Cache - Any Legal Weapon,125,,missing_in_master,
2024 antlerless draw results.pdf,EA1268,"Antlerless Elk - North Slope, Summit - Archery",87,,missing_in_master,
2024 antlerless draw results.pdf,EA1269,Antlerless Elk - Ogden (excludes Hyrum) - Any Legal Weapon,140,,missing_in_master,
2024 antlerless draw results.pdf,EA2033,Antlerless Elk - Kamas - Archery,44,,missing_in_master,
2024 antlerless draw results.pdf,EA2034,"Antlerless Elk - Nine Mile, Anthro - Archery",16,,missing_in_master,
2024 antlerless draw results.pdf,EA2036,"Antlerless Elk - Oquirrh-stansbury, East - Any Legal Weapon",53,,missing_in_master,
2024 antlerless draw results.pdf,EA2037,Antlerless Elk - Yellowstone - Archery,65,,missing_in_master,
2024 antlerless draw results.pdf,EA2038,Antlerless Elk - Wasatch Mtns - Archery,464,,missing_in_master,
2024 antlerless draw results.pdf,PD1000,"Doe Pronghorn - Box Elder, Snowville - Any Legal Weapon",71,,missing_in_master,
2024 antlerless draw results.pdf,PD1006,Doe Pronghorn - Parker Mtn - Any Legal Weapon,89,,missing_in_master,
2024 antlerless draw results.pdf,PD1012,"Doe Pronghorn - Box Elder, Promontory - Any Legal Weapon",15,,missing_in_master,
2024 antlerless draw results.pdf,PD1016,Cwmu Doe Pronghorn - Zane - Any Legal Weapon,5,,missing_in_master,
2024 antlerless draw results.pdf,PD1017,"Doe Pronghorn - Box Elder, West - Any Legal Weapon",52,,missing_in_master,
2024 antlerless draw results.pdf,PD1025,Cwmu Doe Pronghorn - Cottonwood Ridge - Any Legal Weapon,5,,missing_in_master,
2024 antlerless draw results.pdf,PD1026,Cwmu Doe Pronghorn - Pahvant Ensign - Any Legal Weapon,5,,missing_in_master,
2024 antlerless draw results.pdf,PD1031,Cwmu Two Doe Pronghorn - Westlake - Any Legal Weapon,5,,missing_in_master,
2024 antlerless draw results.pdf,PD1032,Cwmu Doe Pronghorn - Antelope Creek - Any Legal Weapon,5,,missing_in_master,
2024 antlerless draw results.pdf,PD1033,Doe Pronghorn - Poison Springs Bench - Any Legal Weapon,17,,missing_in_master,
2024 antlerless draw results.pdf,PD1034,"Doe Pronghorn - Fillmore, Oak Creek South - Any Legal Weapon",82,,missing_in_master,
2024 antlerless draw results.pdf,PD1035,"Doe Pronghorn - Fillmore, Oak Creek South - Any Legal Weapon",58,,missing_in_master,
2024 antlerless draw results.pdf,PD1043,"Doe Pronghorn - Nine Mile, Anthro-pleasant Valley - Any Legal Weapon",36,,missing_in_master,
2024 antlerless draw results.pdf,PD1044,Doe Pronghorn - Vernal-ouray Valley - Any Legal Weapon,43,,missing_in_master,
2024 antlerless draw results.pdf,PD1045,Cwmu Doe Pronghorn - The Rose Of Snowville - Any Legal Weapon,2,,missing_in_master,
2024 antlerless draw results.pdf,PD1046,Cwmu Doe Pronghorn - Green River Flat - Any Legal Weapon,5,,missing_in_master,
2024 antlerless draw results.pdf,MA1005,Antlerless Moose - Morgan-south Rich - Any Legal Weapon,149,,missing_in_master,
2024 antlerless draw results.pdf,MA1006,"Antlerless Moose - Wasatch Mtns, West - Any Legal Weapon",291,,missing_in_master,
2024 antlerless draw results.pdf,RE1000,"Rocky Mountain Bighorn Sheep Ewe - Box Elder, Newfoundland Mtns - Any Legal Weapon",249,,missing_in_master,
24_deer_odds.pdf,DB1500,Beaver - Archery Page 1,330,,missing_in_master,
24_deer_odds.pdf,DB1501,Box Elder - Archery Page 2,441,,missing_in_master,
24_deer_odds.pdf,DB1502,Cache - Archery Page 3,653,,missing_in_master,
24_deer_odds.pdf,DB1503,Manti/san Rafael - Archery Page 4,1271,,missing_in_master,
24_deer_odds.pdf,DB1504,Nebo - Archery Page 5,731,,missing_in_master,
24_deer_odds.pdf,DB1506,Fillmore - Archery Page 6,335,,missing_in_master,
24_deer_odds.pdf,DB1508,Kamas - Archery Page 7,210,,missing_in_master,
24_deer_odds.pdf,DB1509,"La Sal, La Sal Mtns - Archery Page 8",289,,missing_in_master,
24_deer_odds.pdf,DB1510,Monroe - Archery Page 9,139,,missing_in_master,
24_deer_odds.pdf,DB1511,Mt Dutton - Archery Page 10,63,,missing_in_master,
24_deer_odds.pdf,DB1512,Nine Mile - Archery Page 11,201,,missing_in_master,
24_deer_odds.pdf,DB1513,North Slope - Archery Page 12,394,,missing_in_master,
24_deer_odds.pdf,DB1514,Ogden - Archery Page 13,316,,missing_in_master,
24_deer_odds.pdf,DB1515,Oquirrh-stansbury - Archery Page 14,408,,missing_in_master,
24_deer_odds.pdf,DB1516,Panguitch Lake - Archery Page 15,433,,missing_in_master,
24_deer_odds.pdf,DB1517,Pine Valley - Archery Page 16,619,,missing_in_master,
24_deer_odds.pdf,DB1518,Boulder/kaiparowits - Archery Page 17,350,,missing_in_master,
24_deer_odds.pdf,DB1519,Fishlake - Archery Page 18,180,,missing_in_master,
24_deer_odds.pdf,DB1520,Thousand Lakes - Archery Page 19,42,,missing_in_master,
24_deer_odds.pdf,DB1521,"San Juan, Abajo Mtns - Archery Page 20",485,,missing_in_master,
24_deer_odds.pdf,DB1522,Vernal/bonanza - Archery Page 21,207,,missing_in_master,
24_deer_odds.pdf,DB1523,Yellowstone - Archery Page 22,163,,missing_in_master,
24_deer_odds.pdf,DB1524,Southwest Desert - Archery Page 23,98,,missing_in_master,
24_deer_odds.pdf,DB1525,"Wasatch Mtns, East - Archery Page 24",752,,missing_in_master,
24_deer_odds.pdf,DB1526,"Wasatch Mtns, West - Archery Page 25",991,,missing_in_master,
24_deer_odds.pdf,DB1527,"West Desert, Tintic - Archery Page 26",128,,missing_in_master,
24_deer_odds.pdf,DB1528,"West Desert, West - Archery Page 27",75,,missing_in_master,
24_deer_odds.pdf,DB1529,Zion - Archery Page 28,614,,missing_in_master,
24_deer_odds.pdf,DB1530,Beaver - Any Legal Weapon Page 29,949,,missing_in_master,
24_deer_odds.pdf,DB1531,Box Elder - Any Legal Weapon Page 30,2071,,missing_in_master,
24_deer_odds.pdf,DB1532,Cache - Any Legal Weapon Page 31,1538,,missing_in_master,
24_deer_odds.pdf,DB1533,Manti/san Rafael - Any Legal Weapon Page 32,3284,,missing_in_master,
24_deer_odds.pdf,DB1534,Nebo - Any Legal Weapon Page 33,1761,,missing_in_master,
24_deer_odds.pdf,DB1536,Fillmore - Any Legal Weapon Page 34,632,,missing_in_master,
24_deer_odds.pdf,DB1538,Kamas - Any Legal Weapon Page 35,330,,missing_in_master,
