hunt_code,boundary_id,hunt_code_mapping_status,boundary_id_mapping_status,candidate_hunt_code,candidate_boundary_id,hunt_name,raw_hunt_name,species,sex_type,weapon,reported_draw_year,model_target_year,source_file,source_sha256,pdf_page_number,source_report_page,resident_eligible_applicants,resident_bonus_permits,resident_regular_permits,resident_total_permits,nonresident_eligible_applicants,nonresident_bonus_permits,nonresident_regular_permits,nonresident_total_permits,total_public_draw_permits,source_classification
BI6528,889,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,BI6528,889,"Bison Archery (hunter’s Choice) - Book Cliffs, Little Creek/south","Bison Archery (hunter’s Choice) - Book Cliffs, Little Creek/south - Archery",Bison,Hunters Choice,Archery,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,44,8,125,3,2,5,0,0,0,0,5,BISON_OIL_BONUS_DRAW
BI6529,889,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,BI6529,889,"Bison (cow Only) - Book Cliffs, Little Creek/south","Bison (cow Only) - Book Cliffs, Little Creek/south - Any Legal Weapon",Bison,Hunters Choice,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,45,9,107,4,4,8,0,0,0,0,8,BISON_OIL_BONUS_DRAW
BI6531,889,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,BI6531,889,"Book Cliffs, Little Creek/south","Bison (hunter’s Choice) - Book Cliffs, Little Creek/south - Any Legal Weapon",Bison,Hunters Choice,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,46,10,370,4,3,7,0,0,0,0,7,BISON_OIL_BONUS_DRAW
BI6532,667,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,BI6532,667,"Bison Archery (hunter’s Choice) - Book Cliffs, Bitter Creek","Bison Archery (hunter’s Choice) - Book Cliffs, Bitter Creek - Archery",Bison,Hunters Choice,Archery,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,47,11,172,3,2,5,0,0,0,0,5,BISON_OIL_BONUS_DRAW
BI6534,667,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,BI6534,667,"Book Cliffs, Bitter Creek","Bison (hunter’s Choice) - Book Cliffs, Bitter Creek - Any Legal Weapon",Bison,Hunters Choice,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,48,12,907,3,2,5,0,0,0,0,5,BISON_OIL_BONUS_DRAW
BI6535,667,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,BI6535,667,"Book Cliffs, Bitter Creek","Bison (hunter’s Choice) - Book Cliffs, Bitter Creek - Any Legal Weapon",Bison,Hunters Choice,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,49,13,702,3,2,5,0,0,0,0,5,BISON_OIL_BONUS_DRAW
BI6536,667,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,BI6536,667,"Bison (cow Only) - Book Cliffs, Bitter Creek","Bison (cow Only) - Book Cliffs, Bitter Creek - Any Legal Weapon",Bison,Hunters Choice,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,50,14,131,1,1,2,0,0,0,0,2,BISON_OIL_BONUS_DRAW
BI6537,889,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,BI6537,889,"Book Cliffs, Little Creek/south","Bison (hunter’s Choice) - Book Cliffs, Little Creek/south - Any Legal Weapon",Bison,Hunters Choice,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,51,15,430,3,2,5,2323,3,2,5,10,BISON_OIL_BONUS_DRAW
DS6600,94,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DS6600,94,Henry Mtns,Desert Bighorn Sheep - Henry Mtns - Any Legal Weapon,Desert Bighorn Sheep,Male Only,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,52,218,392,2,1,3,0,0,0,0,3,DESERT BIGHORN SHEEP_OIL_BONUS_DRAW
DS6601,98,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DS6601,98,"Kaiparowits, East","Desert Bighorn Sheep - Kaiparowits, East - Any Legal Weapon",Desert Bighorn Sheep,Male Only,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,53,219,1130,5,4,9,4537,1,1,2,11,DESERT BIGHORN SHEEP_OIL_BONUS_DRAW
DS6603,100,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DS6603,100,"Kaiparowits, West","Desert Bighorn Sheep - Kaiparowits, West - Any Legal Weapon",Desert Bighorn Sheep,Male Only,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,54,220,647,2,2,4,2635,0,1,1,5,DESERT BIGHORN SHEEP_OIL_BONUS_DRAW
DS6604,688,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DS6604,688,"La Sal, Potash/south Cisco","Desert Bighorn Sheep - La Sal, Potash/south Cisco - Any Legal Weapon",Desert Bighorn Sheep,Male Only,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,55,221,424,3,3,6,0,0,0,0,6,DESERT BIGHORN SHEEP_OIL_BONUS_DRAW
DS6606,187,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DS6606,187,"San Juan, Lockhart","Desert Bighorn Sheep - San Juan, Lockhart - Any Legal Weapon",Desert Bighorn Sheep,Male Only,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,56,222,118,1,1,2,0,0,0,0,2,DESERT BIGHORN SHEEP_OIL_BONUS_DRAW
DS6607,190,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DS6607,190,"San Juan, South","Desert Bighorn Sheep - San Juan, South - Any Legal Weapon",Desert Bighorn Sheep,Male Only,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,57,223,177,1,1,2,0,0,0,0,2,DESERT BIGHORN SHEEP_OIL_BONUS_DRAW
DS6608,193,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DS6608,193,"San Rafael, Dirty Devil","Desert Bighorn Sheep - San Rafael, Dirty Devil - Any Legal Weapon",Desert Bighorn Sheep,Male Only,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,58,224,490,3,2,5,2091,1,1,2,7,DESERT BIGHORN SHEEP_OIL_BONUS_DRAW
DS6609,194,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DS6609,194,"San Rafael, North","Desert Bighorn Sheep - San Rafael, North - Any Legal Weapon",Desert Bighorn Sheep,Male Only,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,59,225,729,4,3,7,0,0,0,0,7,DESERT BIGHORN SHEEP_OIL_BONUS_DRAW
DS6610,195,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DS6610,195,"San Rafael, South","Desert Bighorn Sheep - San Rafael, South - Any Legal Weapon",Desert Bighorn Sheep,Male Only,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,0bbc66fe743968bdb896a905ebb6dcc32cc685522fc9b2f70cf5f76332926fbe,60,226,789,5,5,10,2003,1,1,2,12,DESERT BIGHORN SHEEP_OIL_BONUS_DRAW
