hunt_code,candidate_hunt_code,boundary_id,candidate_boundary_id,hunt_code_mapping_status,boundary_id_mapping_status,database_hunt_code_status,source_datasets,source_files,record_kinds,source_record_count,reported_draw_year,model_target_year,hunt_name,species,sex_type,hunt_type,weapon,hunt_class,season,resident_point_rows,nonresident_point_rows,resident_eligible_applicants_sum,nonresident_eligible_applicants_sum,resident_total_permits_sum,nonresident_total_permits_sum,total_public_permits_sum,total_drawn_sum,min_points,max_points,first_page,last_page,candidate_promotion_status
EL3068,EL3068,206,206,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Diamond Mtn,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Public,Sept 17 2025 - Sept 21 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3069,EL3069,206,206,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Diamond Mtn,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Private,Oct 04 2025 - Oct 16 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3072,EL3072,222,222,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Wasatch Mtns,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Public,Sept 17 2025 - Sept 21 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3073,EL3073,222,222,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Wasatch Mtns,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Private,Nov 08 2025 - Nov 16 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3077,EL3077,685,685,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Beaver East,Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Private,Sept 22 2025 - Oct 03 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3079,EL3079,12,12,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Book Cliffs Little Creek Roadless,Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Private,Sept 22 2025 - Oct 03 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3081,EL3081,33,33,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Cache Meadowville,Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Private,Sept 22 2025 - Oct 03 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3083,EL3083,41,41,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Cache South,Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Private,Sept 22 2025 - Oct 03 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3084,EL3084,51,51,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Manti,Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Public,Sept 22 2025 - Oct 03 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3086,EL3086,88,88,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Fillmore Pahvant,Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Private,Sept 22 2025 - Oct 03 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3087,EL3087,617,617,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,La Sal La Sal Mtns,Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Private,Sept 22 2025 - Oct 03 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3088,EL3088,629,629,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Monroe,Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Private,Sept 22 2025 - Oct 03 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3089,EL3089,630,630,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Mt Dutton,Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Private,Sept 22 2025 - Oct 03 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3091,EL3091,140,140,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,North Slope Three Corners,Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Private,Sept 22 2025 - Oct 03 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3093,EL3093,634,634,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Panguitch Lake,Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Private,Sept 22 2025 - Oct 03 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3096,EL3096,175,175,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Private,Sept 22 2025 - Oct 03 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3097,EL3097,183,183,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,San Juan Bull Elk,Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Private,Sept 22 2025 - Oct 03 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3098,EL3098,206,206,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Diamond Mtn,Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Private,Sept 22 2025 - Oct 03 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3100,EL3100,222,222,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Wasatch Mtns,Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Public,Sept 22 2025 - Oct 03 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3126,EL3126,51,51,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Manti,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Public,Oct 04 2025 - Oct 16 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3127,EL3127,222,222,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Wasatch Mtns,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Public,Oct 04 2025 - Oct 16 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3130,EL3130,682,682,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Box Elder Pilot Mtn,Elk,Bull,Limited Entry - Private Land Only,Archery,Private,Aug 16 2025 - Sept 07 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3132,EL3132,36,36,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Cache North,Elk,Bull,Limited Entry - Private Land Only,Archery,Private,Sept 01 2025 - Sept 30 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3135,EL3135,869,869,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Barney Top/Kaiparowits,Elk,Bull,Limited Entry - Private Land Only,Archery,Private,Sept 01 2025 - Sept 30 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3136,EL3136,871,871,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Southwest Desert North,Elk,Bull,Limited Entry - Private Land Only,Archery,Private,Sept 01 2025 - Sept 30 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3137,EL3137,241,241,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,West Desert Deep Creek,Elk,Bull,Limited Entry - Private Land Only,Archery,Private,Sept 01 2025 - Sept 30 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3139,EL3139,36,36,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Cache North,Elk,Bull,Limited Entry - Private Land Only,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Private,Nov 08 2025 - Nov 30 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3142,EL3142,869,869,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Barney Top/Kaiparowits,Elk,Bull,Limited Entry - Private Land Only,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Private,Nov 08 2025 - Nov 30 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3143,EL3143,871,871,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Southwest Desert North,Elk,Bull,Limited Entry - Private Land Only,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Private,Nov 08 2025 - Nov 30 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3144,EL3144,241,241,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,West Desert Deep Creek,Elk,Bull,Limited Entry - Private Land Only,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Public,Nov 08 2025 - Nov 30 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3145,EL3145,172,172,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Boulder,Elk,Bull,Limited Entry - Private Land Only,Archery,Private,Aug 16 2025 - Sept 16 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3146,EL3146,872,872,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Southwest Desert South,Elk,Bull,Limited Entry - Private Land Only,Archery,Private,Aug 16 2025 - Sept 16 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3147,EL3147,867,867,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Box Elder Grouse Creek,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Private,Sept 17 2025 - Sept 21 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3148,EL3148,172,172,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Boulder,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Private,Sept 17 2025 - Sept 21 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3149,EL3149,872,872,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Southwest Desert South,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Public,Sept 17 2025 - Sept 21 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3150,EL3150,867,867,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Box Elder Grouse Creek,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Private,Oct 04 2025 - Oct 16 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3151,EL3151,172,172,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Boulder,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Private,Nov 08 2025 - Nov 16 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3152,EL3152,872,872,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Southwest Desert South,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Public,Nov 08 2025 - Nov 16 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3153,EL3153,867,867,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Box Elder Grouse Creek,Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Private,Sept 22 2025 - Oct 03 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3154,EL3154,172,172,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Boulder,Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Private,Sept 22 2025 - Oct 03 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3155,EL3155,872,872,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Southwest Desert South,Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Private,Sept 22 2025 - Oct 03 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3158,EL3158,685,685,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Beaver East,Elk,Bull,Limited Entry - Private Land Only,Archery,Private,Nov 29 2025 - Dec 14 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3159,EL3159,685,685,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Beaver East,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Private,Oct 04 2025 - Oct 16 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3160,EL3160,899,899,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry - Private Land Only,Archery,Private,Aug 16 2025 - Sept 16 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3161,EL3161,899,899,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry - Private Land Only,Archery,Private,Nov 29 2025 - Dec 14 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3162,EL3162,899,899,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Private,Sept 17 2025 - Sept 21 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3163,EL3163,899,899,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Private,Nov 08 2025 - Nov 16 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3164,EL3164,899,899,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Private,Oct 04 2025 - Oct 16 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3166,EL3166,899,899,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Private,Sept 22 2025 - Oct 03 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3167,EL3167,12,12,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Book Cliffs Little Creek Roadless,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Private,Oct 04 2025 - Oct 16 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3168,EL3168,33,33,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Cache Meadowville,Elk,Bull,Limited Entry - Private Land Only,Archery,Private,Nov 29 2025 - Dec 14 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3169,EL3169,33,33,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Cache Meadowville,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Private,Oct 04 2025 - Oct 16 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3170,EL3170,41,41,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Cache South,Elk,Bull,Limited Entry - Private Land Only,Archery,Private,Nov 29 2025 - Dec 14 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3171,EL3171,41,41,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Cache South,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Public,Oct 04 2025 - Oct 16 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3172,EL3172,51,51,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Manti,Elk,Bull,Limited Entry - Private Land Only,Archery,Private,Nov 29 2025 - Dec 14 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3173,EL3173,901,901,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry - Private Land Only,Archery,Private,Aug 16 2025 - Sept 16 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3174,EL3174,901,901,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry - Private Land Only,Archery,Private,Nov 29 2025 - Dec 14 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EL3175,EL3175,901,901,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Public,Sept 17 2025 - Sept 21 2025 - Private Land Only,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
