snapshot_utc,hunt_code,boundary_id,mapping_status,species,sex_type,hunt_type,hunt_unit,weapon,season_segment,database_weapon_candidate,database_hunt_name,database_weapon,database_season,permits_2026_total,source_file,source_sheet,source_row,source_text
2026-05-26T21:45:57+00:00,EB3011|EL3011|EL3186,630|630|630,AMBIGUOUS_DATABASE_MATCH,Elk,Bull,Limited Entry,Mt Dutton,Archery,,Archery,Mt Dutton|Mt Dutton|Mt Dutton,Archery|Archery|Archery,Aug 15 2026 - Sept 15 2026|Aug 16 2025 - Sept 16 2025 - Private Land Only|Nov 29 2025 - Dec 14 2025 - Private Land Only,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,192,Bull Elk - Limited Entry - Archery - Mt Dutton - Permits: 1
2026-05-26T21:45:57+00:00,EB3056,634,MATCH_HIGH,Elk,Bull,Limited Entry,Panguitch Lake,Any Legal Weapon,Early,Early Any Legal Weapon,Panguitch Lake,Early Any Legal Weapon,Sept 16 2026 - Sept 20 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,195,Bull Elk - Limited Entry - Any Legal Weapon (early) - Panguitch Lake - Permits: 1
2026-05-26T21:45:57+00:00,EB3189,634,MATCH_HIGH,Elk,Bull,Limited Entry,Panguitch Lake,Any Legal Weapon,Mid,Mid Any Legal Weapon,Panguitch Lake,Mid Any Legal Weapon,Oct 03 2026 - Oct 15 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,198,Bull Elk - Limited Entry - Any Legal Weapon (mid) - Panguitch Lake - Permits: 1
2026-05-26T21:45:57+00:00,EB3015|EL3015|EL3188,634|634|634,AMBIGUOUS_DATABASE_MATCH,Elk,Bull,Limited Entry,Panguitch Lake,Archery,,Archery,Panguitch Lake|Panguitch Lake|Panguitch Lake,Archery|Archery|Archery,Aug 15 2026 - Sept 15 2026|Aug 16 2025 - Sept 16 2025 - Private Land Only|Nov 29 2025 - Dec 14 2025 - Private Land Only,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,201,Bull Elk - Limited Entry - Archery - Panguitch Lake - Permits: 1
2026-05-26T21:45:57+00:00,EB3148,172,MATCH_HIGH,Elk,Bull,Limited Entry,Boulder,Any Legal Weapon,Early,Early Any Legal Weapon,Boulder,Early Any Legal Weapon,Sept 16 2026 - Sept 20 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,204,Bull Elk - Limited Entry - Any Legal Weapon (early) - Boulder - Permits: 1
2026-05-26T21:45:57+00:00,EB3191,172,MATCH_HIGH,Elk,Bull,Limited Entry,Boulder,Any Legal Weapon,Mid,Mid Any Legal Weapon,Boulder,Mid Any Legal Weapon,Oct 03 2026 - Oct 15 2026,2,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,207,Bull Elk - Limited Entry - Any Legal Weapon (mid) - Boulder - Permits: 2
2026-05-26T21:45:57+00:00,EB3145|EL3145|EL3190,172|172|172,AMBIGUOUS_DATABASE_MATCH,Elk,Bull,Limited Entry,Boulder,Archery,,Archery,Boulder|Boulder|Boulder,Archery|Archery|Archery,Aug 15 2026 - Sept 15 2026|Aug 16 2025 - Sept 16 2025 - Private Land Only|Nov 29 2025 - Dec 14 2025 - Private Land Only,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,211,Bull Elk - Limited Entry - Archery - Boulder - Permits: 1
2026-05-26T21:45:57+00:00,EB3063,175,MATCH_HIGH,Elk,Bull,Limited Entry,Fishlake/Thousand Lakes,Any Legal Weapon,Early,Early Any Legal Weapon,Fishlake/Thousand Lakes,Early Any Legal Weapon,Sept 16 2026 - Sept 20 2026,2,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,214,Bull Elk - Limited Entry - Any Legal Weapon (early) - Fishlake/Thousand Lakes - Permits: 2
2026-05-26T21:45:57+00:00,EB3064,175,MATCH_HIGH,Elk,Bull,Limited Entry,Fishlake/Thousand Lakes,Any Legal Weapon,Mid,Mid Any Legal Weapon,Fishlake/Thousand Lakes,Mid Any Legal Weapon,Oct 03 2026 - Oct 15 2026,5,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,218,Bull Elk - Limited Entry - Any Legal Weapon (mid) - Fishlake/Thousand Lakes - Permits: 5
2026-05-26T21:45:57+00:00,EB3065,175,MATCH_HIGH,Elk,Bull,Limited Entry,Fishlake/Thousand Lakes,Any Legal Weapon,Late,Late Any Legal Weapon,Fishlake/Thousand Lakes,Late Any Legal Weapon,Nov 07 2026 - Nov 15 2026,2,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,225,Bull Elk - Limited Entry - Any Legal Weapon (late) - Fishlake/Thousand Lakes - Permits: 2
2026-05-26T21:45:57+00:00,EB3018|EL3018|EL3192,175|175|175,AMBIGUOUS_DATABASE_MATCH,Elk,Bull,Limited Entry,Fishlake/Thousand Lakes,Archery,,Archery,Fishlake/Thousand Lakes|Fishlake/Thousand Lakes|Fishlake/Thousand Lakes,Archery|Archery|Archery,Aug 15 2026 - Sept 15 2026|Aug 16 2025 - Sept 16 2025 - Private Land Only|Nov 29 2025 - Dec 14 2025 - Private Land Only,3,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,229,Bull Elk - Limited Entry - Archery - Fishlake/Thousand Lakes - Permits: 3
2026-05-26T21:45:57+00:00,EB3096|EL3096,175|175,AMBIGUOUS_DATABASE_MATCH,Elk,Bull,Limited Entry,Fishlake/Thousand Lakes,Muzzleloader,,Muzzleloader,Fishlake/Thousand Lakes|Fishlake/Thousand Lakes,Muzzleloader|Muzzleloader,Sept 21 2026 - Oct 02 2026|Sept 22 2025 - Oct 03 2025 - Private Land Only,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,234,Bull Elk - Limited Entry - Muzzleloader - Fishlake/Thousand Lakes - Permits: 1
2026-05-26T21:45:57+00:00,EB3066,183,MATCH_HIGH,Elk,Bull,Limited Entry,San Juan Bull Elk,Any Legal Weapon,Early,Early Any Legal Weapon,San Juan Bull Elk,Early Any Legal Weapon,Sept 16 2026 - Sept 20 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,237,Bull Elk - Limited Entry - Any Legal Weapon (early) - San Juan Bull Elk - Permits: 1
2026-05-26T21:45:57+00:00,EB3194,183,MATCH_HIGH,Elk,Bull,Limited Entry,San Juan Bull Elk,Any Legal Weapon,Mid,Mid Any Legal Weapon,San Juan Bull Elk,Mid Any Legal Weapon,Oct 03 2026 - Oct 15 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,240,Bull Elk - Limited Entry - Any Legal Weapon (mid) - San Juan Bull Elk - Permits: 1
2026-05-26T21:45:57+00:00,EB3019|EL3019|EL3193,183|183|183,AMBIGUOUS_DATABASE_MATCH,Elk,Bull,Limited Entry,San Juan Bull Elk,Archery,,Archery,San Juan Bull Elk|San Juan Bull Elk|San Juan Bull Elk,Archery|Archery|Archery,Aug 15 2026 - Sept 15 2026|Aug 16 2025 - Sept 16 2025 - Private Land Only|Nov 29 2025 - Dec 14 2025 - Private Land Only,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,243,Bull Elk - Limited Entry - Archery - San Juan Bull Elk - Permits: 1
2026-05-26T21:45:57+00:00,EB3149,872,MATCH_HIGH,Elk,Bull,Limited Entry,"Southwest Desert, South",Any Legal Weapon,Early,Early Any Legal Weapon,"Southwest Desert, South",Early Any Legal Weapon,Sept 16 2026 - Sept 20 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,246,"Bull Elk - Limited Entry - Any Legal Weapon (early) - Southwest Desert, South - Permits: 1"
2026-05-26T21:45:57+00:00,EB3198,872,MATCH_HIGH,Elk,Bull,Limited Entry,"Southwest Desert, South",Any Legal Weapon,Mid,Mid Any Legal Weapon,"Southwest Desert, South",Mid Any Legal Weapon,Oct 03 2026 - Oct 15 2026,2,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,249,"Bull Elk - Limited Entry - Any Legal Weapon (mid) - Southwest Desert, South - Permits: 2"
2026-05-26T21:45:57+00:00,EB3152,872,MATCH_HIGH,Elk,Bull,Limited Entry,"Southwest Desert, South",Any Legal Weapon,Late,Late Any Legal Weapon,"Southwest Desert, South",Late Any Legal Weapon,Nov 07 2026 - Nov 15 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,253,"Bull Elk - Limited Entry - Any Legal Weapon (late) - Southwest Desert, South - Permits: 1"
2026-05-26T21:45:57+00:00,EB3146|EL3146|EL3197,872|872|872,AMBIGUOUS_DATABASE_MATCH,Elk,Bull,Limited Entry,"Southwest Desert, South",Archery,,Archery,"Southwest Desert, South|Southwest Desert South|Southwest Desert South",Archery|Archery|Archery,Aug 15 2026 - Sept 15 2026|Aug 16 2025 - Sept 16 2025 - Private Land Only|Nov 29 2025 - Dec 14 2025 - Private Land Only,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,256,"Bull Elk - Limited Entry - Archery - Southwest Desert, South - Permits: 1"
2026-05-26T21:45:57+00:00,EB3072,222,MATCH_HIGH,Elk,Bull,Limited Entry,Wasatch Mtns,Any Legal Weapon,Early,Early Any Legal Weapon,Wasatch Mtns,Early Any Legal Weapon,Sept 16 2026 - Sept 20 2026,3,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,259,Bull Elk - Limited Entry - Any Legal Weapon (early) - Wasatch Mtns - Permits: 3
2026-05-26T21:45:57+00:00,EB3127,222,MATCH_HIGH,Elk,Bull,Limited Entry,Wasatch Mtns,Any Legal Weapon,Mid,Mid Any Legal Weapon,Wasatch Mtns,Mid Any Legal Weapon,Oct 03 2026 - Oct 15 2026,4,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,264,Bull Elk - Limited Entry - Any Legal Weapon (mid) - Wasatch Mtns - Permits: 4
2026-05-26T21:45:57+00:00,EB3073,222,MATCH_HIGH,Elk,Bull,Limited Entry,Wasatch Mtns,Any Legal Weapon,Late,Late Any Legal Weapon,Wasatch Mtns,Late Any Legal Weapon,Nov 07 2026 - Nov 15 2026,3,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,270,Bull Elk - Limited Entry - Any Legal Weapon (late) - Wasatch Mtns - Permits: 3
2026-05-26T21:45:57+00:00,EB3022|EL3022|EL3199,222|222|222,AMBIGUOUS_DATABASE_MATCH,Elk,Bull,Limited Entry,Wasatch Mtns,Archery,,Archery,Wasatch Mtns|Wasatch Mtns|Wasatch Mtns,Archery|Archery|Archery,Aug 15 2026 - Sept 15 2026|Aug 16 2025 - Sept 16 2025 - Private Land Only|Nov 29 2025 - Dec 14 2025 - Private Land Only,5,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,275,Bull Elk - Limited Entry - Archery - Wasatch Mtns - Permits: 5
2026-05-26T21:45:57+00:00,EB3199,222,MATCH_HIGH,Elk,Bull,Limited Entry,Wasatch Mtns,Archery,Late,Late Archery,Wasatch Mtns,Late Archery,Nov 28 2026 - Dec 13 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,282,Bull Elk - Limited Entry - Archery (late) - Wasatch Mtns - Permits: 1
2026-05-26T21:45:57+00:00,EB3100|EL3100,222|222,AMBIGUOUS_DATABASE_MATCH,Elk,Bull,Limited Entry,Wasatch Mtns,Muzzleloader,,Muzzleloader,Wasatch Mtns|Wasatch Mtns,Muzzleloader|Muzzleloader,Sept 21 2026 - Oct 02 2026|Sept 22 2025 - Oct 03 2025 - Private Land Only,4,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,285,Bull Elk - Limited Entry - Muzzleloader - Wasatch Mtns - Permits: 4
2026-05-26T21:45:57+00:00,EB3124,222,MATCH_HIGH,Elk,Bull,Limited Entry,Wasatch Mtns,Multiseason,,Multiseason,Wasatch Mtns,Multiseason,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,291,Bull Elk - Limited Entry - Multi-Season - Wasatch Mtns - Permits: 1
2026-05-26T21:45:57+00:00,,,NO_DATABASE_MATCH,Elk,Antlerless,General Season,Manti,Any Open Season and Unit Within Boundary,,Any Open Season and Unit Within Boundary,,,,3,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,294,Antlerless Elk - General Season - Any Open Season and Unit Within Boundary - Manti - Permits: 3
2026-05-26T21:45:57+00:00,,,NO_DATABASE_MATCH,Elk,Antlerless,General Season,La Sal,Any Open Season and Unit Within Boundary,,Any Open Season and Unit Within Boundary,,,,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,299,Antlerless Elk - General Season - Any Open Season and Unit Within Boundary - La Sal - Permits: 1
2026-05-26T21:45:57+00:00,,,NO_DATABASE_MATCH,Elk,Antlerless,General Season,Fishlake/Thousand Lakes,Any Open Season and Unit Within Boundary,,Any Open Season and Unit Within Boundary,,,,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,302,Antlerless Elk - General Season - Any Open Season and Unit Within Boundary - Fishlake/Thousand Lakes - Permits: 1
2026-05-26T21:45:57+00:00,LP5025|PB5025,628|628,AMBIGUOUS_DATABASE_MATCH,Pronghorn,Buck,Limited Entry,Beaver,Any Legal Weapon,,Any Legal Weapon,Beaver - Private Land Only|Beaver,Any Legal Weapon|Any Legal Weapon,Sept 13 2025 - Sept 21 2025 - Private Land Only|Sept 12 2026 - Sept 20 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,305,Buck Pronghorn - Limited Entry - Any Legal Weapon - Beaver - Permits: 1
2026-05-26T21:45:57+00:00,PB5026,667,MATCH_HIGH,Pronghorn,Buck,Limited Entry,"Book Cliffs, Bitter Creek",Any Legal Weapon,,Any Legal Weapon,"Book Cliffs, Bitter Creek",Any Legal Weapon,Sept 12 2026 - Sept 20 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,308,"Buck Pronghorn - Limited Entry - Any Legal Weapon - Book Cliffs, Bitter Creek - Permits: 1"
2026-05-26T21:45:57+00:00,PB5047,461,MATCH_HIGH,Pronghorn,Buck,Limited Entry,Diamond Mtn/Bonanza,Any Legal Weapon,,Any Legal Weapon,Diamond Mtn/Bonanza,Any Legal Weapon,Sept 12 2026 - Sept 20 2026,3,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,311,Buck Pronghorn - Limited Entry - Any Legal Weapon - Diamond Mtn/Bonanza - Permits: 3
2026-05-26T21:45:57+00:00,LP5033|PB5033,81|81,AMBIGUOUS_DATABASE_MATCH,Pronghorn,Buck,Limited Entry,"Fillmore, Oak Creek South",Any Legal Weapon,,Any Legal Weapon,"Fillmore, Oak Creek South - Private Land Only|Fillmore, Oak Creek South",Any Legal Weapon|Any Legal Weapon,Sept 13 2025 - Sept 21 2025 - Private Land Only|Sept 12 2026 - Sept 20 2026,2,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,316,"Buck Pronghorn - Limited Entry - Any Legal Weapon - Fillmore, Oak Creek South - Permits: 2"
2026-05-26T21:45:57+00:00,PB5008,81,MATCH_HIGH,Pronghorn,Buck,Limited Entry,"Fillmore, Oak Creek South",Archery,,Archery,"Fillmore, Oak Creek South",Archery,Aug 15 2026 - Sept 11 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,320,"Buck Pronghorn - Limited Entry - Archery - Fillmore, Oak Creek South - Permits: 1"
2026-05-26T21:45:57+00:00,PB5331,453,MATCH_HIGH,Pronghorn,Buck,Limited Entry,Mt Dutton/Paunsaugunt,Any Legal Weapon,,Any Legal Weapon,Mt Dutton/Paunsaugunt,Any Legal Weapon,Sept 12 2026 - Sept 20 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,323,Buck Pronghorn - Limited Entry - Any Legal Weapon - Mt Dutton/Paunsaugunt - Permits: 1
2026-05-26T21:45:57+00:00,PB5037,129,MATCH_HIGH,Pronghorn,Buck,Limited Entry,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,,Any Legal Weapon,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,Sept 12 2026 - Sept 20 2026,3,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,326,"Buck Pronghorn - Limited Entry - Any Legal Weapon - Nine Mile, Anthro-Myton Bench - Permits: 3"
2026-05-26T21:45:57+00:00,PB5011,129,MATCH_HIGH,Pronghorn,Buck,Limited Entry,"Nine Mile, Anthro-Myton Bench",Archery,,Archery,"Nine Mile, Anthro-Myton Bench",Archery,Aug 15 2026 - Sept 11 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,331,"Buck Pronghorn - Limited Entry - Archery - Nine Mile, Anthro-Myton Bench - Permits: 1"
2026-05-26T21:45:57+00:00,PB5059,129,MATCH_HIGH,Pronghorn,Buck,Limited Entry,"Nine Mile, Anthro-Myton Bench",Muzzleloader,,Muzzleloader,"Nine Mile, Anthro-Myton Bench",Muzzleloader,Sept 23 2026 - Oct 01 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,334,"Buck Pronghorn - Limited Entry - Muzzleloader - Nine Mile, Anthro-Myton Bench - Permits: 1"
2026-05-26T21:45:57+00:00,PB5076,703,MATCH_HIGH,Pronghorn,Buck,Limited Entry,Parker Mtn,Any Legal Weapon,,Any Legal Weapon,Parker Mtn,Any Legal Weapon,Sept 12 2026 - Sept 20 2026,2,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,337,Buck Pronghorn - Limited Entry - Any Legal Weapon - Parker Mtn - Permits: 2
2026-05-26T21:45:57+00:00,PB5077,703,MATCH_HIGH,Pronghorn,Buck,Limited Entry,Parker Mtn,Archery,,Archery,Parker Mtn,Archery,Aug 15 2026 - Sept 11 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,341,Buck Pronghorn - Limited Entry - Archery - Parker Mtn - Permits: 1
2026-05-26T21:45:57+00:00,PB5042,636,MATCH_HIGH,Pronghorn,Buck,Limited Entry,Pine Valley,Any Legal Weapon,,Any Legal Weapon,Pine Valley,Any Legal Weapon,Sept 12 2026 - Sept 20 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,344,Buck Pronghorn - Limited Entry - Any Legal Weapon - Pine Valley - Permits: 1
2026-05-26T21:45:57+00:00,LP5046|PB5046,194|194,AMBIGUOUS_DATABASE_MATCH,Pronghorn,Buck,Limited Entry,"San Rafael, North",Any Legal Weapon,,Any Legal Weapon,"San Rafael, North - Private Land Only|San Rafael, North",Any Legal Weapon|Any Legal Weapon,Sept 13 2025 - Sept 21 2025 - Private Land Only|Sept 12 2026 - Sept 20 2026,4,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,347,"Buck Pronghorn - Limited Entry - Any Legal Weapon - San Rafael, North - Permits: 4"
2026-05-26T21:45:57+00:00,PB5015,194,MATCH_HIGH,Pronghorn,Buck,Limited Entry,"San Rafael, North",Archery,,Archery,"San Rafael, North",Archery,Aug 15 2026 - Sept 11 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,353,"Buck Pronghorn - Limited Entry - Archery - San Rafael, North - Permits: 1"
2026-05-26T21:45:57+00:00,PB5056,194,MATCH_HIGH,Pronghorn,Buck,Limited Entry,"San Rafael, North",Muzzleloader,,Muzzleloader,"San Rafael, North",Muzzleloader,Sept 23 2026 - Oct 01 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,356,"Buck Pronghorn - Limited Entry - Muzzleloader - San Rafael, North - Permits: 1"
2026-05-26T21:45:57+00:00,LP5049|PB5049,625|625,AMBIGUOUS_DATABASE_MATCH,Pronghorn,Buck,Limited Entry,Southwest Desert,Any Legal Weapon,,Any Legal Weapon,Southwest Desert - Private Land Only|Southwest Desert,Any Legal Weapon|Any Legal Weapon,Sept 13 2025 - Sept 21 2025 - Private Land Only|Sept 12 2026 - Sept 20 2026,3,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,359,Buck Pronghorn - Limited Entry - Any Legal Weapon - Southwest Desert - Permits: 3
2026-05-26T21:45:57+00:00,PB5018,625,MATCH_HIGH,Pronghorn,Buck,Limited Entry,Southwest Desert,Archery,,Archery,Southwest Desert,Archery,Aug 15 2026 - Sept 11 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,364,Buck Pronghorn - Limited Entry - Archery - Southwest Desert - Permits: 1
2026-05-26T21:45:57+00:00,PB5024,625,MATCH_HIGH,Pronghorn,Buck,Limited Entry,Southwest Desert,Muzzleloader,,Muzzleloader,Southwest Desert,Muzzleloader,Sept 23 2026 - Oct 01 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,367,Buck Pronghorn - Limited Entry - Muzzleloader - Southwest Desert - Permits: 1
2026-05-26T21:45:57+00:00,PB5050,244,MATCH_HIGH,Pronghorn,Buck,Limited Entry,"West Desert, Riverbed",Any Legal Weapon,,Any Legal Weapon,"West Desert, Riverbed",Any Legal Weapon,Sept 12 2026 - Sept 20 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,370,"Buck Pronghorn - Limited Entry - Any Legal Weapon - West Desert, Riverbed - Permits: 1"
2026-05-26T21:45:57+00:00,,,NO_DATABASE_MATCH,Moose,Bull,Once-in-a-lifetime,,Wasatch Mtns/Central Mtns,,Wasatch Mtns/Central Mtns,,,,2,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,373,Bull Moose - Once-in-a-lifetime - - Wasatch Mtns/Central Mtns - Permits: 2
2026-05-26T21:45:57+00:00,,,NO_DATABASE_MATCH,Bison,Hunters Choice,Once-in-a-lifetime,Hunters Choice,"Book Cliffs, Little Creek/South",,"Book Cliffs, Little Creek/South",,,,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,377,"Bison - Once-in-a-lifetime - - Book Cliffs, Little Creek/South - Hunters Choice - Permits: 1"
2026-05-26T21:45:57+00:00,,,NO_DATABASE_MATCH,Bison,Hunters Choice,Once-in-a-lifetime,Hunters Choice (early),Henry Mtns,,Henry Mtns,,,,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,380,Bison - Once-in-a-lifetime - - Henry Mtns - Hunters Choice (early) - Permits: 1
2026-05-26T21:45:57+00:00,,,NO_DATABASE_MATCH,Bison,Hunters Choice,Once-in-a-lifetime,Cow Only,"Book Cliffs, Bitter Creek",,"Book Cliffs, Bitter Creek",,,,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,383,"Bison - Once-in-a-lifetime - - Book Cliffs, Bitter Creek - Cow Only - Permits: 1"
2026-05-26T21:45:57+00:00,,,NO_DATABASE_MATCH,Bison,Hunters Choice,Once-in-a-lifetime,Cow Only (early),Henry Mtns,,Henry Mtns,,,,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,386,Bison - Once-in-a-lifetime - - Henry Mtns - Cow Only (early) - Permits: 1
2026-05-26T21:45:57+00:00,,,NO_DATABASE_MATCH,Black Bear,Either Sex,Limited Entry,"Wasatch Mtns, West-Central","Summer, Any Legal Weapon, No Dogs",,"Summer, Any Legal Weapon, No Dogs",,,,2,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,389,"Black Bear - Limited Entry - Summer, Any Legal Weapon, No Dogs - Wasatch Mtns, West-Central - Permits: 2"
2026-05-26T21:45:57+00:00,,,NO_DATABASE_MATCH,Black Bear,Either Sex,Limited Entry,La Sal,"Spring, Any Legal Weapon, No Bait",,"Spring, Any Legal Weapon, No Bait",,,,2,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,393,"Black Bear - Limited Entry - Spring, Any Legal Weapon, No Bait - La Sal - Permits: 2"
2026-05-26T21:45:57+00:00,,,NO_DATABASE_MATCH,Black Bear,Either Sex,Limited Entry,Nine Mile,"Fall, Any Legal Weapon",,"Fall, Any Legal Weapon",,,,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,397,"Black Bear - Limited Entry - Fall, Any Legal Weapon - Nine Mile - Permits: 1"
2026-05-26T21:45:57+00:00,,,NO_DATABASE_MATCH,Black Bear,Either Sex,Limited Entry,Boulder/Kaiparowits,"Fall, Any Legal Weapon",,"Fall, Any Legal Weapon",,,,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,400,"Black Bear - Limited Entry - Fall, Any Legal Weapon - Boulder/Kaiparowits - Permits: 1"
2026-05-26T21:45:57+00:00,,,NO_DATABASE_MATCH,Black Bear,Either Sex,Limited Entry,"Book Cliffs, Bitter Creek/South","Spring, Any Legal Weapon, No Bait",,"Spring, Any Legal Weapon, No Bait",,,,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,403,"Black Bear - Limited Entry - Spring, Any Legal Weapon, No Bait - Book Cliffs, Bitter Creek/South - Permits: 1"
2026-05-26T21:45:57+00:00,,,NO_DATABASE_MATCH,Black Bear,Either Sex,Limited Entry,Diamond Mtn/Vernal/Bonanza,"Spring, Any Legal Weapon, No Bait",,"Spring, Any Legal Weapon, No Bait",,,,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,406,"Black Bear - Limited Entry - Spring, Any Legal Weapon, No Bait - Diamond Mtn/Vernal/Bonanza - Permits: 1"
2026-05-26T21:45:57+00:00,,,NO_DATABASE_MATCH,Black Bear,Either Sex,Limited Entry,Manti North,"Spring, Any Legal Weapon, No Bait",,"Spring, Any Legal Weapon, No Bait",,,,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,409,"Black Bear - Limited Entry - Spring, Any Legal Weapon, No Bait - Manti North - Permits: 1"
2026-05-26T21:45:57+00:00,,,NO_DATABASE_MATCH,Black Bear,Either Sex,Limited Entry,Nebo,"Spring, Any Legal Weapon, No Bait",,"Spring, Any Legal Weapon, No Bait",,,,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,412,"Black Bear - Limited Entry - Spring, Any Legal Weapon, No Bait - Nebo - Permits: 1"
