hunt_code,candidate_hunt_code,boundary_id,candidate_boundary_id,hunt_code_mapping_status,boundary_id_mapping_status,database_hunt_code_status,source_datasets,source_files,record_kinds,source_record_count,reported_draw_year,model_target_year,hunt_name,species,sex_type,hunt_type,weapon,hunt_class,season,resident_point_rows,nonresident_point_rows,resident_eligible_applicants_sum,nonresident_eligible_applicants_sum,resident_total_permits_sum,nonresident_total_permits_sum,total_public_permits_sum,total_drawn_sum,min_points,max_points,first_page,last_page,candidate_promotion_status
BR7308,BR7308,289,289,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,51,2023,2024,North Slope Three Corners/West Daggett,Black Bear,Either Sex,Limited Entry - Multiseason,Multiseason,Public,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",28,22,50,0,3,0,3,1,0,21,84,86,CANDIDATE_REVIEW_ONLY
BR7309,BR7309,462,462,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,61,2023,2024,Panguitch Lake/Zion,Black Bear,Either Sex,Limited Entry - Multiseason,Multiseason,Public,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",38,22,118,0,9,0,9,4,0,21,85,87,CANDIDATE_REVIEW_ONLY
BR7310,BR7310,455,455,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,64,2023,2024,Boulder/Kaiparowits,Black Bear,Either Sex,Limited Entry - Multiseason,Multiseason,Public,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",37,26,188,8,20,3,23,10,0,21,86,88,CANDIDATE_REVIEW_ONLY
BR7311,BR7311,175,175,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,63,2023,2024,Fishlake/Thousand Lakes,Black Bear,Either Sex,Limited Entry - Multiseason,Multiseason,Public,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",40,22,127,0,5,0,5,2,0,21,87,89,CANDIDATE_REVIEW_ONLY
BR7312,BR7312,710,710,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,74,2023,2024,San Juan,Black Bear,Either Sex,Limited Entry - Multiseason,Multiseason,Public,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",41,32,515,55,22,3,25,10,0,21,88,90,CANDIDATE_REVIEW_ONLY
BR7313,BR7313,444,444,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,59,2023,2024,Diamond Mtn/Vernal/Bonanza,Black Bear,Either Sex,Limited Entry - Multiseason,Multiseason,Public,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",36,22,191,0,16,0,16,7,0,21,89,91,CANDIDATE_REVIEW_ONLY
BR7314,BR7314,613,613,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,57,2023,2024,Yellowstone,Black Bear,Either Sex,Limited Entry - Multiseason,Multiseason,Public,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",34,22,71,0,5,0,5,2,0,21,90,92,CANDIDATE_REVIEW_ONLY
BR7315,BR7315,463,463,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,62,2023,2024,Wasatch Mtns Avintaquin/Currant Creek,Black Bear,Either Sex,Limited Entry - Multiseason,Multiseason,Public,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",39,22,232,0,12,0,12,5,0,21,91,93,CANDIDATE_REVIEW_ONLY
BR7316,BR7316,448,448,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,68,2023,2024,Wasatch Mtns West-Central,Black Bear,Either Sex,Limited Entry - Multiseason,Multiseason,Public,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",42,25,563,13,29,3,32,14,0,21,92,94,CANDIDATE_REVIEW_ONLY
BR7317,BR7317,615,615,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,58,2023,2024,Nine Mile,Black Bear,Either Sex,Limited Entry - Multiseason,Multiseason,Public,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",35,22,105,0,16,0,16,7,0,21,93,95,CANDIDATE_REVIEW_ONLY
BR7318,BR7318,628,628,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,61,2023,2024,Beaver,Black Bear,Either Sex,Limited Entry - Multiseason,Multiseason,Public,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",38,22,219,0,5,0,5,2,0,21,94,96,CANDIDATE_REVIEW_ONLY
BR7320,BR7320,92,92,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,59,2023,2024,Cache/Ogden,Black Bear,Either Sex,Limited Entry - Multiseason,Multiseason,Public,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",36,22,141,0,3,0,3,1,0,21,95,97,CANDIDATE_REVIEW_ONLY
BR7321,BR7321,5101,5101,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,61,2023,2024,Kamas/North Slope Summit,Black Bear,Either Sex,Limited Entry - Multiseason,Multiseason,Public,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",38,22,193,0,9,0,9,4,0,21,96,98,CANDIDATE_REVIEW_ONLY
BR7322,BR7322,630,630,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,52,2023,2024,Mt Dutton,Black Bear,Either Sex,Limited Entry - Multiseason,Multiseason,Public,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",29,22,21,0,3,0,3,1,0,21,97,99,CANDIDATE_REVIEW_ONLY
BR7323,BR7323,163,163,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,52,2023,2024,Paunsaugunt,Black Bear,Either Sex,Limited Entry - Multiseason,Multiseason,Public,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Nov 2 - Nov. 8, 2026",29,22,27,0,3,0,3,1,0,21,98,100,CANDIDATE_REVIEW_ONLY
CG1000,CG1000,,,CANDIDATE_ONLY_NOT_IN_CURRENT_DATABASE,BLANK_BOUNDARY_ID,MISSING_FROM_CURRENT_DATABASE,sportsman_2022_23_draw_odds_model_target_2024,2022-23 Sportsman draw odds report.pdf,SUPPLEMENTAL_PERMIT_TOTAL_ROW,1,2023,2024,Sportsman Cougar,Cougar,,Sportsman,Any Legal Weapon,Sportsman Permit,,0,0,0,0,0,0,1,0,,,,,CANDIDATE_REVIEW_ONLY
CG1029,CG1029,,,CANDIDATE_ONLY_NOT_IN_CURRENT_DATABASE,BLANK_BOUNDARY_ID,MISSING_FROM_CURRENT_DATABASE,draw_results_long_year_2023,2022 cougar_Drawing odds (2).pdf | 2022 cougar_Drawing odds.pdf,POINT_ROW,26,2023,2024,"Oquirrh-stansbury, East - Any Legal Weapon",,,,Any Legal Weapon,Public,,17,9,302,13,18,2,20,20,0,16,2,2,CANDIDATE_REVIEW_ONLY
CG1034,CG1034,,,CANDIDATE_ONLY_NOT_IN_CURRENT_DATABASE,BLANK_BOUNDARY_ID,MISSING_FROM_CURRENT_DATABASE,draw_results_long_year_2023,2022 cougar_Drawing odds (2).pdf | 2022 cougar_Drawing odds.pdf,POINT_ROW,15,2023,2024,Kamas - Any Legal Weapon,,,,Any Legal Weapon,Public,,15,0,182,0,8,0,8,8,0,14,3,3,CANDIDATE_REVIEW_ONLY
CG7502,CG7502,,,CANDIDATE_ONLY_NOT_IN_CURRENT_DATABASE,BLANK_BOUNDARY_ID,MISSING_FROM_CURRENT_DATABASE,draw_results_long_year_2023,2022 cougar_Drawing odds (2).pdf | 2022 cougar_Drawing odds.pdf,POINT_ROW,28,2023,2024,East Canyon - Any Legal Weapon,,,,Any Legal Weapon,Public,,14,14,317,39,18,2,20,20,0,14,4,4,CANDIDATE_REVIEW_ONLY
CG7503,CG7503,,,CANDIDATE_ONLY_NOT_IN_CURRENT_DATABASE,BLANK_BOUNDARY_ID,MISSING_FROM_CURRENT_DATABASE,draw_results_long_year_2023,2022 cougar_Drawing odds.pdf,POINT_ROW,23,2023,2024,Morgan-south Rich - Any Legal Weapon,,,,Any Legal Weapon,Public,,13,10,169,13,18,2,20,20,0,12,5,5,CANDIDATE_REVIEW_ONLY
CG7506,CG7506,,,CANDIDATE_ONLY_NOT_IN_CURRENT_DATABASE,BLANK_BOUNDARY_ID,MISSING_FROM_CURRENT_DATABASE,draw_results_long_year_2023,2022 cougar_Drawing odds (2).pdf | 2022 cougar_Drawing odds.pdf,POINT_ROW,31,2023,2024,"Wasatch Mtns, West-strawberry - Any Legal Weapon",,,,Any Legal Weapon,Public,,16,15,827,81,20,2,22,22,0,15,5,6,CANDIDATE_REVIEW_ONLY
CG7602,CG7602,,,CANDIDATE_ONLY_NOT_IN_CURRENT_DATABASE,BLANK_BOUNDARY_ID,MISSING_FROM_CURRENT_DATABASE,draw_results_long_year_2023,2022 cougar_Drawing odds (2).pdf | 2022 cougar_Drawing odds.pdf,POINT_ROW,19,2023,2024,"West Desert, Tintic-vernon - Any Legal Weapon",,,,Any Legal Weapon,Public,,14,5,193,22,18,2,20,20,0,13,6,7,CANDIDATE_REVIEW_ONLY
CG7603,CG7603,,,CANDIDATE_ONLY_NOT_IN_CURRENT_DATABASE,BLANK_BOUNDARY_ID,MISSING_FROM_CURRENT_DATABASE,draw_results_long_year_2023,2022 cougar_Drawing odds (2).pdf | 2022 cougar_Drawing odds.pdf,POINT_ROW,13,2023,2024,"Box Elder, Raft River - Any Legal Weapon",,,,Any Legal Weapon,Public,,13,0,225,0,14,0,14,14,0,12,7,8,CANDIDATE_REVIEW_ONLY
CG7605,CG7605,,,CANDIDATE_ONLY_NOT_IN_CURRENT_DATABASE,BLANK_BOUNDARY_ID,MISSING_FROM_CURRENT_DATABASE,draw_results_long_year_2023,2022 cougar_Drawing odds (2).pdf | 2022 cougar_Drawing odds.pdf,POINT_ROW,27,2023,2024,"Central Mtns, Nebo (excludes West Face) - Any Legal Weapon",,,,Any Legal Weapon,Public,,15,12,478,42,24,2,26,26,0,18,8,9,CANDIDATE_REVIEW_ONLY
CG7610,CG7610,,,CANDIDATE_ONLY_NOT_IN_CURRENT_DATABASE,BLANK_BOUNDARY_ID,MISSING_FROM_CURRENT_DATABASE,draw_results_long_year_2023,2022 cougar_Drawing odds (2).pdf | 2022 cougar_Drawing odds.pdf,POINT_ROW,12,2023,2024,"East Canyon, Davis - Any Legal Weapon",,,,Any Legal Weapon,Public,,12,0,74,0,10,0,10,10,0,15,9,10,CANDIDATE_REVIEW_ONLY
CG7612,CG7612,,,CANDIDATE_ONLY_NOT_IN_CURRENT_DATABASE,BLANK_BOUNDARY_ID,MISSING_FROM_CURRENT_DATABASE,draw_results_long_year_2023,2022 cougar_Drawing odds (2).pdf | 2022 cougar_Drawing odds.pdf,POINT_ROW,25,2023,2024,Monroe - Any Legal Weapon,,,,Any Legal Weapon,Public,,13,12,324,60,27,4,31,31,0,18,10,11,CANDIDATE_REVIEW_ONLY
DA1001,DA1001,28,28,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 Antlerless big game draw results.pdf | 2022 _Youth antlerless big game draw results.pdf | 2023 Antlerless big game draw results.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,43,2023,2024,"Box Elder, West Bear River",Deer,Antlerless,General Season,"Archery, Muzzleloader, Shotgun",Public,Aug 18 2025 - Aug 30 2025,23,19,119,7,68,2,70,29,0,17,1,2,CANDIDATE_REVIEW_ONLY
DA1002,DA1002,28,28,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 Antlerless big game draw results.pdf | 2023 Antlerless big game draw results.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,44,2023,2024,"Box Elder, West Bear River",Deer,Antlerless,General Season,"Archery, Muzzleloader, Shotgun",Public,Nov 24 2025 - Nov 29 2025,24,19,269,6,64,0,64,24,0,17,2,3,CANDIDATE_REVIEW_ONLY
DA1003,DA1003,115,115,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 Antlerless big game draw results.pdf | 2022 _Youth antlerless big game draw results.pdf | 2023 Antlerless big game draw results.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,49,2023,2024,"Monroe/Plateau, Sevier Valley",Deer,Antlerless,General Season,"Archery, Muzzleloader, Shotgun",Public,Sep 01 2025 - Sep 30 2025,26,22,622,18,37,2,39,20,0,17,3,4,CANDIDATE_REVIEW_ONLY
DA1009,DA1009,169,169,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 Antlerless big game draw results.pdf | 2022 _Youth antlerless big game draw results.pdf | 2023 Antlerless big game draw results.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,52,2023,2024,"Pine Valley, Enterprise",Deer,Antlerless,General Season,Any Legal Weapon,Public,Aug 01 2025 - Aug 15 2025,26,25,2944,369,45,7,52,17,0,17,4,5,CANDIDATE_REVIEW_ONLY
DA1011,DA1011,806,806,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 Antlerless big game draw results.pdf | 2022 _Youth antlerless big game draw results.pdf | 2023 Antlerless big game draw results.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,45,2023,2024,George Creek CWMU,Deer,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,26,18,202,0,11,0,11,5,0,17,5,6,CANDIDATE_REVIEW_ONLY
DA1012,DA1012,589,589,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 Antlerless big game draw results.pdf | 2022 _Youth antlerless big game draw results.pdf | 2023 Antlerless big game draw results.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,49,2023,2024,Junction Valley CWMU,Deer,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,30,18,830,0,45,0,45,20,0,17,6,7,CANDIDATE_REVIEW_ONLY
DA1013,DA1013,533,533,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 Antlerless big game draw results.pdf | 2022 _Youth antlerless big game draw results.pdf | 2023 Antlerless big game draw results.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,45,2023,2024,Mt Carmel CWMU,Deer,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,26,18,342,0,11,0,11,5,0,17,7,8,CANDIDATE_REVIEW_ONLY
DA1018,DA1018,840,840,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 Antlerless big game draw results.pdf | 2022 _Youth antlerless big game draw results.pdf | 2023 Antlerless big game draw results.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,48,2023,2024,"Pine Valley, New Harmony",Deer,Antlerless,General Season,"Archery, Muzzleloader, Shotgun",Public,Aug 01 2025 - Aug 15 2025,24,23,340,31,44,5,49,19,0,17,8,9,CANDIDATE_REVIEW_ONLY
DA1026,DA1026,,,CANDIDATE_ONLY_NOT_IN_CURRENT_DATABASE,BLANK_BOUNDARY_ID,MISSING_FROM_CURRENT_DATABASE,draw_results_long_year_2023,2022 Antlerless big game draw results.pdf | 2022 _Youth antlerless big game draw results.pdf,POINT_ROW,8,2023,2024,Antlerless Deer - Chalk Creek - Any Legal Weapon,Deer,Antlerless,General-season,Any Legal Weapon,Public,,7,1,50,1,47,1,48,48,0,8,9,10,CANDIDATE_REVIEW_ONLY
DA1027,DA1027,77,77,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 Antlerless big game draw results.pdf | 2022 _Youth antlerless big game draw results.pdf | 2023 Antlerless big game draw results.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,51,2023,2024,"East Canyon, Davis-North Salt Lake",Deer,Antlerless,General Season,Any Legal Weapon,Public,Aug 01 2025 - Sep 15 2025,27,23,4028,58,148,3,151,98,0,17,10,11,CANDIDATE_REVIEW_ONLY
DA1028,DA1028,,,CANDIDATE_ONLY_NOT_IN_CURRENT_DATABASE,BLANK_BOUNDARY_ID,MISSING_FROM_CURRENT_DATABASE,draw_results_long_year_2023,2022 Antlerless big game draw results.pdf | 2022 _Youth antlerless big game draw results.pdf,POINT_ROW,13,2023,2024,"Antlerless Deer - East Canyon, Davis-north Salt Lake - Any Legal Weapon",Deer,Antlerless,General-season,Any Legal Weapon,Public,,8,5,604,26,49,1,50,50,0,7,11,12,CANDIDATE_REVIEW_ONLY
DA1030,DA1030,11,11,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 Antlerless big game draw results.pdf | 2022 _Youth antlerless big game draw results.pdf | 2023 Antlerless big game draw results.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,42,2023,2024,"Nine Mile, Price River Valley",Deer,Antlerless,General Season,Archery,Public,Aug 16 2025 - Sep 12 2025,22,19,117,4,50,0,50,20,0,17,11,13,CANDIDATE_REVIEW_ONLY
DA1031,DA1031,21,21,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 Antlerless big game draw results.pdf | 2022 _Youth antlerless big game draw results.pdf | 2023 Antlerless big game draw results.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,47,2023,2024,"Oquirrh-Stansbury, Settlement Cyn",Deer,Antlerless,General Season,Archery,Public,Aug 16 2025 - Sep 12 2025,25,21,845,10,57,0,57,24,0,17,12,14,CANDIDATE_REVIEW_ONLY
DA1033,DA1033,23,23,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 Antlerless big game draw results.pdf | 2023 Antlerless big game draw results.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,43,2023,2024,"San Juan, Monticello",Deer,Antlerless,General Season,Archery,Public,Aug 01 2025 - Sep 14 2025,22,20,97,17,11,0,11,4,0,17,13,14,CANDIDATE_REVIEW_ONLY
