reported_draw_year,model_target_year,source_family,hunt_code,boundary_id,hunt_code_mapping_status,boundary_id_mapping_status,candidate_hunt_code,candidate_boundary_id,hunt_name,species,sex_type,hunt_type,hunt_class,weapon,resident_total_permits,nonresident_total_permits,total_public_draw_permits,source_file,source_sha256,source_pdf_pages,source_row_count,permit_total_status
2023,2024,ANTLERLESS_BIG_GAME,EA1078,175,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1078,175,"Antlerless Elk - Plateau, Fishlake/thousand Lakes - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,68,6,74,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,62,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1079,698,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1079,698,"Antlerless Elk - Plateau, Fishlake/thousand Lakes East - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,28,3,31,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,63,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1080,699,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1080,699,"Antlerless Elk - Plateau, Fishlake/thousand Lakes West - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,15,1,16,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,64,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1081,710,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1081,710,Antlerless Elk - San Juan - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,43,8,51,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,65,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1082,710,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1082,710,Antlerless Elk - San Juan - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,50,8,58,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,66,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1084,194,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1084,194,"Antlerless Elk - San Rafael, North - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,4,0,4,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,67,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1085,614,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1085,614,"Antlerless Elk - South Slope, Bonanza/vernal - Archery",Elk,,Antlerless,Antlerless Elk,Archery,31,3,34,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,68,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1087,614,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1087,614,"Antlerless Elk - South Slope, Bonanza/vernal - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,53,6,59,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,69,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1089,206,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1089,206,"Antlerless Elk - South Slope, Diamond Mtn - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,29,3,32,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,70,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1090,206,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1090,206,"Antlerless Elk - South Slope, Diamond Mtn - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,28,3,31,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,71,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1091,,SOURCE_CODE_NOT_IN_DATABASE,BOUNDARY_NOT_REVIEWED,EA1091,,"Antlerless Elk - South Slope, Diamond Mtn - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,24,3,27,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,72,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1094,814,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1094,814,"Antlerless Elk - South Slope, Mosby Mtn - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,61,5,66,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,73,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1098,,SOURCE_CODE_NOT_IN_DATABASE,BOUNDARY_NOT_REVIEWED,EA1098,,"Antlerless Elk - South Slope, Yellowstone - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,25,6,31,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,74,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1099,,SOURCE_CODE_NOT_IN_DATABASE,BOUNDARY_NOT_REVIEWED,EA1099,,"Antlerless Elk - South Slope, Yellowstone - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,33,6,39,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,75,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1100,,SOURCE_CODE_NOT_IN_DATABASE,BOUNDARY_NOT_REVIEWED,EA1100,,"Antlerless Elk - South Slope, Yellowstone - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,35,4,39,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,76,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1101,625,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1101,625,Antlerless Elk - Southwest Desert - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,61,8,69,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,77,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1110,234,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1110,234,"Antlerless Elk - Wasatch Mtns, Salt Lake - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,19,4,23,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,78,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1111,238,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1111,238,"Antlerless Elk - Wasatch Mtns, Wallsburg - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,12,1,13,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,79,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1112,238,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1112,238,"Antlerless Elk - Wasatch Mtns, Wallsburg - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,18,3,21,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,80,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1113,240,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1113,240,"Antlerless Elk - Wasatch Mtns, West Heber - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,15,2,17,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,81,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1114,480,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1114,480,"Antlerless Elk - Wasatch Mtns, West Timpanogos - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,24,2,26,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,82,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1116,,SOURCE_CODE_NOT_IN_DATABASE,BOUNDARY_NOT_REVIEWED,EA1116,,Antlerless Elk - Zion - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,11,2,13,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,83,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1117,635,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1117,635,Antlerless Elk - Zion - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,70,10,80,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,84,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1118,526,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1118,526,Cwmu Antlerless Elk - Alton - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,4,0,4,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,85,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1119,527,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1119,527,Cwmu Antlerless Elk - Bar J Ranch - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,5,0,5,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,86,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1120,582,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1120,582,Cwmu Antlerless Elk - Bear Mountain - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,9,0,9,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,87,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1121,529,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1121,529,Cwmu Antlerless Elk - Boobe Hole - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,5,0,5,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,88,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1122,560,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1122,560,Cwmu Antlerless Elk - Causey Spring - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,2,0,2,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,89,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1124,732,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1124,732,Cwmu Antlerless Elk - Chimney Rock - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,6,0,6,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,90,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1125,505,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1125,505,Cwmu Antlerless Elk - Coldwater Ranch - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,10,0,10,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,91,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1126,,SOURCE_CODE_NOT_IN_DATABASE,BOUNDARY_NOT_REVIEWED,EA1126,,Cwmu Antlerless Elk - Cotton Thomas - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,2,0,2,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,92,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1129,568,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1129,568,Cwmu Antlerless Elk - Deseret - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,171,0,171,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,93,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1130,516,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1130,516,Cwmu Antlerless Elk - Double Cone - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,3,0,3,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,94,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1131,567,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1131,567,Cwmu Antlerless Elk - Durst Mountain - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,13,0,13,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,95,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1132,520,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1132,520,Cwmu Antlerless Elk - East Fork Chalk Creek - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,13,0,13,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,96,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1134,522,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1134,522,Cwmu Antlerless Elk - Ensign Ranches - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,28,0,28,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,97,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1135,579,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1135,579,Cwmu Antlerless Elk - Folley Ridge - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,6,0,6,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,98,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1136,525,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1136,525,Cwmu Antlerless Elk - Grass Valley/clark Canyon - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,29,0,29,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,99,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1137,530,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1137,530,Cwmu Antlerless Elk - Grazing Pasture - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,6,0,6,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,100,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1138,573,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1138,573,Cwmu Antlerless Elk - Guildersleeve - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,6,0,6,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,101,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1139,577,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1139,577,Cwmu Antlerless Elk - Hardscrabble - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,4,0,4,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,102,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1140,555,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1140,555,Cwmu Antlerless Elk - Heaston East - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,6,0,6,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,103,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1141,550,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1141,550,Cwmu Antlerless Elk - Hiawatha - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,5,0,5,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,104,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1142,735,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1142,735,Cwmu Antlerless Elk - Indian Head - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,7,0,7,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,105,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1143,549,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1143,549,Cwmu Antlerless Elk - J.b. Ranch - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,13,0,13,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,106,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1144,,SOURCE_CODE_NOT_IN_DATABASE,BOUNDARY_NOT_REVIEWED,EA1144,,Cwmu Antlerless Elk - Jacob's Creek - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,4,0,4,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,107,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1145,531,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1145,531,Cwmu Antlerless Elk - Johnson Mountain Ranch - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,8,0,8,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,108,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1146,734,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1146,734,Cwmu Antlerless Elk - Jump Creek - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,5,0,5,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,109,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1147,484,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1147,484,Cwmu Antlerless Elk - Little Red Creek - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,10,0,10,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,110,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1149,551,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1149,551,Cwmu Antlerless Elk - Minnie Maud Ridge - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,4,0,4,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,111,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1151,485,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1151,485,Cwmu Antlerless Elk - Moon Ranch - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,4,0,4,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,112,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1153,535,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1153,535,Cwmu Antlerless Elk - Old Woman Plateau - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,2,0,2,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,113,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1155,,SOURCE_CODE_NOT_IN_DATABASE,BOUNDARY_NOT_REVIEWED,EA1155,,Cwmu Antlerless Elk - Powder Mountain - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,1,0,1,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,114,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1156,542,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1156,542,Cwmu Antlerless Elk - Preston Nutter Ranch - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,4,0,4,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,115,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1157,548,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1157,548,Cwmu Antlerless Elk - Redd Ranches - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,17,0,17,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,116,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1158,517,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1158,517,Cwmu Antlerless Elk - Riverview Ranch Llc - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,5,0,5,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,117,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1159,543,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1159,543,Cwmu Antlerless Elk - Roan Cliffs - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,2,0,2,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,118,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1160,740,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1160,740,Cwmu Antlerless Elk - Sand Creek - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,3,0,3,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,119,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1161,539,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1161,539,Cwmu Antlerless Elk - Scofield Canyons - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,6,0,6,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,120,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1162,540,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1162,540,Cwmu Antlerless Elk - Scofield East - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,6,0,6,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,121,36,ROLLED_UP_FROM_POINT_ROWS
