reported_draw_year,model_target_year,source_family,hunt_code,boundary_id,hunt_name,species,sex_type,hunt_type,hunt_class,weapon,draw_pool,draw_method,residency,points,eligible_applicants,bonus_permits,regular_permits,total_permits,success_ratio,source_file,source_path,source_sha256,source_pdf_page
2023,2024,TURKEY_BONUS,TK1004,886,Northeastern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Nonresident,19,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,4
2023,2024,TURKEY_BONUS,TK1004,886,Northeastern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,0,374,0,23,23,1 in 16.3,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,4
2023,2024,TURKEY_BONUS,TK1004,886,Northeastern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,1,271,0,21,21,1 in 12.9,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,4
2023,2024,TURKEY_BONUS,TK1004,886,Northeastern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,2,150,0,27,27,1 in 5.6,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,4
2023,2024,TURKEY_BONUS,TK1004,886,Northeastern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,3,77,35,13,48,1 in 1.6,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,4
2023,2024,TURKEY_BONUS,TK1004,886,Northeastern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,4,44,44,0,44,1 in 1.0,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,4
2023,2024,TURKEY_BONUS,TK1004,886,Northeastern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,5,3,3,0,3,1 in 1.0,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,4
2023,2024,TURKEY_BONUS,TK1004,886,Northeastern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,6,1,1,0,1,1 in 1.0,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,4
2023,2024,TURKEY_BONUS,TK1004,886,Northeastern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,7,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,4
2023,2024,TURKEY_BONUS,TK1004,886,Northeastern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,8,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,4
2023,2024,TURKEY_BONUS,TK1004,886,Northeastern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,9,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,4
2023,2024,TURKEY_BONUS,TK1004,886,Northeastern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,10,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,4
2023,2024,TURKEY_BONUS,TK1004,886,Northeastern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,11,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,4
2023,2024,TURKEY_BONUS,TK1004,886,Northeastern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,12,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,4
2023,2024,TURKEY_BONUS,TK1004,886,Northeastern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,13,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,4
2023,2024,TURKEY_BONUS,TK1004,886,Northeastern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,14,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,4
2023,2024,TURKEY_BONUS,TK1004,886,Northeastern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,15,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,4
2023,2024,TURKEY_BONUS,TK1004,886,Northeastern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,16,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,4
2023,2024,TURKEY_BONUS,TK1004,886,Northeastern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,17,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,4
2023,2024,TURKEY_BONUS,TK1004,886,Northeastern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,18,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,4
2023,2024,TURKEY_BONUS,TK1004,886,Northeastern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,19,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,4
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Nonresident,0,24,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Nonresident,1,6,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Nonresident,2,3,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Nonresident,3,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Nonresident,4,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Nonresident,5,1,1,0,1,1 in 1.0,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Nonresident,6,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Nonresident,7,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Nonresident,8,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Nonresident,9,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Nonresident,10,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Nonresident,11,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Nonresident,12,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Nonresident,13,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Nonresident,14,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Nonresident,15,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Nonresident,16,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Nonresident,17,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Nonresident,18,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Nonresident,19,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,0,733,0,47,47,1 in 15.6,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,1,531,0,51,51,1 in 10.4,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,2,293,0,46,46,1 in 6.4,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,3,203,76,26,102,1 in 2.0,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,4,83,83,0,83,1 in 1.0,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,5,7,7,0,7,1 in 1.0,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,6,3,3,0,3,1 in 1.0,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,7,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,8,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,9,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,10,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,11,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,12,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,13,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,14,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,15,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,16,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
2023,2024,TURKEY_BONUS,TK1005,888,Northern Region - Any Legal Weapon,Turkey,Bearded,Limited Entry,Turkey Bonus,Any Legal Weapon,standard,bonus,Resident,17,0,0,0,0,N/A,2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,5
