hunt_code,hunt_name,raw_hunt_name,reported_draw_year,model_target_year,source_file,source_sha256,page_number,resident_eligible_applicants,resident_bonus_permits,resident_regular_permits,resident_total_permits,nonresident_eligible_applicants,nonresident_bonus_permits,nonresident_regular_permits,nonresident_total_permits,total_public_permits,source_classification
BR7120,"Wasatch Mtns, West-central","Wasatch Mtns, West-central - Any Legal Weapon",2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 Black Bear Draw odds.pdf,d123fe89987f373c246e1d5879f1c5e80f925909b25909c47ab64f29c3ae2797,48,590,11,11,22,16,0,1,1,23,TRUE_BEAR_BONUS_DRAW
BR7121,Cache/ogden,Cache/ogden - Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 Black Bear Draw odds.pdf,d123fe89987f373c246e1d5879f1c5e80f925909b25909c47ab64f29c3ae2797,49,56,2,2,4,0,0,0,0,4,TRUE_BEAR_BONUS_DRAW
BR7122,Chalk Creek/east Canyon/morgan-south Rich,Chalk Creek/east Canyon/morgan-south Rich -Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 Black Bear Draw odds.pdf,d123fe89987f373c246e1d5879f1c5e80f925909b25909c47ab64f29c3ae2797,50,80,4,3,7,0,0,0,0,7,TRUE_BEAR_BONUS_DRAW
BR7123,"Kamas/north Slope, Summit","Kamas/north Slope, Summit - Any Legal Weapon",2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 Black Bear Draw odds.pdf,d123fe89987f373c246e1d5879f1c5e80f925909b25909c47ab64f29c3ae2797,51,139,3,3,6,0,0,0,0,6,TRUE_BEAR_BONUS_DRAW
BR7124,"Fillmore, Pahvant","Fillmore, Pahvant - Any Legal Weapon",2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 Black Bear Draw odds.pdf,d123fe89987f373c246e1d5879f1c5e80f925909b25909c47ab64f29c3ae2797,52,27,1,1,2,0,0,0,0,2,TRUE_BEAR_BONUS_DRAW
BR7125,Monroe,Monroe - Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 Black Bear Draw odds.pdf,d123fe89987f373c246e1d5879f1c5e80f925909b25909c47ab64f29c3ae2797,53,41,0,1,1,0,0,0,0,1,TRUE_BEAR_BONUS_DRAW
BR7200,Beaver,Beaver -Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 Black Bear Draw odds.pdf,d123fe89987f373c246e1d5879f1c5e80f925909b25909c47ab64f29c3ae2797,54,72,5,4,9,4,0,1,1,10,TRUE_BEAR_BONUS_DRAW
BR7201,"Book Cliffs, Bitter Creek/south","Book Cliffs, Bitter Creek/south - Any Legal Weapon",2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 Black Bear Draw odds.pdf,d123fe89987f373c246e1d5879f1c5e80f925909b25909c47ab64f29c3ae2797,55,89,9,9,18,7,1,1,2,20,TRUE_BEAR_BONUS_DRAW
BR7203,Manti North,Manti North - Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 Black Bear Draw odds.pdf,d123fe89987f373c246e1d5879f1c5e80f925909b25909c47ab64f29c3ae2797,56,65,5,5,10,1,0,1,1,11,TRUE_BEAR_BONUS_DRAW
BR7204,Manti South/san Rafael North,Manti South/san Rafael North - Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 Black Bear Draw odds.pdf,d123fe89987f373c246e1d5879f1c5e80f925909b25909c47ab64f29c3ae2797,57,121,9,9,18,16,1,1,2,20,TRUE_BEAR_BONUS_DRAW
BR7205,Nebo,Nebo - Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 Black Bear Draw odds.pdf,d123fe89987f373c246e1d5879f1c5e80f925909b25909c47ab64f29c3ae2797,58,62,3,2,5,0,0,0,0,5,TRUE_BEAR_BONUS_DRAW
BR7207,"Fillmore, Pahvant","Fillmore, Pahvant - Any Legal Weapon",2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 Black Bear Draw odds.pdf,d123fe89987f373c246e1d5879f1c5e80f925909b25909c47ab64f29c3ae2797,59,4,0,1,1,0,0,0,0,1,TRUE_BEAR_BONUS_DRAW
BR7208,La Sal,La Sal - Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 Black Bear Draw odds.pdf,d123fe89987f373c246e1d5879f1c5e80f925909b25909c47ab64f29c3ae2797,60,170,3,3,6,0,0,0,0,6,TRUE_BEAR_BONUS_DRAW
BR7210,Mt Dutton,Mt Dutton - Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 Black Bear Draw odds.pdf,d123fe89987f373c246e1d5879f1c5e80f925909b25909c47ab64f29c3ae2797,61,1,1,0,1,0,0,0,0,1,TRUE_BEAR_BONUS_DRAW
BR7211,Nine Mile,Nine Mile - Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 Black Bear Draw odds.pdf,d123fe89987f373c246e1d5879f1c5e80f925909b25909c47ab64f29c3ae2797,62,18,10,8,18,0,0,0,0,18,TRUE_BEAR_BONUS_DRAW
BR7212,"North Slope, Three Corners/west Daggett","North Slope, Three Corners/west Daggett - Any Legal Weapon",2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 Black Bear Draw odds.pdf,d123fe89987f373c246e1d5879f1c5e80f925909b25909c47ab64f29c3ae2797,63,7,1,1,2,0,0,0,0,2,TRUE_BEAR_BONUS_DRAW
BR7213,Panguitch Lake/zion,Panguitch Lake/zion - Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 Black Bear Draw odds.pdf,d123fe89987f373c246e1d5879f1c5e80f925909b25909c47ab64f29c3ae2797,64,38,5,4,9,0,0,0,0,9,TRUE_BEAR_BONUS_DRAW
BR7214,Paunsaugunt,Paunsaugunt - Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 Black Bear Draw odds.pdf,d123fe89987f373c246e1d5879f1c5e80f925909b25909c47ab64f29c3ae2797,65,6,2,2,4,0,0,0,0,4,TRUE_BEAR_BONUS_DRAW
BR7215,Boulder/kaiparowits,Boulder/kaiparowits - Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 Black Bear Draw odds.pdf,d123fe89987f373c246e1d5879f1c5e80f925909b25909c47ab64f29c3ae2797,66,14,5,4,9,2,0,1,1,10,TRUE_BEAR_BONUS_DRAW
BR7216,Fishlake/thousand Lakes,Fishlake/thousand Lakes - Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 Black Bear Draw odds.pdf,d123fe89987f373c246e1d5879f1c5e80f925909b25909c47ab64f29c3ae2797,67,46,3,2,5,0,0,0,0,5,TRUE_BEAR_BONUS_DRAW
BR7217,San Juan,San Juan - Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 Black Bear Draw odds.pdf,d123fe89987f373c246e1d5879f1c5e80f925909b25909c47ab64f29c3ae2797,68,74,3,3,6,0,0,0,0,6,TRUE_BEAR_BONUS_DRAW
BR7218,Diamond Mtn/vernal/bonanza,Diamond Mtn/vernal/bonanza - Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 Black Bear Draw odds.pdf,d123fe89987f373c246e1d5879f1c5e80f925909b25909c47ab64f29c3ae2797,69,29,4,3,7,0,0,0,0,7,TRUE_BEAR_BONUS_DRAW
