reported_hunt_year,model_target_year,hunt_code,boundary_id,hunt_name,species,sex_type,hunt_type,hunt_class,weapon,source_permits,hunters,harvest,percent_success,avg_days,satisfaction,source_file,source_sha256,source_page,source_row,canonical_match_status,validation_status,validation_notes,calculated_percent_success,percent_success_delta
2025,2026,DB1264,518,Mountain Meadow CWMU,Deer,Buck,CWMU,,Any Legal Weapon,6,6,6,100.0,3.5,4.8,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,3,55,DATABASE_MATCHED,VALID,,100.0,0.0
2025,2026,DB1265,572,Mountain Top CWMU,Deer,Buck,CWMU,,Any Legal Weapon,11,10,5,50.0,3.9,4.1,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,3,56,DATABASE_MATCHED,VALID,,50.0,0.0
2025,2026,DB1266,533,Mt Carmel CWMU,Deer,Buck,CWMU,,Any Legal Weapon,21,21,14,66.7,4.6,3.6,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,3,57,DATABASE_MATCHED,VALID,,66.667,0.033
2025,2026,DB1269,513,North Promontory CWMU,Deer,Buck,CWMU,,Any Legal Weapon,6,6,6,100.0,2.5,4.7,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,3,58,DATABASE_MATCHED,VALID,,100.0,0.0
2025,2026,DB1270,503,Nucor West CWMU,Deer,Buck,CWMU,,Any Legal Weapon,11,11,11,100.0,2.8,4.8,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,3,59,DATABASE_MATCHED,VALID,,100.0,0.0
2025,2026,DB1271,534,Oak Ranch CWMU,Deer,Buck,CWMU,,Any Legal Weapon,4,4,3,75.0,4.8,5.0,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,3,60,DATABASE_MATCHED,VALID,,75.0,0.0
2025,2026,DB1272,535,Old Woman Plateau CWMU,Deer,Buck,CWMU,,Any Legal Weapon,12,12,8,66.7,4.9,3.5,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,3,61,DATABASE_MATCHED,VALID,,66.667,0.033
2025,2026,DB1273,504,Park Valley Hereford CWMU,Deer,Buck,CWMU,,Any Legal Weapon,24,23,17,73.9,3.2,3.8,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,3,62,DATABASE_MATCHED,VALID,,73.913,0.013
2025,2026,DB1274,736,Patmos Ridge CWMU,Deer,Buck,CWMU,,Any Legal Weapon,7,7,6,85.7,5.0,4.9,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,2,DATABASE_MATCHED,VALID,,85.714,0.014
2025,2026,DB1275,592,Pine Canyon CWMU,Deer,Buck,CWMU,,Any Legal Weapon,20,20,13,65.0,4.2,4.2,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,3,DATABASE_MATCHED,VALID,,65.0,0.0
2025,2026,DB1277,501,Pocatello Valley CWMU,Deer,Buck,CWMU,,Any Legal Weapon,6,6,6,100.0,3.0,4.8,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,4,DATABASE_MATCHED,VALID,,100.0,0.0
2025,2026,DB1279,542,Preston Nutter Ranch CWMU,Deer,Buck,CWMU,,Any Legal Weapon,2,2,2,100.0,3.0,5.0,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,5,DATABASE_MATCHED,VALID,,100.0,0.0
2025,2026,DB1280,502,Promontory Point CWMU,Deer,Buck,CWMU,,Any Legal Weapon,10,10,9,90.0,2.3,5.0,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,6,DATABASE_MATCHED,VALID,,90.0,0.0
2025,2026,DB1281,496,Rattlesnake Pass CWMU,Deer,Buck,CWMU,,Any Legal Weapon,15,15,15,100.0,4.5,4.4,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,7,DATABASE_MATCHED,VALID,,100.0,0.0
2025,2026,DB1282,548,Redd Ranches CWMU,Deer,Buck,CWMU,,Any Legal Weapon,16,15,14,93.3,3.6,4.4,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,8,DATABASE_MATCHED,VALID,,93.333,0.033
2025,2026,DB1283,543,Roan Cliffs CWMU,Deer,Buck,CWMU,,Any Legal Weapon,12,11,8,72.7,4.0,4.4,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,9,DATABASE_MATCHED,VALID,,72.727,0.027
2025,2026,DB1285,740,Sand Creek CWMU,Deer,Buck,CWMU,,Any Legal Weapon,7,6,3,50.0,4.0,4.3,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,10,DATABASE_MATCHED,VALID,,50.0,0.0
2025,2026,DB1286,574,Pisgah Mountain CWMU,Deer,Buck,CWMU,,Any Legal Weapon,12,12,9,75.0,5.0,4.5,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,11,DATABASE_MATCHED,VALID,,75.0,0.0
2025,2026,DB1287,539,Scofield Canyons CWMU,Deer,Buck,CWMU,,Any Legal Weapon,10,9,9,100.0,2.8,5.0,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,12,DATABASE_MATCHED,VALID,,100.0,0.0
2025,2026,DB1288,541,Scofield West CWMU,Deer,Buck,CWMU,,Any Legal Weapon,15,15,15,100.0,3.2,4.4,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,13,DATABASE_MATCHED,VALID,,100.0,0.0
2025,2026,DB1289,490,Sharp Mountain CWMU,Deer,Buck,CWMU,,Any Legal Weapon,16,16,14,87.5,3.6,5.0,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,14,DATABASE_MATCHED,VALID,,87.5,0.0
2025,2026,DB1290,578,Skull Crack CWMU,Deer,Buck,CWMU,,Any Legal Weapon,8,8,8,100.0,2.8,5.0,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,15,DATABASE_MATCHED,VALID,,100.0,0.0
2025,2026,DB1291,585,Skull Valley South CWMU,Deer,Buck,CWMU,,Any Legal Weapon,4,4,2,50.0,3.5,4.0,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,16,DATABASE_MATCHED,VALID,,50.0,0.0
2025,2026,DB1292,552,Soldier Summit CWMU,Deer,Buck,CWMU,,Any Legal Weapon,11,11,11,100.0,3.6,5.0,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,17,DATABASE_MATCHED,VALID,,100.0,0.0
2025,2026,DB1293,491,South Canyon CWMU,Deer,Buck,CWMU,,Any Legal Weapon,10,10,10,100.0,2.8,5.0,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,18,DATABASE_MATCHED,VALID,,100.0,0.0
2025,2026,DB1294,741,Spring Creek Acres CWMU,Deer,Buck,CWMU,,Any Legal Weapon,4,4,3,75.0,2.3,5.0,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,19,DATABASE_MATCHED,VALID,,75.0,0.0
2025,2026,DB1295,546,Spring Creek/Dodge CWMU,Deer,Buck,CWMU,,Any Legal Weapon,56,56,50,89.3,3.3,4.5,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,20,DATABASE_MATCHED,VALID,,89.286,0.014
2025,2026,DB1298,562,Strawberry Ridge CWMU,Deer,Buck,CWMU,,Any Legal Weapon,8,5,4,80.0,4.3,5.0,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,21,DATABASE_MATCHED,VALID,,80.0,0.0
2025,2026,DB1299,547,Summit Point CWMU,Deer,Buck,CWMU,,Any Legal Weapon,25,23,22,95.7,4.7,3.9,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,22,DATABASE_MATCHED,VALID,,95.652,0.048
2025,2026,DB1300,602,Thatcher Mountain CWMU,Deer,Buck,CWMU,,Any Legal Weapon,4,4,2,50.0,3.5,5.0,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,23,DATABASE_MATCHED,VALID,,50.0,0.0
2025,2026,DB1301,553,Three C CWMU,Deer,Buck,CWMU,,Any Legal Weapon,20,20,16,80.0,6.2,4.5,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,24,DATABASE_MATCHED,VALID,,80.0,0.0
2025,2026,DB1303,492,North Peaks CWMU,Deer,Buck,CWMU,,Any Legal Weapon,5,5,4,80.0,3.5,3.8,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,25,DATABASE_MATCHED,VALID,,80.0,0.0
2025,2026,DB1304,521,Two Bear CWMU,Deer,Buck,CWMU,,Any Legal Weapon,10,10,10,100.0,3.0,4.4,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,26,DATABASE_MATCHED,VALID,,100.0,0.0
2025,2026,DB1305,586,Wallsburg CWMU,Deer,Buck,CWMU,,Any Legal Weapon,5,5,3,60.0,5.4,3.4,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,27,DATABASE_MATCHED,VALID,,60.0,0.0
2025,2026,DB1306,499,Washakie CWMU,Deer,Buck,CWMU,,Any Legal Weapon,10,10,10,100.0,2.3,4.8,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,28,DATABASE_MATCHED,VALID,,100.0,0.0
2025,2026,DB1308,511,West Hills CWMU,Deer,Buck,CWMU,,Any Legal Weapon,14,14,13,92.9,3.3,4.7,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,29,DATABASE_MATCHED,VALID,,92.857,0.043
2025,2026,DB1309,805,West Willow Creek Ranch CWMU,Deer,Buck,CWMU,,Any Legal Weapon,23,23,22,95.7,2.8,4.5,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,30,DATABASE_MATCHED,VALID,,95.652,0.048
2025,2026,DB1310,488,White's Valley CWMU,Deer,Buck,CWMU,,Any Legal Weapon,10,10,9,90.0,5.1,4.8,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,31,DATABASE_MATCHED,VALID,,90.0,0.0
2025,2026,DB1312,571,Woodruff Creek South CWMU,Deer,Buck,CWMU,,Any Legal Weapon,2,2,2,100.0,2.5,5.0,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,32,DATABASE_MATCHED,VALID,,100.0,0.0
2025,2026,DB1317,580,Jacob's Creek CWMU,Deer,Buck,CWMU,,Any Legal Weapon,10,10,7,70.0,3.3,5.0,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,33,DATABASE_MATCHED,VALID,,70.0,0.0
2025,2026,DB1320,,Deer Creek,Deer,Male Only,CWMU,,Any Legal Weapon,6,5,2,40.0,3.3,3.5,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,34,HUNT_CODE_NOT_IN_2026_DATABASE,VALID,,40.0,0.0
2025,2026,DB1322,826,Pahvant Ensign CWMU,Deer,Buck,CWMU,,Any Legal Weapon,10,10,8,80.0,3.3,4.9,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,35,DATABASE_MATCHED,VALID,,80.0,0.0
2025,2026,DB1323,827,Rock House CWMU,Deer,Buck,CWMU,,Any Legal Weapon,4,4,4,100.0,9.0,4.8,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,36,DATABASE_MATCHED,VALID,,100.0,0.0
2025,2026,DB1324,,Royal Ivory Outfitters,Deer,Male Only,CWMU,,Any Legal Weapon,6,6,3,50.0,5.0,4.0,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,37,HUNT_CODE_NOT_IN_2026_DATABASE,VALID,,50.0,0.0
2025,2026,DB1325,516,Double Cone CWMU,Deer,Buck,CWMU,,Any Legal Weapon,7,7,4,57.1,3.5,1.8,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,38,DATABASE_MATCHED,VALID,,57.143,0.043
2025,2026,DB1326,856,Rosette CWMU,Deer,Buck,CWMU,,Any Legal Weapon,4,4,3,75.0,2.3,3.5,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,39,DATABASE_MATCHED,VALID,,75.0,0.0
2025,2026,DB1327,858,Mountain Sky Ranch CWMU,Deer,Buck,CWMU,,Any Legal Weapon,7,7,5,71.4,5.6,4.7,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,40,DATABASE_MATCHED,VALID,,71.429,0.029
2025,2026,DB1328,494,Clear Creek CWMU,Deer,Buck,CWMU,,Any Legal Weapon,5,5,1,20.0,5.6,4.2,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,41,DATABASE_MATCHED,VALID,,20.0,0.0
2025,2026,DB1330,876,Iron Spring CWMU,Deer,Buck,CWMU,,Any Legal Weapon,1,1,1,100.0,5.0,3.0,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,42,DATABASE_MATCHED,VALID,,100.0,0.0
2025,2026,DB1331,875,Raft River CWMU,Deer,Buck,CWMU,,Any Legal Weapon,10,10,9,90.0,4.8,5.0,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,43,DATABASE_MATCHED,VALID,,90.0,0.0
2025,2026,DB1332,874,West Ridge CWMU,Deer,Buck,CWMU,,Any Legal Weapon,37,35,21,60.0,5.6,3.7,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,44,DATABASE_MATCHED,VALID,,60.0,0.0
2025,2026,DB1333,878,5S CWMU,Deer,Buck,CWMU,,Any Legal Weapon,16,16,5,31.3,4.0,3.1,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,45,DATABASE_MATCHED,VALID,,31.25,0.05
2025,2026,DB1334,526,Alton - Cactus Buck CWMU,Deer,Buck,CWMU,,Any Legal Weapon,5,5,5,100.0,3.0,5.0,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,46,DATABASE_MATCHED,VALID,,100.0,0.0
2025,2026,DB1335,892,Big Piney Ranch CWMU,Deer,Buck,CWMU,,Any Legal Weapon,4,4,4,100.0,3.0,5.0,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,47,DATABASE_MATCHED,VALID,,100.0,0.0
2025,2026,DB1336,890,First Light CWMU,Deer,Buck,CWMU,,Any Legal Weapon,8,8,6,75.0,3.8,4.2,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,48,DATABASE_MATCHED,VALID,,75.0,0.0
2025,2026,DB1337,556,Little Pole Canyon CWMU,Deer,Buck,CWMU,,Any Legal Weapon,2,2,0,0.0,6.5,3.5,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,49,DATABASE_MATCHED,VALID,,0.0,0.0
2025,2026,DB1341,908,Dry Creek CWMU,Deer,Buck,CWMU,,Any Legal Weapon,10,10,8,80.0,2.3,4.5,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,50,DATABASE_MATCHED,VALID,,80.0,0.0
2025,2026,DB1342,905,Faust Valley CWMU,Deer,Buck,CWMU,,Any Legal Weapon,4,4,4,100.0,3.0,3.3,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,51,DATABASE_MATCHED,VALID,,100.0,0.0
2025,2026,DB1343,,Red Iron,Deer,Male Only,CWMU,,Any Legal Weapon,8,8,7,87.5,8.0,4.4,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,52,HUNT_CODE_NOT_IN_2026_DATABASE,VALID,,87.5,0.0
2025,2026,DB1344,,Salt Wells,Deer,Male Only,CWMU,,Any Legal Weapon,2,2,2,100.0,1.0,5.0,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,53,HUNT_CODE_NOT_IN_2026_DATABASE,VALID,,100.0,0.0
2025,2026,DB1345,,Diamond Mountain CWMU,Deer,Male Only,CWMU,,Any Legal Weapon,10,10,10,100.0,2.6,4.7,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,54,HUNT_CODE_NOT_IN_2026_DATABASE,VALID,,100.0,0.0
2025,2026,DB1347,509,The Rose of Snowville CWMU,Deer,Buck,CWMU,,Any Legal Weapon,6,6,4,66.7,4.3,4.0,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,55,DATABASE_MATCHED,VALID,,66.667,0.033
2025,2026,DB1348,,Kimberly,Deer,Male Only,CWMU,,Any Legal Weapon,5,5,2,40.0,3.0,2.0,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,56,HUNT_CODE_NOT_IN_2026_DATABASE,VALID,,40.0,0.0
2025,2026,DB1349,524,Weber Florence Creek/Stillman Creek CWMU,Deer,Buck,CWMU,,Any Legal Weapon,75,75,57,76.0,3.5,4.6,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,57,DATABASE_MATCHED,VALID,,76.0,0.0
2025,2026,DB1501,607,Box Elder,Deer,Buck,General Season,,Archery,935,711,164,23.1,9.5,3.2,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,58,DATABASE_MATCHED,VALID,,23.066,0.034
2025,2026,DB1502,29,Cache,Deer,Buck,General Season,,Archery,931,755,119,15.8,8.2,3.3,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,59,DATABASE_MATCHED,VALID,,15.762,0.038
2025,2026,DB1503,619,Manti/San Rafael,Deer,Buck,General Season,,Archery,1325,1168,250,21.4,7.7,3.5,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,60,DATABASE_MATCHED,VALID,,21.404,0.004
2025,2026,DB1504,616,Nebo,Deer,Buck,General Season,,Archery,763,641,123,19.2,8.3,3.3,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,61,DATABASE_MATCHED,VALID,,19.189,0.011
2025,2026,DB1506,804,Fillmore,Deer,Buck,General Season,,Archery,351,316,101,32.0,7.3,3.6,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,4,62,DATABASE_MATCHED,VALID,,31.962,0.038
2025,2026,DB1508,611,Kamas,Deer,Buck,General Season,,Archery,210,176,29,16.5,7.7,3.3,pipeline/RAW/hunt_unit_database/2026/pdf/harvest_report/2026-03-06-2025-preliminary-bg-harvest.pdf,e6cbb75de4bc893508ea44d47127314cb76fcb592dcb5a1e4433eb418f7ed377,5,2,DATABASE_MATCHED,VALID,,16.477,0.023
