hunt_code,canonical_match_status,reported_hunt_year,model_target_year,normalized_hunt_name,database_hunt_name,database_boundary_id,database_species,database_hunt_type,database_weapon,source_permits,hunters,harvest,percent_success,avg_days,satisfaction,source_page,source_row,validation_status,validation_notes
DS6608,DATABASE_MATCHED,2025,2026,"San Rafael, Dirty Devil","San Rafael, Dirty Devil",193,Desert Bighorn Sheep,Once-in-a-lifetime,Any Legal Weapon,7,7,6,85.7,11.1,4.6,8,25,VALID,
DS6609,DATABASE_MATCHED,2025,2026,"San Rafael, North","San Rafael, North",194,Desert Bighorn Sheep,Once-in-a-lifetime,Any Legal Weapon,8,8,8,100.0,10.1,4.9,8,26,VALID,
DS6610,DATABASE_MATCHED,2025,2026,"San Rafael, South","San Rafael, South",195,Desert Bighorn Sheep,Once-in-a-lifetime,Any Legal Weapon,12,12,11,91.7,11.2,4.4,8,27,VALID,
DS6611,DATABASE_MATCHED,2025,2026,Zion,Zion,635,Desert Bighorn Sheep,Once-in-a-lifetime,Any Legal Weapon,3,3,3,100.0,20.7,4.7,8,28,VALID,
DS6620,DATABASE_MATCHED,2025,2026,"Pine Valley, Virgin River","Pine Valley, Virgin River",306,Desert Bighorn Sheep,Once-in-a-lifetime,Any Legal Weapon,3,3,2,66.7,15.0,3.7,8,29,VALID,
DS6621,DATABASE_MATCHED,2025,2026,"Pine Valley, Beaver Dam","Pine Valley, Beaver Dam",305,Desert Bighorn Sheep,Once-in-a-lifetime,Any Legal Weapon,5,5,3,60.0,11.7,2.7,8,30,VALID,
DS6622,DATABASE_MATCHED,2025,2026,"San Juan, North","San Juan, North",308,Desert Bighorn Sheep,Once-in-a-lifetime,Any Legal Weapon,3,3,1,33.3,16.0,1.7,8,31,VALID,
DS6623,DATABASE_MATCHED,2025,2026,"San Juan, San Juan River","San Juan, San Juan River",309,Desert Bighorn Sheep,Once-in-a-lifetime,Any Legal Weapon,2,2,2,100.0,14.0,5.0,8,32,VALID,
DS6624,DATABASE_MATCHED,2025,2026,"San Rafael, Dirty Devil","San Rafael, Dirty Devil",193,Desert Bighorn Sheep,Once-in-a-lifetime,Archery,3,3,2,66.7,9.5,3.5,8,33,VALID,
DS6625,DATABASE_MATCHED,2025,2026,Mineral Mtns,Mineral Mtns,10003,Desert Bighorn Sheep,Once-in-a-lifetime,Any Legal Weapon,3,3,3,100.0,3.0,5.0,8,34,VALID,
DS6626,DATABASE_MATCHED,2025,2026,"Escalante, East","Escalante, East",933,Desert Bighorn Sheep,Once-in-a-lifetime,Any Legal Weapon,7,7,5,71.4,13.4,3.9,8,35,VALID,
DS6627,DATABASE_MATCHED,2025,2026,"Escalante, West","Escalante, West",934,Desert Bighorn Sheep,Once-in-a-lifetime,Any Legal Weapon,3,3,3,100.0,5.7,5.0,8,36,VALID,
EA1010,DATABASE_MATCHED,2025,2026,"Cache, Rich","Cache, Rich",38,Elk,General Season,Any Legal Weapon,20,15,2,13.3,3.4,2.7,8,37,VALID,
EA1011,DATABASE_MATCHED,2025,2026,"Cache, Richards Hollow","Cache, Richards Hollow",39,Elk,General Season,Any Legal Weapon,10,6,1,16.7,3.8,2.7,8,38,VALID,
EA1012,DATABASE_MATCHED,2025,2026,"Cache, Richmond Hyde Park","Cache, Richmond Hyde Park",40,Elk,General Season,Any Legal Weapon,6,3,2,66.7,15.0,3.5,8,39,VALID,
EA1013,DATABASE_MATCHED,2025,2026,"Manti, Central","Manti, Central",43,Elk,General Season,Any Legal Weapon,68,65,32,49.2,4.1,3.7,8,40,VALID,
EA1015,DATABASE_MATCHED,2025,2026,"Manti, Ferron Canyon","Manti, Ferron Canyon",45,Elk,General Season,Any Legal Weapon,70,68,31,45.6,4.7,3.7,8,41,VALID,
EA1017,DATABASE_MATCHED,2025,2026,"Manti, Gordon Creek-Price Canyon","Manti, Gordon Creek-Price Canyon",47,Elk,General Season,Any Legal Weapon,95,84,28,33.3,9.5,2.9,8,42,VALID,
EA1018,DATABASE_MATCHED,2025,2026,"Manti, Horn Mtn","Manti, Horn Mtn",49,Elk,General Season,Any Legal Weapon,59,53,37,69.8,5.7,3.7,8,43,VALID,
EA1020,DATABASE_MATCHED,2025,2026,"Manti, Mohrland-Stump Flat","Manti, Mohrland-Stump Flat",55,Elk,General Season,Any Legal Weapon,118,113,42,37.2,10.8,2.7,8,44,VALID,
EA1021,DATABASE_MATCHED,2025,2026,Nebo,Nebo,616,Elk,General Season,Any Legal Weapon,227,209,93,44.5,4.3,3.4,8,45,VALID,
EA1022,DATABASE_MATCHED,2025,2026,"Manti, North","Manti, North",58,Elk,General Season,Any Legal Weapon,292,269,94,34.9,4.7,3.4,8,46,VALID,
EA1023,DATABASE_MATCHED,2025,2026,"Manti, South","Manti, South",862,Elk,General Season,Any Legal Weapon,98,93,33,35.5,4.4,3.5,8,47,VALID,
EA1024,DATABASE_MATCHED,2025,2026,"Manti, South","Manti, South",862,Elk,General Season,Any Legal Weapon,98,94,59,62.8,7.3,4.0,8,48,VALID,
EA1025,DATABASE_MATCHED,2025,2026,"Manti, West","Manti, West",861,Elk,General Season,Any Legal Weapon,117,104,40,38.5,6.5,3.2,8,49,VALID,
EA1026,DATABASE_MATCHED,2025,2026,Chalk Creek,Chalk Creek,69,Elk,General Season,Any Legal Weapon,341,223,39,17.5,7.7,3.0,8,50,VALID,
EA1030,DATABASE_MATCHED,2025,2026,"Fillmore, Pahvant","Fillmore, Pahvant",88,Elk,General Season,Any Legal Weapon,47,41,13,31.7,5.3,3.1,8,51,VALID,
EA1031,DATABASE_MATCHED,2025,2026,"Fillmore, Pahvant","Fillmore, Pahvant",88,Elk,General Season,Any Legal Weapon,48,45,22,48.9,5.3,3.2,8,52,VALID,
EA1033,DATABASE_MATCHED,2025,2026,Kamas,Kamas,611,Elk,General Season,Any Legal Weapon,125,91,11,12.1,7.6,3.2,8,53,VALID,
EA1035,DATABASE_MATCHED,2025,2026,"Kamas, Oakley","Kamas, Oakley",104,Elk,General Season,Any Legal Weapon,125,100,7,7.0,6.1,2.9,8,54,VALID,
EA1037,DATABASE_MATCHED,2025,2026,"La Sal, Dolores Triangle","La Sal, Dolores Triangle",108,Elk,General Season,Any Legal Weapon,49,40,10,25.0,5.9,3.1,8,55,VALID,
EA1038,DATABASE_MATCHED,2025,2026,"La Sal, La Sal Mtns","La Sal, La Sal Mtns",617,Elk,General Season,Any Legal Weapon,197,173,50,28.9,5.4,3.3,8,56,VALID,
EA1039,DATABASE_MATCHED,2025,2026,"La Sal, La Sal Mtns","La Sal, La Sal Mtns",617,Elk,General Season,Any Legal Weapon,148,125,44,35.2,6.1,3.2,8,57,VALID,
EA1044,DATABASE_MATCHED,2025,2026,"Morgan-South Rich, South Rich","Morgan-South Rich, South Rich",122,Elk,General Season,Any Legal Weapon,35,26,13,50.0,4.0,3.6,8,58,VALID,
EA1049,DATABASE_MATCHED,2025,2026,"Mt Dutton, Deep Creek","Mt Dutton, Deep Creek",438,Elk,General Season,Any Legal Weapon,70,63,24,38.1,3.8,3.3,8,59,VALID,
EA1054,DATABASE_MATCHED,2025,2026,"Nine Mile, West Anthro","Nine Mile, West Anthro",132,Elk,General Season,Any Legal Weapon,50,45,32,71.1,3.8,4.4,8,60,VALID,
EA1056,DATABASE_MATCHED,2025,2026,"North Slope, Greendale","North Slope, Greendale",134,Elk,General Season,Any Legal Weapon,5,4,2,50.0,3.3,3.5,8,61,VALID,
EA1058,DATABASE_MATCHED,2025,2026,"North Slope, Henry's Fork-Burnt Fork","North Slope, Henry's Fork-Burnt Fork",135,Elk,General Season,Any Legal Weapon,100,77,25,32.5,5.4,3.0,8,62,VALID,
EA1060,DATABASE_MATCHED,2025,2026,"North Slope, West Daggett","North Slope, West Daggett",142,Elk,General Season,Muzzleloader,19,18,3,16.7,6.7,2.8,9,2,VALID,
EA1061,DATABASE_MATCHED,2025,2026,"North Slope, West Daggett","North Slope, West Daggett",142,Elk,General Season,Muzzleloader,17,14,4,28.6,5.4,3.3,9,3,VALID,
EA1063,DATABASE_MATCHED,2025,2026,Ogden,Ogden,609,Elk,General Season,Any Legal Weapon,75,62,5,8.1,5.4,3.0,9,4,VALID,
EA1064,DATABASE_MATCHED,2025,2026,Ogden,Ogden,609,Elk,General Season,Any Legal Weapon,74,56,2,3.6,5.3,2.7,9,5,VALID,
EA1069,DATABASE_MATCHED,2025,2026,Panguitch Lake,Panguitch Lake,634,Elk,General Season,Any Legal Weapon,34,33,21,63.6,2.8,3.9,9,6,VALID,
EA1073,DATABASE_MATCHED,2025,2026,Paunsaugunt,Paunsaugunt,163,Elk,General Season,Any Legal Weapon,16,13,1,7.7,10.4,2.4,9,7,VALID,
EA1075,DATABASE_MATCHED,2025,2026,Boulder East,Boulder East,695,Elk,General Season,Any Legal Weapon,46,39,20,51.3,5.9,3.6,9,8,VALID,
EA1076,DATABASE_MATCHED,2025,2026,Boulder West,Boulder West,697,Elk,General Season,Any Legal Weapon,49,47,38,80.9,3.3,4.2,9,9,VALID,
EA1077,DATABASE_MATCHED,2025,2026,Boulder-Circle Cliffs,Boulder-Circle Cliffs,96,Elk,General Season,Any Legal Weapon,30,22,14,63.6,5.7,3.8,9,10,VALID,
EA1078,DATABASE_MATCHED,2025,2026,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,175,Elk,General Season,Any Legal Weapon,264,247,91,36.8,5.1,3.5,9,11,VALID,
EA1079,DATABASE_MATCHED,2025,2026,Fishlake/Thousand Lakes East,Fishlake/Thousand Lakes East,698,Elk,General Season,Any Legal Weapon,64,60,56,93.3,2.5,4.6,9,12,VALID,
EA1080,DATABASE_MATCHED,2025,2026,Fishlake/Thousand Lakes West,Fishlake/Thousand Lakes West,699,Elk,General Season,Any Legal Weapon,59,58,45,77.6,4.1,4.0,9,13,VALID,
EA1081,DATABASE_MATCHED,2025,2026,San Juan,San Juan,710,Elk,General Season,Any Legal Weapon,122,115,45,39.1,5.0,3.3,9,14,VALID,
EA1082,DATABASE_MATCHED,2025,2026,San Juan,San Juan,710,Elk,General Season,Any Legal Weapon,121,107,55,51.4,5.6,3.5,9,15,VALID,
EA1084,DATABASE_MATCHED,2025,2026,"San Rafael, North","San Rafael, North",194,Elk,General Season,Any Legal Weapon,5,1,0,0.0,2.0,3.0,9,16,VALID,
EA1085,DATABASE_MATCHED,2025,2026,Vernal/Bonanza,Vernal/Bonanza,614,Elk,General Season,Archery,100,91,12,13.2,9.0,2.9,9,17,VALID,
EA1087,DATABASE_MATCHED,2025,2026,Bonanza/Vernal,Bonanza/Vernal,614,Elk,General Season,Any Legal Weapon,99,97,28,28.9,5.5,3.2,9,18,VALID,
EA1089,DATABASE_MATCHED,2025,2026,Diamond Mtn,Diamond Mtn,206,Elk,General Season,Any Legal Weapon,49,46,10,21.7,4.2,2.6,9,19,VALID,
EA1090,DATABASE_MATCHED,2025,2026,Diamond Mtn,Diamond Mtn,206,Elk,General Season,Any Legal Weapon,49,45,11,24.4,4.3,3.0,9,20,VALID,
EA1094,DATABASE_MATCHED,2025,2026,"Vernal, Mosby Mtn","Vernal, Mosby Mtn",814,Elk,General Season,Any Legal Weapon,98,85,40,47.1,6.4,3.2,9,21,VALID,
EA1101,DATABASE_MATCHED,2025,2026,Southwest Desert,Southwest Desert,625,Elk,General Season,Any Legal Weapon,98,94,65,69.1,5.0,3.8,9,22,VALID,
EA1106,DATABASE_MATCHED,2025,2026,"Wasatch Mtns, Avintaquin","Wasatch Mtns, Avintaquin",224,Elk,General Season,Any Legal Weapon,194,159,35,22.0,4.0,3.1,9,23,VALID,
EA1110,DATABASE_MATCHED,2025,2026,"Wasatch Mtns, Salt Lake","Wasatch Mtns, Salt Lake",234,Elk,General Season,Any Legal Weapon,45,38,12,31.6,8.5,3.2,9,24,VALID,
EA1111,DATABASE_MATCHED,2025,2026,"Wasatch Mtns, Wallsburg","Wasatch Mtns, Wallsburg",238,Elk,General Season,Any Legal Weapon,34,32,2,6.3,5.7,2.6,9,25,VALID,
EA1112,DATABASE_MATCHED,2025,2026,"Wasatch Mtns, Wallsburg","Wasatch Mtns, Wallsburg",238,Elk,General Season,Any Legal Weapon,54,43,11,25.6,4.5,2.8,9,26,VALID,
EA1113,DATABASE_MATCHED,2025,2026,"Wasatch Mtns, West Heber","Wasatch Mtns, West Heber",240,Elk,General Season,Any Legal Weapon,29,21,8,38.1,7.7,3.1,9,27,VALID,
EA1114,DATABASE_MATCHED,2025,2026,"Wasatch Mtns, West Timpanogos","Wasatch Mtns, West Timpanogos",480,Elk,General Season,Any Legal Weapon,24,19,9,47.4,4.7,2.9,9,28,VALID,
EA1117,DATABASE_MATCHED,2025,2026,Zion,Zion,635,Elk,General Season,Any Legal Weapon,214,164,26,15.9,9.0,2.6,9,29,VALID,
EA1118,DATABASE_MATCHED,2025,2026,Alton CWMU,Alton CWMU,526,Elk,CWMU,Any Legal Weapon,6,5,1,20.0,7.2,2.0,9,30,VALID,
EA1119,DATABASE_MATCHED,2025,2026,Bar J Ranch CWMU,Bar J Ranch CWMU,527,Elk,CWMU,Any Legal Weapon,20,20,15,75.0,2.4,4.4,9,31,VALID,
EA1120,DATABASE_MATCHED,2025,2026,Bear Mountain CWMU,Bear Mountain CWMU,582,Elk,CWMU,Any Legal Weapon,21,19,9,47.4,3.0,3.6,9,32,VALID,
EA1121,DATABASE_MATCHED,2025,2026,Boobe Hole CWMU,Boobe Hole CWMU,529,Elk,CWMU,Any Legal Weapon,10,10,7,70.0,1.5,4.4,9,33,VALID,
EA1122,DATABASE_MATCHED,2025,2026,Causey Spring CWMU,Causey Spring CWMU,560,Elk,CWMU,Any Legal Weapon,5,5,1,20.0,6.2,3.0,9,34,VALID,
EA1124,DATABASE_MATCHED,2025,2026,Chimney Rock CWMU,Chimney Rock CWMU,732,Elk,CWMU,Any Legal Weapon,15,15,14,93.3,3.3,4.6,9,35,VALID,
EA1125,DATABASE_MATCHED,2025,2026,Coldwater Ranch CWMU,Coldwater Ranch CWMU,505,Elk,CWMU,Any Legal Weapon,25,25,25,100.0,1.3,4.9,9,36,VALID,
EA1129,DATABASE_MATCHED,2025,2026,Deseret CWMU,Deseret CWMU,568,Elk,CWMU,Any Legal Weapon,608,580,332,57.2,2.7,3.8,9,37,VALID,
EA1130,DATABASE_MATCHED,2025,2026,Double Cone CWMU,Double Cone CWMU,516,Elk,CWMU,Any Legal Weapon,7,6,4,66.7,2.2,4.2,9,38,VALID,
EA1131,DATABASE_MATCHED,2025,2026,Durst Mountain CWMU,Durst Mountain CWMU,567,Elk,CWMU,Any Legal Weapon,33,33,24,72.7,1.8,4.3,9,39,VALID,
EA1132,DATABASE_MATCHED,2025,2026,East Fork Chalk Creek CWMU,East Fork Chalk Creek CWMU,520,Elk,CWMU,Any Legal Weapon,51,42,11,26.2,3.3,3.5,9,40,VALID,
EA1134,DATABASE_MATCHED,2025,2026,Ensign Ranches CWMU,Ensign Ranches CWMU,522,Elk,CWMU,Any Legal Weapon,91,87,57,65.5,2.0,4.0,9,41,VALID,
EA1135,DATABASE_MATCHED,2025,2026,Folley Ridge CWMU,Folley Ridge CWMU,579,Elk,CWMU,Any Legal Weapon,20,19,12,63.2,1.7,4.3,9,42,VALID,
EA1136,DATABASE_MATCHED,2025,2026,Grass Valley/Clark Canyon CWMU,Grass Valley/Clark Canyon CWMU,525,Elk,CWMU,Any Legal Weapon,81,80,37,46.3,3.3,3.8,9,43,VALID,
EA1137,DATABASE_MATCHED,2025,2026,Grazing Pasture CWMU,Grazing Pasture CWMU,530,Elk,CWMU,Any Legal Weapon,15,15,13,86.7,2.6,4.9,9,44,VALID,
EA1138,DATABASE_MATCHED,2025,2026,Guildersleeve CWMU,Guildersleeve CWMU,573,Elk,CWMU,Any Legal Weapon,20,20,12,60.0,2.4,3.7,9,45,VALID,
EA1139,DATABASE_MATCHED,2025,2026,Hardscrabble CWMU,Hardscrabble CWMU,577,Elk,CWMU,Any Legal Weapon,9,9,2,22.2,4.1,3.2,9,46,VALID,
EA1140,DATABASE_MATCHED,2025,2026,Heaston East CWMU,Heaston East CWMU,555,Elk,CWMU,Any Legal Weapon,24,24,24,100.0,1.3,5.0,9,47,VALID,
EA1141,DATABASE_MATCHED,2025,2026,Hiawatha CWMU,Hiawatha CWMU,550,Elk,CWMU,Any Legal Weapon,16,12,7,58.3,3.0,4.8,9,48,VALID,
EA1142,DATABASE_MATCHED,2025,2026,Indian Head CWMU,Indian Head CWMU,735,Elk,CWMU,Any Legal Weapon,12,12,10,83.3,3.2,4.7,9,49,VALID,
EA1143,DATABASE_MATCHED,2025,2026,Circle E Ranch CWMU,Circle E Ranch CWMU,549,Elk,CWMU,Any Legal Weapon,35,35,34,97.1,2.0,4.8,9,50,VALID,
EA1145,DATABASE_MATCHED,2025,2026,Johnson Mountain Ranch CWMU,Johnson Mountain Ranch CWMU,531,Elk,CWMU,Any Legal Weapon,21,21,17,81.0,1.7,4.1,9,51,VALID,
EA1146,DATABASE_MATCHED,2025,2026,Jump Creek CWMU,Jump Creek CWMU,734,Elk,CWMU,Any Legal Weapon,13,13,12,92.3,2.7,4.8,9,52,VALID,
EA1147,DATABASE_MATCHED,2025,2026,Little Red Creek CWMU,Little Red Creek CWMU,484,Elk,CWMU,Any Legal Weapon,15,15,10,66.7,2.1,4.5,9,53,VALID,
EA1149,DATABASE_MATCHED,2025,2026,Minnie Maud Ridge CWMU,Minnie Maud Ridge CWMU,551,Elk,CWMU,Any Legal Weapon,14,14,4,28.6,3.1,3.4,9,54,VALID,
EA1151,DATABASE_MATCHED,2025,2026,Moon Ranch CWMU,Moon Ranch CWMU,485,Elk,CWMU,Any Legal Weapon,6,6,2,33.3,3.0,2.5,9,55,VALID,
EA1153,DATABASE_MATCHED,2025,2026,Old Woman Plateau CWMU,Old Woman Plateau CWMU,535,Elk,CWMU,Any Legal Weapon,4,4,4,100.0,3.0,4.5,9,56,VALID,
EA1156,DATABASE_MATCHED,2025,2026,Preston Nutter Ranch CWMU,Preston Nutter Ranch CWMU,542,Elk,CWMU,Any Legal Weapon,20,20,16,80.0,2.1,5.0,9,57,VALID,
EA1157,DATABASE_MATCHED,2025,2026,Redd Ranches CWMU,Redd Ranches CWMU,548,Elk,CWMU,Any Legal Weapon,34,31,19,61.3,2.5,4.2,9,58,VALID,
EA1158,DATABASE_MATCHED,2025,2026,Cactus Ranch LLC CWMU,Cactus Ranch LLC CWMU,517,Elk,CWMU,Any Legal Weapon,9,8,2,25.0,4.7,4.0,9,59,VALID,
EA1159,DATABASE_MATCHED,2025,2026,Roan Cliffs CWMU,Roan Cliffs CWMU,543,Elk,CWMU,Any Legal Weapon,6,6,6,100.0,1.5,5.0,9,60,VALID,
EA1160,DATABASE_MATCHED,2025,2026,Sand Creek CWMU,Sand Creek CWMU,740,Elk,CWMU,Any Legal Weapon,4,4,3,75.0,1.8,4.8,9,61,VALID,
EA1161,DATABASE_MATCHED,2025,2026,Scofield Canyons CWMU,Scofield Canyons CWMU,539,Elk,CWMU,Any Legal Weapon,9,8,8,100.0,2.0,4.7,9,62,VALID,
EA1162,DATABASE_MATCHED,2025,2026,Scofield East CWMU,Scofield East CWMU,540,Elk,CWMU,Any Legal Weapon,14,13,9,69.2,1.9,4.6,10,2,VALID,
EA1163,DATABASE_MATCHED,2025,2026,Scofield West CWMU,Scofield West CWMU,541,Elk,CWMU,Any Legal Weapon,32,31,23,74.2,3.0,4.1,10,3,VALID,
EA1164,DATABASE_MATCHED,2025,2026,SJ Ranch CWMU,SJ Ranch CWMU,576,Elk,CWMU,Any Legal Weapon,6,6,5,83.3,3.3,5.0,10,4,VALID,
EA1165,DATABASE_MATCHED,2025,2026,Skull Crack CWMU,Skull Crack CWMU,578,Elk,CWMU,Any Legal Weapon,14,14,13,92.9,1.1,5.0,10,5,VALID,
EA1166,DATABASE_MATCHED,2025,2026,Soldier Summit CWMU,Soldier Summit CWMU,552,Elk,CWMU,Any Legal Weapon,16,15,7,46.7,2.4,3.9,10,6,VALID,
EA1167,DATABASE_MATCHED,2025,2026,South Canyon CWMU,South Canyon CWMU,491,Elk,CWMU,Any Legal Weapon,12,10,8,80.0,1.9,4.1,10,7,VALID,
EA1168,DATABASE_MATCHED,2025,2026,Spring Creek/Dodge CWMU,Spring Creek/Dodge CWMU,546,Elk,CWMU,Any Legal Weapon,20,19,12,63.2,3.7,3.8,10,8,VALID,
EA1170,DATABASE_MATCHED,2025,2026,Strawberry Ridge CWMU,Strawberry Ridge CWMU,562,Elk,CWMU,Any Legal Weapon,10,10,9,90.0,2.0,4.6,10,9,VALID,
EA1171,DATABASE_MATCHED,2025,2026,Summit Point CWMU,Summit Point CWMU,547,Elk,CWMU,Any Legal Weapon,10,9,6,66.7,3.8,4.3,10,10,VALID,
EA1172,DATABASE_MATCHED,2025,2026,Three C CWMU,Three C CWMU,553,Elk,CWMU,Any Legal Weapon,14,13,8,61.5,11.5,3.7,10,11,VALID,
EA1174,DATABASE_MATCHED,2025,2026,Two Bear CWMU,Two Bear CWMU,521,Elk,CWMU,Any Legal Weapon,58,56,40,71.4,1.7,4.2,10,12,VALID,
EA1175,DATABASE_MATCHED,2025,2026,Wallsburg CWMU,Wallsburg CWMU,586,Elk,CWMU,Any Legal Weapon,10,7,2,28.6,2.3,3.4,10,13,VALID,
EA1177,DATABASE_MATCHED,2025,2026,Woodruff Creek South CWMU,Woodruff Creek South CWMU,571,Elk,CWMU,Any Legal Weapon,8,8,3,37.5,1.9,5.0,10,14,VALID,
EA1180,DATABASE_MATCHED,2025,2026,La Sal (Conservation),La Sal (Conservation),684,Elk,Conservation,Any Legal Weapon,2,2,2,100.0,1.0,3.0,10,15,VALID,
EA1187,DATABASE_MATCHED,2025,2026,"Paunsaugunt, Hatch Bench","Paunsaugunt, Hatch Bench",838,Elk,General Season,Any Legal Weapon,15,12,1,8.3,8.2,1.9,10,16,VALID,
EA1189,DATABASE_MATCHED,2025,2026,"Wasatch Mtns, West-Central","Wasatch Mtns, West-Central",448,Elk,General Season,Muzzleloader,423,354,49,13.8,4.0,3.1,10,17,VALID,
EA1192,DATABASE_MATCHED,2025,2026,Pahvant Ensign CWMU,Pahvant Ensign CWMU,826,Elk,CWMU,Any Legal Weapon,6,6,1,16.7,2.0,2.4,10,18,VALID,
EA1193,DATABASE_MATCHED,2025,2026,"Cache, Rich","Cache, Rich",38,Elk,General Season,Any Legal Weapon,20,20,12,60.0,4.1,3.4,10,19,VALID,
EA1196,DATABASE_MATCHED,2025,2026,"North Slope, Summit","North Slope, Summit",138,Elk,General Season,Any Legal Weapon,75,73,18,24.7,4.2,3.4,10,20,VALID,
EA1198,DATABASE_MATCHED,2025,2026,Bear Springs CWMU,Bear Springs CWMU,575,Elk,CWMU,Any Legal Weapon,2,2,2,100.0,2.0,5.0,10,21,VALID,
EA1200,DATABASE_MATCHED,2025,2026,Double R Ranch CWMU,Double R Ranch CWMU,554,Elk,CWMU,Any Legal Weapon,10,10,10,100.0,2.1,5.0,10,22,VALID,
EA1201,DATABASE_MATCHED,2025,2026,Mountain Sky Ranch CWMU,Mountain Sky Ranch CWMU,858,Elk,CWMU,Any Legal Weapon,10,10,9,90.0,3.2,4.5,10,23,VALID,
EA1203,DATABASE_MATCHED,2025,2026,"Box Elder, Pilot Mtn","Box Elder, Pilot Mtn",682,Elk,General Season,Any Legal Weapon,5,5,2,40.0,3.2,2.6,10,24,VALID,
EA1204,DATABASE_MATCHED,2025,2026,"Box Elder, Pilot Mtn","Box Elder, Pilot Mtn",682,Elk,General Season,Any Legal Weapon,5,5,2,40.0,1.8,4.0,10,25,VALID,
EA1206,DATABASE_MATCHED,2025,2026,"Cache, Richmond Hyde Park","Cache, Richmond Hyde Park",40,Elk,General Season,Any Legal Weapon,10,8,2,25.0,6.2,4.2,10,26,VALID,
EA1207,DATABASE_MATCHED,2025,2026,"Nebo, Moroni Hills","Nebo, Moroni Hills",107,Elk,General Season,Any Legal Weapon,8,8,0,0.0,4.7,2.1,10,27,VALID,
EA1208,DATABASE_MATCHED,2025,2026,Nebo,Nebo,616,Elk,General Season,Any Legal Weapon,271,231,106,45.9,6.5,3.3,10,28,VALID,
EA1209,DATABASE_MATCHED,2025,2026,"Fillmore, Oak Creek LE","Fillmore, Oak Creek LE",85,Elk,General Season,Any Legal Weapon,49,43,11,25.6,14.5,2.5,10,29,VALID,
EA1217,DATABASE_MATCHED,2025,2026,"Wasatch Mtns, Avintaquin","Wasatch Mtns, Avintaquin",224,Elk,General Season,Any Legal Weapon,148,131,34,26.0,4.9,3.2,10,30,VALID,
EA1220,DATABASE_MATCHED,2025,2026,Manti (Expo),Manti (Expo),5112,Elk,General Season,Any Legal Weapon,2,0,,,,,10,31,VALID_WITH_WARNINGS,BLANK_HARVEST;BLANK_PERCENT_SUCCESS;BLANK_AVG_DAYS;BLANK_SATISFACTION
EA1221,DATABASE_MATCHED,2025,2026,Fishlake/Thousand Lake (Expo),Fishlake/Thousand Lake (Expo),5145,Elk,General Season,Any Legal Weapon,1,1,0,0.0,3.0,4.0,10,32,VALID,
EA1222,DATABASE_MATCHED,2025,2026,"Beaver, East","Beaver, East",685,Elk,General Season,Any Legal Weapon,30,26,11,42.3,5.7,3.7,10,33,VALID,
EA1223,DATABASE_MATCHED,2025,2026,"Beaver, East","Beaver, East",685,Elk,General Season,Any Legal Weapon,29,29,11,37.9,3.5,3.2,10,34,VALID,
EA1224,DATABASE_MATCHED,2025,2026,"Book Cliffs, Bitter Creek/South","Book Cliffs, Bitter Creek/South",449,Elk,General Season,Any Legal Weapon,129,118,68,57.6,4.0,3.9,10,35,VALID,
EA1225,DATABASE_MATCHED,2025,2026,"Book Cliffs, Bitter Creek/South","Book Cliffs, Bitter Creek/South",449,Elk,General Season,Any Legal Weapon,154,146,114,78.1,2.9,4.4,10,36,VALID,
EA1226,DATABASE_MATCHED,2025,2026,"Nebo, Moroni Hills","Nebo, Moroni Hills",107,Elk,General Season,Any Legal Weapon,10,5,0,0.0,3.6,2.2,10,37,VALID,
EA1228,DATABASE_MATCHED,2025,2026,Morgan-South Rich,Morgan-South Rich,117,Elk,General Season,Any Legal Weapon,72,49,15,30.6,2.9,3.0,10,38,VALID,
EA1229,DATABASE_MATCHED,2025,2026,Morgan-South Rich,Morgan-South Rich,117,Elk,General Season,Any Legal Weapon,158,120,36,30.0,4.3,2.6,10,39,VALID,
EA1231,DATABASE_MATCHED,2025,2026,"West Desert, Tintic Valley","West Desert, Tintic Valley",116,Elk,General Season,Any Legal Weapon,50,40,13,32.5,10.4,2.7,10,40,VALID,
EA1233,DATABASE_MATCHED,2025,2026,Avintaquin Canyon CWMU,Avintaquin Canyon CWMU,599,Elk,CWMU,Any Legal Weapon,4,4,0,0.0,4.5,2.8,10,41,VALID,
EA1234,DATABASE_MATCHED,2025,2026,Royal Ivory Outfitters CWMU,Royal Ivory Outfitters CWMU,828,Elk,CWMU,Any Legal Weapon,16,16,7,43.8,1.9,3.9,10,42,VALID,
EA1235,DATABASE_MATCHED,2025,2026,Sharp Mountain CWMU,Sharp Mountain CWMU,490,Elk,CWMU,Any Legal Weapon,10,10,3,30.0,3.6,3.0,10,43,VALID,
EA1236,DATABASE_MATCHED,2025,2026,East Canyon,East Canyon,276,Elk,General Season,Any Legal Weapon,147,116,7,6.0,6.3,2.6,10,44,VALID,
EA1237,DATABASE_MATCHED,2025,2026,"La Sal, La Sal Mtns-North","La Sal, La Sal Mtns-North",879,Elk,General Season,Any Legal Weapon,170,130,11,8.5,6.2,2.3,10,45,VALID,
EA1239,DATABASE_MATCHED,2025,2026,"Nine Mile, Range Creek","Nine Mile, Range Creek",277,Elk,General Season,Any Legal Weapon,50,43,15,34.9,5.1,2.8,10,46,VALID,
