source_file,source_sha256,inferred_species,inferred_year,source_class,report_type,file_size_bytes,page_count,extraction_priority,extraction_strategy,confidence,reason
pipeline/RAW/hunt_unit_database/2013/pdf/harvest_report/04F508BD__2013_all_species_hr.pdf,4f057c9514c0d883c9374a23392ad3b71e304b21117ebec43323ad143e578bd2,Unknown,2013,harvest_results,harvest_result,123547,18,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/D014E894__2021-san-rafael-south.pdf,e74bebfb0ae5d493a16422f86beb77bc761cec1b52806a9b795d615b542ce830,Unknown,2021,harvest_results,harvest_result,190341,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/E8ECB6F8__2021-zion.pdf,26f3a1b82015930e8c4652fd56e166ed20a464c09bbeba96232b84a3e7797943,Unknown,2021,harvest_results,harvest_result,194102,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,Unknown,2022,harvest_results,harvest_result,5961123,209,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/5E321DA5__2022-harvest-data.pdf,9fe7d975c2f4c84d0d39078c55b8995bed3a314b00f5d50ad13dbafbc0d86f41,Unknown,2022,harvest_results,harvest_result,193163,8,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/7406bf15__mixed_2022-23.pdf,e4146a60da41c05926325333f4d9d0a2c85745aa807894c6e51ddc9119a4706f,Unknown,2022,harvest_results,harvest_result,1971021,57,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/884746C2__2022-henry-mountains.pdf,6df1627246a584fb8932ba8ef21a7c4c3ee0eaf1c7ddecbe6376888f0bb244ab,Unknown,2022,harvest_results,harvest_result,89575,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/968EFF87__2022_le_oial_all.pdf,0702a54e809448d49b9d6a4b21a8af957ce8b361d103f765484bbdd3ae1d5b5a,Unknown,2022,harvest_results,harvest_result,986285,18,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/99d034bd__bear_2022.pdf,aa90fcb5456db4373d25c982542dcc680ecb86d61e0ac49730455c54c9c12df3,Black Bear,2022,harvest_results,harvest_result,1163235,50,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/9cb7bd59__cougar_2022.pdf,01a5685cba9cd0d5ee7bae701685c8fa32e192442878cc9c02c807da4ef7a880,Cougar,2022,harvest_results,harvest_result,1845471,112,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/C9789032__2022-mineral-mtns.pdf,2a0d1e00ccd1b6bef83259979029b64ae8d4aba67879df9b7a14492d7661e783,Unknown,2022,harvest_results,harvest_result,180055,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/CCDD6E10__2022_gs_buck_deer_hr.pdf,89a227f30eb2ef433c1b0389617359291552b9a8b872db4043e9046b16402aec,Deer,2022,harvest_results,harvest_result,131918,3,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/D09A33C9__2022-oak-creek.pdf,c588f759a1387fb6cef5f435bd1b44863ccb16fc9ee6e75971db88e901491be2,Unknown,2022,harvest_results,harvest_result,180828,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/D3E39E3F__2022-nine-mile-gray-canyon.pdf,8c65cb11f4b55df694e0dd961d4e289a700505d3f9684c5cb4d035bb9b990a2c,Unknown,2022,harvest_results,harvest_result,97921,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/ECBBF5FB__2022-san-rafael-dirty-devil.pdf,e81914ee00bcb4c7f051fa6bafe9bc8b76b9f33d8f0dd2536aea70ca27b8e703,Unknown,2022,harvest_results,harvest_result,75005,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/FF6D4B3D__2022_antlerless_hr.pdf,269b7fda3567b0d2d371a48e99b2841bd8fe585c863333af03a7ffb6ef61dab2,Unknown,2022,harvest_results,harvest_result,215731,6,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/0148BAF7__2023-san-juan-river.pdf,0e0d94f7d23b5a8ea528379ce33e22fd08f17336f7ec66a2a6b83d374855dc94,Unknown,2023,harvest_results,harvest_result,64581,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/0A928B4F__2023-central-mtns-nebo.pdf,e960fe19c504b98e77e8b2e87bf565e9e3c8304377023b24ba18c7f0fa417d0f,Unknown,2023,harvest_results,harvest_result,41765,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,Unknown,2023,harvest_results,harvest_result,170545,18,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/22_bg_report.pdf,0f02100dc8407e54f0da240cef7cc716be6434377c3cbb12e0068c1e2719175a,Unknown,2023,harvest_results,harvest_result,8749206,211,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/24_bg_HARVEST_report.pdf,e93e9472c9abfad2659fb4d3c3d62e28c9bf9b75c403839107fba89711e9d5df,Unknown,2023,harvest_results,harvest_result,14037480,216,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/28E0BDDD__2023-san-juan-lockhart.pdf,cdf2a412413715c12da03b1c9ec4a13fc26c8db57604f4e606696f724e3ce3de,Unknown,2023,harvest_results,harvest_result,60338,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/295db9e8__bear_2023.pdf,f3791c6d9a53b91273150ed5285f68649e8218d75ffd0649ff92e10e6c7dbeec,Black Bear,2023,harvest_results,harvest_result,2767514,50,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/36a67499__mixed_2023-24.pdf,683b75f42ee37211eece151d5130b2b1112cd46dc22e20c51ac9c2612428a64f,Unknown,2023,harvest_results,harvest_result,5568070,71,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/4E8E024C__2023-harvest-data.pdf,2520051ba692857a3b99656f731fcc5c326eb23cce62cc3512a3bc6681a07ec8,Unknown,2023,harvest_results,harvest_result,167472,8,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/523038DA__2023-san-juan-south.pdf,4aeb8276d17b77a128037ec8b6db75fb51d66a1495c2b03fbb448f509adcf9d2,Unknown,2023,harvest_results,harvest_result,68739,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/569943FB__2023-kaiparowits-escalante.pdf,1ba06a15d35f1077102a86f1330a27547af8243688986dbec31fec46638116da,Unknown,2023,harvest_results,harvest_result,43895,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,480f7fb66c7c418d5fe4eda1906bd01868fba10c3f8dfa535c4a3268170b5f17,Bighorn Sheep,2023,harvest_results,harvest_result,167587,8,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/62EF9E74__2023_le_oial_all.pdf,1cb35a2ab84395975ef4f20f1c21ab158cd3e14f9362f01e3c967112ec2addce,Unknown,2023,harvest_results,harvest_result,416955,18,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/72C08FAD__2023-la-sal-potash.pdf,9428193e420fceeb8dfb0f0dc138ce5c65476f1a98293bb16e9e2dfe6cd61a5f,Unknown,2023,harvest_results,harvest_result,72969,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/7DDF75D1__2023 ALL SPECIES HARVEST DATA.pdf,db5ac212408364b942ccabadd30c1aaa77681ba7d9de336a51fb00b99b834764,Unknown,2023,harvest_results,harvest_result,417167,18,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/8970342F__2023-book-cliffs-south.pdf,548ef303a8616b713a93a5cf9b8c1f19e18a2fac7c5c108594699ac1ce73d001,Unknown,2023,harvest_results,harvest_result,45719,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/938F5CB7__2023-wasatch-mtns-west.pdf,3e030e39636b284aec48db5cb88acc3aeef80cc1fabdd8de7596033f621d9261,Unknown,2023,harvest_results,harvest_result,45389,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/9CC65639__2023_gs_buck_deer_hr.pdf,5282c7ecfd3a17ab5fbd15ed26d2ba99b8fd3523719d01407f1b6433d0bb40fc,Deer,2023,harvest_results,harvest_result,154279,4,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,Unknown,2023,harvest_results,harvest_result,207839,5,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/B28B99E6__2023-nine-mile-jack-creek.pdf,6bc9f98b4ff4ee631b2d9e5042d88967de07fbd3106f86453f10cc051736ae3f,Unknown,2023,harvest_results,harvest_result,50852,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/B5780E69__2023-san-juan-north.pdf,b9c149c065e7bae0f921a6f1a925c6a26888d11da08ff19eac9d07993c009a7b,Unknown,2023,harvest_results,harvest_result,66808,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/dbd8a659__cougar_2023.pdf,130c67192d5addd2296d1cc22bc612ecc84bad765b5d862de45324be1e5d87a7,Cougar,2023,harvest_results,harvest_result,1293478,113,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/EF4D3BAC__2023-antelope-island.pdf,83dab04980b1a15552a05cc96c4c05db236782b67a45251dc9c20dfd6357fb6f,Unknown,2023,harvest_results,harvest_result,39749,2,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2024/pdf/harvest_report/23_bg_report.pdf,d3c268a6aa3ccb8bf1d8633fc07bb9c5aaf842cbf1bd81ce8144a845c91561ae,Unknown,2024,harvest_results,harvest_result,10336886,214,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2025/formatted_tables/comprehensive_harvest_2024/2024_HARVEST_RESULTS_COMPREHENSIVE.csv,8e7f8fd4e07579dafa3111ae865d1a9651fb22b8f56637b671b4901297817670,Unknown,2025,harvest_results,harvest_result,728836,,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2025/formatted_tables/comprehensive_harvest_2024/2024_HARVEST_RESULTS_COMPREHENSIVE.xlsx,b8eed8cdbe570ba2f96b5c36ba85b157597ed49f6ca9803eb02e09722cfe2aa6,Unknown,2025,harvest_results,harvest_result,585174,,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2025/formatted_tables/comprehensive_harvest_2024/2024_HARVEST_RESULTS_COMPREHENSIVE_report.json,9af36854ebc8a45fab23ad810fd4c9d11fd4ee80cfb6a9b3764a7025d76e67ae,Unknown,2025,harvest_results,harvest_result,11796,,LOW,text_parse,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=text_parse; priority=LOW; confidence=HIGH
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_average_age_2024_extract/ELK_AVERAGE_AGE_HARVEST_2024.csv,e03553079b7d922c325e428bc4b4cd36f2f86671639dd11a31094d823605a317,Elk,2025,biology_population,average_age,13616,,HIGH,wide_year_table,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=wide_year_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_average_age_2024_extract/ELK_AVERAGE_AGE_HARVEST_2024.xlsx,ecec1cf3e044498bb46c5599a5df8760c13821f110779bec4ceb82c546585efe,Elk,2025,biology_population,average_age,8879,,HIGH,wide_year_table,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=wide_year_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_bull_by_unit_2024_extract/ELK_GENERAL_SEASON_ARCHERY_HARVEST_BY_UNIT_2024.csv,bb09a6ac25f6d41216367edccc541bd615f2ef301745fb02bee39e6093b470b8,Elk,2025,harvest_results,harvest_result,1485,,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_bull_by_unit_2024_extract/ELK_GENERAL_SEASON_ARCHERY_HARVEST_BY_UNIT_2024.xlsx,0c5f725fa019d398470b53ac4fa55cc9b196bb128208ca20e314a9c1af27c40c,Elk,2025,harvest_results,harvest_result,6702,,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_bull_by_unit_2024_extract/ELK_GENERAL_SEASON_ARCHERY_HARVEST_BY_UNIT_2024_manifest.json,2bde7c4da661b91c260545330de4293ac5bb1835f311a591a8f09b983e3f3e62,Elk,2025,harvest_results,harvest_result,606,,LOW,text_parse,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=text_parse; priority=LOW; confidence=HIGH
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_bull_by_unit_2024_extract/ELK_TOTAL_HARVEST_BY_UNIT_2024.csv,39f9461ffdc52af84c1ae510d5e20ccea858fc8fbc6651276c41e1a98c718545,Elk,2025,harvest_results,harvest_result,1746,,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_bull_by_unit_2024_extract/ELK_TOTAL_HARVEST_BY_UNIT_2024.xlsx,9e245c9b254f4851db687f3d45eca3e12d4b798c4b43626377ab29068eeb3bb5,Elk,2025,harvest_results,harvest_result,6938,,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_bull_by_unit_2024_extract/ELK_TOTAL_HARVEST_BY_UNIT_2024_manifest.json,152bb6de1a3865d2f72bf93494a16407b111f551bc861476e6513f65b9d4eec0,Elk,2025,harvest_results,harvest_result,566,,LOW,text_parse,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=text_parse; priority=LOW; confidence=HIGH
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_cwmu_bull_harvest_2024_extract/ELK_CWMU_BULL_HARVEST_2024.csv,0773e19ebe510d86db390d17161bd96f40b41810e9958c9002d95c3465ef5dea,Elk,2025,harvest_results,harvest_result,3169,,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_cwmu_bull_harvest_2024_extract/ELK_CWMU_BULL_HARVEST_2024.xlsx,0c886073d8ccad37e1894a24b46f1c277aba5b3e0be7a911874902d79a7dc5bc,Elk,2025,harvest_results,harvest_result,8348,,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_cwmu_bull_harvest_2024_extract/ELK_CWMU_BULL_HARVEST_2024_manifest.json,4feabe01754563f789a21e8981ac2c8a4f329747df746756f66421d239826e51,Elk,2025,harvest_results,harvest_result,571,,LOW,text_parse,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=text_parse; priority=LOW; confidence=HIGH
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_extended_archery_2024_extract/ELK_GENERAL_EXTENDED_ARCHERY_HARVEST_2024.csv,ff2665a6299fc7294d0196c8c5b034c9311bc4cb31849808a70143b026a3be9b,Elk,2025,harvest_results,harvest_result,290,,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_extended_archery_2024_extract/ELK_GENERAL_EXTENDED_ARCHERY_HARVEST_2024.xlsx,e8dc11c35164aeb22b447daeb1b7e5b5bf2f36ccdcd1514bd174564b72e25896,Elk,2025,harvest_results,harvest_result,5205,,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_general_extended_archery_2024_extract/ELK_GENERAL_EXTENDED_ARCHERY_HARVEST_2024_manifest.json,98c3a3a9da514b4f1283c822e500f637a36a1bf54b27d4c7b42ebfb419cba76f,Elk,2025,harvest_results,harvest_result,611,,LOW,text_parse,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=text_parse; priority=LOW; confidence=HIGH
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_harvest_bundle_2024_extract_summary.json,d6fd86bb3c8e4fad92c1a28e855c3570dcba221de2b2a57eb9563bf02ea0d4a7,Elk,2025,harvest_results,harvest_result,6256,,LOW,text_parse,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=text_parse; priority=LOW; confidence=HIGH
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,e5de0364d99f6a1d189f12339347422efc8f7a1b5016054daadff0f1af83f61c,Elk,2025,harvest_results,harvest_result,19888,,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.xlsx,d24d18e60efb9459501815a170e8ace3e683523e2bd4414754ac13ba0c3489b5,Elk,2025,harvest_results,harvest_result,16525,,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024_manifest.json,c6d084737fd836207114be7c1676cc5b0bdff204366783968bf139fa07fbf574,Elk,2025,harvest_results,harvest_result,659,,LOW,text_parse,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=text_parse; priority=LOW; confidence=HIGH
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_preseason_calf_per_100_cows_2015_2024_extract/ELK_PRESEASON_CALF_PER_100_COWS_2015_2024.csv,2782ddfae721184a9430ed9701a443d13c239dcfb1cb905f00328aae363b2bf3,Elk,2025,biology_population,preseason_classification,1354,,HIGH,wide_year_table,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=wide_year_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_preseason_calf_per_100_cows_2015_2024_extract/ELK_PRESEASON_CALF_PER_100_COWS_2015_2024.xlsx,f81b3d1ce3a424c9525b39aa906da8c9a458f89b2e539a6e6d4596a30c57a649,Elk,2025,biology_population,preseason_classification,6747,,HIGH,wide_year_table,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=wide_year_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_preseason_calf_per_100_cows_2015_2024_extract/ELK_PRESEASON_CALF_PER_100_COWS_2015_2024_manifest.json,f89576a6109ad81198aeaf2521b64d1cf1b9304d7d3cb6d948e45a5eb5e859f6,Elk,2025,biology_population,preseason_classification,626,,MEDIUM,wide_year_table,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=wide_year_table; priority=MEDIUM; confidence=HIGH
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_statewide_stats_1931_2024_extract/ELK_STATEWIDE_HARVEST_STATS_1931_2024.csv,8178a777b420b71d948a6ba2e002bbfd0056d1ad567eb50a244e82966159cf5e,Elk,2025,harvest_results,harvest_result,2979,,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_statewide_stats_1931_2024_extract/ELK_STATEWIDE_HARVEST_STATS_1931_2024.xlsx,4dadea38eb69a72621be0af7beba4b4adbe6a96d28171621ec4e0d3f9c3d26bb,Elk,2025,harvest_results,harvest_result,9093,,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_statewide_stats_1931_2024_extract/ELK_STATEWIDE_HARVEST_STATS_1931_2024_manifest.json,08eb6f76ee1a954a2c6ac39a00948e5dc867e24b2f5b6756eed39a7955084574,Elk,2025,harvest_results,harvest_result,620,,LOW,text_parse,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=text_parse; priority=LOW; confidence=HIGH
pipeline/RAW/hunt_unit_database/2025/formatted_tables/limited_entry_elk_harvest_2024_extract/LIMITED_ENTRY_ELK_HARVEST_2024_COMBINED_CONFIRM.txt,73defa15819d853c44af3b7b4aeb85e5cbb1f75f1ce87b86969683097b33391a,Elk,2025,harvest_results,harvest_result,1051,,LOW,text_parse,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=text_parse; priority=LOW; confidence=HIGH
pipeline/RAW/hunt_unit_database/2025/formatted_tables/limited_entry_elk_harvest_2024_extract/LIMITED_ENTRY_ELK_HARVEST_2024_STANDARDIZED.csv,6f069fe803900156111581e515929f13f189695b1c674b42f2dd838323b1eb46,Elk,2025,harvest_results,harvest_result,45815,,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
