species,reported_hunt_year,model_target_year,feature_scope,harvest_family,hunt_code,hunt_name,region,county_or_area,permits_or_permits_sold,hunters_afield_or_total_hunters,total_harvest,male_harvest,female_harvest,unknown_harvest,percent_success,mean_days_afield,mean_public_days_afield,mean_private_days_afield,data_quality_grade,source_file,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible,reason_codes
Turkey,2023,2024,county_or_area,Turkey Fall Management,,Summit,Central,Summit,,0.0,,,,,,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2023,2024,county_or_area,Turkey Fall Management,,Utah,Central,Utah,,194.0,113.0,41.0,68.0,4.0,58.3,4.1,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2023,2024,county_or_area,Turkey Fall Management,,Wasatch,Central,Wasatch,,70.0,32.0,14.0,18.0,0.0,46.2,4.4,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2023,2024,county_or_area,Turkey Fall Management,,Unknown,Central,Unknown,,38.0,20.0,11.0,9.0,0.0,52.4,2.3,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2023,2024,regional_total,Turkey Fall Management,,Regional total,Central,Regional total,,498.0,269.0,101.0,162.0,6.0,54.0,5.0,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2023,2024,regional_total,Turkey Fall Management,,Regional total,Southern,Regional total,,25.0,12.0,1.0,10.0,1.0,47.1,2.4,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2023,2024,regional_total,Turkey Fall Management,,Regional total,Southeastern,Regional total,,25.0,16.0,4.0,12.0,0.0,65.2,3.2,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2014,2015,statewide_history,Turkey Fall Management Statewide History,,Statewide fall management,,,314.0,281.0,208.0,,,,74.0,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2015,2016,statewide_history,Turkey Fall Management Statewide History,,Statewide fall management,,,700.0,597.0,363.0,,,,60.8,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2016,2017,statewide_history,Turkey Fall Management Statewide History,,Statewide fall management,,,1178.0,1750.0,822.0,,,,47.0,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2017,2018,statewide_history,Turkey Fall Management Statewide History,,Statewide fall management,,,881.0,713.0,419.0,,,,58.8,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2018,2019,statewide_history,Turkey Fall Management Statewide History,,Statewide fall management,,,3415.0,2756.0,1678.0,,,,60.9,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2019,2020,statewide_history,Turkey Fall Management Statewide History,,Statewide fall management,,,6167.0,5113.0,2963.0,,,,58.0,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2020,2021,statewide_history,Turkey Fall Management Statewide History,,Statewide fall management,,,7710.0,5904.0,2964.0,,,,50.2,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2021,2022,statewide_history,Turkey Fall Management Statewide History,,Statewide fall management,,,4619.0,3517.0,1652.0,,,,47.0,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2022,2023,statewide_history,Turkey Fall Management Statewide History,,Statewide fall management,,,2843.0,2116.0,1255.0,,,,59.3,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2023,2024,statewide_history,Turkey Fall Management Statewide History,,Statewide fall management,,,2625.0,1838.0,898.0,,,,48.9,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2024,2025,hunt_code,Turkey Spring Limited Entry/CWMU,TK1003,Central region,,,277.0,242.0,114.0,,,,45.5,3.0,3.0,0.9,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2024,2025,hunt_code,Turkey Spring Limited Entry/CWMU,TK1004,Northeastern region,,,203.0,169.0,97.0,,,,57.0,2.4,2.4,1.2,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2024,2025,hunt_code,Turkey Spring Limited Entry/CWMU,TK1005,Northern region,,,355.0,300.0,155.0,,,,50.0,2.4,2.4,1.1,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2024,2025,hunt_code,Turkey Spring Limited Entry/CWMU,TK1006,Southeastern region,,,194.0,160.0,79.0,,,,49.0,3.2,3.2,0.9,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2024,2025,hunt_code,Turkey Spring Limited Entry/CWMU,TK1007,Southern region,,,450.0,375.0,181.0,,,,46.8,3.6,3.6,0.7,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2024,2025,hunt_code,Turkey Spring Limited Entry/CWMU,TK1018,Pahvant Ensign CWMU,,,12.0,12.0,5.0,,,,40.0,,,3.4,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2024,2025,hunt_code,Turkey Spring Limited Entry/CWMU,TK1021,East Zion CWMU,,,6.0,6.0,4.0,,,,60.0,,,2.4,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,1991,1992,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,607.0,550.0,70.0,,,,12.7,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,1992,1993,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,559.0,504.0,68.0,,,,13.5,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,1993,1994,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,542.0,507.0,100.0,,,,19.7,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,1994,1995,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,440.0,390.0,136.0,,,,34.9,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,1995,1996,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,470.0,410.0,143.0,,,,34.9,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,1996,1997,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,529.0,486.0,191.0,,,,39.3,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,1997,1998,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,602.0,568.0,208.0,,,,36.6,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,1998,1999,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,621.0,563.0,256.0,,,,45.5,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,1999,2000,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,753.0,740.0,300.0,,,,40.5,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2000,2001,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,1062.0,1011.0,699.0,,,,69.1,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2001,2002,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,1381.0,1317.0,891.0,,,,67.7,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2002,2003,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,1641.0,1498.0,785.0,,,,52.4,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2003,2004,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,1528.0,1427.0,708.0,,,,49.6,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2004,2005,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,1372.0,1279.0,691.0,,,,54.0,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2005,2006,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,1996.0,1656.0,953.0,,,,57.5,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2006,2007,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,2664.0,2429.0,1396.0,,,,57.5,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2007,2008,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,3017.0,2799.0,1600.0,,,,57.2,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2008,2009,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,7858.0,6831.0,2374.0,,,,34.8,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2009,2010,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,13608.0,11138.0,2770.0,,,,26.0,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2010,2011,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,3055.0,2640.0,925.0,,,,35.0,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2011,2012,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,3104.0,2629.0,865.0,,,,32.9,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2012,2013,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,3035.0,2594.0,824.0,,,,31.8,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2013,2014,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,3068.0,2566.0,1054.0,,,,41.1,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2014,2015,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,3081.0,2661.0,1155.0,,,,43.4,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2015,2016,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,3517.0,2918.0,1476.0,,,,50.6,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2016,2017,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,4143.0,3602.0,1583.0,,,,43.9,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2017,2018,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,4538.0,3991.0,1552.0,,,,38.9,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2018,2019,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,3769.0,3105.0,1289.0,,,,41.5,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2019,2020,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,2710.0,2164.0,858.0,,,,39.6,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2020,2021,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,1368.0,1235.0,724.0,,,,58.6,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2021,2022,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,2773.0,2323.0,933.0,,,,40.2,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2022,2023,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,1951.0,1634.0,749.0,,,,45.8,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2023,2024,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,1711.0,1296.0,469.0,,,,36.2,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2024,2025,statewide_history,Turkey Spring Limited Entry/CWMU Statewide History,,Statewide limited-entry/CWMU,,,1497.0,1259.0,635.0,,,,50.4,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2024,2025,county_or_area,Turkey Spring Youth General Season,,Box Elder,Northern,Box Elder,,93.0,26.0,,,,27.8,1.3,1.3,1.7,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2024,2025,county_or_area,Turkey Spring Youth General Season,,Cache,Northern,Cache,,216.0,67.0,,,,31.0,3.0,3.0,2.0,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2024,2025,county_or_area,Turkey Spring Youth General Season,,Davis,Northern,Davis,,41.0,5.0,,,,12.5,4.0,4.0,0.0,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2024,2025,county_or_area,Turkey Spring Youth General Season,,Morgan,Northern,Morgan,,26.0,5.0,,,,20.0,0.4,0.4,2.0,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2024,2025,county_or_area,Turkey Spring Youth General Season,,Rich,Northern,Rich,,,,,,,,,,,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2024,2025,county_or_area,Turkey Spring Youth General Season,,Summit,Northern,Summit,,21.0,5.0,,,,25.0,2.0,2.0,1.0,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2024,2025,county_or_area,Turkey Spring Youth General Season,,Weber,Northern,Weber,,98.0,31.0,,,,31.6,1.2,1.2,1.5,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2024,2025,regional_total,Turkey Spring Youth General Season,,Regional total,Northern,Regional total,,495.0,139.0,,,,28.1,2.2,2.2,1.6,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2024,2025,county_or_area,Turkey Spring Youth General Season,,Juab,Central,Juab,,67.0,10.0,,,,15.4,4.2,4.2,0.1,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2024,2025,county_or_area,Turkey Spring Youth General Season,,Salt Lake,Central,Salt Lake,,26.0,5.0,,,,20.0,2.2,2.2,0.0,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2024,2025,county_or_area,Turkey Spring Youth General Season,,Sanpete,Central,Sanpete,,88.0,5.0,,,,5.9,2.8,2.8,1.1,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2024,2025,county_or_area,Turkey Spring Youth General Season,,Tooele,Central,Tooele,,57.0,5.0,,,,9.1,3.3,3.3,0.4,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2024,2025,county_or_area,Turkey Spring Youth General Season,,Utah,Central,Utah,,294.0,31.0,,,,10.5,3.4,3.4,0.6,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2024,2025,county_or_area,Turkey Spring Youth General Season,,Wasatch,Central,Wasatch,,62.0,15.0,,,,25.0,3.2,3.2,1.3,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2024,2025,regional_total,Turkey Spring Youth General Season,,Regional total,Central,Regional total,,594.0,71.0,,,,12.0,3.3,3.3,0.7,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2024,2025,county_or_area,Turkey Spring Youth General Season,,Beaver,Southern,Beaver,,88.0,15.0,,,,17.6,4.4,4.4,1.0,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2024,2025,county_or_area,Turkey Spring Youth General Season,,Garfield,Southern,Garfield,,26.0,0.0,,,,0.0,2.4,2.4,0.2,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2024,2025,county_or_area,Turkey Spring Youth General Season,,Iron,Southern,Iron,,67.0,10.0,,,,15.4,4.5,4.5,0.4,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2024,2025,county_or_area,Turkey Spring Youth General Season,,Kane,Southern,Kane,,62.0,21.0,,,,33.3,2.8,2.8,1.7,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2024,2025,county_or_area,Turkey Spring Youth General Season,,Millard,Southern,Millard,,67.0,0.0,,,,0.0,2.6,2.6,0.5,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2024,2025,county_or_area,Turkey Spring Youth General Season,,Piute,Southern,Piute,,10.0,0.0,,,,0.0,1.5,1.5,0.0,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2024,2025,county_or_area,Turkey Spring Youth General Season,,Sevier,Southern,Sevier,,77.0,26.0,,,,33.3,4.1,4.1,0.5,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
Turkey,2024,2025,county_or_area,Turkey Spring Youth General Season,,Washington,Southern,Washington,,103.0,26.0,,,,25.0,3.0,3.0,1.3,B,2023-24 turkey.pdf,True,True,True,TURKEY_HARVEST_HISTORY|QUALITY_FEATURE_ONLY|NO_DIRECT_P_DRAW
