reported_hunt_year,model_target_year,species,hunt_family,hunt_code,hunt_name,row_scope,source_family,source_label,source_universe,source_file,source_page,harvest,permits,hunters_afield,percent_success,average_days,trend_feature_eligible,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw
2021,2022,Bison,Bison,BI6503,Henry Mtns (hunter's choice),hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,15.0,18.0,18.0,,,True,True,True
2021,2022,Bison,Bison,BI6504,Henry Mtns (hunter's choice),hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,10.0,15.0,15.0,,,True,True,True
2021,2022,Bison,Bison,BI6505,Henry Mtns (cow only),hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,6.0,14.0,13.0,,,True,True,True
2021,2022,Bison,Bison,BI6506,Henry Mtns (cow only),hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,8.0,13.0,12.0,,,True,True,True
2021,2022,Bison,Bison,BI6509,"Henry Mtns (archery, hunter's choice)",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,2.0,7.0,7.0,,,True,True,True
2021,2022,Bison,Bison,BI6516,Henry Mtns (hunter's choice),hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,8.0,15.0,15.0,,,True,True,True
2021,2022,Bison,Bison,BI6517,Book Cliffs (hunter's choice),hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,8.0,9.0,9.0,,,True,True,True
2021,2022,Bison,Bison,BI6519,"Book Cliffs, Little Creek Roadless (hunter's choice)",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,18.0,19.0,18.0,,,True,True,True
2021,2022,Bison,Bison,BI6520,Book Cliffs (cow only),hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,4.0,6.0,6.0,,,True,True,True
2021,2022,Bison,Bison,BI6521,"Book Cliffs (archery, hunter's choice)",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,5.0,5.0,5.0,,,True,True,True
2021,2022,Bison,Bison,BI6523,"Book Cliffs, Bitter Creek/South (hunter's choice)",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,4.0,5.0,5.0,,,True,True,True
2021,2022,Bison,Bison,BI6524,"Book Cliffs, Little Creek Roadless (cow only)",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,12.0,18.0,18.0,,,True,True,True
2021,2022,Bison,Bison,BI6527,Nine Mile,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,10.0,163.0,150.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7000,Beaver,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,5.0,10.0,1.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7001,"Book Cliffs, Bitter Creek/South",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,11.0,45.0,2.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7003,"Central Mtns, Manti-North",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,8.0,19.0,3.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7004,"Central Mtns, Manti-South/San Rafael, North",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,10.0,14.0,0.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7005,"Central Mtns, Nebo",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,2.0,12.0,0.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7007,"Fillmore, Pahvant",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,0.0,1.0,0.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7008,La Sal,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,21.0,45.0,6.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7009,Mt Dutton,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,1.0,3.0,0.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7010,Panguitch Lake/Zion,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,3.0,9.0,1.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7011,Paunsaugunt,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,3.0,3.0,1.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7012,"Plateau, Boulder/Kaiparowits",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,6.0,28.0,1.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7013,"Plateau, Fishlake/Thousand Lakes",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,1.0,4.0,0.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7014,San Juan,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,21.0,45.0,4.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7015,"South Slope, Bonanza/Diamond Mtn/Vernal",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,6.0,13.0,1.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7016,"Wasatch Mtns, West-Central",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,13.0,37.0,5.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7017,Cache/Ogden,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,0.0,1.0,0.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7018,"Kamas/North Slope, Summit",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,3.0,7.0,2.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7100,Beaver,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,5.0,10.0,2.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7101,"Book Cliffs, Bitter Creek/South",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,6.0,15.0,2.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7102,"Book Cliffs, Little Creek Roadless",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,1.0,2.0,1.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7104,"Central Mtns, Manti-North",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,4.0,13.0,3.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7105,"Central Mtns, Manti-South/San Rafael, North",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,10.0,14.0,8.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7106,"Central Mtns, Nebo",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,8.0,11.0,2.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7108,La Sal,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,19.0,27.0,12.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7109,Mt Dutton,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,1.0,3.0,1.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7110,Nine Mile,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,7.0,14.0,3.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7111,"North Slope, Three Corners/West Daggett",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,2.0,3.0,2.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7112,Panguitch Lake/Zion,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,1.0,3.0,0.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7113,Paunsaugunt,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,3.0,3.0,1.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7114,"Plateau, Boulder/Kaiparowits",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,10.0,20.0,3.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7115,"Plateau, Fishlake/Thousand Lakes",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,3.0,4.0,1.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7116,San Juan,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,16.0,27.0,7.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7117,"South Slope, Bonanza/Diamond Mtn/Vernal",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,4.0,9.0,3.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7118,"South Slope, Yellowstone",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,3.0,6.0,2.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7119,"Wasatch Mtns, Avintaquin/Currant Creek",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,5.0,5.0,1.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7120,"Wasatch Mtns, West-Central",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,17.0,24.0,6.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7121,Cache/Ogden,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,1.0,1.0,0.0,,,True,True,True
