reported_hunt_year,model_target_year,species,hunt_family,hunt_code,hunt_name,row_scope,source_family,source_label,source_universe,source_file,source_page,harvest,permits,hunters_afield,percent_success,average_days,trend_feature_eligible,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw
2021,2022,Black Bear,Black Bear,BR7122,Chalk Creek/East Canyon/Morgan-South Rich,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,5.0,6.0,3.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7123,"Kamas/North Slope, Summit",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,4.0,8.0,3.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7200,Beaver,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,2.0,6.0,1.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7201,"Book Cliffs, Bitter Creek/South",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,2.0,15.0,2.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7203,"Central Mtns, Manti-North",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,5.0,11.0,0.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7204,"Central Mtns, Manti-South/San Rafael, North",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,12.0,14.0,6.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7205,"Central Mtns, Nebo",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,3.0,4.0,3.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7207,"Fillmore, Pahvant",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,0.0,1.0,0.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7208,La Sal,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,4.0,6.0,2.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7209,Monroe,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,0.0,1.0,0.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7210,Mt Dutton,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,1.0,2.0,1.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7211,Nine Mile,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,10.0,28.0,5.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7212,"North Slope, Three Corners/West Daggett",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,2.0,2.0,2.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7213,Panguitch Lake/Zion,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,4.0,8.0,1.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7214,Paunsaugunt,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,3.0,3.0,2.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7215,"Plateau, Boulder/Kaiparowits",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,3.0,10.0,2.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7216,"Plateau, Fishlake/Thousand Lakes",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,3.0,4.0,1.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7217,San Juan,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,2.0,6.0,2.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7218,"South Slope, Bonanza/Diamond Mtn/Vernal",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,5.0,7.0,3.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7219,"South Slope, Yellowstone",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,1.0,4.0,0.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7220,"Wasatch Mtns, Avintaquin/Currant Creek",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,5.0,9.0,4.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7221,"Wasatch Mtns, West-Central",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,5.0,8.0,3.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7224,"Book Cliffs, Little Creek Roadless",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,3.0,9.0,1.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7225,"Book Cliffs, Little Creek Roadless",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,2.0,10.0,2.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7226,La Sal,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,8.0,75.0,5.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7227,San Juan,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,1.0,75.0,0.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7228,Cache/Ogden,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,0.0,1.0,0.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7229,"Kamas/North Slope, Summit",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,1.0,6.0,1.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7230,Cache/Ogden,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,0.0,5.0,0.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7231,"Central Mtns, Manti-North",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,0.0,23.0,0.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7232,"Central Mtns, Manti-South/San Rafael, North",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,1.0,23.0,1.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7233,"Central Mtns, Nebo",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,2.0,21.0,1.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7234,Chalk Creek/East Canyon/Morgan-South Rich,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,0.0,5.0,0.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7235,"Kamas/North Slope, Summit",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,0.0,5.0,0.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7236,"Plateau, Boulder/Kaiparowits",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,0.0,50.0,0.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7300,"Book Cliffs, Bitter Creek/South",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,4.0,8.0,1.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7301,"Book Cliffs, Little Creek Roadless",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,1.0,2.0,0.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7303,"Central Mtns, Manti-North",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,4.0,11.0,1.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7304,"Central Mtns, Manti-South/San Rafael, North",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,8.0,13.0,1.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7305,"Central Mtns, Nebo",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,2.0,5.0,1.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7307,La Sal,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,4.0,14.0,1.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7308,"North Slope, Three Corners/West Daggett",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,0.0,1.0,0.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7309,Panguitch Lake/Zion,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,2.0,4.0,0.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7310,"Plateau, Boulder/Kaiparowits",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,7.0,10.0,3.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7311,"Plateau, Fishlake/Thousand Lakes",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,1.0,2.0,0.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7312,San Juan,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,3.0,14.0,0.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7313,"South Slope, Bonanza/Diamond Mtn/Vernal",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,1.0,7.0,0.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7314,"South Slope, Yellowstone",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,0.0,3.0,0.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7315,"Wasatch Mtns, Avintaquin/Currant Creek",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,0.0,4.0,0.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7316,"Wasatch Mtns, West-Central",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,5.0,11.0,1.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7317,Nine Mile,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,3.0,7.0,1.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7318,Beaver,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,2.0,3.0,2.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7320,Cache/Ogden,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,0.0,1.0,0.0,,,True,True,True
2021,2022,Black Bear,Black Bear,BR7321,"Kamas/North Slope, Summit",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,2.0,4.0,2.0,,,True,True,True
2021,2022,Antlerless Deer,Antlerless Deer,DA1000,"Beaver, Circleville North",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,1.0,10.0,9.0,,,True,True,True
2021,2022,Antlerless Deer,Antlerless Deer,DA1001,"Box Elder, West Bear River",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,7.0,30.0,23.0,,,True,True,True
2021,2022,Antlerless Deer,Antlerless Deer,DA1002,"Box Elder, West Bear River",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,5.0,30.0,17.0,,,True,True,True
2021,2022,Antlerless Deer,Antlerless Deer,DA1003,"Monroe/Plateau, Sevier Valley",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,19.0,49.0,33.0,,,True,True,True
2021,2022,Antlerless Deer,Antlerless Deer,DA1004,"Mt Dutton, Circleville South",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,2.0,10.0,8.0,,,True,True,True
2021,2022,Antlerless Deer,Antlerless Deer,DA1007,"Panguitch Lake, Panguitch Valley",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,4.0,10.0,8.0,,,True,True,True
2021,2022,Antlerless Deer,Antlerless Deer,DA1009,"Pine Valley, Enterprise",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,28.0,35.0,35.0,,,True,True,True
2021,2022,Antlerless Deer,Antlerless Deer,DA1011,George Creek,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,4.0,5.0,5.0,,,True,True,True
2021,2022,Antlerless Deer,Antlerless Deer,DA1012,* Junction Valley,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,25.0,14.0,14.0,,,True,True,True
2021,2022,Antlerless Deer,Antlerless Deer,DA1013,Mt Carmel,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,3.0,5.0,3.0,,,True,True,True
2021,2022,Antlerless Deer,Antlerless Deer,DA1017,"Pine Valley, Enterprise",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,16.0,25.0,20.0,,,True,True,True
2021,2022,Antlerless Deer,Antlerless Deer,DA1018,"Pine Valley, New Harmony",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,19.0,34.0,25.0,,,True,True,True
2021,2022,Antlerless Deer,Antlerless Deer,DA1026,Chalk Creek,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,28.0,49.0,32.0,,,True,True,True
2021,2022,Antlerless Deer,Antlerless Deer,DA1027,"East Canyon, Davis-North Salt Lake",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,70.0,98.0,88.0,,,True,True,True
2021,2022,Antlerless Deer,Antlerless Deer,DA1028,"East Canyon, Davis-North Salt Lake",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,57.0,99.0,87.0,,,True,True,True
2021,2022,Antlerless Deer,Antlerless Deer,DA1029,"Nine Mile, Green River Valley",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,2.0,10.0,8.0,,,True,True,True
2021,2022,Antlerless Deer,Antlerless Deer,DA1030,"Nine Mile, Price River Valley",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,13.0,20.0,17.0,,,True,True,True
2021,2022,Antlerless Deer,Antlerless Deer,DA1031,"Oquirrh-Stansbury, Settlement Cyn",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,18.0,25.0,25.0,,,True,True,True
2021,2022,Antlerless Deer,Antlerless Deer,DA1033,"San Juan, Monticello",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,3.0,5.0,3.0,,,True,True,True
2021,2022,Antlerless Deer,Antlerless Deer,DA1039,East Canyon,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,19.0,50.0,22.0,,,True,True,True
2021,2022,Antlerless Deer,Antlerless Deer,DA1040,East Canyon,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,15.0,50.0,28.0,,,True,True,True
2021,2022,Antlerless Deer,Antlerless Deer,DA1041,"Nine Mile, Green River Valley",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,16.0,30.0,24.0,,,True,True,True
2021,2022,Antlerless Deer,Antlerless Deer,DA1042,"San Juan, Monticello",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,,5.0,,,,True,True,True
2021,2022,Antlerless Deer,Antlerless Deer,DA1043,"Southwest Desert, Cedar Valley",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,4.0,15.0,15.0,,,True,True,True
2021,2022,Antlerless Deer,Antlerless Deer,DA1044,"South Slope, Myton",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,50.0,189.0,109.0,,,True,True,True
2021,2022,Antlerless Deer,Antlerless Deer,DA1045,"Fillmore, Oak City",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,4.0,15.0,11.0,,,True,True,True
2021,2022,Antlerless Deer,Antlerless Deer,DA1046,"Nine Mile, Price River Valley",hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,12.0,23.0,16.0,,,True,True,True
2021,2022,Deer,Deer,DB1000,Henry Mtns,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,10.0,11.0,11.0,,,True,True,True
2021,2022,Deer,Deer,DB1001,Paunsaugunt,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,28.0,35.0,34.0,,,True,True,True
2021,2022,Deer,Deer,DB1003,Henry Mtns,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,27.0,28.0,28.0,,,True,True,True
2021,2022,Deer,Deer,DB1004,Paunsaugunt,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,66.0,86.0,85.0,,,True,True,True
2021,2022,Deer,Deer,DB1005,Henry Mtns,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,11.0,12.0,11.0,,,True,True,True
2021,2022,Deer,Deer,DB1006,Paunsaugunt,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,29.0,35.0,35.0,,,True,True,True
2021,2022,Deer,Deer,DB1007,Henry Mtns,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,2.0,2.0,2.0,,,True,True,True
2021,2022,Deer,Deer,DB1008,Paunsaugunt,hunt_code,,2021_for_2022_hunt_code_keyed,harvest_hunt_code_keyed,,,4.0,4.0,4.0,,,True,True,True
