hunt_code,reported_hunt_year,model_target_years,species,hunt_family,hunt_names,row_count,harvest_sum,permits_sum,hunters_afield_sum,weighted_success_pct,average_reported_success_pct,row_scopes,source_families,source_labels,source_files
DB1244,2021,2022,Deer,Deer,Green Canyon,1,7.0,10.0,10.0,70.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1245,2021,2022,Deer,Deer,Guildersleeve,1,18.0,18.0,18.0,100.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1246,2021,2022,Deer,Deer,Hardscrabble,1,3.0,10.0,7.0,42.86,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1248,2021,2022,Deer,Deer,Heaston East,1,19.0,19.0,19.0,100.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1249,2021,2022,Deer,Deer,Hiawatha,1,3.0,3.0,3.0,100.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1250,2021,2022,Deer,Deer,Indian Creek,1,2.0,18.0,18.0,11.11,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1251,2021,2022,Deer,Deer,Indian Head,1,12.0,14.0,14.0,85.71,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1252,2021,2022,Deer,Deer,Ingham Peak,1,30.0,37.0,37.0,81.08,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1253,2021,2022,Deer,Deer,J. B. Ranch,1,2.0,4.0,2.0,100.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1255,2021,2022,Deer,Deer,Johnson Mountain Ranch,1,1.0,1.0,1.0,100.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1256,2021,2022,Deer,Deer,Junction Valley,1,44.0,49.0,49.0,89.8,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1257,2021,2022,Deer,Deer,Lazy H Ranch,1,2.0,4.0,4.0,50.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1258,2021,2022,Deer,Deer,Little Red Creek,1,3.0,10.0,10.0,30.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1259,2021,2022,Deer,Deer,Lone Tree Tunnel Hollow,1,18.0,20.0,20.0,90.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1260,2021,2022,Deer,Deer,Middle Ridge,1,6.0,9.0,9.0,66.67,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1261,2021,2022,Deer,Deer,Minnie Maud Ridge,1,37.0,50.0,50.0,74.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1263,2021,2022,Deer,Deer,Moon Ranch,1,7.0,10.0,10.0,70.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1264,2021,2022,Deer,Deer,Mountain Meadow,1,8.0,9.0,9.0,88.89,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1265,2021,2022,Deer,Deer,Mountain Top,1,13.0,15.0,15.0,86.67,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1266,2021,2022,Deer,Deer,Mt Carmel,1,11.0,20.0,20.0,55.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1267,2021,2022,Deer,Deer,Neil Creek,1,18.0,20.0,18.0,100.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1269,2021,2022,Deer,Deer,North Promontory,1,8.0,9.0,8.0,100.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1270,2021,2022,Deer,Deer,Nucor West,1,7.0,8.0,8.0,87.5,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1271,2021,2022,Deer,Deer,Oak Ranch,1,5.0,13.0,12.0,41.67,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1272,2021,2022,Deer,Deer,Old Woman Plateau,1,5.0,12.0,10.0,50.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1273,2021,2022,Deer,Deer,Park Valley Hereford,1,21.0,40.0,40.0,52.5,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1274,2021,2022,Deer,Deer,Patmos Ridge,1,6.0,7.0,7.0,85.71,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1275,2021,2022,Deer,Deer,Pine Canyon,1,25.0,30.0,30.0,83.33,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1276,2021,2022,Deer,Deer,Plymouth Peak,1,1.0,1.0,1.0,100.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1277,2021,2022,Deer,Deer,Pocatello Valley,1,4.0,7.0,7.0,57.14,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1278,2021,2022,Deer,Deer,Powder Mountain,1,10.0,11.0,11.0,90.91,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1279,2021,2022,Deer,Deer,Preston Nutter Ranch,1,1.0,3.0,3.0,33.33,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1280,2021,2022,Deer,Deer,Promontory Point,1,8.0,8.0,8.0,100.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1281,2021,2022,Deer,Deer,Rattlesnake Pass,1,23.0,27.0,26.0,88.46,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1282,2021,2022,Deer,Deer,Redd Ranches,1,17.0,19.0,19.0,89.47,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1283,2021,2022,Deer,Deer,Roan Cliffs,1,5.0,8.0,8.0,62.5,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1285,2021,2022,Deer,Deer,Sand Creek,1,1.0,8.0,8.0,12.5,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1286,2021,2022,Deer,Deer,Pisgah Mountain,1,11.0,14.0,14.0,78.57,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1287,2021,2022,Deer,Deer,Scofield Canyons,1,5.0,9.0,9.0,55.56,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1288,2021,2022,Deer,Deer,Scofield West,1,10.0,14.0,14.0,71.43,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1289,2021,2022,Deer,Deer,Sharp Mountain,1,7.0,16.0,15.0,46.67,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1290,2021,2022,Deer,Deer,Skull Crack,1,4.0,6.0,6.0,66.67,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1291,2021,2022,Deer,Deer,Skull Valley South,1,6.0,8.0,8.0,75.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1292,2021,2022,Deer,Deer,Soldier Summit,1,9.0,13.0,13.0,69.23,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1293,2021,2022,Deer,Deer,South Canyon,1,11.0,11.0,11.0,100.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1294,2021,2022,Deer,Deer,Spring Creek Acres,1,4.0,5.0,5.0,80.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1295,2021,2022,Deer,Deer,Spring Creek/Dodge,1,43.0,52.0,51.0,84.31,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1297,2021,2022,Deer,Deer,Stillman Creek Ranch,1,27.0,39.0,38.0,71.05,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1298,2021,2022,Deer,Deer,Strawberry Ridge,1,5.0,6.0,6.0,83.33,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1299,2021,2022,Deer,Deer,Summit Point,1,1.0,2.0,1.0,100.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1300,2021,2022,Deer,Deer,Thatcher Mountain,1,4.0,4.0,4.0,100.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1301,2021,2022,Deer,Deer,Three C,1,18.0,20.0,20.0,90.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1302,2021,2022,Deer,Deer,TJ Cattle Company,1,10.0,10.0,10.0,100.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1303,2021,2022,Deer,Deer,North Peaks,1,4.0,7.0,7.0,57.14,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1304,2021,2022,Deer,Deer,Two Bear,1,8.0,10.0,10.0,80.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1305,2021,2022,Deer,Deer,Wallsburg,1,5.0,9.0,9.0,55.56,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1306,2021,2022,Deer,Deer,Washakie,1,9.0,9.0,9.0,100.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1307,2021,2022,Deer,Deer,Weber Florence Creek,1,36.0,47.0,46.0,78.26,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1309,2021,2022,Deer,Deer,West Willow Creek Ranch,1,16.0,16.0,16.0,100.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1310,2021,2022,Deer,Deer,White's Valley,1,4.0,5.0,5.0,80.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1317,2021,2022,Deer,Deer,Jacob's Creek,1,4.0,14.0,14.0,28.57,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1320,2021,2022,Deer,Deer,Deer Creek,1,2.0,8.0,7.0,28.57,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1321,2021,2022,Deer,Deer,Mecham Ridge,1,2.0,8.0,8.0,25.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1322,2021,2022,Deer,Deer,Pahvant Ensign,1,9.0,9.0,9.0,100.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1323,2021,2022,Deer,Deer,Rock House,1,0.0,2.0,2.0,0.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1324,2021,2022,Deer,Deer,Royal Ivory Outfitters,1,1.0,3.0,3.0,33.33,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1325,2021,2022,Deer,Deer,Double Cone,1,6.0,7.0,7.0,85.71,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1326,2021,2022,Deer,Deer,Rosette,1,1.0,3.0,3.0,33.33,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1327,2021,2022,Deer,Deer,Mountain Sky Ranch,1,4.0,7.0,6.0,66.67,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1328,2021,2022,Deer,Deer,Clear Creek,1,1.0,1.0,1.0,100.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1332,2021,2022,Deer,Deer,West Ridge,1,12.0,21.0,21.0,57.14,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1334,2021,2022,Deer,Deer,Alton (cactus buck),1,2.0,5.0,5.0,40.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1500,2021,2022,Deer,Deer,Beaver,1,43.0,274.0,239.0,17.99,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1501,2021,2022,Deer,Deer,Box Elder,1,22.0,718.0,313.0,7.03,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1502,2021,2022,Deer,Deer,Cache,1,74.0,923.0,713.0,10.38,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1503,2021,2022,Deer,Deer,"Central Mtns, Manti/San Rafael",1,275.0,1408.0,1203.0,22.86,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1504,2021,2022,Deer,Deer,"Central Mtns, Nebo",1,79.0,707.0,553.0,14.29,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1505,2021,2022,Deer,Deer,Chalk Creek/East Canyon/Morgan-South Rich,1,131.0,1572.0,1129.0,11.6,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1506,2021,2022,Deer,Deer,Fillmore,1,60.0,223.0,197.0,30.46,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1508,2021,2022,Deer,Deer,Kamas,1,41.0,541.0,371.0,11.05,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1509,2021,2022,Deer,Deer,"La Sal, La Sal Mtns",1,58.0,254.0,209.0,27.75,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1510,2021,2022,Deer,Deer,Monroe,1,40.0,157.0,145.0,27.59,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1511,2021,2022,Deer,Deer,Mt Dutton,1,8.0,50.0,44.0,18.18,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1512,2021,2022,Deer,Deer,Nine Mile,1,43.0,293.0,214.0,20.09,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1513,2021,2022,Deer,Deer,North Slope,1,22.0,461.0,356.0,6.18,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1514,2021,2022,Deer,Deer,Ogden,1,51.0,481.0,350.0,14.57,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1515,2021,2022,Deer,Deer,Oquirrh-Stansbury,1,53.0,417.0,315.0,16.83,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1516,2021,2022,Deer,Deer,Panguitch Lake,1,42.0,263.0,231.0,18.18,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1517,2021,2022,Deer,Deer,Pine Valley,1,94.0,763.0,611.0,15.38,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1518,2021,2022,Deer,Deer,"Plateau, Boulder/Kaiparowits",1,40.0,188.0,158.0,25.32,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1519,2021,2022,Deer,Deer,"Plateau, Fishlake",1,37.0,171.0,159.0,23.27,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1520,2021,2022,Deer,Deer,"Plateau, Thousand Lakes",1,6.0,70.0,57.0,10.53,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1521,2021,2022,Deer,Deer,"San Juan, Abajo",1,103.0,397.0,325.0,31.69,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1522,2021,2022,Deer,Deer,"South Slope, Bonanza/Vernal",1,67.0,388.0,310.0,21.61,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1523,2021,2022,Deer,Deer,"South Slope, Yellowstone",1,53.0,299.0,249.0,21.29,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1524,2021,2022,Deer,Deer,Southwest Desert,1,6.0,115.0,100.0,6.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1525,2021,2022,Deer,Deer,"Wasatch Mtns, East",1,134.0,787.0,601.0,22.3,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1526,2021,2022,Deer,Deer,"Wasatch Mtns, West",1,161.0,1513.0,1118.0,14.4,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1527,2021,2022,Deer,Deer,"West Desert, Tintic",1,17.0,169.0,127.0,13.39,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1528,2021,2022,Deer,Deer,"West Desert, West",1,4.0,89.0,48.0,8.33,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1529,2021,2022,Deer,Deer,Zion,1,167.0,571.0,452.0,36.95,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1530,2021,2022,Deer,Deer,Beaver,1,273.0,840.0,727.0,37.55,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1531,2021,2022,Deer,Deer,Box Elder,1,797.0,2184.0,1789.0,44.55,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1532,2021,2022,Deer,Deer,Cache,1,1012.0,2675.0,2337.0,43.3,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1533,2021,2022,Deer,Deer,"Central Mtns, Manti/San Rafael",1,1469.0,3902.0,3338.0,44.01,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1534,2021,2022,Deer,Deer,"Central Mtns, Nebo",1,776.0,2031.0,1751.0,44.32,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1535,2021,2022,Deer,Deer,Chalk Creek/East Canyon/Morgan-South Rich,1,1095.0,3080.0,2514.0,43.56,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1536,2021,2022,Deer,Deer,Fillmore,1,241.0,507.0,467.0,51.61,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1538,2021,2022,Deer,Deer,Kamas,1,207.0,1064.0,876.0,23.63,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1539,2021,2022,Deer,Deer,"La Sal, La Sal Mtns",1,295.0,747.0,616.0,47.89,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1540,2021,2022,Deer,Deer,Monroe,1,202.0,427.0,386.0,52.33,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1541,2021,2022,Deer,Deer,Mt Dutton,1,58.0,130.0,114.0,50.88,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1542,2021,2022,Deer,Deer,Nine Mile,1,228.0,579.0,468.0,48.72,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1543,2021,2022,Deer,Deer,North Slope,1,214.0,890.0,716.0,29.89,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1544,2021,2022,Deer,Deer,Ogden,1,496.0,1425.0,1206.0,41.13,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1545,2021,2022,Deer,Deer,Oquirrh-Stansbury,1,406.0,1196.0,1048.0,38.74,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1546,2021,2022,Deer,Deer,Panguitch Lake,1,181.0,472.0,387.0,46.77,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1547,2021,2022,Deer,Deer,Pine Valley,1,445.0,1521.0,1307.0,34.05,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1548,2021,2022,Deer,Deer,"Plateau, Boulder/Kaiparowits",1,215.0,486.0,403.0,53.35,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1549,2021,2022,Deer,Deer,"Plateau, Fishlake",1,108.0,275.0,229.0,47.16,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1550,2021,2022,Deer,Deer,"Plateau, Thousand Lakes",1,21.0,85.0,72.0,29.17,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1551,2021,2022,Deer,Deer,"San Juan, Abajo",1,495.0,1174.0,1011.0,48.96,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1552,2021,2022,Deer,Deer,"South Slope, Bonanza/Vernal",1,359.0,541.0,464.0,77.37,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1553,2021,2022,Deer,Deer,"South Slope, Yellowstone",1,368.0,744.0,659.0,55.84,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1554,2021,2022,Deer,Deer,Southwest Desert,1,73.0,416.0,374.0,19.52,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1555,2021,2022,Deer,Deer,"Wasatch Mtns, East",1,863.0,2210.0,1908.0,45.23,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1556,2021,2022,Deer,Deer,"Wasatch Mtns, West",1,1031.0,4450.0,3818.0,27.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1557,2021,2022,Deer,Deer,"West Desert, Tintic",1,142.0,470.0,415.0,34.22,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1558,2021,2022,Deer,Deer,"West Desert, West",1,50.0,262.0,206.0,24.27,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1559,2021,2022,Deer,Deer,Zion,1,482.0,1151.0,1011.0,47.68,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1560,2021,2022,Deer,Deer,Beaver,1,69.0,249.0,228.0,30.26,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1561,2021,2022,Deer,Deer,Box Elder,1,159.0,726.0,531.0,29.94,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1562,2021,2022,Deer,Deer,Cache,1,217.0,883.0,706.0,30.74,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1563,2021,2022,Deer,Deer,"Central Mtns, Manti/San Rafael",1,377.0,1291.0,1099.0,34.3,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1564,2021,2022,Deer,Deer,"Central Mtns, Nebo",1,222.0,674.0,589.0,37.69,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1565,2021,2022,Deer,Deer,Chalk Creek/East Canyon/Morgan-South Rich,1,315.0,1541.0,1241.0,25.38,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1566,2021,2022,Deer,Deer,Fillmore,1,97.0,212.0,188.0,51.6,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1568,2021,2022,Deer,Deer,Kamas,1,98.0,535.0,430.0,22.79,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1569,2021,2022,Deer,Deer,"La Sal, La Sal Mtns",1,95.0,246.0,196.0,48.47,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1570,2021,2022,Deer,Deer,Monroe,1,47.0,130.0,111.0,42.34,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1571,2021,2022,Deer,Deer,Mt Dutton,1,10.0,36.0,26.0,38.46,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1572,2021,2022,Deer,Deer,Nine Mile,1,79.0,284.0,238.0,33.19,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1573,2021,2022,Deer,Deer,North Slope,1,73.0,447.0,363.0,20.11,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1574,2021,2022,Deer,Deer,Ogden,1,146.0,477.0,382.0,38.22,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1575,2021,2022,Deer,Deer,Oquirrh-Stansbury,1,103.0,394.0,351.0,29.34,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1576,2021,2022,Deer,Deer,Panguitch Lake,1,87.0,216.0,172.0,50.58,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1577,2021,2022,Deer,Deer,Pine Valley,1,203.0,706.0,603.0,33.67,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1578,2021,2022,Deer,Deer,"Plateau, Boulder/Kaiparowits",1,59.0,153.0,118.0,50.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1579,2021,2022,Deer,Deer,"Plateau, Fishlake",1,63.0,141.0,124.0,50.81,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1580,2021,2022,Deer,Deer,"Plateau, Thousand Lakes",1,19.0,64.0,62.0,30.65,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1581,2021,2022,Deer,Deer,"San Juan, Abajo",1,168.0,388.0,336.0,50.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1582,2021,2022,Deer,Deer,"South Slope, Bonanza/Vernal",1,87.0,206.0,185.0,47.03,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1583,2021,2022,Deer,Deer,"South Slope, Yellowstone",1,112.0,239.0,226.0,49.56,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1584,2021,2022,Deer,Deer,Southwest Desert,1,28.0,125.0,106.0,26.42,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1585,2021,2022,Deer,Deer,"Wasatch Mtns, East",1,246.0,726.0,620.0,39.68,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1586,2021,2022,Deer,Deer,"Wasatch Mtns, West",1,324.0,1471.0,1196.0,27.09,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1587,2021,2022,Deer,Deer,"West Desert, Tintic",1,41.0,154.0,135.0,30.37,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1588,2021,2022,Deer,Deer,"West Desert, West",1,21.0,86.0,65.0,32.31,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1589,2021,2022,Deer,Deer,Zion,1,195.0,552.0,471.0,41.4,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1590,2021,2022,Deer,Deer,Chalk Creek/East Canyon/Morgan-South Rich,1,377.0,1538.0,1133.0,33.27,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1591,2021,2022,Deer,Deer,Fillmore,1,93.0,224.0,189.0,49.21,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1592,2021,2022,Deer,Deer,Kamas,1,102.0,533.0,420.0,24.29,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1593,2021,2022,Deer,Deer,Nine Mile,1,86.0,283.0,248.0,34.68,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1594,2021,2022,Deer,Deer,Panguitch Lake,1,73.0,208.0,173.0,42.2,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1595,2021,2022,Deer,Deer,Pine Valley,1,218.0,725.0,610.0,35.74,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1596,2021,2022,Deer,Deer,"Plateau, Fishlake",1,44.0,141.0,116.0,37.93,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1597,2021,2022,Deer,Deer,Zion,1,231.0,568.0,479.0,48.23,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1598,2021,2022,Deer,Deer,North Slope,1,91.0,445.0,337.0,27.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1769,2021,2022,Deer,Deer,Beaver,1,50.0,171.0,161.0,31.06,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1770,2021,2022,Deer,Deer,Box Elder,1,23.0,72.0,65.0,35.38,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1771,2021,2022,Deer,Deer,Cache,1,198.0,480.0,448.0,44.2,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1772,2021,2022,Deer,Deer,"Central Mtns, Manti/San Rafael",1,316.0,937.0,895.0,35.31,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1773,2021,2022,Deer,Deer,"Central Mtns, Nebo",1,118.0,374.0,355.0,33.24,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1774,2021,2022,Deer,Deer,Chalk Creek/East Canyon/Morgan-South Rich,1,120.0,325.0,318.0,37.74,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1775,2021,2022,Deer,Deer,Fillmore,1,55.0,142.0,126.0,43.65,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1777,2021,2022,Deer,Deer,Kamas,1,24.0,109.0,96.0,25.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1778,2021,2022,Deer,Deer,"La Sal, La Sal Mtns",1,59.0,137.0,118.0,50.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1779,2021,2022,Deer,Deer,Monroe,1,26.0,78.0,73.0,35.62,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1780,2021,2022,Deer,Deer,Mt Dutton,1,16.0,36.0,31.0,51.61,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1781,2021,2022,Deer,Deer,Nine Mile,1,78.0,207.0,200.0,39.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1782,2021,2022,Deer,Deer,North Slope,1,19.0,126.0,113.0,16.81,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1783,2021,2022,Deer,Deer,Ogden,1,29.0,96.0,89.0,32.58,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1784,2021,2022,Deer,Deer,Oquirrh-Stansbury,1,122.0,278.0,266.0,45.86,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1785,2021,2022,Deer,Deer,Panguitch Lake,1,77.0,152.0,134.0,57.46,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1786,2021,2022,Deer,Deer,Pine Valley,1,163.0,469.0,445.0,36.63,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1787,2021,2022,Deer,Deer,"Plateau, Boulder/Kaiparowits",1,40.0,88.0,83.0,48.19,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1788,2021,2022,Deer,Deer,"Plateau, Fishlake",1,40.0,95.0,88.0,45.45,,hunt_code,,2021_for_2022_hunt_code_keyed,
DB1789,2021,2022,Deer,Deer,"Plateau, Thousand Lakes",1,4.0,23.0,18.0,22.22,,hunt_code,,2021_for_2022_hunt_code_keyed,
