overlay_id,permit_class,source_cycle,permit_year_rule,species,sex,huntType,huntClass,area,unitCode,unitNames,weapon,conditions,permit_count_per_year,organizations,averageValue,sourceSpecies,sourceRowStart,sourceRowNumbers,match_key,assignment_type,selected_hunt_code,component_hunt_codes,component_boundary_ids,conservation_area_id,primary_hunt_code,bundle_conservation_hunt_codes,bundle_expo_hunt_codes,boundary_reference_hunt_codes,database_hunt_codes,database_hunt_names,database_match_statuses,active_hunt_codes,active_permit_count,extracted_permit_count,compare_status,geometry_mapping_status,reconciliation_status,classification_note,review_status,source_file,do_not_use_directly_for_p_draw,do_not_merge_into_public_draw_quota,permit_year,permit_count,species_original
CP-DESERT-BIGHORN-SHEEP-LA-SAL-POTASH-SOUTH-CISCO-RAM-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Desert Bighorn Sheep,Ram,Conservation,SFW,"La Sal, Potash/South Cisco",la-sal-potash-south-cisco,System.Object[],Any Legal Weapon,Any Legal Weapon,1,System.Object[],60833.33,Desert Bighorn Sheep,74,System.Object[],desert bighorn sheep|la sal potash south cisco|any legal weapon,selected_hunt_code,DS1007,,System.Object[],,,,,,DS1007,"San Rafael, South",manual_review,CP-DESERT-BIGHORN-SHEEP-LA-SAL-POTASH-SOUTH-CISCO-RAM-ANY-LEGAL-WEAPON,1.0,1.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Desert Bighorn Sheep
CP-DESERT-BIGHORN-SHEEP-PINE-VALLEY-BEAVER-DAM-RAM-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Desert Bighorn Sheep,Ram,Conservation,UWSF,"Pine Valley, Beaver Dam",pine-valley-beaver-dam,System.Object[],Any Legal Weapon,Any Legal Weapon,1,System.Object[],73214.29,Desert Bighorn Sheep,75,System.Object[],desert bighorn sheep|pine valley beaver dam|any legal weapon,selected_hunt_code,DS6605,,System.Object[],,,,,,DS6605,"Pine Valley, Beaver Dam",matched_high_confidence,CP-DESERT-BIGHORN-SHEEP-PINE-VALLEY-BEAVER-DAM-RAM-ANY-LEGAL-WEAPON,1.0,1.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Desert Bighorn Sheep
CP-DESERT-BIGHORN-SHEEP-SAN-RAFAEL-DIRTY-DEVIL-RAM-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Desert Bighorn Sheep,Ram,Conservation,SCI,"San Rafael, Dirty Devil",san-rafael-dirty-devil,System.Object[],Any Legal Weapon,Any Legal Weapon,1,System.Object[],73333.33,Desert Bighorn Sheep,76,System.Object[],desert bighorn sheep|san rafael dirty devil|any legal weapon,selected_hunt_code,DS1004,,System.Object[],,,,,,DS1004,"San Rafael, Dirty Devil",matched_high_confidence,CP-DESERT-BIGHORN-SHEEP-SAN-RAFAEL-DIRTY-DEVIL-RAM-ANY-LEGAL-WEAPON,1.0,1.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Desert Bighorn Sheep
CP-DESERT-BIGHORN-SHEEP-SAN-RAFAEL-SOUTH-RAM-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Desert Bighorn Sheep,Ram,Conservation,UWSF,"San Rafael, South",san-rafael-south,System.Object[],Any Legal Weapon,Any Legal Weapon,1,System.Object[],60833.33,Desert Bighorn Sheep,77,System.Object[],desert bighorn sheep|san rafael south|any legal weapon,selected_hunt_code,DS1007,,System.Object[],,,,,,DS1007,"San Rafael, South",matched_high_confidence,CP-DESERT-BIGHORN-SHEEP-SAN-RAFAEL-SOUTH-RAM-ANY-LEGAL-WEAPON,1.0,1.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Desert Bighorn Sheep
CP-DESERT-BIGHORN-SHEEP-STATEWIDE-RAM-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Desert Bighorn Sheep,Ram,Conservation,SFW,Statewide,statewide,System.Object[],Any Legal Weapon,Any Legal Weapon,1,System.Object[],140000.0,Desert Bighorn Sheep,78,System.Object[],desert bighorn sheep|statewide|any legal weapon,statewide_conservation_overlay,DS1000,,System.Object[],,,,,,DS1000,Desert Bighorn Sheep - Statewide Permit,manual_review,CP-DESERT-BIGHORN-SHEEP-STATEWIDE-RAM-ANY-LEGAL-WEAPON,1.0,1.0,match,STATEWIDE_BOUNDARY,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Desert Bighorn Sheep
CP-ELK-BEAVER-EAST-BULL-MULTISEASON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,MDF,"Beaver, East",beaver-east,System.Object[],ALW,ALW,1,System.Object[],184166.67,Elk,121,System.Object[],elk|beaver east|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-ELK-BEAVER-EAST-BULL-MULTISEASON;CP-ELK-BEAVER-EAST-BULL-HUNTER-S-CHOICE,2.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-BEAVER-EAST-BULL-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,SFW,"Beaver, East",beaver-east,System.Object[],Any Legal Weapon,"Any Legal Weapon, late",1,System.Object[],99000.0,Elk,118,System.Object[],elk|beaver east|any legal weapon late,selected_hunt_code,EA1220,,System.Object[],,,,,,EA1220,Manti (Expo),manual_review,CP-ELK-BEAVER-EAST-BULL-ANY-LEGAL-WEAPON,1.0,1.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-BEAVER-EAST-BULL-HUNTER-S-CHOICE,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,SFW,"Beaver, East",beaver-east,System.Object[],ALW,ALW,1,System.Object[],123333.33,Elk,120,System.Object[],elk|beaver east|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-ELK-BEAVER-EAST-BULL-MULTISEASON;CP-ELK-BEAVER-EAST-BULL-HUNTER-S-CHOICE,2.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-BEAVER-EAST-BULL-ARCHERY,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,UAA,"Beaver, East",beaver-east,System.Object[],Archery,Archery,1,System.Object[],74000.0,Elk,119,System.Object[],elk|beaver east|archery,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,unmatched,CP-ELK-BEAVER-EAST-BULL-ARCHERY,1.0,1.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-BOOK-CLIFFS-BITTER-CREEK-EAST-BULL-HUNTER-S-CHOICE,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,DSC,"Book Cliffs, Bitter Creek/East",book-cliffs-bitter-creek-east,System.Object[],ALW,ALW,1,System.Object[],14250.0,Elk,124,System.Object[],elk|book cliffs bitter creek east|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-ELK-BOOK-CLIFFS-BITTER-CREEK-EAST-BULL-HUNTER-S-CHOICE;CP-ELK-BOOK-CLIFFS-BITTER-CREEK-EAST-BULL-MULTISEASON,2.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-BOOK-CLIFFS-BITTER-CREEK-EAST-BULL-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,RMEF,"Book Cliffs, Bitter Creek/East",book-cliffs-bitter-creek-east,System.Object[],Any Legal Weapon,"Any Legal Weapon, late",1,System.Object[],11500.0,Elk,122,System.Object[],elk|book cliffs bitter creek east|any legal weapon late,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,unmatched,CP-ELK-BOOK-CLIFFS-BITTER-CREEK-EAST-BULL-ANY-LEGAL-WEAPON,1.0,1.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-BOOK-CLIFFS-BITTER-CREEK-EAST-BULL-ARCHERY,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,SFW,"Book Cliffs, Bitter Creek/East",book-cliffs-bitter-creek-east,System.Object[],Archery,Archery,1,System.Object[],15200.0,Elk,123,System.Object[],elk|book cliffs bitter creek east|archery,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,unmatched,CP-ELK-BOOK-CLIFFS-BITTER-CREEK-EAST-BULL-ARCHERY,1.0,1.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-BOOK-CLIFFS-BITTER-CREEK-EAST-BULL-MULTISEASON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,WCF,"Book Cliffs, Bitter Creek/East",book-cliffs-bitter-creek-east,System.Object[],ALW,ALW,1,System.Object[],17666.67,Elk,125,System.Object[],elk|book cliffs bitter creek east|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-ELK-BOOK-CLIFFS-BITTER-CREEK-EAST-BULL-HUNTER-S-CHOICE;CP-ELK-BOOK-CLIFFS-BITTER-CREEK-EAST-BULL-MULTISEASON,2.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-BOULDER-BULL-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,MDF,Boulder,boulder,System.Object[],Any Legal Weapon,"Any Legal Weapon, late",1,System.Object[],53500.0,Elk,126,System.Object[],elk|boulder|any legal weapon late,selected_hunt_code,EA1220,,System.Object[],,,,,,EA1220,Manti (Expo),manual_review,CP-ELK-BOULDER-BULL-ANY-LEGAL-WEAPON,1.0,1.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-BOULDER-BULL-MULTISEASON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,MDF,Boulder,boulder,System.Object[],ALW,ALW,1,System.Object[],71666.67,Elk,130,System.Object[],elk|boulder|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-ELK-BOULDER-BULL-MULTISEASON;CP-ELK-BOULDER-BULL-HUNTER-S-CHOICE,2.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-BOULDER-BULL-HUNTER-S-CHOICE,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,SCI,Boulder,boulder,System.Object[],ALW,ALW,1,System.Object[],66666.67,Elk,129,System.Object[],elk|boulder|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-ELK-BOULDER-BULL-MULTISEASON;CP-ELK-BOULDER-BULL-HUNTER-S-CHOICE,2.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-BOULDER-BULL-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,SFW,Boulder,boulder,System.Object[],Any Legal Weapon,"Any Legal Weapon, mid",1,System.Object[],46500.0,Elk,127,System.Object[],elk|boulder|any legal weapon mid,selected_hunt_code,EA1220,,System.Object[],,,,,,EA1220,Manti (Expo),manual_review,CP-ELK-BOULDER-BULL-ANY-LEGAL-WEAPON,1.0,1.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-BOULDER-BULL-ARCHERY,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,SFW,Boulder,boulder,System.Object[],Archery,Archery,1,System.Object[],46000.0,Elk,128,System.Object[],elk|boulder|archery,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,unmatched,CP-ELK-BOULDER-BULL-ARCHERY,1.0,1.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-BOULDER-BULL-MUZZLELOADER,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,SFW,Boulder,boulder,System.Object[],Muzzleloader,Muzzleloader,1,System.Object[],46000.0,Elk,131,System.Object[],elk|boulder|muzzleloader,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,unmatched,CP-ELK-BOULDER-BULL-MUZZLELOADER,1.0,1.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-BOX-ELDER-GROUSE-CREEK-BULL-MULTISEASON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,SFW,"Box Elder, Grouse Creek",box-elder-grouse-creek,System.Object[],ALW,ALW,1,System.Object[],13000.0,Elk,132,System.Object[],elk|box elder grouse creek|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-ELK-BOX-ELDER-GROUSE-CREEK-BULL-MULTISEASON,1.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-BOX-ELDER-PILOT-MTN-BULL-MULTISEASON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,MDF,"Box Elder, Pilot Mtn",box-elder-pilot-mtn,System.Object[],ALW,ALW,1,System.Object[],13000.0,Elk,133,System.Object[],elk|box elder pilot mtn|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-CACHE-ANTLERLESS-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Antlerless Elk,Antlerless,Conservation,NWTF,Cache,cache,System.Object[],Any Legal Weapon,Any Legal Weapon,1,System.Object[],800.0,Antlerless Elk,3,System.Object[],elk|cache|any legal weapon,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-CACHE-ANTLERLESS-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Antlerless Elk,Antlerless,Conservation,RMEF,Cache,cache,System.Object[],Any Legal Weapon,Any Legal Weapon,2,System.Object[],800.0,Antlerless Elk,1,System.Object[],elk|cache|any legal weapon,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,2,Elk
CP-ELK-CACHE-ANTLERLESS-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Antlerless Elk,Antlerless,Conservation,WCF,Cache,cache,System.Object[],Any Legal Weapon,Any Legal Weapon,1,System.Object[],800.0,Antlerless Elk,2,System.Object[],elk|cache|any legal weapon,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-CACHE-MEADOWVILLE-BULL-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,RMEF,"Cache, Meadowville",cache-meadowville,System.Object[],Any Legal Weapon,"Any Legal Weapon, late",1,System.Object[],6500.0,Elk,134,System.Object[],elk|cache meadowville|any legal weapon late,selected_hunt_code,EA2041,,System.Object[],,,,,,EA2041,Cache (Conservation),manual_review,CP-ELK-CACHE-MEADOWVILLE-BULL-ANY-LEGAL-WEAPON,1.0,1.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-CACHE-MEADOWVILLE-BULL-MULTISEASON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,RMEF,"Cache, Meadowville",cache-meadowville,System.Object[],ALW,ALW,1,System.Object[],6000.0,Elk,136,System.Object[],elk|cache meadowville|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-ELK-CACHE-MEADOWVILLE-BULL-MULTISEASON;CP-ELK-CACHE-MEADOWVILLE-BULL-HUNTER-S-CHOICE,2.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-CACHE-MEADOWVILLE-BULL-HUNTER-S-CHOICE,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,SCI,"Cache, Meadowville",cache-meadowville,System.Object[],ALW,ALW,1,System.Object[],8383.33,Elk,135,System.Object[],elk|cache meadowville|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-ELK-CACHE-MEADOWVILLE-BULL-MULTISEASON;CP-ELK-CACHE-MEADOWVILLE-BULL-HUNTER-S-CHOICE,2.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-CACHE-SOUTH-BULL-HUNTER-S-CHOICE,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,MDF,"Cache, South",cache-south,System.Object[],ALW,ALW,1,System.Object[],27000.0,Elk,137,System.Object[],elk|cache south|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-ELK-CACHE-SOUTH-BULL-HUNTER-S-CHOICE;CP-ELK-CACHE-SOUTH-BULL-MULTISEASON,2.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-CACHE-SOUTH-BULL-MULTISEASON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,SFW,"Cache, South",cache-south,System.Object[],ALW,ALW,1,System.Object[],23000.0,Elk,138,System.Object[],elk|cache south|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-ELK-CACHE-SOUTH-BULL-HUNTER-S-CHOICE;CP-ELK-CACHE-SOUTH-BULL-MULTISEASON,2.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-DIAMOND-MTN-BULL-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,MDF,Diamond Mtn,diamond-mtn,System.Object[],Any Legal Weapon,"Any Legal Weapon, late",1,System.Object[],17000.0,Elk,139,System.Object[],elk|diamond mtn|any legal weapon late,selected_hunt_code,EA1220,,System.Object[],,,,,,EA1220,Manti (Expo),manual_review,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-DIAMOND-MTN-BULL-ARCHERY,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,MDF,Diamond Mtn,diamond-mtn,System.Object[],Archery,Archery,1,System.Object[],13000.0,Elk,141,System.Object[],elk|diamond mtn|archery,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,unmatched,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-DIAMOND-MTN-BULL-HUNTER-S-CHOICE,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,MDF,Diamond Mtn,diamond-mtn,System.Object[],ALW,ALW,1,System.Object[],21166.67,Elk,142,System.Object[],elk|diamond mtn|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-DIAMOND-MTN-BULL-MULTISEASON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,NWTF,Diamond Mtn,diamond-mtn,System.Object[],ALW,ALW,1,System.Object[],24500.0,Elk,143,System.Object[],elk|diamond mtn|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-DIAMOND-MTN-BULL-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,RMEF,Diamond Mtn,diamond-mtn,System.Object[],Any Legal Weapon,"Any Legal Weapon, mid",1,System.Object[],15000.0,Elk,140,System.Object[],elk|diamond mtn|any legal weapon mid,selected_hunt_code,EA1220,,System.Object[],,,,,,EA1220,Manti (Expo),manual_review,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-FILLMORE-PAHVANT-BULL-MULTISEASON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,MDF,"Fillmore, Pahvant",fillmore-pahvant,System.Object[],ALW,ALW,1,System.Object[],45666.67,Elk,147,System.Object[],elk|fillmore pahvant|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-ELK-FILLMORE-PAHVANT-BULL-MULTISEASON;CP-ELK-FILLMORE-PAHVANT-BULL-HUNTER-S-CHOICE,2.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-FILLMORE-PAHVANT-BULL-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,RMEF,"Fillmore, Pahvant",fillmore-pahvant,System.Object[],Any Legal Weapon,"Any Legal Weapon, late",1,System.Object[],29000.0,Elk,144,System.Object[],elk|fillmore pahvant|any legal weapon late,selected_hunt_code,EA1220,,System.Object[],,,,,,EA1220,Manti (Expo),manual_review,CP-ELK-FILLMORE-PAHVANT-BULL-ANY-LEGAL-WEAPON,1.0,1.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-FILLMORE-PAHVANT-BULL-ARCHERY,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,SFW,"Fillmore, Pahvant",fillmore-pahvant,System.Object[],Archery,Archery,1,System.Object[],22000.0,Elk,145,System.Object[],elk|fillmore pahvant|archery,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,unmatched,CP-ELK-FILLMORE-PAHVANT-BULL-ARCHERY,1.0,1.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-FILLMORE-PAHVANT-BULL-HUNTER-S-CHOICE,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,SFW,"Fillmore, Pahvant",fillmore-pahvant,System.Object[],ALW,ALW,1,System.Object[],36416.67,Elk,146,System.Object[],elk|fillmore pahvant|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-ELK-FILLMORE-PAHVANT-BULL-MULTISEASON;CP-ELK-FILLMORE-PAHVANT-BULL-HUNTER-S-CHOICE,2.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-FISHLAKE-ANTLERLESS-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Antlerless Elk,Antlerless,Conservation,SCI,Fishlake,fishlake,System.Object[],Any Legal Weapon,Any Legal Weapon,1,System.Object[],2279.17,Antlerless Elk,5,System.Object[],elk|fishlake|any legal weapon,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-FISHLAKE-ANTLERLESS-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Antlerless Elk,Antlerless,Conservation,SFW,Fishlake,fishlake,System.Object[],Any Legal Weapon,Any Legal Weapon,3,System.Object[],2279.17,Antlerless Elk,6,System.Object[],elk|fishlake|any legal weapon,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,3,Elk
