overlay_id,permit_class,source_cycle,permit_year_rule,species,sex,huntType,huntClass,area,unitCode,unitNames,weapon,conditions,permit_count_per_year,organizations,averageValue,sourceSpecies,sourceRowStart,sourceRowNumbers,match_key,assignment_type,selected_hunt_code,component_hunt_codes,component_boundary_ids,conservation_area_id,primary_hunt_code,bundle_conservation_hunt_codes,bundle_expo_hunt_codes,boundary_reference_hunt_codes,database_hunt_codes,database_hunt_names,database_match_statuses,active_hunt_codes,active_permit_count,extracted_permit_count,compare_status,geometry_mapping_status,reconciliation_status,classification_note,review_status,source_file,do_not_use_directly_for_p_draw,do_not_merge_into_public_draw_quota,permit_year,permit_count,species_original
CP-DEER-BOOK-CLIFFS-BUCK-HUNTER-S-CHOICE,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,MDF,Book Cliffs,book-cliffs,System.Object[],ALW,ALW,1,System.Object[],20875.0,Deer,91,System.Object[],deer|book cliffs|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-DEER-BOOK-CLIFFS-BUCK-HUNTER-S-CHOICE;CP-DEER-BOOK-CLIFFS-BUCK-MULTISEASON;CP-DEER-BOOK-CLIFFS-BUCK-HUNTER-S-CHOICE;CP-DEER-BOOK-CLIFFS-BUCK-MULTISEASON,4.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DEER-BOOK-CLIFFS-BUCK-MULTISEASON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,MDF,Book Cliffs,book-cliffs,System.Object[],ALW,ALW,1,System.Object[],23000.0,Deer,93,System.Object[],deer|book cliffs|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-DEER-BOOK-CLIFFS-BUCK-HUNTER-S-CHOICE;CP-DEER-BOOK-CLIFFS-BUCK-MULTISEASON;CP-DEER-BOOK-CLIFFS-BUCK-HUNTER-S-CHOICE;CP-DEER-BOOK-CLIFFS-BUCK-MULTISEASON,4.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DEER-BOOK-CLIFFS-BUCK-HUNTER-S-CHOICE,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,SFW,Book Cliffs,book-cliffs,System.Object[],ALW,ALW,1,System.Object[],20875.0,Deer,90,System.Object[],deer|book cliffs|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-DEER-BOOK-CLIFFS-BUCK-HUNTER-S-CHOICE;CP-DEER-BOOK-CLIFFS-BUCK-MULTISEASON;CP-DEER-BOOK-CLIFFS-BUCK-HUNTER-S-CHOICE;CP-DEER-BOOK-CLIFFS-BUCK-MULTISEASON,4.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DEER-BOOK-CLIFFS-BUCK-MULTISEASON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,SFW,Book Cliffs,book-cliffs,System.Object[],ALW,ALW,1,System.Object[],23000.0,Deer,92,System.Object[],deer|book cliffs|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-DEER-BOOK-CLIFFS-BUCK-HUNTER-S-CHOICE;CP-DEER-BOOK-CLIFFS-BUCK-MULTISEASON;CP-DEER-BOOK-CLIFFS-BUCK-HUNTER-S-CHOICE;CP-DEER-BOOK-CLIFFS-BUCK-MULTISEASON,4.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DEER-BOOK-CLIFFS-BUCK-ARCHERY,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,UAA,Book Cliffs,book-cliffs,System.Object[],Archery,Archery,1,System.Object[],8750.0,Deer,89,System.Object[],deer|book cliffs|archery,selected_hunt_code,DB1075,,System.Object[],,,,,,DB1075,Book Cliffs (North & South),manual_review,CP-DEER-BOOK-CLIFFS-BUCK-ARCHERY;CP-DEER-BOOK-CLIFFS-BUCK-ARCHERY,2.0,2.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DEER-BOOK-CLIFFS-BUCK-MUZZLELOADER,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,UHA,Book Cliffs,book-cliffs,System.Object[],Muzzleloader,Muzzleloader,1,System.Object[],7375.0,Deer,94,System.Object[],deer|book cliffs|muzzleloader,selected_hunt_code,DB1076,,System.Object[],,,,,,DB1076,Book Cliffs (North & South),manual_review,CP-DEER-BOOK-CLIFFS-BUCK-MUZZLELOADER;CP-DEER-BOOK-CLIFFS-BUCK-MUZZLELOADER,2.0,2.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DEER-BOOK-CLIFFS-BUCK-ARCHERY,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,WCF,Book Cliffs,book-cliffs,System.Object[],Archery,Archery,1,System.Object[],8750.0,Deer,88,System.Object[],deer|book cliffs|archery,selected_hunt_code,DB1075,,System.Object[],,,,,,DB1075,Book Cliffs (North & South),manual_review,CP-DEER-BOOK-CLIFFS-BUCK-ARCHERY;CP-DEER-BOOK-CLIFFS-BUCK-ARCHERY,2.0,2.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DEER-BOOK-CLIFFS-BUCK-MUZZLELOADER,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,WCF,Book Cliffs,book-cliffs,System.Object[],Muzzleloader,Muzzleloader,1,System.Object[],7375.0,Deer,95,System.Object[],deer|book cliffs|muzzleloader,selected_hunt_code,DB1076,,System.Object[],,,,,,DB1076,Book Cliffs (North & South),manual_review,CP-DEER-BOOK-CLIFFS-BUCK-MUZZLELOADER;CP-DEER-BOOK-CLIFFS-BUCK-MUZZLELOADER,2.0,2.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DEER-DIAMOND-MTN-BUCK-ARCHERY,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,MDF,Diamond Mtn,diamond-mtn,System.Object[],Archery,Archery,1,System.Object[],11500.0,Deer,96,System.Object[],deer|diamond mtn|archery,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,unmatched,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DEER-DIAMOND-MTN-BUCK-HUNTER-S-CHOICE,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,MDF,Diamond Mtn,diamond-mtn,System.Object[],ALW,ALW,1,System.Object[],12666.67,Deer,98,System.Object[],deer|diamond mtn|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DEER-DIAMOND-MTN-BUCK-MULTISEASON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,MDF,Diamond Mtn,diamond-mtn,System.Object[],ALW,ALW,2,System.Object[],14000.0,Deer,99,System.Object[],deer|diamond mtn|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,2,Deer
CP-DEER-DIAMOND-MTN-BUCK-HUNTER-S-CHOICE,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,RMEF,Diamond Mtn,diamond-mtn,System.Object[],ALW,ALW,1,System.Object[],12666.67,Deer,97,System.Object[],deer|diamond mtn|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DEER-DIAMOND-MTN-BUCK-MUZZLELOADER,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,SFW,Diamond Mtn,diamond-mtn,System.Object[],Muzzleloader,Muzzleloader,1,System.Object[],9666.67,Deer,101,System.Object[],deer|diamond mtn|muzzleloader,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,unmatched,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DEER-FILLMORE-OAK-CREEK-LE-BUCK-HUNTER-S-CHOICE,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,MDF,"Fillmore, Oak Creek LE",fillmore-oak-creek-le,System.Object[],ALW,ALW,1,System.Object[],71250.0,Deer,102,System.Object[],deer|fillmore oak creek le|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-DEER-FILLMORE-OAK-CREEK-LE-BUCK-HUNTER-S-CHOICE;CP-DEER-FILLMORE-OAK-CREEK-LE-BUCK-MULTISEASON,2.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DEER-FILLMORE-OAK-CREEK-LE-BUCK-MULTISEASON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,MDF,"Fillmore, Oak Creek LE",fillmore-oak-creek-le,System.Object[],ALW,ALW,1,System.Object[],78000.0,Deer,103,System.Object[],deer|fillmore oak creek le|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-DEER-FILLMORE-OAK-CREEK-LE-BUCK-HUNTER-S-CHOICE;CP-DEER-FILLMORE-OAK-CREEK-LE-BUCK-MULTISEASON,2.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DEER-HENRY-MTNS-BUCK-MULTISEASON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,MDF,Henry Mtns,henry-mtns,System.Object[],ALW,ALW,1,System.Object[],114500.0,Deer,80,System.Object[],deer|henry mtns|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DEER-HENRY-MTNS-BUCK-HUNTER-S-CHOICE,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,SFW,Henry Mtns,henry-mtns,System.Object[],ALW,ALW,1,System.Object[],104166.67,Deer,79,System.Object[],deer|henry mtns|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DEER-LA-SAL-DOLORES-TRIANGLE-BUCK-MULTISEASON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,SCI,"La Sal, Dolores Triangle",la-sal-dolores-triangle,System.Object[],ALW,ALW,1,System.Object[],30000.0,Deer,104,System.Object[],deer|la sal dolores triangle|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-DEER-LA-SAL-DOLORES-TRIANGLE-BUCK-MULTISEASON,1.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DEER-PAUNSAUGUNT-BUCK-HUNTER-S-CHOICE,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,MDF,Paunsaugunt,paunsaugunt,System.Object[],ALW,ALW,1,System.Object[],74666.67,Deer,82,System.Object[],deer|paunsaugunt|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-DEER-PAUNSAUGUNT-BUCK-HUNTER-S-CHOICE;CP-DEER-PAUNSAUGUNT-BUCK-HUNTER-S-CHOICE;CP-DEER-PAUNSAUGUNT-BUCK-MULTISEASON,4.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DEER-PAUNSAUGUNT-BUCK-MUZZLELOADER,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,MDF,Paunsaugunt,paunsaugunt,System.Object[],Muzzleloader,Muzzleloader,1,System.Object[],40000.0,Deer,87,System.Object[],deer|paunsaugunt|muzzleloader,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,unmatched,CP-DEER-PAUNSAUGUNT-BUCK-MUZZLELOADER;CP-DEER-PAUNSAUGUNT-BUCK-MUZZLELOADER,2.0,2.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DEER-PAUNSAUGUNT-BUCK-ARCHERY,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,NWTF,Paunsaugunt,paunsaugunt,System.Object[],Archery,Archery,1,System.Object[],68333.33,Deer,81,System.Object[],deer|paunsaugunt|archery,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,unmatched,CP-DEER-PAUNSAUGUNT-BUCK-ARCHERY,1.0,1.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DEER-PAUNSAUGUNT-BUCK-MUZZLELOADER,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,NWTF,Paunsaugunt,paunsaugunt,System.Object[],Muzzleloader,Muzzleloader,1,System.Object[],40000.0,Deer,86,System.Object[],deer|paunsaugunt|muzzleloader,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,unmatched,CP-DEER-PAUNSAUGUNT-BUCK-MUZZLELOADER;CP-DEER-PAUNSAUGUNT-BUCK-MUZZLELOADER,2.0,2.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DEER-PAUNSAUGUNT-BUCK-HUNTER-S-CHOICE,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,SFW,Paunsaugunt,paunsaugunt,System.Object[],ALW,ALW,1,System.Object[],74666.67,Deer,83,System.Object[],deer|paunsaugunt|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-DEER-PAUNSAUGUNT-BUCK-HUNTER-S-CHOICE;CP-DEER-PAUNSAUGUNT-BUCK-HUNTER-S-CHOICE;CP-DEER-PAUNSAUGUNT-BUCK-MULTISEASON,4.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DEER-PAUNSAUGUNT-BUCK-MULTISEASON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,SFW,Paunsaugunt,paunsaugunt,System.Object[],ALW,ALW,2,System.Object[],82000.0,Deer,84,System.Object[],deer|paunsaugunt|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-DEER-PAUNSAUGUNT-BUCK-HUNTER-S-CHOICE;CP-DEER-PAUNSAUGUNT-BUCK-HUNTER-S-CHOICE;CP-DEER-PAUNSAUGUNT-BUCK-MULTISEASON,4.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,2,Deer
CP-DEER-SAN-JUAN-ELK-RIDGE-BUCK-MUZZLELOADER,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,MDF,"San Juan, Elk Ridge",san-juan-elk-ridge,System.Object[],Muzzleloader,Muzzleloader,1,System.Object[],42000.0,Deer,108,System.Object[],deer|san juan elk ridge|muzzleloader,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,unmatched,CP-DEER-SAN-JUAN-ELK-RIDGE-BUCK-MUZZLELOADER,1.0,1.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DEER-SAN-JUAN-ELK-RIDGE-BUCK-HUNTER-S-CHOICE,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,SFW,"San Juan, Elk Ridge",san-juan-elk-ridge,System.Object[],ALW,ALW,1,System.Object[],60666.67,Deer,106,System.Object[],deer|san juan elk ridge|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-DEER-SAN-JUAN-ELK-RIDGE-BUCK-HUNTER-S-CHOICE;CP-DEER-SAN-JUAN-ELK-RIDGE-BUCK-MULTISEASON,2.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DEER-SAN-JUAN-ELK-RIDGE-BUCK-MULTISEASON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,SFW,"San Juan, Elk Ridge",san-juan-elk-ridge,System.Object[],ALW,ALW,1,System.Object[],67000.0,Deer,107,System.Object[],deer|san juan elk ridge|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-DEER-SAN-JUAN-ELK-RIDGE-BUCK-HUNTER-S-CHOICE;CP-DEER-SAN-JUAN-ELK-RIDGE-BUCK-MULTISEASON,2.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DEER-SAN-JUAN-ELK-RIDGE-BUCK-ARCHERY,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,UAA,"San Juan, Elk Ridge",san-juan-elk-ridge,System.Object[],Archery,Archery,1,System.Object[],42000.0,Deer,105,System.Object[],deer|san juan elk ridge|archery,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,unmatched,CP-DEER-SAN-JUAN-ELK-RIDGE-BUCK-ARCHERY,1.0,1.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DEER-STATEWIDE-BUCK-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,MDF,Statewide,statewide,System.Object[],Any Legal Weapon,,1,System.Object[],288333.33,Deer,117,System.Object[],deer|statewide|nan,statewide_conservation_overlay,,,System.Object[],,,,,,,,unmatched,,,,,STATEWIDE_BOUNDARY,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DEER-WEST-DESERT-VERNON-BUCK-MUZZLELOADER,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,DSC,"West Desert, Vernon",west-desert-vernon,System.Object[],Muzzleloader,Muzzleloader,1,System.Object[],14083.33,Deer,116,System.Object[],deer|west desert vernon|muzzleloader,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,unmatched,CP-DEER-WEST-DESERT-VERNON-BUCK-MUZZLELOADER;CP-DEER-WEST-DESERT-VERNON-BUCK-MUZZLELOADER,2.0,2.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DEER-WEST-DESERT-VERNON-BUCK-ARCHERY,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,MDF,"West Desert, Vernon",west-desert-vernon,System.Object[],Archery,Archery,1,System.Object[],14350.0,Deer,109,System.Object[],deer|west desert vernon|archery,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,unmatched,CP-DEER-WEST-DESERT-VERNON-BUCK-ARCHERY;CP-DEER-WEST-DESERT-VERNON-BUCK-ARCHERY,2.0,2.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DEER-WEST-DESERT-VERNON-BUCK-MULTISEASON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,MDF,"West Desert, Vernon",west-desert-vernon,System.Object[],ALW,ALW,1,System.Object[],17000.0,Deer,114,System.Object[],deer|west desert vernon|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-DEER-WEST-DESERT-VERNON-BUCK-MULTISEASON;CP-DEER-WEST-DESERT-VERNON-BUCK-HUNTER-S-CHOICE;CP-DEER-WEST-DESERT-VERNON-BUCK-MULTISEASON,4.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DEER-WEST-DESERT-VERNON-BUCK-MUZZLELOADER,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,MDF,"West Desert, Vernon",west-desert-vernon,System.Object[],Muzzleloader,Muzzleloader,1,System.Object[],14083.33,Deer,115,System.Object[],deer|west desert vernon|muzzleloader,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,unmatched,CP-DEER-WEST-DESERT-VERNON-BUCK-MUZZLELOADER;CP-DEER-WEST-DESERT-VERNON-BUCK-MUZZLELOADER,2.0,2.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DEER-WEST-DESERT-VERNON-BUCK-ARCHERY,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,SFW,"West Desert, Vernon",west-desert-vernon,System.Object[],Archery,Archery,1,System.Object[],14350.0,Deer,110,System.Object[],deer|west desert vernon|archery,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,unmatched,CP-DEER-WEST-DESERT-VERNON-BUCK-ARCHERY;CP-DEER-WEST-DESERT-VERNON-BUCK-ARCHERY,2.0,2.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DEER-WEST-DESERT-VERNON-BUCK-HUNTER-S-CHOICE,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,SFW,"West Desert, Vernon",west-desert-vernon,System.Object[],ALW,ALW,2,System.Object[],15416.67,Deer,111,System.Object[],deer|west desert vernon|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-DEER-WEST-DESERT-VERNON-BUCK-MULTISEASON;CP-DEER-WEST-DESERT-VERNON-BUCK-HUNTER-S-CHOICE;CP-DEER-WEST-DESERT-VERNON-BUCK-MULTISEASON,4.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,2,Deer
CP-DEER-WEST-DESERT-VERNON-BUCK-MULTISEASON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Deer,Buck,Conservation,SFW,"West Desert, Vernon",west-desert-vernon,System.Object[],ALW,ALW,1,System.Object[],17000.0,Deer,113,System.Object[],deer|west desert vernon|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-DEER-WEST-DESERT-VERNON-BUCK-MULTISEASON;CP-DEER-WEST-DESERT-VERNON-BUCK-HUNTER-S-CHOICE;CP-DEER-WEST-DESERT-VERNON-BUCK-MULTISEASON,4.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Deer
CP-DESERT-BIGHORN-SHEEP-KAIPAROWITS-EAST-RAM-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Desert Bighorn Sheep,Ram,Conservation,UWSF,"Kaiparowits, East",kaiparowits-east,System.Object[],Any Legal Weapon,Any Legal Weapon,1,System.Object[],88333.33,Desert Bighorn Sheep,71,System.Object[],desert bighorn sheep|kaiparowits east|any legal weapon,selected_hunt_code,DS1002,,System.Object[],,,,,,DS1002,"Kaiparowits, East",matched_high_confidence,CP-DESERT-BIGHORN-SHEEP-KAIPAROWITS-EAST-RAM-ANY-LEGAL-WEAPON,1.0,1.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Desert Bighorn Sheep
CP-DESERT-BIGHORN-SHEEP-KAIPAROWITS-ESCALANTE-RAM-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Desert Bighorn Sheep,Ram,Conservation,UWSF,"Kaiparowits, Escalante",kaiparowits-escalante,System.Object[],Any Legal Weapon,Any Legal Weapon,1,System.Object[],71666.67,Desert Bighorn Sheep,72,System.Object[],desert bighorn sheep|kaiparowits escalante|any legal weapon,selected_hunt_code,DS1003,,System.Object[],,,,,,DS1003,"Kaiparowits, Escalante East/West",manual_review,CP-DESERT-BIGHORN-SHEEP-KAIPAROWITS-ESCALANTE-RAM-ANY-LEGAL-WEAPON,1.0,1.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Desert Bighorn Sheep
CP-DESERT-BIGHORN-SHEEP-KAIPAROWITS-WEST-RAM-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Desert Bighorn Sheep,Ram,Conservation,UWSF,"Kaiparowits, West",kaiparowits-west,System.Object[],Any Legal Weapon,Any Legal Weapon,1,System.Object[],77500.0,Desert Bighorn Sheep,73,System.Object[],desert bighorn sheep|kaiparowits west|any legal weapon,selected_hunt_code,DS1006,,System.Object[],,,,,,DS1006,"Kaiparowits, West",matched_high_confidence,CP-DESERT-BIGHORN-SHEEP-KAIPAROWITS-WEST-RAM-ANY-LEGAL-WEAPON,1.0,1.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Desert Bighorn Sheep
