hunt_code,species,hunt_name,reported_hunt_year,model_target_year,permits,hunters_afield,harvest_total,harvest_male,harvest_female,harvest_young,average_days,percent_success,hunter_satisfaction,source_file,source_page,section_title,parse_notes,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible
DB1028,Mule Deer,Fillmore,2024,2025,11,11.0,9,,,,5.0,81.8,,2024 mule deer.pdf,17,number harvest afield hunted rate (%),,True,True,True
DB1029,Mule Deer,"Fillmore, Oak Creek LE Muzzleloader",2024,2025,12,12.0,12,,,,3.6,100.0,,2024 mule deer.pdf,16,,,True,True,True
DB1030,Mule Deer,Kamas,2024,2025,6,5.0,2,,,,6.5,50.0,,2024 mule deer.pdf,17,number harvest afield hunted rate (%),,True,True,True
DB1031,Mule Deer,"La Sal, Dolores Triangle Muzzleloader",2024,2025,2,2.0,1,,,,5.0,50.0,,2024 mule deer.pdf,16,,,True,True,True
DB1032,Mule Deer,Monroe,2024,2025,5,5.0,3,,,,6.6,60.0,,2024 mule deer.pdf,17,,,True,True,True
DB1033,Mule Deer,Nine Mile,2024,2025,6,6.0,5,,,,4.0,80.0,,2024 mule deer.pdf,17,,,True,True,True
DB1034,Mule Deer,Pine Valley,2024,2025,17,17.0,12,,,,6.2,70.6,,2024 mule deer.pdf,17,,,True,True,True
DB1036,Mule Deer,Thousand Lakes,2024,2025,4,4.0,2,,,,5.3,50.0,,2024 mule deer.pdf,17,,,True,True,True
DB1037,Mule Deer,"San Juan, Elk Ridge Muzzleloader",2024,2025,17,17.0,14,,,,5.1,82.4,,2024 mule deer.pdf,16,,,True,True,True
DB1038,Mule Deer,Diamond Mtn Muzzleloader,2024,2025,30,30.0,25,,,,4.1,82.1,,2024 mule deer.pdf,16,,,True,True,True
DB1039,Mule Deer,Yellowstone,2024,2025,6,6.0,4,,,,5.8,60.0,,2024 mule deer.pdf,17,,,True,True,True
DB1040,Mule Deer,Southwest Desert,2024,2025,5,5.0,2,,,,8.2,40.0,,2024 mule deer.pdf,17,,,True,True,True
DB1041,Mule Deer,"Wasatch Mtns, East",2024,2025,25,25.0,20,,,,5.5,78.3,,2024 mule deer.pdf,17,,,True,True,True
DB1042,Mule Deer,"West Desert, Vernon Muzzleloader",2024,2025,47,46.0,27,,,,5.2,58.1,,2024 mule deer.pdf,16,,,True,True,True
DB1043,Mule Deer,Zion,2024,2025,16,15.0,11,,,,6.9,73.3,,2024 mule deer.pdf,17,,,True,True,True
DB1044,Mule Deer,Book Cliffs Multiseason,2024,2025,7,7.0,7,,,,15.8,100.0,,2024 mule deer.pdf,16,,,True,True,True
DB1045,Mule Deer,"Fillmore, Oak Creek LE Multiseason",2024,2025,1,1.0,1,,,,10.0,100.0,,2024 mule deer.pdf,16,,,True,True,True
DB1046,Mule Deer,"San Juan, Elk Ridge Multiseason",2024,2025,2,2.0,2,,,,21.5,100.0,,2024 mule deer.pdf,16,,,True,True,True
DB1047,Mule Deer,Diamond Mtn Multiseason,2024,2025,4,3.0,3,,,,8.3,100.0,,2024 mule deer.pdf,16,,,True,True,True
DB1048,Mule Deer,"West Desert, Vernon Multiseason",2024,2025,6,6.0,6,,,,14.5,100.0,,2024 mule deer.pdf,16,,,True,True,True
DB1053,Mule Deer,Mt Dutton,2024,2025,4,4.0,3,,,,4.0,75.0,,2024 mule deer.pdf,17,,,True,True,True
DB1054,Mule Deer,Ogden,2024,2025,9,7.0,5,,,,4.3,71.4,,2024 mule deer.pdf,17,,,True,True,True
DB1055,Mule Deer,Fishlake,2024,2025,6,5.0,4,,,,6.0,80.0,,2024 mule deer.pdf,17,number harvest afield hunted rate (%),,True,True,True
DB1056,Mule Deer,Book Cliffs (conservation) Any legal weapon,2024,2025,3,3.0,3,,,,7.0,100.0,,2024 mule deer.pdf,16,,,True,True,True
DB1058,Mule Deer,Paunsaugunt (cactus buck) Any legal weapon,2024,2025,29,28.0,13,,,,5.4,48.0,,2024 mule deer.pdf,15,number harvest afield hunted rate (%),,True,True,True
DB1059,Mule Deer,Beaver,2024,2025,8,8.0,6,,,,6.4,75.0,,2024 mule deer.pdf,17,number harvest afield hunted rate (%),,True,True,True
DB1065,Mule Deer,North Slope,2024,2025,12,12.0,9,,,,5.3,75.0,,2024 mule deer.pdf,17,,,True,True,True
DB1073,Mule Deer,Paunsaugunt (management) Archery,2024,2025,4,4.0,4,,,,7.8,100.0,,2024 mule deer.pdf,15,number harvest afield hunted rate (%),,True,True,True
DB1074,Mule Deer,Paunsaugunt (management) Muzzleloader,2024,2025,3,3.0,2,,,,5.3,66.7,,2024 mule deer.pdf,15,number harvest afield hunted rate (%),,True,True,True
DB1075,Mule Deer,Book Cliffs (conservation) Archery,2024,2025,3,3.0,2,,,,5.0,50.0,,2024 mule deer.pdf,16,number harvest afield hunted rate (%),,True,True,True
DB1076,Mule Deer,Book Cliffs (conservation) Muzzleloader,2024,2025,2,2.0,0,,,,2.0,0.0,,2024 mule deer.pdf,16,,,True,True,True
DB1077,Mule Deer,Box Elder,2024,2025,23,21.0,14,,,,3.8,65.0,,2024 mule deer.pdf,17,number harvest afield hunted rate (%),,True,True,True
DB1078,Mule Deer,Cache,2024,2025,6,6.0,4,,,,5.6,60.0,,2024 mule deer.pdf,17,number harvest afield hunted rate (%),,True,True,True
DB1079,Mule Deer,Manti/San Rafael,2024,2025,39,38.0,29,,,,6.1,77.1,,2024 mule deer.pdf,17,,,True,True,True
DB1080,Mule Deer,Nebo,2024,2025,23,23.0,18,,,,6.2,76.2,,2024 mule deer.pdf,17,,,True,True,True
DB1081,Mule Deer,"La Sal, La Sal Mtns",2024,2025,7,7.0,2,,,,6.7,28.6,,2024 mule deer.pdf,17,,,True,True,True
DB1082,Mule Deer,Oquirrh-Stansbury,2024,2025,13,13.0,12,,,,4.7,92.3,,2024 mule deer.pdf,17,,,True,True,True
DB1083,Mule Deer,Panguitch Lake,2024,2025,8,7.0,4,,,,6.3,57.1,,2024 mule deer.pdf,17,,,True,True,True
DB1084,Mule Deer,Boulder/Kaiparowits,2024,2025,9,9.0,4,,,,5.3,44.4,,2024 mule deer.pdf,17,number harvest afield hunted rate (%),,True,True,True
DB1085,Mule Deer,"San Juan, Abajo Mtns",2024,2025,9,8.0,7,,,,6.0,87.5,,2024 mule deer.pdf,17,,,True,True,True
DB1086,Mule Deer,Vernal/Bonanza,2024,2025,5,5.0,5,,,,4.0,100.0,,2024 mule deer.pdf,17,,,True,True,True
DB1087,Mule Deer,"Wasatch Mtns, West",2024,2025,30,29.0,13,,,,5.5,46.4,,2024 mule deer.pdf,17,,,True,True,True
DB1088,Mule Deer,"West Desert, Tintic",2024,2025,5,5.0,4,,,,7.0,80.0,,2024 mule deer.pdf,17,,,True,True,True
DB1089,Mule Deer,"West Desert, West",2024,2025,3,3.0,0,,,,8.0,0.0,,2024 mule deer.pdf,17,,,True,True,True
DB1090,Mule Deer,"Book Cliffs, Floy Canyon HAMSS",2024,2025,5,5.0,5,,,,6.4,100.0,,2024 mule deer.pdf,16,,,True,True,True
DB1091,Mule Deer,Kaiparowits HAMSS HAMSS,2024,2025,4,4.0,4,,,,14.7,100.0,,2024 mule deer.pdf,16,,,True,True,True
DB1094,Mule Deer,Myton,2024,2025,18,16.0,9,,,,6.9,56.3,,2024 mule deer.pdf,17,,,True,True,True
DB1100,Mule Deer,Chalk Creek,2024,2025,10,10.0,9,,,,4.7,88.9,,2024 mule deer.pdf,17,number harvest afield hunted rate (%),,True,True,True
DB1101,Mule Deer,East Canyon,2024,2025,6,5.0,2,,,,4.8,50.0,,2024 mule deer.pdf,17,number harvest afield hunted rate (%),,True,True,True
DB1103,Mule Deer,Morgan-South Rich,2024,2025,6,6.0,3,,,,4.8,50.0,,2024 mule deer.pdf,17,,,True,True,True
DB1105,Mule Deer,East Canyon HAMSS,2024,2025,5,5.0,3,,,,6.3,50.0,,2024 mule deer.pdf,16,,,True,True,True
DB1200,Mule Deer,Alton,2024,2025,21,21.0,18,,,,4.9,85.7,,2024 mule deer.pdf,18,number harvest afield hunted rate (%),,True,True,True
DB1201,Mule Deer,Alton (management buck),2024,2025,5,5.0,5,,,,2.6,100.0,,2024 mule deer.pdf,18,number harvest afield hunted rate (%),,True,True,True
DB1202,Mule Deer,Antelope Creek,2024,2025,3,3.0,2,,,,11.0,50.0,,2024 mule deer.pdf,18,number harvest afield hunted rate (%),,True,True,True
DB1203,Mule Deer,Avintaquin Canyon,2024,2025,11,11.0,5,,,,4.1,44.4,,2024 mule deer.pdf,18,number harvest afield hunted rate (%),,True,True,True
DB1204,Mule Deer,Bally Watts,2024,2025,9,8.0,7,,,,4.3,87.5,,2024 mule deer.pdf,18,number harvest afield hunted rate (%),,True,True,True
DB1206,Mule Deer,Bear Mountain,2024,2025,10,10.0,9,,,,3.3,85.7,,2024 mule deer.pdf,18,number harvest afield hunted rate (%),,True,True,True
DB1207,Mule Deer,Bear Springs,2024,2025,4,4.0,2,,,,2.8,50.0,,2024 mule deer.pdf,18,number harvest afield hunted rate (%),,True,True,True
DB1208,Mule Deer,Black Hawk,2024,2025,9,9.0,5,,,,3.5,50.0,,2024 mule deer.pdf,18,,,True,True,True
DB1209,Mule Deer,Blind Spring,2024,2025,9,9.0,9,,,,3.2,100.0,,2024 mule deer.pdf,18,,,True,True,True
DB1211,Mule Deer,Blue Spring Hills,2024,2025,9,9.0,9,,,,5.1,100.0,,2024 mule deer.pdf,18,,,True,True,True
DB1212,Mule Deer,Bluebell,2024,2025,10,10.0,8,,,,5.0,75.0,,2024 mule deer.pdf,18,,,True,True,True
DB1213,Mule Deer,Boobe Hole,2024,2025,18,18.0,7,,,,4.8,37.5,,2024 mule deer.pdf,18,,,True,True,True
DB1215,Mule Deer,Buckhorn Ranch,2024,2025,6,6.0,4,,,,3.8,60.0,,2024 mule deer.pdf,18,,,True,True,True
DB1217,Mule Deer,Causey Spring,2024,2025,12,12.0,11,,,,2.7,88.9,,2024 mule deer.pdf,18,,,True,True,True
DB1219,Mule Deer,Chimney Rock,2024,2025,16,16.0,14,,,,3.3,86.7,,2024 mule deer.pdf,18,,,True,True,True
DB1222,Mule Deer,Coldwater Ranch,2024,2025,12,12.0,11,,,,3.5,90.9,,2024 mule deer.pdf,18,,,True,True,True
DB1224,Mule Deer,Cotton Thomas,2024,2025,10,10.0,9,,,,3.6,88.9,,2024 mule deer.pdf,18,,,True,True,True
DB1227,Mule Deer,Deer Haven,2024,2025,19,19.0,17,,,,4.1,88.9,,2024 mule deer.pdf,18,,,True,True,True
DB1228,Mule Deer,Deseret,2024,2025,88,87.0,52,,,,4.2,60.3,,2024 mule deer.pdf,18,,,True,True,True
DB1229,Mule Deer,Dilly Ranch,2024,2025,10,10.0,10,,,,2.5,100.0,,2024 mule deer.pdf,18,,,True,True,True
DB1230,Mule Deer,Double R Ranch,2024,2025,18,18.0,13,,,,3.3,73.3,,2024 mule deer.pdf,18,,,True,True,True
DB1231,Mule Deer,Dove Creek,2024,2025,14,14.0,12,,,,3.2,85.7,,2024 mule deer.pdf,18,,,True,True,True
DB1232,Mule Deer,Durst Mountain,2024,2025,7,4.0,4,,,,3.0,100.0,,2024 mule deer.pdf,18,,,True,True,True
DB1233,Mule Deer,East Fork Chalk Creek,2024,2025,39,39.0,25,,,,7.3,63.6,,2024 mule deer.pdf,18,,,True,True,True
DB1234,Mule Deer,East Zion,2024,2025,11,11.0,6,,,,8.1,55.6,,2024 mule deer.pdf,18,,,True,True,True
DB1236,Mule Deer,Engineer Springs,2024,2025,3,3.0,2,,,,3.7,66.7,,2024 mule deer.pdf,18,,,True,True,True
DB1237,Mule Deer,Ensign Ranches,2024,2025,32,30.0,28,,,,3.2,95.8,,2024 mule deer.pdf,18,,,True,True,True
DB1238,Mule Deer,Folley Ridge,2024,2025,10,10.0,6,,,,4.1,60.0,,2024 mule deer.pdf,18,,,True,True,True
DB1239,Mule Deer,Fort Ranch,2024,2025,1,1.0,0,,,,7.0,0.0,,2024 mule deer.pdf,18,,,True,True,True
DB1240,Mule Deer,George Creek,2024,2025,8,8.0,8,,,,4.0,100.0,,2024 mule deer.pdf,18,,,True,True,True
DB1241,Mule Deer,Golden Spike,2024,2025,5,5.0,4,,,,3.2,80.0,,2024 mule deer.pdf,19,number harvest afield hunted rate (%),,True,True,True
DB1242,Mule Deer,Grass Valley/Clark Canyon,2024,2025,116,115.0,61,,,,4.2,53.5,,2024 mule deer.pdf,19,number harvest afield hunted rate (%),,True,True,True
DB1243,Mule Deer,Grazing Pasture,2024,2025,4,4.0,1,,,,5.3,25.0,,2024 mule deer.pdf,19,number harvest afield hunted rate (%),,True,True,True
DB1244,Mule Deer,Green Canyon,2024,2025,9,9.0,8,,,,7.0,87.5,,2024 mule deer.pdf,19,number harvest afield hunted rate (%),,True,True,True
DB1245,Mule Deer,Guildersleeve,2024,2025,7,5.0,4,,,,3.0,75.0,,2024 mule deer.pdf,19,number harvest afield hunted rate (%),,True,True,True
DB1246,Mule Deer,Hardscrabble,2024,2025,7,7.0,6,,,,2.4,80.0,,2024 mule deer.pdf,19,number harvest afield hunted rate (%),,True,True,True
DB1248,Mule Deer,Heaston East,2024,2025,20,20.0,19,,,,3.0,95.0,,2024 mule deer.pdf,19,number harvest afield hunted rate (%),,True,True,True
DB1249,Mule Deer,Hiawatha,2024,2025,8,7.0,7,,,,2.6,100.0,,2024 mule deer.pdf,19,number harvest afield hunted rate (%),,True,True,True
DB1250,Mule Deer,Indian Creek,2024,2025,4,4.0,1,,,,4.8,25.0,,2024 mule deer.pdf,19,number harvest afield hunted rate (%),,True,True,True
DB1251,Mule Deer,Indian Head,2024,2025,17,16.0,16,,,,5.2,100.0,,2024 mule deer.pdf,19,,,True,True,True
DB1252,Mule Deer,Ingham Peak,2024,2025,32,32.0,28,,,,2.0,86.4,,2024 mule deer.pdf,19,,,True,True,True
DB1253,Mule Deer,J. B. Ranch,2024,2025,8,7.0,4,,,,2.6,57.1,,2024 mule deer.pdf,19,,,True,True,True
DB1255,Mule Deer,Johnson Mountain Ranch,2024,2025,2,2.0,1,,,,3.5,50.0,,2024 mule deer.pdf,19,,,True,True,True
DB1256,Mule Deer,Junction Valley,2024,2025,52,52.0,46,,,,3.1,88.6,,2024 mule deer.pdf,19,,,True,True,True
DB1258,Mule Deer,Little Red Creek,2024,2025,8,8.0,5,,,,4.4,57.1,,2024 mule deer.pdf,19,,,True,True,True
DB1259,Mule Deer,Lone Tree Tunnel Hollow,2024,2025,7,7.0,6,,,,3.9,85.7,,2024 mule deer.pdf,19,,,True,True,True
DB1260,Mule Deer,Middle Ridge,2024,2025,6,6.0,2,,,,5.2,40.0,,2024 mule deer.pdf,19,,,True,True,True
DB1261,Mule Deer,Minnie Maud Ridge,2024,2025,47,47.0,31,,,,5.6,65.0,,2024 mule deer.pdf,19,,,True,True,True
DB1263,Mule Deer,Moon Ranch,2024,2025,10,10.0,10,,,,3.4,100.0,,2024 mule deer.pdf,19,,,True,True,True
DB1264,Mule Deer,Mountain Meadow,2024,2025,6,6.0,0,,,,2.2,0.0,,2024 mule deer.pdf,19,,,True,True,True
DB1265,Mule Deer,Mountain Top,2024,2025,12,12.0,6,,,,4.6,50.0,,2024 mule deer.pdf,19,,,True,True,True
DB1266,Mule Deer,Mt Carmel,2024,2025,20,20.0,17,,,,3.8,83.3,,2024 mule deer.pdf,19,,,True,True,True
DB1269,Mule Deer,North Promontory,2024,2025,6,6.0,6,,,,1.6,100.0,,2024 mule deer.pdf,19,,,True,True,True
DB1270,Mule Deer,Nucor West,2024,2025,8,8.0,8,,,,1.4,100.0,,2024 mule deer.pdf,19,,,True,True,True
DB1271,Mule Deer,Oak Ranch,2024,2025,13,13.0,4,,,,3.9,30.8,,2024 mule deer.pdf,19,,,True,True,True
DB1272,Mule Deer,Old Woman Plateau,2024,2025,12,12.0,7,,,,2.4,55.6,,2024 mule deer.pdf,19,,,True,True,True
DB1273,Mule Deer,Park Valley Hereford,2024,2025,22,22.0,20,,,,3.1,88.9,,2024 mule deer.pdf,19,,,True,True,True
DB1274,Mule Deer,Patmos Ridge,2024,2025,7,7.0,6,,,,7.7,83.3,,2024 mule deer.pdf,19,,,True,True,True
DB1275,Mule Deer,Pine Canyon,2024,2025,17,16.0,6,,,,4.8,40.0,,2024 mule deer.pdf,19,,,True,True,True
DB1276,Mule Deer,Plymouth Peak,2024,2025,2,2.0,2,,,,1.0,100.0,,2024 mule deer.pdf,19,,,True,True,True
DB1277,Mule Deer,Pocatello Valley,2024,2025,4,4.0,4,,,,2.0,100.0,,2024 mule deer.pdf,19,,,True,True,True
DB1279,Mule Deer,Preston Nutter Ranch,2024,2025,2,2.0,2,,,,4.0,100.0,,2024 mule deer.pdf,19,,,True,True,True
DB1280,Mule Deer,Promontory Point,2024,2025,9,9.0,9,,,,2.9,100.0,,2024 mule deer.pdf,20,number harvest afield hunted rate (%),,True,True,True
DB1281,Mule Deer,Rattlesnake Pass,2024,2025,23,22.0,20,,,,4.0,90.5,,2024 mule deer.pdf,20,number harvest afield hunted rate (%),,True,True,True
DB1282,Mule Deer,Redd Ranches,2024,2025,19,18.0,17,,,,4.6,93.3,,2024 mule deer.pdf,20,number harvest afield hunted rate (%),,True,True,True
DB1283,Mule Deer,Roan Cliffs,2024,2025,9,9.0,5,,,,4.1,57.1,,2024 mule deer.pdf,20,number harvest afield hunted rate (%),,True,True,True
DB1285,Mule Deer,Sand Creek,2024,2025,8,7.0,3,,,,4.6,40.0,,2024 mule deer.pdf,20,,,True,True,True
DB1286,Mule Deer,Pisgah Mountain,2024,2025,10,10.0,7,,,,4.8,66.7,,2024 mule deer.pdf,19,,,True,True,True
DB1287,Mule Deer,Scofield Canyons,2024,2025,9,9.0,8,,,,4.5,87.5,,2024 mule deer.pdf,20,,,True,True,True
DB1288,Mule Deer,Scofield West,2024,2025,15,15.0,10,,,,6.7,66.7,,2024 mule deer.pdf,20,,,True,True,True
DB1289,Mule Deer,Sharp Mountain,2024,2025,17,17.0,14,,,,4.3,81.8,,2024 mule deer.pdf,20,,,True,True,True
DB1290,Mule Deer,Skull Crack,2024,2025,7,7.0,7,,,,4.0,100.0,,2024 mule deer.pdf,20,,,True,True,True
DB1291,Mule Deer,Skull Valley South,2024,2025,4,4.0,4,,,,3.3,100.0,,2024 mule deer.pdf,20,,,True,True,True
DB1292,Mule Deer,Soldier Summit,2024,2025,14,13.0,10,,,,4.4,80.0,,2024 mule deer.pdf,20,,,True,True,True
DB1293,Mule Deer,South Canyon,2024,2025,11,11.0,8,,,,3.5,75.0,,2024 mule deer.pdf,20,,,True,True,True
DB1294,Mule Deer,Spring Creek Acres,2024,2025,5,5.0,1,,,,5.8,25.0,,2024 mule deer.pdf,20,,,True,True,True
DB1295,Mule Deer,Spring Creek/Dodge,2024,2025,56,56.0,51,,,,3.6,91.8,,2024 mule deer.pdf,20,,,True,True,True
DB1298,Mule Deer,Strawberry Ridge,2024,2025,4,4.0,2,,,,5.0,50.0,,2024 mule deer.pdf,20,,,True,True,True
DB1299,Mule Deer,Summit Point,2024,2025,23,23.0,19,,,,5.2,84.2,,2024 mule deer.pdf,20,,,True,True,True
DB1300,Mule Deer,Thatcher Mountain,2024,2025,3,3.0,1,,,,9.0,33.3,,2024 mule deer.pdf,20,,,True,True,True
DB1301,Mule Deer,Three C,2024,2025,20,20.0,20,,,,3.0,100.0,,2024 mule deer.pdf,20,,,True,True,True
DB1303,Mule Deer,North Peaks,2024,2025,5,5.0,3,,,,2.7,66.7,,2024 mule deer.pdf,19,,,True,True,True
DB1304,Mule Deer,Two Bear,2024,2025,10,10.0,9,,,,3.7,90.0,,2024 mule deer.pdf,20,,,True,True,True
DB1305,Mule Deer,Wallsburg,2024,2025,4,4.0,2,,,,4.8,50.0,,2024 mule deer.pdf,20,,,True,True,True
DB1306,Mule Deer,Washakie,2024,2025,10,10.0,10,,,,2.1,100.0,,2024 mule deer.pdf,20,,,True,True,True
DB1307,Mule Deer,Weber Florence Creek,2024,2025,44,44.0,28,,,,4.1,64.7,,2024 mule deer.pdf,20,,,True,True,True
DB1308,Mule Deer,West Hills,2024,2025,17,17.0,15,,,,2.7,87.5,,2024 mule deer.pdf,20,,,True,True,True
DB1309,Mule Deer,West Willow Creek Ranch,2024,2025,18,18.0,16,,,,2.8,88.9,,2024 mule deer.pdf,20,,,True,True,True
DB1310,Mule Deer,White's Valley,2024,2025,9,9.0,9,,,,2.6,100.0,,2024 mule deer.pdf,20,,,True,True,True
DB1312,Mule Deer,Woodruff Creek South,2024,2025,1,1.0,0,,,,5.0,0.0,,2024 mule deer.pdf,20,,,True,True,True
DB1317,Mule Deer,Jacob's Creek,2024,2025,10,8.0,5,,,,4.3,66.7,,2024 mule deer.pdf,19,,,True,True,True
DB1320,Mule Deer,Deer Creek,2024,2025,4,4.0,0,,,,5.3,0.0,,2024 mule deer.pdf,18,,,True,True,True
DB1322,Mule Deer,Pahvant Ensign,2024,2025,10,10.0,9,,,,4.8,88.9,,2024 mule deer.pdf,19,,,True,True,True
DB1323,Mule Deer,Rock House,2024,2025,5,5.0,4,,,,4.3,75.0,,2024 mule deer.pdf,20,number harvest afield hunted rate (%),,True,True,True
DB1324,Mule Deer,Royal Ivory Outfitters,2024,2025,4,4.0,2,,,,6.0,50.0,,2024 mule deer.pdf,20,number harvest afield hunted rate (%),,True,True,True
DB1325,Mule Deer,Double Cone,2024,2025,6,6.0,4,,,,3.7,66.7,,2024 mule deer.pdf,18,,,True,True,True
DB1326,Mule Deer,Rosette,2024,2025,4,4.0,4,,,,1.5,100.0,,2024 mule deer.pdf,20,number harvest afield hunted rate (%),,True,True,True
DB1327,Mule Deer,Mountain Sky Ranch,2024,2025,6,6.0,2,,,,9.4,40.0,,2024 mule deer.pdf,19,,,True,True,True
DB1328,Mule Deer,Clear Creek,2024,2025,6,6.0,2,,,,3.5,25.0,,2024 mule deer.pdf,18,,,True,True,True
DB1330,Mule Deer,Iron Spring,2024,2025,3,3.0,2,,,,5.7,66.7,,2024 mule deer.pdf,19,,,True,True,True
DB1331,Mule Deer,Raft River,2024,2025,10,10.0,8,,,,3.1,77.8,,2024 mule deer.pdf,20,number harvest afield hunted rate (%),,True,True,True
DB1332,Mule Deer,West Ridge,2024,2025,41,41.0,20,,,,6.5,48.4,,2024 mule deer.pdf,20,,,True,True,True
DB1333,Mule Deer,5S Land and Livestock,2024,2025,15,15.0,12,,,,5.6,76.9,,2024 mule deer.pdf,18,number harvest afield hunted rate (%),,True,True,True
DB1334,Mule Deer,Alton (cactus buck),2024,2025,3,3.0,2,,,,2.7,66.7,,2024 mule deer.pdf,18,number harvest afield hunted rate (%),,True,True,True
DB1335,Mule Deer,Big Piney Ranch,2024,2025,4,4.0,1,,,,2.8,25.0,,2024 mule deer.pdf,18,,,True,True,True
DB1336,Mule Deer,First Light,2024,2025,3,3.0,2,,,,4.0,66.7,,2024 mule deer.pdf,18,,,True,True,True
DB1337,Mule Deer,Little Pole Canyon,2024,2025,4,4.0,4,,,,4.3,100.0,,2024 mule deer.pdf,19,,,True,True,True
DB1338,Mule Deer,Sweetwater,2024,2025,3,3.0,0,,,,1.0,0.0,,2024 mule deer.pdf,20,,,True,True,True
DB1341,Mule Deer,Dry Creek,2024,2025,10,10.0,10,,,,6.0,100.0,,2024 mule deer.pdf,18,,,True,True,True
DB1342,Mule Deer,Faust Valley,2024,2025,4,4.0,4,,,,3.5,100.0,,2024 mule deer.pdf,18,,,True,True,True
DB1343,Mule Deer,Red Iron,2024,2025,9,9.0,6,,,,4.0,71.4,,2024 mule deer.pdf,20,number harvest afield hunted rate (%),,True,True,True
DB1344,Mule Deer,Salt Wells,2024,2025,3,3.0,3,,,,3.0,100.0,,2024 mule deer.pdf,20,,,True,True,True
DB1345,Mule Deer,Diamond Mountain CWMU,2024,2025,10,10.0,9,,,,2.4,88.9,,2024 mule deer.pdf,18,,,True,True,True
DB1347,Mule Deer,The Rose of Snowville,2024,2025,7,7.0,3,,,,4.9,42.9,,2024 mule deer.pdf,20,,,True,True,True
DB1348,Mule Deer,Kimberly,2024,2025,5,5.0,0,,,,3.7,0.0,,2024 mule deer.pdf,19,,,True,True,True
DB1349,Mule Deer,Weber Florence Creek/Stillman Creek,2024,2025,10,9.0,5,,,,4.2,55.6,,2024 mule deer.pdf,20,,,True,True,True
DB1500,Mule Deer,Beaver,2024,2025,340,309.0,75,,,,8.2,24.3,,2024 mule deer.pdf,9,number harvest afield hunted rate (%),,True,True,True
DB1501,Mule Deer,Box Elder,2024,2025,905,714.0,185,,,,6.6,25.9,,2024 mule deer.pdf,9,number harvest afield hunted rate (%),,True,True,True
DB1502,Mule Deer,Cache,2024,2025,732,623.0,75,,,,7.5,12.0,,2024 mule deer.pdf,9,number harvest afield hunted rate (%),,True,True,True
DB1503,Mule Deer,Manti/San Rafael,2024,2025,1500,1305.0,256,,,,7.1,19.6,,2024 mule deer.pdf,9,,,True,True,True
DB1504,Mule Deer,Nebo,2024,2025,807,711.0,89,,,,8.1,12.6,,2024 mule deer.pdf,9,,,True,True,True
DB1506,Mule Deer,Fillmore,2024,2025,376,347.0,76,,,,7.0,21.9,,2024 mule deer.pdf,9,number harvest afield hunted rate (%),,True,True,True
DB1508,Mule Deer,Kamas,2024,2025,226,182.0,14,,,,7.2,7.4,,2024 mule deer.pdf,9,number harvest afield hunted rate (%),,True,True,True
DB1509,Mule Deer,"La Sal, La Sal Mtns",2024,2025,251,216.0,74,,,,6.7,34.4,,2024 mule deer.pdf,9,,,True,True,True
DB1510,Mule Deer,Monroe,2024,2025,180,158.0,42,,,,7.1,26.4,,2024 mule deer.pdf,9,,,True,True,True
DB1511,Mule Deer,Mt Dutton,2024,2025,67,63.0,14,,,,7.9,22.2,,2024 mule deer.pdf,9,,,True,True,True
DB1512,Mule Deer,Nine Mile,2024,2025,230,198.0,56,,,,6.7,28.1,,2024 mule deer.pdf,9,,,True,True,True
DB1513,Mule Deer,North Slope,2024,2025,457,384.0,49,,,,7.9,12.9,,2024 mule deer.pdf,9,,,True,True,True
DB1514,Mule Deer,Ogden,2024,2025,346,271.0,57,,,,7.4,21.2,,2024 mule deer.pdf,9,,,True,True,True
DB1515,Mule Deer,Oquirrh-Stansbury,2024,2025,459,407.0,65,,,,7.3,16.0,,2024 mule deer.pdf,9,,,True,True,True
DB1516,Mule Deer,Panguitch Lake,2024,2025,390,361.0,121,,,,7.8,33.4,,2024 mule deer.pdf,9,,,True,True,True
DB1517,Mule Deer,Pine Valley,2024,2025,624,553.0,134,,,,8.1,24.2,,2024 mule deer.pdf,9,,,True,True,True
DB1518,Mule Deer,Boulder/Kaiparowits,2024,2025,355,338.0,90,,,,7.0,26.5,,2024 mule deer.pdf,9,number harvest afield hunted rate (%),,True,True,True
DB1519,Mule Deer,Fishlake,2024,2025,222,198.0,46,,,,7.8,23.1,,2024 mule deer.pdf,9,number harvest afield hunted rate (%),,True,True,True
DB1520,Mule Deer,Thousand Lakes,2024,2025,57,48.0,9,,,,7.6,17.9,,2024 mule deer.pdf,9,,,True,True,True
DB1521,Mule Deer,"San Juan, Abajo Mtns",2024,2025,419,362.0,108,,,,6.8,29.7,,2024 mule deer.pdf,9,,,True,True,True
DB1522,Mule Deer,Vernal/Bonanza,2024,2025,323,293.0,105,,,,8.5,36.0,,2024 mule deer.pdf,9,,,True,True,True
DB1523,Mule Deer,Yellowstone,2024,2025,234,196.0,47,,,,7.1,24.2,,2024 mule deer.pdf,9,,,True,True,True
DB1524,Mule Deer,Southwest Desert,2024,2025,83,76.0,19,,,,11.0,24.6,,2024 mule deer.pdf,9,,,True,True,True
DB1525,Mule Deer,"Wasatch Mtns, East",2024,2025,922,793.0,114,,,,7.3,14.4,,2024 mule deer.pdf,9,,,True,True,True
