hunt_code,species,hunt_name,reported_hunt_year,model_target_year,permits,hunters_afield,harvest_total,harvest_male,harvest_female,harvest_young,average_days,percent_success,hunter_satisfaction,source_file,source_page,section_title,parse_notes,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible
EA1081,Antlerless Elk,San Juan,2024,2025,124,112.0,30,,28.0,2.0,4.8,27.1,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA1082,Antlerless Elk,San Juan,2024,2025,122,106.0,46,,41.0,5.0,6.8,43.0,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA1084,Antlerless Elk,"San Rafael, North",2024,2025,4,2.0,0,,0.0,0.0,11.5,0.0,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA1085,Antlerless Elk,Vernal/Bonanza,2024,2025,100,89.0,12,,10.0,2.0,8.2,13.6,,2024 ELK LIMITED ANTLERLESS.pdf,1,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1087,Antlerless Elk,Vernal/Bonanza,2024,2025,98,91.0,27,,24.0,3.0,5.9,29.5,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA1089,Antlerless Elk,Diamond Mtn,2024,2025,48,43.0,11,,8.0,3.0,3.7,26.8,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
EA1090,Antlerless Elk,Diamond Mtn,2024,2025,48,46.0,14,,14.0,0.0,3.2,31.1,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
EA1094,Antlerless Elk,"Vernal, Mosby Mtn",2024,2025,99,87.0,32,,30.0,2.0,6.4,36.6,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA1101,Antlerless Elk,Southwest Desert,2024,2025,84,80.0,52,,50.0,2.0,4.2,64.9,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA1106,Antlerless Elk,"Wasatch Mtns, Avintaquin",2024,2025,193,157.0,34,,29.0,5.0,4.0,21.4,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA1110,Antlerless Elk,"Wasatch Mtns, Salt Lake",2024,2025,41,35.0,15,,15.0,0.0,7.9,42.4,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA1111,Antlerless Elk,"Wasatch Mtns, Wallsburg",2024,2025,35,27.0,7,,6.0,1.0,3.7,28.0,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA1112,Antlerless Elk,"Wasatch Mtns, Wallsburg",2024,2025,51,44.0,8,,5.0,3.0,6.3,17.9,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA1113,Antlerless Elk,"Wasatch Mtns, West Heber",2024,2025,30,23.0,9,,9.0,0.0,4.8,38.9,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA1114,Antlerless Elk,"Wasatch Mtns, West Timpanogos",2024,2025,34,29.0,17,,15.0,2.0,5.2,57.7,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,3,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1116,Antlerless Elk,Zion,2024,2025,20,15.0,0,,0.0,0.0,7.7,0.0,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,3,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1117,Antlerless Elk,Zion,2024,2025,177,136.0,20,,20.0,0.0,7.0,14.5,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,3,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1118,Antlerless Elk,Alton,2024,2025,4,3.0,1,,1.0,0.0,8.5,50.0,,2024 ELK LIMITED ANTLERLESS.pdf,6,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1119,Antlerless Elk,Bar J Ranch,2024,2025,19,19.0,12,,8.0,4.0,4.0,62.5,,2024 ELK LIMITED ANTLERLESS.pdf,6,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1120,Antlerless Elk,Bear Mountain,2024,2025,17,17.0,4,,4.0,0.0,3.9,21.4,,2024 ELK LIMITED ANTLERLESS.pdf,6,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1121,Antlerless Elk,Boobe Hole,2024,2025,10,10.0,6,,6.0,0.0,2.6,60.0,,2024 ELK LIMITED ANTLERLESS.pdf,6,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1122,Antlerless Elk,Causey Spring,2024,2025,5,5.0,2,,2.0,0.0,3.0,40.0,,2024 ELK LIMITED ANTLERLESS.pdf,6,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1124,Antlerless Elk,Chimney Rock,2024,2025,12,12.0,3,,3.0,0.0,2.1,25.0,,2024 ELK LIMITED ANTLERLESS.pdf,6,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1125,Antlerless Elk,Coldwater Ranch,2024,2025,20,19.0,14,,13.0,1.0,1.8,72.2,,2024 ELK LIMITED ANTLERLESS.pdf,6,,,True,True,True
EA1126,Antlerless Elk,Cotton Thomas,2024,2025,5,3.0,0,,0.0,0.0,3.0,0.0,,2024 ELK LIMITED ANTLERLESS.pdf,6,,,True,True,True
EA1129,Antlerless Elk,Deseret,2024,2025,576,541.0,373,,332.0,41.0,2.6,69.0,,2024 ELK LIMITED ANTLERLESS.pdf,6,,,True,True,True
EA1130,Antlerless Elk,Double Cone,2024,2025,7,6.0,1,,1.0,0.0,5.0,20.0,,2024 ELK LIMITED ANTLERLESS.pdf,6,,,True,True,True
EA1131,Antlerless Elk,Durst Mountain,2024,2025,29,29.0,22,,22.0,0.0,1.7,75.0,,2024 ELK LIMITED ANTLERLESS.pdf,6,,,True,True,True
EA1132,Antlerless Elk,East Fork Chalk Creek,2024,2025,66,59.0,24,,24.0,0.0,4.3,40.0,,2024 ELK LIMITED ANTLERLESS.pdf,6,,,True,True,True
EA1134,Antlerless Elk,Ensign Ranches,2024,2025,110,100.0,55,,47.0,8.0,2.2,55.1,,2024 ELK LIMITED ANTLERLESS.pdf,6,,,True,True,True
EA1135,Antlerless Elk,Folley Ridge,2024,2025,19,18.0,11,,11.0,0.0,2.1,60.0,,2024 ELK LIMITED ANTLERLESS.pdf,6,,,True,True,True
EA1136,Antlerless Elk,Grass Valley/Clark Canyon,2024,2025,92,90.0,66,,61.0,5.0,2.1,74.0,,2024 ELK LIMITED ANTLERLESS.pdf,6,,,True,True,True
EA1137,Antlerless Elk,Grazing Pasture,2024,2025,15,14.0,14,,14.0,0.0,3.4,100.0,,2024 ELK LIMITED ANTLERLESS.pdf,6,,,True,True,True
EA1138,Antlerless Elk,Guildersleeve,2024,2025,20,20.0,11,,9.0,2.0,3.3,52.6,,2024 ELK LIMITED ANTLERLESS.pdf,6,,,True,True,True
EA1139,Antlerless Elk,Hardscrabble,2024,2025,9,9.0,4,,4.0,0.0,3.4,44.4,,2024 ELK LIMITED ANTLERLESS.pdf,6,,,True,True,True
EA1140,Antlerless Elk,Heaston East,2024,2025,24,24.0,24,,24.0,0.0,1.4,100.0,,2024 ELK LIMITED ANTLERLESS.pdf,6,,,True,True,True
EA1141,Antlerless Elk,Hiawatha,2024,2025,15,13.0,9,,9.0,0.0,3.1,71.4,,2024 ELK LIMITED ANTLERLESS.pdf,6,,,True,True,True
EA1142,Antlerless Elk,Indian Head,2024,2025,11,11.0,4,,2.0,2.0,3.1,40.0,,2024 ELK LIMITED ANTLERLESS.pdf,6,,,True,True,True
EA1143,Antlerless Elk,J. B. Ranch,2024,2025,35,34.0,31,,28.0,3.0,1.9,90.6,,2024 ELK LIMITED ANTLERLESS.pdf,6,,,True,True,True
EA1145,Antlerless Elk,Johnson Mountain Ranch,2024,2025,20,19.0,17,,17.0,0.0,1.6,89.5,,2024 ELK LIMITED ANTLERLESS.pdf,6,,,True,True,True
EA1146,Antlerless Elk,Jump Creek,2024,2025,14,12.0,4,,4.0,0.0,3.3,33.3,,2024 ELK LIMITED ANTLERLESS.pdf,6,,,True,True,True
EA1147,Antlerless Elk,Little Red Creek,2024,2025,14,14.0,12,,11.0,1.0,2.2,84.6,,2024 ELK LIMITED ANTLERLESS.pdf,6,,,True,True,True
EA1149,Antlerless Elk,Minnie Maud Ridge,2024,2025,8,8.0,0,,0.0,0.0,7.0,0.0,,2024 ELK LIMITED ANTLERLESS.pdf,6,,,True,True,True
EA1151,Antlerless Elk,Moon Ranch,2024,2025,6,5.0,0,,0.0,0.0,2.2,0.0,,2024 ELK LIMITED ANTLERLESS.pdf,6,,,True,True,True
EA1153,Antlerless Elk,Old Woman Plateau,2024,2025,4,4.0,1,,0.0,1.0,3.0,33.3,,2024 ELK LIMITED ANTLERLESS.pdf,6,,,True,True,True
EA1156,Antlerless Elk,Preston Nutter Ranch,2024,2025,7,6.0,5,,5.0,0.0,1.4,80.0,,2024 ELK LIMITED ANTLERLESS.pdf,6,,,True,True,True
EA1157,Antlerless Elk,Redd Ranches,2024,2025,33,32.0,21,,21.0,0.0,2.7,66.7,,2024 ELK LIMITED ANTLERLESS.pdf,6,,,True,True,True
EA1158,Antlerless Elk,Riverview Ranch LLC,2024,2025,9,9.0,8,,8.0,0.0,1.9,87.5,,2024 ELK LIMITED ANTLERLESS.pdf,6,,,True,True,True
EA1159,Antlerless Elk,Roan Cliffs,2024,2025,6,5.0,1,,1.0,0.0,2.8,25.0,,2024 ELK LIMITED ANTLERLESS.pdf,6,,,True,True,True
EA1160,Antlerless Elk,Sand Creek,2024,2025,5,5.0,5,,5.0,0.0,2.5,100.0,,2024 ELK LIMITED ANTLERLESS.pdf,7,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1161,Antlerless Elk,Scofield Canyons,2024,2025,9,9.0,7,,7.0,0.0,1.8,75.0,,2024 ELK LIMITED ANTLERLESS.pdf,7,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1162,Antlerless Elk,Scofield East,2024,2025,14,14.0,12,,12.0,0.0,1.8,84.6,,2024 ELK LIMITED ANTLERLESS.pdf,7,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1163,Antlerless Elk,Scofield West,2024,2025,26,22.0,13,,12.0,1.0,3.3,57.9,,2024 ELK LIMITED ANTLERLESS.pdf,7,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1164,Antlerless Elk,SJ Ranch,2024,2025,6,6.0,2,,1.0,1.0,3.2,33.3,,2024 ELK LIMITED ANTLERLESS.pdf,7,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1165,Antlerless Elk,Skull Crack,2024,2025,12,11.0,8,,6.0,2.0,1.0,71.4,,2024 ELK LIMITED ANTLERLESS.pdf,7,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1166,Antlerless Elk,Soldier Summit,2024,2025,16,15.0,5,,3.0,2.0,2.5,30.8,,2024 ELK LIMITED ANTLERLESS.pdf,7,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1167,Antlerless Elk,South Canyon,2024,2025,10,10.0,8,,5.0,3.0,1.9,80.0,,2024 ELK LIMITED ANTLERLESS.pdf,7,,,True,True,True
EA1168,Antlerless Elk,Spring Creek/Dodge,2024,2025,20,17.0,13,,12.0,1.0,3.8,80.0,,2024 ELK LIMITED ANTLERLESS.pdf,7,,,True,True,True
EA1170,Antlerless Elk,Strawberry Ridge,2024,2025,10,10.0,10,,10.0,0.0,1.7,100.0,,2024 ELK LIMITED ANTLERLESS.pdf,7,,,True,True,True
EA1171,Antlerless Elk,Summit Point,2024,2025,10,10.0,8,,8.0,0.0,4.9,75.0,,2024 ELK LIMITED ANTLERLESS.pdf,7,,,True,True,True
EA1172,Antlerless Elk,Three C,2024,2025,17,17.0,16,,15.0,1.0,2.1,93.3,,2024 ELK LIMITED ANTLERLESS.pdf,7,,,True,True,True
EA1174,Antlerless Elk,Two Bear,2024,2025,56,53.0,40,,39.0,1.0,1.6,76.5,,2024 ELK LIMITED ANTLERLESS.pdf,7,,,True,True,True
EA1175,Antlerless Elk,Wallsburg,2024,2025,10,9.0,0,,0.0,0.0,2.6,0.0,,2024 ELK LIMITED ANTLERLESS.pdf,7,,,True,True,True
EA1176,Antlerless Elk,Weber Florence Creek,2024,2025,94,90.0,21,,19.0,2.0,3.5,23.8,,2024 ELK LIMITED ANTLERLESS.pdf,7,,,True,True,True
EA1177,Antlerless Elk,Woodruff Creek South,2024,2025,8,8.0,4,,4.0,0.0,4.3,50.0,,2024 ELK LIMITED ANTLERLESS.pdf,7,,,True,True,True
EA1187,Antlerless Elk,"Paunsaugunt, Hatch Bench",2024,2025,15,12.0,1,,1.0,0.0,8.7,8.3,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA1189,Antlerless Elk,"Wasatch Mtns, West-Central",2024,2025,421,345.0,43,,39.0,4.0,3.7,12.6,,2024 ELK LIMITED ANTLERLESS.pdf,1,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1192,Antlerless Elk,Pahvant Ensign,2024,2025,6,6.0,2,,2.0,0.0,1.7,33.3,,2024 ELK LIMITED ANTLERLESS.pdf,6,,,True,True,True
EA1193,Antlerless Elk,"Cache, Rich",2024,2025,19,14.0,6,,4.0,2.0,4.7,46.2,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
EA1196,Antlerless Elk,"North Slope, Summit",2024,2025,74,70.0,9,,8.0,1.0,5.5,12.5,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA1198,Antlerless Elk,Bear Springs,2024,2025,2,2.0,0,,0.0,0.0,4.5,0.0,,2024 ELK LIMITED ANTLERLESS.pdf,6,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1200,Antlerless Elk,Double R Ranch,2024,2025,10,8.0,6,,6.0,0.0,2.3,75.0,,2024 ELK LIMITED ANTLERLESS.pdf,6,,,True,True,True
EA1201,Antlerless Elk,Mountain Sky Ranch,2024,2025,10,10.0,5,,5.0,0.0,3.8,50.0,,2024 ELK LIMITED ANTLERLESS.pdf,6,,,True,True,True
EA1203,Antlerless Elk,"Box Elder, Pilot Mtn",2024,2025,5,5.0,3,,3.0,0.0,4.5,50.0,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1204,Antlerless Elk,"Box Elder, Pilot Mtn",2024,2025,5,5.0,0,,0.0,0.0,3.2,0.0,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1206,Antlerless Elk,"Cache, Richmond Hyde Park",2024,2025,10,9.0,4,,4.0,0.0,7.5,50.0,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
EA1207,Antlerless Elk,"Nebo, Moroni Hills",2024,2025,10,8.0,2,,2.0,0.0,4.1,25.0,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,harvest harvest harvest afield afield rate (%),,True,True,True
EA1208,Antlerless Elk,Nebo,2024,2025,219,199.0,96,,92.0,4.0,6.3,48.4,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,harvest harvest harvest afield afield rate (%),,True,True,True
EA1209,Antlerless Elk,"Fillmore, Oak Creek LE",2024,2025,49,44.0,15,,11.0,4.0,9.4,34.3,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
EA1217,Antlerless Elk,"Wasatch Mtns, Avintaquin",2024,2025,149,129.0,26,,21.0,5.0,4.3,20.5,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA1222,Antlerless Elk,"Beaver, East",2024,2025,29,26.0,12,,12.0,0.0,3.9,45.8,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1223,Antlerless Elk,"Beaver, East",2024,2025,29,24.0,15,,15.0,0.0,4.1,60.9,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1224,Antlerless Elk,"Book Cliffs, Bitter Creek/South",2024,2025,124,121.0,59,,56.0,3.0,4.3,48.7,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1225,Antlerless Elk,"Book Cliffs, Bitter Creek/South",2024,2025,158,138.0,104,,94.0,10.0,2.7,75.2,,2024 ELK LIMITED ANTLERLESS.pdf,1,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1226,Antlerless Elk,"Nebo, Moroni Hills",2024,2025,9,8.0,1,,0.0,1.0,4.1,12.5,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,harvest harvest harvest afield afield rate (%),,True,True,True
EA1228,Antlerless Elk,Morgan-South Rich,2024,2025,98,78.0,12,,10.0,2.0,2.9,14.7,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,harvest harvest harvest afield afield rate (%),,True,True,True
EA1229,Antlerless Elk,Morgan-South Rich,2024,2025,174,159.0,85,,81.0,4.0,3.5,53.6,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,harvest harvest harvest afield afield rate (%),,True,True,True
EA1231,Antlerless Elk,"West Desert, Tintic Valley",2024,2025,100,90.0,39,,34.0,5.0,8.3,43.2,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,3,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1233,Antlerless Elk,Avintaquin Canyon,2024,2025,10,3.0,0,,0.0,0.0,5.0,0.0,,2024 ELK LIMITED ANTLERLESS.pdf,6,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1234,Antlerless Elk,Royal Ivory Outfitters,2024,2025,14,14.0,6,,6.0,0.0,2.3,41.7,,2024 ELK LIMITED ANTLERLESS.pdf,7,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1235,Antlerless Elk,Sharp Mountain,2024,2025,8,7.0,5,,3.0,2.0,2.3,71.4,,2024 ELK LIMITED ANTLERLESS.pdf,7,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1236,Antlerless Elk,East Canyon,2024,2025,296,250.0,85,,76.0,9.0,5.6,34.1,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
EA1237,Antlerless Elk,"La Sal, La Sal Mtns, North",2024,2025,148,120.0,35,,31.0,4.0,6.2,29.0,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
EA1239,Antlerless Elk,"Nine Mile, Range Creek",2024,2025,29,23.0,10,,10.0,0.0,5.7,42.9,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,harvest harvest harvest afield afield rate (%),,True,True,True
EA1240,Antlerless Elk,"Nine Mile, Range Creek",2024,2025,119,100.0,38,,37.0,1.0,7.1,38.3,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA1242,Antlerless Elk,"Vernal, Buckskin Hills-Jensen",2024,2025,100,89.0,22,,22.0,0.0,6.5,25.0,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA1243,Antlerless Elk,"Vernal, Buckskin Hills-Jensen",2024,2025,98,83.0,32,,27.0,5.0,5.2,39.1,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA1244,Antlerless Elk,Yellowstone,2024,2025,100,81.0,12,,11.0,1.0,4.5,14.7,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,3,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1245,Antlerless Elk,Yellowstone,2024,2025,49,39.0,5,,5.0,0.0,4.9,13.5,,2024 ELK LIMITED ANTLERLESS.pdf,1,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1250,Antlerless Elk,"North Slope, West Daggett",2024,2025,30,29.0,7,,7.0,0.0,6.0,25.0,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA1251,Antlerless Elk,"Southwest Desert, Burbank/Garrison",2024,2025,14,13.0,6,,6.0,0.0,2.6,50.0,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA1252,Antlerless Elk,"Southwest Desert, Burbank/Garrison",2024,2025,5,4.0,1,,1.0,0.0,3.3,25.0,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA1254,Antlerless Elk,Pine Valley,2024,2025,17,14.0,3,,3.0,0.0,7.0,25.0,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA1256,Antlerless Elk,Little Pole Canyon,2024,2025,12,11.0,4,,3.0,1.0,2.6,36.4,,2024 ELK LIMITED ANTLERLESS.pdf,6,,,True,True,True
EA1259,Antlerless Elk,Diamond Mountain CWMU,2024,2025,3,3.0,3,,3.0,0.0,1.0,100.0,,2024 ELK LIMITED ANTLERLESS.pdf,6,,,True,True,True
EA1260,Antlerless Elk,Blackhawk,2024,2025,5,5.0,3,,3.0,0.0,3.4,60.0,,2024 ELK LIMITED ANTLERLESS.pdf,6,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1261,Antlerless Elk,West Ridge,2024,2025,5,5.0,4,,4.0,0.0,5.4,80.0,,2024 ELK LIMITED ANTLERLESS.pdf,7,,,True,True,True
EA1264,Antlerless Elk,"Wasatch Mtns, Rabbit Gulch",2024,2025,97,92.0,33,,32.0,1.0,3.4,36.3,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA1265,Antlerless Elk,"Wasatch Mtns, Tabby Mtn",2024,2025,97,86.0,47,,44.0,3.0,2.5,54.4,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA1266,Antlerless Elk,"Box Elder, Hansel Mtn",2024,2025,20,18.0,3,,3.0,0.0,7.3,18.8,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1267,Antlerless Elk,Cache,2024,2025,120,112.0,19,,18.0,1.0,6.1,17.3,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
EA1268,Antlerless Elk,"North Slope, Summit",2024,2025,183,151.0,9,,9.0,0.0,8.9,6.0,,2024 ELK LIMITED ANTLERLESS.pdf,1,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1269,Antlerless Elk,Ogden (excludes Hyrum),2024,2025,174,145.0,59,,53.0,6.0,4.5,40.5,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA2002,Antlerless Elk,Morgan-South Rich,2024,2025,231,186.0,64,,56.0,8.0,5.8,34.4,,2024 ELK LIMITED ANTLERLESS.pdf,5,,,True,True,True
EA2003,Antlerless Elk,East Canyon,2024,2025,295,255.0,97,,90.0,7.0,8.4,38.1,,2024 ELK LIMITED ANTLERLESS.pdf,5,harvest harvest harvest afield hunted rate (%),,True,True,True
EA2004,Antlerless Elk,Chalk Creek,2024,2025,494,407.0,187,,163.0,24.0,6.5,46.0,,2024 ELK LIMITED ANTLERLESS.pdf,5,harvest harvest harvest afield hunted rate (%),,True,True,True
EA2005,Antlerless Elk,"North Slope, West Daggett",2024,2025,75,62.0,40,,40.0,0.0,4.3,64.7,,2024 ELK LIMITED ANTLERLESS.pdf,5,,,True,True,True
EA2006,Antlerless Elk,Yellowstone,2024,2025,450,356.0,168,,152.0,16.0,11.3,47.2,,2024 ELK LIMITED ANTLERLESS.pdf,5,,,True,True,True
EA2008,Antlerless Elk,"Nine Mile, Anthro-Myton Bench",2024,2025,34,29.0,4,,4.0,0.0,7.8,12.5,,2024 ELK LIMITED ANTLERLESS.pdf,5,,,True,True,True
EA2009,Antlerless Elk,"La Sal, La Sal Mtns",2024,2025,70,62.0,13,,13.0,0.0,11.5,21.6,,2024 ELK LIMITED ANTLERLESS.pdf,5,harvest harvest harvest afield hunted rate (%),,True,True,True
EA2010,Antlerless Elk,San Juan,2024,2025,50,45.0,18,,18.0,0.0,12.1,40.0,,2024 ELK LIMITED ANTLERLESS.pdf,5,,,True,True,True
EA2011,Antlerless Elk,Manti,2024,2025,248,205.0,106,,94.0,12.0,8.8,51.6,,2024 ELK LIMITED ANTLERLESS.pdf,5,,,True,True,True
EA2012,Antlerless Elk,"Wasatch Mtns, West",2024,2025,237,193.0,81,,64.0,17.0,4.4,41.9,,2024 ELK LIMITED ANTLERLESS.pdf,5,,,True,True,True
EA2013,Antlerless Elk,"Wasatch Mtns, Currant Creek",2024,2025,149,121.0,50,,50.0,0.0,5.4,41.2,,2024 ELK LIMITED ANTLERLESS.pdf,5,,,True,True,True
EA2014,Antlerless Elk,"Wasatch Mtns, Avintaquin-White River",2024,2025,51,37.0,8,,8.0,0.0,5.2,21.7,,2024 ELK LIMITED ANTLERLESS.pdf,5,,,True,True,True
EA2015,Antlerless Elk,Paunsaugunt,2024,2025,92,76.0,14,,12.0,2.0,6.0,17.9,,2024 ELK LIMITED ANTLERLESS.pdf,5,,,True,True,True
EA2016,Antlerless Elk,Nebo,2024,2025,247,203.0,60,,45.0,15.0,10.2,29.4,,2024 ELK LIMITED ANTLERLESS.pdf,5,,,True,True,True
EA2017,Antlerless Elk,Mt Dutton,2024,2025,49,41.0,20,,20.0,0.0,8.8,50.0,,2024 ELK LIMITED ANTLERLESS.pdf,5,,,True,True,True
EA2018,Antlerless Elk,Panguitch Lake,2024,2025,50,43.0,24,,24.0,0.0,11.8,54.5,,2024 ELK LIMITED ANTLERLESS.pdf,5,,,True,True,True
EA2019,Antlerless Elk,"West Desert, Tintic Valley",2024,2025,93,70.0,27,,21.0,6.0,11.3,38.0,,2024 ELK LIMITED ANTLERLESS.pdf,5,,,True,True,True
EA2020,Antlerless Elk,Zion,2024,2025,281,229.0,64,,60.0,4.0,13.1,28.0,,2024 ELK LIMITED ANTLERLESS.pdf,5,,,True,True,True
EA2021,Antlerless Elk,"Beaver, East",2024,2025,28,19.0,6,,5.0,1.0,7.0,33.3,,2024 ELK LIMITED ANTLERLESS.pdf,5,harvest harvest harvest afield hunted rate (%),,True,True,True
EA2026,Antlerless Elk,"Box Elder, Hansel Mtn",2024,2025,83,64.0,11,,11.0,0.0,7.3,16.7,,2024 ELK LIMITED ANTLERLESS.pdf,5,harvest harvest harvest afield hunted rate (%),,True,True,True
EA2027,Antlerless Elk,Cache,2024,2025,268,240.0,74,,66.0,8.0,6.7,31.1,,2024 ELK LIMITED ANTLERLESS.pdf,5,harvest harvest harvest afield hunted rate (%),,True,True,True
EA2028,Antlerless Elk,Vernal/Bonanza,2024,2025,244,211.0,85,,78.0,7.0,7.5,40.4,,2024 ELK LIMITED ANTLERLESS.pdf,5,,,True,True,True
EA2029,Antlerless Elk,"Nine Mile, Range Creek",2024,2025,115,99.0,31,,29.0,2.0,8.9,31.6,,2024 ELK LIMITED ANTLERLESS.pdf,5,,,True,True,True
EA2030,Antlerless Elk,Diamond Mtn,2024,2025,259,214.0,96,,91.0,5.0,5.6,45.0,,2024 ELK LIMITED ANTLERLESS.pdf,5,harvest harvest harvest afield hunted rate (%),,True,True,True
EA2033,Antlerless Elk,Kamas,2024,2025,100,64.0,1,,1.0,0.0,6.4,1.9,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
EA2034,Antlerless Elk,"Nine Mile, Anthro",2024,2025,37,24.0,1,,0.0,1.0,7.7,4.3,,2024 ELK LIMITED ANTLERLESS.pdf,1,harvest harvest harvest afield hunted rate (%),,True,True,True
EA2036,Antlerless Elk,"Oquirrh-Stansbury, East",2024,2025,39,39.0,36,,35.0,1.0,3.1,91.9,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA2037,Antlerless Elk,Yellowstone,2024,2025,180,151.0,21,,14.0,7.0,7.4,13.9,,2024 ELK LIMITED ANTLERLESS.pdf,1,harvest harvest harvest afield hunted rate (%),,True,True,True
