reported_hunt_year,model_target_year,source_file,source_page,section_title,row_label,metric_count,metric_raw,raw_line,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15
2024,2025,24_bg_report.pdf,92,"Average age of harvested bull elk on limited-entry units, Utah 2015–2024.","10AB Book Cliffs, Bitter Creek/East 6.0–6.5",11,7.5|7.8|6.2|6.4|6.0|5.9|5.2|6.2|6.5|6.3|6.3,"10AB Book Cliffs, Bitter Creek/East 6.0–6.5 7.5 7.8 6.2 6.4 6.0 5.9 5.2 6.2 6.5 6.3 6.3",7.5,7.8,6.2,6.4,6.0,5.9,5.2,6.2,6.5,6.3,6.3,,,,
2024,2025,24_bg_report.pdf,92,"Average age of harvested bull elk on limited-entry units, Utah 2015–2024.","10C Book Cliffs, Little Creek Roadless 6.5–7.0",11,7.5|7.3|7.1|7.0|7.0|7.0|8.3|6.3|8.1|8.7|7.7,"10C Book Cliffs, Little Creek Roadless 6.5–7.0 7.5 7.3 7.1 7.0 7.0 7.0 8.3 6.3 8.1 8.7 7.7",7.5,7.3,7.1,7.0,7.0,7.0,8.3,6.3,8.1,8.7,7.7,,,,
2024,2025,24_bg_report.pdf,92,"Average age of harvested bull elk on limited-entry units, Utah 2015–2024.",25C Boulder 6.5–7.0,11,7.3|8.2|7.3|8.2|7.5|7.2|7.8|8.4|8.4|7.4|8.1,25C Boulder 6.5–7.0 7.3 8.2 7.3 8.2 7.5 7.2 7.8 8.4 8.4 7.4 8.1,7.3,8.2,7.3,8.2,7.5,7.2,7.8,8.4,8.4,7.4,8.1,,,,
2024,2025,24_bg_report.pdf,92,"Average age of harvested bull elk on limited-entry units, Utah 2015–2024.","1A Box Elder, Grouse Creek 5.5–6.0",11,5.5|5.7|5.2|6.0|5.5|5.3|6.4|5.0|5.6|5.3|5.3,"1A Box Elder, Grouse Creek 5.5–6.0 5.5 5.7 5.2 6.0 5.5 5.3 6.4 5.0 5.6 5.3 5.3",5.5,5.7,5.2,6.0,5.5,5.3,6.4,5.0,5.6,5.3,5.3,,,,
2024,2025,24_bg_report.pdf,92,14A San Juan Bull Elk 6.5–7.0 8.1 8.2 7.4 8.3 7.6 7.8 7.7 8.3 7.6 7.9 7.9,14A San Juan Bull Elk 6.5–7.0,11,8.1|8.2|7.4|8.3|7.6|7.8|7.7|8.3|7.6|7.9|7.9,14A San Juan Bull Elk 6.5–7.0 8.1 8.2 7.4 8.3 7.6 7.8 7.7 8.3 7.6 7.9 7.9,8.1,8.2,7.4,8.3,7.6,7.8,7.7,8.3,7.6,7.9,7.9,,,,
2024,2025,24_bg_report.pdf,92,14A San Juan Bull Elk 6.5–7.0 8.1 8.2 7.4 8.3 7.6 7.8 7.7 8.3 7.6 7.9 7.9,"20A Southwest Desert, North 3.5–4.5",11,—|—|—|—|—|—|8.7|7.6|8.1|9.5|8.4,"20A Southwest Desert, North 3.5–4.5 — — — — — — 8.7 7.6 8.1 9.5 8.4",,,,,,,8.7,7.6,8.1,9.5,8.4,,,,
2024,2025,24_bg_report.pdf,92,14A San Juan Bull Elk 6.5–7.0 8.1 8.2 7.4 8.3 7.6 7.8 7.7 8.3 7.6 7.9 7.9,"20B Southwest Desert, South 6.0–6.5",11,6.8|7.8|6.3|7.2|7.3|7.1|6.6|8.4|8.1|8.4|8.3,"20B Southwest Desert, South 6.0–6.5 6.8 7.8 6.3 7.2 7.3 7.1 6.6 8.4 8.1 8.4 8.3",6.8,7.8,6.3,7.2,7.3,7.1,6.6,8.4,8.1,8.4,8.3,,,,
2024,2025,24_bg_report.pdf,92,14A San Juan Bull Elk 6.5–7.0 8.1 8.2 7.4 8.3 7.6 7.8 7.7 8.3 7.6 7.9 7.9,17 Wasatch Mtns 5.5–6.0,11,6.6|6.7|6.4|6.3|6.2|6.3|5.9|5.7|5.0|5.2|5.3,17 Wasatch Mtns 5.5–6.0 6.6 6.7 6.4 6.3 6.2 6.3 5.9 5.7 5.0 5.2 5.3,6.6,6.7,6.4,6.3,6.2,6.3,5.9,5.7,5.0,5.2,5.3,,,,
2024,2025,24_bg_report.pdf,92,14A San Juan Bull Elk 6.5–7.0 8.1 8.2 7.4 8.3 7.6 7.8 7.7 8.3 7.6 7.9 7.9,"19A West Desert, Deep Creek 3.5–4.5",11,5.9|7.2|6.4|5.4|5.8|6.3|5.4|6.4|7.4|8.2|7.3,"19A West Desert, Deep Creek 3.5–4.5 5.9 7.2 6.4 5.4 5.8 6.3 5.4 6.4 7.4 8.2 7.3",5.9,7.2,6.4,5.4,5.8,6.3,5.4,6.4,7.4,8.2,7.3,,,,
2024,2025,24_bg_report.pdf,93,"Elk winter population estimates and objectives by management unit, Utah 2020–2024.",22 Beaver 1150-1350,5,1200|850|900|900|1000,22 Beaver 1150-1350 1200 850 900 900 1000,1200.0,850.0,900.0,900.0,1000.0,,,,,,,,,,
2024,2025,24_bg_report.pdf,93,"Elk winter population estimates and objectives by management unit, Utah 2020–2024.",10 Book Cliffs,6,7500|5500|5500|4300|5300|5300,10 Book Cliffs 7500 5500 5500 4300 5300 5300,7500.0,5500.0,5500.0,4300.0,5300.0,5300.0,,,,,,,,,
2024,2025,24_bg_report.pdf,93,"Elk winter population estimates and objectives by management unit, Utah 2020–2024.",25C/26 Boulder/Kaiparowits 1200-1700,5,1150|1200|1250|1300|1400,25C/26 Boulder/Kaiparowits 1200-1700 1150 1200 1250 1300 1400,1150.0,1200.0,1250.0,1300.0,1400.0,,,,,,,,,,
2024,2025,24_bg_report.pdf,93,"Elk winter population estimates and objectives by management unit, Utah 2020–2024.",1 Box Elder,6,1075|700|700|900|1150|1250,1 Box Elder 1075 700 700 900 1150 1250,1075.0,700.0,700.0,900.0,1150.0,1250.0,,,,,,,,,
2024,2025,24_bg_report.pdf,93,"Elk winter population estimates and objectives by management unit, Utah 2020–2024.",2 Cache,6,2300|3000|3350|1950|1600|1800,2 Cache 2300 3000 3350 1950 1600 1800,2300.0,3000.0,3350.0,1950.0,1600.0,1800.0,,,,,,,,,
2024,2025,24_bg_report.pdf,93,"Elk winter population estimates and objectives by management unit, Utah 2020–2024.",6 Chalk Creek,6,3200|3400|4400|4000|4200|4400,6 Chalk Creek 3200 3400 4400 4000 4200 4400,3200.0,3400.0,4400.0,4000.0,4200.0,4400.0,,,,,,,,,
2024,2025,24_bg_report.pdf,93,"Elk winter population estimates and objectives by management unit, Utah 2020–2024.",9BCD Diamond Mtn/Vernal/Bonanza,6,3000|4000|3800|3200|3000|2700,9BCD Diamond Mtn/Vernal/Bonanza 3000 4000 3800 3200 3000 2700,3000.0,4000.0,3800.0,3200.0,3000.0,2700.0,,,,,,,,,
2024,2025,24_bg_report.pdf,93,"Elk winter population estimates and objectives by management unit, Utah 2020–2024.",5 East Canyon,6,1800|2800|3000|2900|2900|2800,5 East Canyon 1800 2800 3000 2900 2900 2800,1800.0,2800.0,3000.0,2900.0,2900.0,2800.0,,,,,,,,,
2024,2025,24_bg_report.pdf,95,"Elk winter trend count data by management unit, Utah 2015–2024.",2015–16,4,1258|—|31|13,2015–16 1258 — 31* 13*,1258.0,,31.0,13.0,,,,,,,,,,,
2024,2025,24_bg_report.pdf,95,"Elk winter trend count data by management unit, Utah 2015–2024.",2016–17,4,—|—|—|—,2016–17 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,95,"Elk winter trend count data by management unit, Utah 2015–2024.",2017–18,4,—|—|—|—,2017–18 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,95,"Elk winter trend count data by management unit, Utah 2015–2024.",2018–19,4,1485|—|34|23,2018–19 1485 — 34* 23*,1485.0,,34.0,23.0,,,,,,,,,,,
2024,2025,24_bg_report.pdf,95,"Elk winter trend count data by management unit, Utah 2015–2024.",2019–20,4,—|—|—|—,2019–20 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,96,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2015–16,4,949|32|23|8,2015–16 949 32 23 8,949.0,32.0,23.0,8.0,,,,,,,,,,,
2024,2025,24_bg_report.pdf,96,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2016–17,4,—|—|—|—,2016–17 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,96,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2017–18,4,—|—|—|—,2017–18 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,96,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2018–19,4,876|17|19|8,2018–19 876 17 19 8,876.0,17.0,19.0,8.0,,,,,,,,,,,
2024,2025,24_bg_report.pdf,96,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2019–20,4,—|—|—|—,2019–20 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,97,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2015–16,4,—|—|—|—,2015–16 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,97,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2016–17,4,—|—|—|—,2016–17 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,97,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2017–18,4,—|—|—|—,2017–18 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,97,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2018–19,4,—|—|—|—,2018–19 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,97,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2019–20,4,—|—|—|—,2019–20 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,98,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2015–16,4,—|—|—|—,2015–16 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,98,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2016–17,4,—|—|—|—,2016–17 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,98,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2017–18,4,—|—|—|—,2017–18 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,98,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2018–19,4,3177|—|—|—,2018–19 3177 — — —,3177.0,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,98,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2019–20,4,—|—|—|—,2019–20 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,99,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2015–16,4,2173|—|31|21,2015–16 2173 — 31* 21*,2173.0,,31.0,21.0,,,,,,,,,,,
2024,2025,24_bg_report.pdf,99,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2016–17,4,—|—|—|—,2016–17 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,99,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2017–18,4,—|—|—|—,2017–18 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,99,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2018–19,4,—|—|—|—,2018–19 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,99,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2019–20,4,—|—|—|—,2019–20 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,100,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2015–16,4,1172|—|20|9,2015–16 1172 — 20* 9*,1172.0,,20.0,9.0,,,,,,,,,,,
2024,2025,24_bg_report.pdf,100,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2016–17,4,—|—|—|—,2016–17 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,100,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2017–18,4,—|—|—|—,2017–18 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,100,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2018–19,4,1188|—|32|25,2018–19 1188 — 32* 25*,1188.0,,32.0,25.0,,,,,,,,,,,
2024,2025,24_bg_report.pdf,100,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2019–20,4,—|—|—|—,2019–20 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,101,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2015–16,4,—|—|—|—,2015–16 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,101,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2016–17,4,—|—|—|—,2016–17 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,101,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2017–18,4,—|—|—|—,2017–18 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,101,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2018–19,4,483|—|—|—,2018–19 483 — — —,483.0,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,101,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2019–20,4,—|—|—|—,2019–20 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,102,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2015–16,4,—|—|—|—,2015–16 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,102,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2016–17,4,—|—|—|—,2016–17 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,102,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2017–18,4,—|—|—|—,2017–18 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,102,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2018–19,4,—|—|—|—,2018–19 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,102,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2019–20,4,—|—|—|—,2019–20 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,103,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2015–16,4,810|—|22|13,2015–16 810 — 22* 13*,810.0,,22.0,13.0,,,,,,,,,,,
2024,2025,24_bg_report.pdf,103,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2016–17,4,—|—|—|—,2016–17 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,103,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2017–18,4,—|—|—|—,2017–18 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,103,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2018–19,4,—|—|—|—,2018–19 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,103,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2019–20,4,861|—|39|30,2019–20 861 — 39* 30*,861.0,,39.0,30.0,,,,,,,,,,,
2024,2025,24_bg_report.pdf,104,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2015–16,4,1357|—|22|4,2015–16 1357 — 22* 4*,1357.0,,22.0,4.0,,,,,,,,,,,
2024,2025,24_bg_report.pdf,104,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2016–17,4,—|—|—|—,2016–17 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,104,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2017–18,4,—|—|—|—,2017–18 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,104,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2018–19,4,—|—|—|—,2018–19 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,104,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2019–20,4,849|—|40|24,2019–20 849 — 40* 24*,849.0,,40.0,24.0,,,,,,,,,,,
2024,2025,24_bg_report.pdf,105,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2015–16,4,—|—|—|—,2015–16 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,105,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2016–17,4,780|31|26|—,2016–17 780 31 26 —,780.0,31.0,26.0,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,105,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2017–18,4,—|—|—|—,2017–18 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,105,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2018–19,4,—|—|—|—,2018–19 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,105,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2019–20,4,—|—|—|—,2019–20 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,106,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2015–16,4,—|—|—|—,2015–16 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,106,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2016–17,4,—|—|—|—,2016–17 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,106,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2017–18,4,—|—|—|—,2017–18 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,106,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2018–19,4,299|—|—|—,2018–19 299 — — —,299.0,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,106,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2019–20,4,—|—|—|—,2019–20 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,107,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2015–16,4,—|—|—|—,2015–16 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,107,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2016–17,4,463|33|14|—,2016–17 463 33 14 —,463.0,33.0,14.0,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,107,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2017–18,4,—|—|—|—,2017–18 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,107,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2018–19,4,487|34|18|—,2018–19 487 34 18 —,487.0,34.0,18.0,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,107,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2019–20,4,—|—|—|—,2019–20 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,108,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2015–16,4,620|—|—|—,2015–16 620 — — —,620.0,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,108,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2016–17,4,—|—|—|—,2016–17 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,108,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2017–18,4,—|—|—|—,2017–18 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,108,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2018–19,4,—|—|—|—,2018–19 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,108,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2019–20,4,561|4|21|8,2019–20 561 4 21 8,561.0,4.0,21.0,8.0,,,,,,,,,,,
2024,2025,24_bg_report.pdf,109,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2015–16,4,—|—|—|—,2015–16 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,109,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2016–17,4,205|—|—|—,2016–17 205 — — —,205.0,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,109,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2017–18,4,—|—|—|—,2017–18 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,109,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2018–19,4,—|—|—|—,2018–19 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,109,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2019–20,4,—|—|—|—,2019–20 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,110,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2015–16,4,1230|—|18|6,2015–16 1230 — 18* 6*,1230.0,,18.0,6.0,,,,,,,,,,,
2024,2025,24_bg_report.pdf,110,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2016–17,4,—|—|—|—,2016–17 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,110,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2017–18,4,—|—|—|—,2017–18 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,110,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2018–19,4,—|—|—|—,2018–19 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,110,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2019–20,4,—|—|—|—,2019–20 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,111,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2015–16,4,—|—|—|—,2015–16 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,111,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2016–17,4,1133|52|42|—,2016–17 1133 52 42 —,1133.0,52.0,42.0,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,111,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2017–18,4,—|—|—|—,2017–18 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,111,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2018–19,4,—|—|—|—,2018–19 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,111,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2019–20,4,—|—|—|—,2019–20 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,112,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2015–16,4,—|—|—|—,2015–16 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,112,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2016–17,4,2704|74|28|—,2016–17 2704 74 28 —,2704.0,74.0,28.0,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,112,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2017–18,4,—|—|—|—,2017–18 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,112,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2018–19,4,—|—|—|—,2018–19 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,112,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2019–20,4,—|—|—|—,2019–20 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,113,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2015–16,4,—|—|—|—,2015–16 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,113,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2016–17,4,—|—|—|—,2016–17 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,113,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2017–18,4,—|—|—|—,2017–18 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,113,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2018–19,4,—|—|—|—,2018–19 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,113,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2019–20,4,108|—|—|—,2019–20 108 — — —,108.0,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,114,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2015–16,4,—|—|—|—,2015–16 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,114,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2016–17,4,645|—|—|—,2016–17 645 — — —,645.0,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,114,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2017–18,4,—|—|—|—,2017–18 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,114,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2018–19,4,—|—|—|—,2018–19 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,114,"Elk winter trend count data by management unit, Utah 2015–2024 (continued).",2019–20,4,—|—|—|—,2019–20 — — — —,,,,,,,,,,,,,,,
2024,2025,24_bg_report.pdf,117,harvest harvest harvest afield hunted rate (%),22 Beaver,6,47|12|59|72|3.6|81.9,22 Beaver 47 12 59 72 3.6 81.9,47.0,12.0,59.0,72.0,3.6,81.9,,,,,,,,,
2024,2025,24_bg_report.pdf,117,harvest harvest harvest afield hunted rate (%),"10 Book Cliffs, Bitter Creek",6,57|6|63|70|3.5|90.0,"10 Book Cliffs, Bitter Creek 57 6 63 70 3.5 90.0",57.0,6.0,63.0,70.0,3.5,90.0,,,,,,,,,
2024,2025,24_bg_report.pdf,117,harvest harvest harvest afield hunted rate (%),"10 Book Cliffs, South",6,38|9|47|54|2.4|87.0,"10 Book Cliffs, South 38 9 47 54 2.4 87.0",38.0,9.0,47.0,54.0,2.4,87.0,,,,,,,,,
2024,2025,24_bg_report.pdf,117,harvest harvest harvest afield hunted rate (%),"1 Box Elder, Promontory",6,13|10|23|42|2.6|54.8,"1 Box Elder, Promontory 13 10 23 42 2.6 54.8",13.0,10.0,23.0,42.0,2.6,54.8,,,,,,,,,
2024,2025,24_bg_report.pdf,117,harvest harvest harvest afield hunted rate (%),"1 Box Elder, Puddle Valley",6,21|0|21|22|1.9|95.5,"1 Box Elder, Puddle Valley 21 0 21 22 1.9 95.5",21.0,0.0,21.0,22.0,1.9,95.5,,,,,,,,,
2024,2025,24_bg_report.pdf,117,harvest harvest harvest afield hunted rate (%),"1 Box Elder, Snowville",6,56|38|94|124|2.3|75.8,"1 Box Elder, Snowville 56 38 94 124 2.3 75.8",56.0,38.0,94.0,124.0,2.3,75.8,,,,,,,,,
2024,2025,24_bg_report.pdf,117,harvest harvest harvest afield hunted rate (%),"1 Box Elder, West",6,41|70|111|151|2.7|73.5,"1 Box Elder, West 41 70 111 151 2.7 73.5",41.0,70.0,111.0,151.0,2.7,73.5,,,,,,,,,
2024,2025,24_bg_report.pdf,117,harvest harvest harvest afield hunted rate (%),2/3/4 Cache/Morgan-South Rich/Ogden,6,42|0|42|50|4.4|84.0,2/3/4 Cache/Morgan-South Rich/Ogden 42 0 42 50 4.4 84.0,42.0,0.0,42.0,50.0,4.4,84.0,,,,,,,,,
2024,2025,24_bg_report.pdf,117,harvest harvest harvest afield hunted rate (%),9CD Diamond Mtn/Bonanza,6,91|0|91|98|2.6|92.9,9CD Diamond Mtn/Bonanza 91 0 91 98 2.6 92.9,91.0,0.0,91.0,98.0,2.6,92.9,,,,,,,,,
