reported_hunt_year,model_target_year,source_class,species,page_title,hunt_code,hunt_name,hunt_type,weapon,permits,hunters_afield,harvest,average_days,percent_success,hunter_satisfaction,data_granularity,source_file,source_file_sha256,source_page,parse_status,harvest_quality_year,quality_feature_status,trend_feature_eligible,trend_feature_note,quota_use_status,draw_probability_use_status,do_not_use_for_permit_quota,do_not_use_for_p_draw_directly,raw_record
2023,2024,harvest_results,Moose,2023 Limited Entry Bull Moose,MB6000,Cache,OIAL,Any Legal Weapon,14,14,14.0,8.0,100.0,4.6,hunt_code_aggregate,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,13,OK,2023,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,MB6000 Cache OIAL Any Legal Weapon 14 14 14 8.0 100.0 4.6
2023,2024,harvest_results,Moose,2023 Limited Entry Bull Moose,MB6001,Chalk Creek,OIAL,Any Legal Weapon,2,2,2.0,7.0,100.0,4.0,hunt_code_aggregate,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,13,OK,2023,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,MB6001 Chalk Creek OIAL Any Legal Weapon 2 2 2 7.0 100.0 4.0
2023,2024,harvest_results,Moose,2023 Limited Entry Bull Moose,MB6002,East Canyon,OIAL,Any Legal Weapon,4,4,4.0,7.0,100.0,4.8,hunt_code_aggregate,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,13,OK,2023,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,MB6002 East Canyon OIAL Any Legal Weapon 4 4 4 7.0 100.0 4.8
2023,2024,harvest_results,Moose,2023 Limited Entry Bull Moose,MB6003,"East Canyon, Morgan-Summit",OIAL,Any Legal Weapon,3,3,3.0,7.3,100.0,4.3,hunt_code_aggregate,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,13,OK,2023,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,"MB6003 East Canyon, Morgan-Summit OIAL Any Legal Weapon 3 3 3 7.3 100.0 4.3"
2023,2024,harvest_results,Moose,2023 Limited Entry Bull Moose,MB6004,Kamas,OIAL,Any Legal Weapon,5,5,5.0,4.7,100.0,5.0,hunt_code_aggregate,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,13,OK,2023,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,MB6004 Kamas OIAL Any Legal Weapon 5 5 5 4.7 100.0 5.0
2023,2024,harvest_results,Moose,2023 Limited Entry Bull Moose,MB6005,Morgan-South Rich,OIAL,Any Legal Weapon,5,5,5.0,6.8,100.0,4.2,hunt_code_aggregate,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,13,OK,2023,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,MB6005 Morgan-South Rich OIAL Any Legal Weapon 5 5 5 6.8 100.0 4.2
2023,2024,harvest_results,Moose,2023 Limited Entry Bull Moose,MB6006,"North Slope, Summit",OIAL,Any Legal Weapon,19,19,18.0,8.2,94.7,4.3,hunt_code_aggregate,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,13,OK,2023,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,"MB6006 North Slope, Summit OIAL Any Legal Weapon 19 19 18 8.2 94.7 4.3"
2023,2024,harvest_results,Moose,2023 Limited Entry Bull Moose,MB6007,"North Slope, Three Corners/West Daggett",OIAL,Any Legal Weapon,8,8,7.0,10.5,87.5,4.4,hunt_code_aggregate,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,13,OK,2023,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,"MB6007 North Slope, Three Corners/West Daggett OIAL Any Legal Weapon 8 8 7 10.5 87.5 4.4"
2023,2024,harvest_results,Moose,2023 Limited Entry Bull Moose,MB6008,Ogden,OIAL,Any Legal Weapon,10,10,10.0,9.8,100.0,4.4,hunt_code_aggregate,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,13,OK,2023,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,MB6008 Ogden OIAL Any Legal Weapon 10 10 10 9.8 100.0 4.4
2023,2024,harvest_results,Moose,2023 Limited Entry Bull Moose,MB6009,"South Slope, Diamond Mtn/Vernal",OIAL,Any Legal Weapon,2,2,2.0,12.5,100.0,3.5,hunt_code_aggregate,2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,13,OK,2023,HUNT_CODE_AGGREGATE_HARVEST_SUCCESS,True,Use as historical harvest/quality feature by hunt_code; do not use as quota or direct draw odds.,DO_NOT_USE_FOR_PERMIT_QUOTA,DO_NOT_USE_DIRECTLY_FOR_P_DRAW,True,True,"MB6009 South Slope, Diamond Mtn/Vernal OIAL Any Legal Weapon 2 2 2 12.5 100.0 3.5"
