source_file,hunt_code,hunt_name_harvest,permits_harvest
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1090,Diamond Mtn,48
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1236,East Canyon,296
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1209,"Fillmore, Oak Creek LE",49
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1030,"Fillmore, Pahvant",49
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1031,"Fillmore, Pahvant",49
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1078,Fishlake/Thousand Lakes,133
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1079,Fishlake/Thousand Lakes East,48
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1080,Fishlake/Thousand Lakes West,28
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1033,Kamas,124
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA2033,Kamas,100
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1035,"Kamas, Oakley",124
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1037,"La Sal, Dolores Triangle",47
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1038,"La Sal, La Sal Mtns",296
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1039,"La Sal, La Sal Mtns",246
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1237,"La Sal, La Sal Mtns, North",148
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1013,"Manti, Central",60
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1015,"Manti, Ferron Canyon",58
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1018,"Manti, Horn Mtn",49
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1020,"Manti, Mohrland-Stump Flat",88
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1022,"Manti, North",271
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1023,"Manti, South",97
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1024,"Manti, South",98
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1025,"Manti, West",109
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1040,"Monroe, Koosharem Valley",6
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1228,Morgan-South Rich,98
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1229,Morgan-South Rich,174
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1044,"Morgan-South Rich, South Rich",35
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1049,"Mt Dutton, Deep Creek",72
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1021,Nebo,197
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1208,Nebo,219
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1207,"Nebo, Moroni Hills",10
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1226,"Nebo, Moroni Hills",9
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1239,"Nine Mile, Range Creek",29
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1240,"Nine Mile, Range Creek",119
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1054,"Nine Mile, West Anthro",50
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1056,"North Slope, Greendale",5
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1058,"North Slope, Henry's Fork-Burnt Fork",149
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1196,"North Slope, Summit",74
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1250,"North Slope, West Daggett",30
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1063,Ogden,73
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1064,Ogden,50
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1269,Ogden (excludes Hyrum),174
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA2036,"Oquirrh-Stansbury, East",39
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1069,Panguitch Lake,23
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1073,Paunsaugunt,20
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1187,"Paunsaugunt, Hatch Bench",15
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1074,Pine Valley,4
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1254,Pine Valley,17
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1081,San Juan,124
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1082,San Juan,122
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1084,"San Rafael, North",4
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1101,Southwest Desert,84
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1251,"Southwest Desert, Burbank/Garrison",14
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1252,"Southwest Desert, Burbank/Garrison",5
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1242,"Vernal, Buckskin Hills-Jensen",100
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1243,"Vernal, Buckskin Hills-Jensen",98
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1094,"Vernal, Mosby Mtn",99
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1087,Vernal/Bonanza,98
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1106,"Wasatch Mtns, Avintaquin",193
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1217,"Wasatch Mtns, Avintaquin",149
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1264,"Wasatch Mtns, Rabbit Gulch",97
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1110,"Wasatch Mtns, Salt Lake",41
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1265,"Wasatch Mtns, Tabby Mtn",97
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1111,"Wasatch Mtns, Wallsburg",35
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1112,"Wasatch Mtns, Wallsburg",51
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1113,"Wasatch Mtns, West Heber",30
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1114,"Wasatch Mtns, West Timpanogos",34
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1231,"West Desert, Tintic Valley",100
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1244,Yellowstone,100
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1116,Zion,20
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,EA1117,Zion,177
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA2034,"Nine Mile, Anthro",37
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1268,"North Slope, Summit",183
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1085,Vernal/Bonanza,100
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA2038,Wasatch Mtns,881
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA2037,Yellowstone,180
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1225,"Book Cliffs, Bitter Creek/South",158
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1060,"North Slope, West Daggett",20
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1061,"North Slope, West Daggett",20
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1189,"Wasatch Mtns, West-Central",421
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1245,Yellowstone,49
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1222,"Beaver, East",29
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1223,"Beaver, East",29
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1224,"Book Cliffs, Bitter Creek/South",124
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1075,Boulder East,15
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1076,Boulder West,20
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1077,Boulder-Circle Cliffs,20
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1266,"Box Elder, Hansel Mtn",20
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1203,"Box Elder, Pilot Mtn",5
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1204,"Box Elder, Pilot Mtn",5
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1267,Cache,120
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1010,"Cache, Rich",18
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1193,"Cache, Rich",19
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1011,"Cache, Richards Hollow",20
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1012,"Cache, Richmond Hyde Park",10
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1206,"Cache, Richmond Hyde Park",10
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1026,Chalk Creek,340
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1089,Diamond Mtn,48
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1090,Diamond Mtn,48
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1236,East Canyon,296
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1209,"Fillmore, Oak Creek LE",49
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1030,"Fillmore, Pahvant",49
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1031,"Fillmore, Pahvant",49
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1078,Fishlake/Thousand Lakes,133
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1079,Fishlake/Thousand Lakes East,48
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1080,Fishlake/Thousand Lakes West,28
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1033,Kamas,124
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA2033,Kamas,100
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1035,"Kamas, Oakley",124
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1037,"La Sal, Dolores Triangle",47
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1038,"La Sal, La Sal Mtns",296
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1039,"La Sal, La Sal Mtns",246
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1237,"La Sal, La Sal Mtns, North",148
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1013,"Manti, Central",60
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1015,"Manti, Ferron Canyon",58
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1017,"Manti, Gordon Creek-Price",69
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1018,"Manti, Horn Mtn",49
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1020,"Manti, Mohrland-Stump Flat",88
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1022,"Manti, North",271
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1023,"Manti, South",97
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1024,"Manti, South",98
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1025,"Manti, West",109
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1040,"Monroe, Koosharem Valley",6
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1228,Morgan-South Rich,98
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1229,Morgan-South Rich,174
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1044,"Morgan-South Rich, South Rich",35
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1049,"Mt Dutton, Deep Creek",72
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1021,Nebo,197
pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_limited_antlerless_2024_extract/ELK_LIMITED_ANTLERLESS_HARVEST_2024.csv,EA1208,Nebo,219
