file,line,hunt_code,action,old_total,new_total,reason
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,963,EL3032,UPDATE_TOTAL,,21,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,964,EL3033,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,965,EL3036,UPDATE_TOTAL,,21,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,966,EL3037,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,967,EL3038,UPDATE_TOTAL,,21,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,968,EL3039,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,969,EL3042,UPDATE_TOTAL,,21,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,970,EL3043,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,971,EL3044,UPDATE_TOTAL,,31,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,972,EL3045,UPDATE_TOTAL,,21,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,973,EL3046,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,974,EL3047,UPDATE_TOTAL,,21,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,975,EL3048,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,976,EL3049,UPDATE_TOTAL,,21,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,977,EL3050,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,978,EL3053,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,979,EL3056,UPDATE_TOTAL,,21,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,980,EL3057,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,981,EL3063,UPDATE_TOTAL,,21,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,982,EL3064,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,983,EL3065,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,984,EL3066,UPDATE_TOTAL,,21,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,985,EL3067,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,986,EL3068,UPDATE_TOTAL,,21,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,987,EL3069,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,988,EL3072,UPDATE_TOTAL,,21,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,989,EL3073,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,990,EL3077,UPDATE_TOTAL,,3,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,991,EL3079,UPDATE_TOTAL,,3,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,992,EL3081,UPDATE_TOTAL,,3,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,993,EL3083,UPDATE_TOTAL,,3,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,994,EL3084,UPDATE_TOTAL,,3,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,995,EL3086,UPDATE_TOTAL,,3,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,996,EL3087,UPDATE_TOTAL,,3,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,997,EL3088,UPDATE_TOTAL,,3,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,998,EL3089,UPDATE_TOTAL,,3,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,999,EL3091,UPDATE_TOTAL,,3,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1000,EL3093,UPDATE_TOTAL,,3,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1001,EL3096,UPDATE_TOTAL,,3,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1002,EL3097,UPDATE_TOTAL,,3,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1003,EL3098,UPDATE_TOTAL,,3,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1004,EL3100,UPDATE_TOTAL,,3,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1005,EL3126,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1006,EL3127,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1007,EL3130,UPDATE_TOTAL,,7,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1008,EL3132,UPDATE_TOTAL,,30,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1009,EL3135,UPDATE_TOTAL,,30,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1010,EL3136,UPDATE_TOTAL,,30,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1011,EL3137,UPDATE_TOTAL,,30,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1012,EL3139,UPDATE_TOTAL,,30,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1013,EL3142,UPDATE_TOTAL,,30,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1014,EL3143,UPDATE_TOTAL,,30,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1015,EL3144,UPDATE_TOTAL,,30,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1016,EL3145,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1017,EL3146,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1018,EL3147,UPDATE_TOTAL,,21,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1019,EL3148,UPDATE_TOTAL,,21,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1020,EL3149,UPDATE_TOTAL,,21,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1021,EL3150,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1022,EL3151,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1023,EL3152,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1024,EL3153,UPDATE_TOTAL,,3,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1025,EL3154,UPDATE_TOTAL,,3,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1026,EL3155,UPDATE_TOTAL,,3,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1027,EL3158,UPDATE_TOTAL,,14,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1028,EL3159,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1029,EL3160,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1030,EL3161,UPDATE_TOTAL,,14,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1031,EL3162,UPDATE_TOTAL,,21,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1032,EL3163,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1033,EL3164,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1034,EL3166,UPDATE_TOTAL,,3,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1035,EL3167,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1036,EL3168,UPDATE_TOTAL,,14,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1037,EL3169,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1038,EL3170,UPDATE_TOTAL,,14,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1039,EL3171,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1040,EL3172,UPDATE_TOTAL,,14,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1041,EL3173,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1042,EL3174,UPDATE_TOTAL,,14,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1043,EL3175,UPDATE_TOTAL,,21,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1044,EL3176,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1045,EL3177,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1046,EL3179,UPDATE_TOTAL,,3,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1047,EL3180,UPDATE_TOTAL,,14,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1048,EL3181,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1049,EL3182,UPDATE_TOTAL,,14,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1050,EL3183,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1051,EL3184,UPDATE_TOTAL,,14,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1052,EL3185,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1053,EL3186,UPDATE_TOTAL,,14,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1054,EL3187,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1055,EL3188,UPDATE_TOTAL,,14,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1056,EL3189,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1057,EL3190,UPDATE_TOTAL,,14,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1058,EL3191,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1059,EL3192,UPDATE_TOTAL,,14,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1060,EL3193,UPDATE_TOTAL,,14,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1061,EL3194,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1062,EL3195,UPDATE_TOTAL,,14,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1063,EL3196,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1064,EL3197,UPDATE_TOTAL,,14,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1065,EL3198,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1066,EL3199,UPDATE_TOTAL,,14,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1067,EL3205,UPDATE_TOTAL,,28,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1068,EL3208,UPDATE_TOTAL,,28,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1069,EL3210,UPDATE_TOTAL,,21,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1071,GO1000,UPDATE_TOTAL,,1,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1098,LO0011,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1102,LO0015,UPDATE_TOTAL,,16,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1126,LO1531,UPDATE_TOTAL,,2,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1128,LO1534,UPDATE_TOTAL,,2,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1129,LO1536,UPDATE_TOTAL,,2,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1130,LO1538,UPDATE_TOTAL,,2,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1132,LO1540,UPDATE_TOTAL,,2,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1133,LO1541,UPDATE_TOTAL,,2,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1134,LO1542,UPDATE_TOTAL,,2,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1136,LO1544,UPDATE_TOTAL,,2,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1138,LO1547,UPDATE_TOTAL,,2,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1139,LO1549,UPDATE_TOTAL,,2,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1146,LO1559,UPDATE_TOTAL,,2,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1168,LO1591,UPDATE_TOTAL,,1,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1169,LO1592,UPDATE_TOTAL,,1,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1170,LO1593,UPDATE_TOTAL,,1,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1172,LO1595,UPDATE_TOTAL,,1,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1173,LO1596,UPDATE_TOTAL,,1,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1174,LO1597,UPDATE_TOTAL,,1,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1203,LO1627,UPDATE_TOTAL,,2,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1204,LO1628,UPDATE_TOTAL,,2,db-empty total patched from candidate list
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,1207,LO1631,UPDATE_TOTAL,,1,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,22586,EA1180,UPDATE_TOTAL,,17,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,22587,EA1180,UPDATE_TOTAL,,17,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,27144,EB1000,UPDATE_TOTAL,,15,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,27145,EB1000,UPDATE_TOTAL,,15,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,27146,EB1001,UPDATE_TOTAL,,10,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,27147,EB1001,UPDATE_TOTAL,,10,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,27148,EB1002,UPDATE_TOTAL,,6,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,27149,EB1002,UPDATE_TOTAL,,6,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,27150,EB1003,UPDATE_TOTAL,,16,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,27151,EB1003,UPDATE_TOTAL,,16,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,27152,EB1004,UPDATE_TOTAL,,6,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,27153,EB1004,UPDATE_TOTAL,,6,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,27154,EB1005,UPDATE_TOTAL,,16,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,27155,EB1005,UPDATE_TOTAL,,16,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,27160,EB1010,UPDATE_TOTAL,,17,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,27161,EB1010,UPDATE_TOTAL,,17,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40898,EL3000,UPDATE_TOTAL,,16,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40899,EL3000,UPDATE_TOTAL,,16,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40900,EL3022,UPDATE_TOTAL,,16,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40901,EL3022,UPDATE_TOTAL,,16,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40902,EL3024,UPDATE_TOTAL,,21,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40903,EL3024,UPDATE_TOTAL,,21,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40904,EL3033,UPDATE_TOTAL,,16,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40905,EL3033,UPDATE_TOTAL,,16,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40906,EL3038,UPDATE_TOTAL,,21,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40907,EL3038,UPDATE_TOTAL,,21,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40908,EL3039,UPDATE_TOTAL,,16,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40909,EL3039,UPDATE_TOTAL,,16,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40910,EL3048,UPDATE_TOTAL,,16,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40911,EL3048,UPDATE_TOTAL,,16,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40912,EL3057,UPDATE_TOTAL,,16,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40913,EL3057,UPDATE_TOTAL,,16,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40914,EL3065,UPDATE_TOTAL,,16,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40915,EL3065,UPDATE_TOTAL,,16,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40916,EL3066,UPDATE_TOTAL,,21,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40917,EL3066,UPDATE_TOTAL,,21,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40918,EL3068,UPDATE_TOTAL,,21,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40919,EL3068,UPDATE_TOTAL,,21,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40920,EL3072,UPDATE_TOTAL,,21,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40921,EL3072,UPDATE_TOTAL,,21,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40922,EL3084,UPDATE_TOTAL,,3,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40923,EL3084,UPDATE_TOTAL,,3,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40924,EL3100,UPDATE_TOTAL,,3,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40925,EL3100,UPDATE_TOTAL,,3,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40926,EL3126,UPDATE_TOTAL,,16,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40927,EL3126,UPDATE_TOTAL,,16,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40928,EL3127,UPDATE_TOTAL,,16,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40929,EL3127,UPDATE_TOTAL,,16,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40930,EL3144,UPDATE_TOTAL,,30,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40931,EL3144,UPDATE_TOTAL,,30,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40932,EL3149,UPDATE_TOTAL,,21,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40933,EL3149,UPDATE_TOTAL,,21,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40934,EL3152,UPDATE_TOTAL,,16,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40935,EL3152,UPDATE_TOTAL,,16,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40936,EL3171,UPDATE_TOTAL,,16,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40937,EL3171,UPDATE_TOTAL,,16,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40938,EL3175,UPDATE_TOTAL,,21,db-empty total patched from candidate list
processed_data/hunt_master_enriched.csv,40939,EL3175,UPDATE_TOTAL,,21,db-empty total patched from candidate list
