hunt_code,boundary_id,hunt_name,sex_type,species,weapon,hunt_type,hunt_class,season,permits_2026_res,permits_2026_nr,permits_2026_total,NOTES,permits_2025_draw_res,permits_2025_draw_nr,permits_2025_draw_total,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,permits_2025_draw_source,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_source,permits_2026_source,permits_2026_draw_res,permits_2026_draw_nr,permits_2026_draw_total,permits_2026_draw_source,draw_2026_system_type,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status,dwr_huntplanner_source_url,dwr_huntplanner_source_retrieved_at,dwr_huntplanner_management_stats_available,dwr_huntplanner_season_date_text,dwr_huntplanner_permits_2026_res,dwr_huntplanner_permits_2026_nr,dwr_huntplanner_permits_2026_total,dwr_huntplanner_percent_harvest_success_previous_hunting_season,dwr_huntplanner_current_age_3yr_average,dwr_huntplanner_age_objective,dwr_huntplanner_population_objective,dwr_huntplanner_current_population_estimate
PB5002,15,"Book Cliffs, South",Buck,Pronghorn,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 11 2026,8,1,9,,7,1,8,411,502,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,7,1,8,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,8,1,9,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,8,1,9,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5002,2026-05-29T07:31:31.653Z,true,Aug 15 2026 - Sept 11 2026,8,1,9,50,4.6,2.0-3.0,950,540
PB5027,15,"Book Cliffs, South",Buck,Pronghorn,Any Legal Weapon,Limited Entry,Limited Entry,Sept 12 2026 - Sept 20 2026,34,4,38,,31,3,34,431,522,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,31,3,34,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,34,4,38,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,34,4,38,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5027,2026-05-29T07:31:31.653Z,true,Sept 12 2026 - Sept 20 2026,34,4,38,96.6,4.6,2.0-3.0,950,540
RS1001,15,"Book Cliffs, South",Ram,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Conservation,Conservation,"Nov 1 - Dec 31, 2025",1,0,1,,,,,,,,,,,,,Utah DWR 2025-2027 Conservation Permit Database,,,,,,1,0,1,Utah DWR 2025-2027 Conservation Permit Database,conservation-permit-hunt-table-2025-27.csv,FULL_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=RS1001,2026-05-29T07:31:31.653Z,true,"Nov 1 - Dec 31, 2025",0,0,0,100,,,450,265
RS6701,15,"Book Cliffs, South",Ram,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Once-in-a-lifetime,Oct 31 2026 - Nov 30 2026,5,1,6,,5,1,6,589,589,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,5,1,6,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,5,1,6,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_OIL_BIG_GAME,5,1,6,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Rocky+Mountain+Bighorn+Sheep&gender=Male+Only,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=RS6701,2026-05-29T07:31:31.653Z,true,Oct 31 2026 - Nov 30 2026,5,1,6,100,,,450,265
EA1266,18,"Box Elder, Hansel Mtn",Antlerless,Elk,Any Legal Weapon,General Season,Antlerless,Aug 01 2026 - Jan 31 2027,18,2,20,,,,,,,,,18,2,20,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,18,2,20,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1266,2026-05-29T07:31:31.653Z,true,Aug 01 2025 - Jan 31 2026,18,2,20,18.8,,,1075 (entire Box Elder unit),1250 (entire Box Elder unit)
EA2026,18,"Box Elder, Hansel Mtn",Antlerless,Elk,Any Legal Weapon,Private Lands Only,Antlerless,Aug 01 2026 - Jan 31 2027,,,200,,,,,,,,,,,,,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,200,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,200,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2026,2026-05-29T07:31:31.653Z,true,Aug 01 2025 - Jan 31 2026,0,0,200,16.7,,,1075 (entire Box Elder unit),1250 (entire Box Elder unit)
RE1000,20,"Box Elder, Newfoundland Mtn",Ewe,Rocky Mountain Bighorn Sheep,Any Legal Weapon,General Season,Antlerless,Sept 08 2026 - Sept 16 2026,4,1,5,,,,,,,,,4,1,5,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,4,1,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_EWE_BIGHORN,4,1,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Rocky+Mountain+Bighorn+Sheep&gender=Ewe,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=RE1000,2026-05-29T07:31:31.653Z,true,Sep 08 2025 - Sep 16 2025,4,1,5,80,,,300,215
RS1003,20,"Box Elder, Newfoundland Mtn",Ram,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Conservation,Conservation,"Oct 25 - Dec 31, 2025",1,0,1,,,,,,,,,,,,,Utah DWR 2025-2027 Conservation Permit Database,,,,,,1,0,1,Utah DWR 2025-2027 Conservation Permit Database,conservation-permit-hunt-table-2025-27.csv,FULL_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=RS1003,2026-05-29T07:31:31.653Z,true,"Oct 25 - Dec 31, 2025",0,0,0,100,,,300,215
RS6703,20,"Box Elder, Newfoundland Mtn",Ram,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Once-in-a-lifetime,Oct 03 2026 - Oct 23 2026,4,0,4,,3,0,3,89,590,2025 O.I.L. Draw Results PDF Hunt Year 2025,2025_OIL_DRAW_RESULTS_PDF_HUNT_YEAR_2025,3,0,3,2025_OIL_DRAW_RESULTS_PDF_HUNT_YEAR_2025,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,4,0,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_OIL_BIG_GAME,4,0,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Rocky+Mountain+Bighorn+Sheep&gender=Male+Only,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=RS6703,2026-05-29T07:31:31.653Z,true,Oct 03 2026 - Oct 23 2026,4,0,4,100,,,300,215
RS6704,20,"Box Elder, Newfoundland Mtn",Ram,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Once-in-a-lifetime,Oct 24 2026 - Nov 13 2026,3,1,4,,3,1,4,90,591,2025 O.I.L. Draw Results PDF Hunt Year 2025,2025_OIL_DRAW_RESULTS_PDF_HUNT_YEAR_2025,3,1,4,2025_OIL_DRAW_RESULTS_PDF_HUNT_YEAR_2025,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,3,1,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_OIL_BIG_GAME,3,1,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Rocky+Mountain+Bighorn+Sheep&gender=Male+Only,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=RS6704,2026-05-29T07:31:31.653Z,true,Oct 24 2026 - Nov 13 2026,3,1,4,100,,,300,215
RS6722,20,"Box Elder, Newfoundland Mtn",Ram,Rocky Mountain Bighorn Sheep,Archery,Once-in-a-lifetime,Once-in-a-lifetime,Nov 14 2026 - Dec 06 2026,2,0,2,,2,0,2,97,598,2025 O.I.L. Draw Results PDF Hunt Year 2025,2025_OIL_DRAW_RESULTS_PDF_HUNT_YEAR_2025,2,0,2,2025_OIL_DRAW_RESULTS_PDF_HUNT_YEAR_2025,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_OIL_BIG_GAME,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Rocky+Mountain+Bighorn+Sheep&gender=Male+Only,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=RS6722,2026-05-29T07:31:31.653Z,true,Nov 14 2026 - Dec 06 2026,2,0,2,100,,,300,215
DA1031,21,"Oquirrh-Stansbury, Settlement Cyn",Antlerless,Deer,Archery,General Season,Antlerless,Aug 15 2026 - Sept 11 2026,,,20,,,,,,,,,20,0,20,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,20,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Antlerless,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DA1031,2026-05-29T07:31:31.653Z,true,Aug 16 2025 - Sep 12 2025,0,0,20,68.8,,,11600 (entire Oquirrh-Stansbury unit),10400 (entire Oquirrh-Stansbury unit)
DA1033,23,"San Juan, Monticello",Antlerless,Deer,Archery,General Season,Antlerless,Aug 01 2026 - Sept 14 2026,,,5,,,,,,,,,5,0,5,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Antlerless,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DA1033,2026-05-29T07:31:31.653Z,true,Aug 01 2025 - Sep 14 2025,0,0,5,0,,,,
DA1042,23,"San Juan, Monticello",Antlerless,Deer,Archery,General Season,Antlerless,Nov 24 2026 - Dec 31 2026,,,5,,,,,,,,,5,0,5,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Antlerless,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DA1042,2026-05-29T07:31:31.653Z,true,Nov 24 2025 - Dec 31 2025,0,0,5,33.3,,,,
PB5003,24,"Box Elder, Promontory",Buck,Pronghorn,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 11 2026,4,0,4,,3,0,3,412,503,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,3,0,3,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,4,0,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,4,0,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5003,2026-05-29T07:31:31.653Z,true,Aug 15 2026 - Sept 11 2026,4,0,4,0,3.7,2.0-3.0,150,150
PB5028,24,"Box Elder, Promontory",Buck,Pronghorn,Any Legal Weapon,Limited Entry,Limited Entry,Sept 12 2026 - Sept 20 2026,14,2,16,,14,2,16,432,523,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,14,2,16,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,14,2,16,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,14,2,16,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5028,2026-05-29T07:31:31.653Z,true,Sept 12 2026 - Sept 20 2026,14,2,16,57.1,3.7,2.0-3.0,150,150
PD1012,24,"Box Elder, Promontory",Doe,Pronghorn,Any Legal Weapon,General Season,Antlerless,Oct 03 2026 - Oct 25 2026,22,3,25,,,,,,,,,22,3,25,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,22,3,25,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1012,2026-05-29T07:31:31.653Z,true,Oct 04 2025 - Oct 26 2025,22,3,25,62.5,,,150,150
PB5004,25,"Box Elder, Puddle Valley",Buck,Pronghorn,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 11 2026,3,1,4,,3,1,4,413,504,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,3,1,4,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,3,1,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,3,1,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5004,2026-05-29T07:31:31.653Z,true,Aug 15 2026 - Sept 11 2026,3,1,4,100,3.3,2.0-3.0,300,200
PB5029,25,"Box Elder, Puddle Valley",Buck,Pronghorn,Any Legal Weapon,Limited Entry,Limited Entry,Sept 12 2026 - Sept 20 2026,14,2,16,,14,2,16,433,524,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,14,2,16,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,14,2,16,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,14,2,16,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5029,2026-05-29T07:31:31.653Z,true,Sept 12 2026 - Sept 20 2026,14,2,16,94.1,3.3,2.0-3.0,300,200
PB5005,27,"Box Elder, Snowville",Buck,Pronghorn,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 11 2026,9,1,10,,9,1,10,414,505,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,9,1,10,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,9,1,10,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,9,1,10,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5005,2026-05-29T07:31:31.653Z,true,Aug 15 2026 - Sept 11 2026,9,1,10,42.9,3.2,2.0-3.0,400,570
PB5030,27,"Box Elder, Snowville",Buck,Pronghorn,Any Legal Weapon,Limited Entry,Limited Entry,Sept 12 2026 - Sept 20 2026,28,3,31,,27,3,30,434,525,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,27,3,30,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,28,3,31,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,28,3,31,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5030,2026-05-29T07:31:31.653Z,true,Sept 12 2026 - Sept 20 2026,28,3,31,94.7,3.2,2.0-3.0,400,570
PB5080,27,"Box Elder, Snowville",Buck,Pronghorn,Muzzleloader,Limited Entry,Limited Entry,Sept 23 2026 - Oct 01 2026,9,1,10,,1,6,7,472,563,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,1,6,7,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,9,1,10,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,9,1,10,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5080,2026-05-29T07:31:31.653Z,false,Sept 23 2026 - Oct 01 2026,9,1,10,,,,,
PD1000,27,"Box Elder, Snowville",Doe,Pronghorn,Any Legal Weapon,General Season,Antlerless,Nov 07 2026 - Dec 06 2026,72,8,80,,,,,,,,,72,8,80,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,72,8,80,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1000,2026-05-29T07:31:31.653Z,true,Nov 08 2025 - Dec 07 2025,72,8,80,51.5,,,400,570
DA1001,28,"Box Elder, West Bear River",Antlerless,Deer,"Archery, Muzzleloader, Shotgun",General Season,Antlerless,Aug 18 2026 - Aug 30 2026,,,30,,,,,,,,,26,0,26,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,30,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Antlerless,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DA1001,2026-05-29T07:31:31.653Z,true,Aug 18 2025 - Aug 30 2025,0,0,30,30,,,20000 (entire Box Elder unit),18300 (entire Box Elder unit)
DA1002,28,"Box Elder, West Bear River",Antlerless,Deer,"Archery, Muzzleloader, Shotgun",General Season,Antlerless,Nov 24 2026 - Nov 29 2026,,,30,,,,,,,,,30,0,30,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,30,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Antlerless,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DA1002,2026-05-29T07:31:31.653Z,true,Nov 24 2025 - Nov 29 2025,0,0,30,55.6,,,20000 (entire Box Elder unit),18300 (entire Box Elder unit)
DB1078,29,Cache,Buck,Deer,Muzzleloader,Limited Entry,Limited Entry,Oct 28 2026 - Nov 05 2026,11,1,12,,9,1,10,55,70,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,9,1,10,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,11,1,12,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,11,1,12,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1078,2026-05-29T07:31:31.653Z,true,Oct 28 2026 - Nov 05 2026,11,1,12,60,,,25000,13550
DB1502,29,Cache,Buck,Deer,Archery,General Season,General Season,Aug 15 2026 - Sept 11 2026,,,1160,,,,,,,,,876,42,918,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,1160,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1502,2026-05-29T07:31:31.653Z,true,Aug 15 2026 - Sept 11 2026,0,0,1160,12,,,25000,13550
DB1627,29,Cache,Buck,Deer,Restricted Rifle,General Season,General Season,Oct 17 2026 - Oct 25 2026,,,3480,,,,,,,,,2647,58,2705,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,3480,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1627,2026-05-29T07:31:31.653Z,false,Oct 17 2026 - Oct 25 2026,0,0,3480,,,,,
DB1628,29,Cache,Buck,Deer,Restricted Muzzleloader,General Season,General Season,Sept 23 2026 - Oct 01 2026,,,1160,,,,,,,,,383,16,399,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,1160,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1628,2026-05-29T07:31:31.653Z,false,Sept 23 2026 - Oct 01 2026,0,0,1160,,,,,
DB1771,29,Cache,Buck,Deer,Dedicated Hunter,General Season,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Restricted Muzz: Sept 23 2026 - Oct 01 2026 | Restricted Rifle: Oct 17 2026 - Oct 25 2026,,,588,,,,,,,,,140,1,141,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,588,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PREFERENCE_DEDICATED_HUNTER_DEER,,,588,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1771,2026-05-29T07:31:31.653Z,true,Archery: Aug 15 2026 - Sept 11 2026 | Restricted Muzz: Sept 23 2026 - Oct 01 2026 | Restricted Rifle: Oct 17 2026 - Oct 25 2026,0,0,588,31.5,,,25000,13550
EA1267,29,Cache,Antlerless,Elk,Any Legal Weapon,General Season,Antlerless,Oct 03 2026 - Oct 25 2026,81,9,90,,,,,,,,,81,9,90,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,81,9,90,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1267,2026-05-29T07:31:31.653Z,true,Oct 04 2025 - Oct 26 2025,81,9,90,17.3,,,2300,1800
EA2027,29,Cache,Antlerless,Elk,Any Legal Weapon,Private Lands Only,Antlerless,Aug 01 2026 - Jan 31 2027,,,300,,,,,,,,,,,,,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,300,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,300,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2027,2026-05-29T07:31:31.653Z,true,Aug 01 2025 - Jan 31 2026,0,0,300,31.1,,,2300,1800
LO1502,29,Cache,Buck,Deer,Archery,General Season - Private Land Only,Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1502,2026-05-29T07:31:31.653Z,false,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,0,0,0,,,,,
LO1627,29,Cache,Buck,Deer,Restricted Rifle,General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,,,,,,,,,,,,,,,,,,,,,,,,,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1627,2026-05-29T07:31:31.653Z,false,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,0,0,0,,,,,
LO1628,29,Cache,Buck,Deer,Restricted Muzzleloader,General Season - Private Land Only,Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,2,,,,,,,,,,,,,,,,,,,,,,,,,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1628,2026-05-29T07:31:31.653Z,false,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,0,0,0,,,,,
