reported_hunt_year,model_target_year,source_file,source_sha256,source_kind,source_page,source_section,hunt_code,species,unit_or_prefix,hunt_name,metric_tokens,metrics_json,raw_line,harvest_total,permits,hunters_afield,average_days,percent_success,harvest_male_or_buck_or_bull_or_ram,harvest_female_or_cow_or_doe,harvest_young,parse_confidence,parse_notes,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible,data_quality_flags
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1023,Antlerless Elk,16B,"Central Mtns, South Manti",12|2|14|42|40|4.0|34.6,"[12, 2, 14, 42, 40, 4.0, 34.6]","16B EA1023 Central Mtns, South Manti 12 2 14 42 40 4.0 34.6",14.0,42,40.0,4.0,34.6,12.0,12.0,2.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1024,Antlerless Elk,16B,"Central Mtns, South Manti",11|0|11|11|11|8.6|100.0,"[11, 0, 11, 11, 11, 8.6, 100.0]","16B EA1024 Central Mtns, South Manti 11 0 11 11 11 8.6 100.0",11.0,11,11.0,8.6,100.0,11.0,11.0,0.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1025,Antlerless Elk,16B,"Central Mtns, West Manti",31|8|39|74|68|7.0|56.8,"[31, 8, 39, 74, 68, 7.0, 56.8]","16B EA1025 Central Mtns, West Manti 31 8 39 74 68 7.0 56.8",39.0,74,68.0,7.0,56.8,31.0,31.0,8.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1026,Antlerless Elk,6,Chalk Creek,82|13|95|344|262|6.4|36.2,"[82, 13, 95, 344, 262, 6.4, 36.2]",6 EA1026 Chalk Creek 82 13 95 344 262 6.4 36.2,95.0,344,262.0,6.4,36.2,82.0,82.0,13.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1236,Antlerless Elk,5,East Canyon,114|14|128|357|303|7.5|42.2,"[114, 14, 128, 357, 303, 7.5, 42.2]",5 EA1236 East Canyon 114 14 128 357 303 7.5 42.2,128.0,357,303.0,7.5,42.2,114.0,114.0,14.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1227,Antlerless Elk,21B,"Fillmore, Kanosh Valley",4|0|4|10|8|5.8|50.0,"[4, 0, 4, 10, 8, 5.8, 50.0]","21B EA1227 Fillmore, Kanosh Valley 4 0 4 10 8 5.8 50.0",4.0,10,8.0,5.8,50.0,4.0,4.0,0.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1209,Antlerless Elk,21A,"Fillmore, Oak Creek LE",14|3|17|49|35|7.0|50.0,"[14, 3, 17, 49, 35, 7.0, 50.0]","21A EA1209 Fillmore, Oak Creek LE 14 3 17 49 35 7.0 50.0",17.0,49,35.0,7.0,50.0,14.0,14.0,3.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1030,Antlerless Elk,21B,"Fillmore, Pahvant",18|2|20|38|34|4.1|57.9,"[18, 2, 20, 38, 34, 4.1, 57.9]","21B EA1030 Fillmore, Pahvant 18 2 20 38 34 4.1 57.9",20.0,38,34.0,4.1,57.9,18.0,18.0,2.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1031,Antlerless Elk,21B,"Fillmore, Pahvant",20|0|20|35|33|6.3|59.1,"[20, 0, 20, 35, 33, 6.3, 59.1]","21B EA1031 Fillmore, Pahvant 20 0 20 35 33 6.3 59.1",20.0,35,33.0,6.3,59.1,20.0,20.0,0.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1033,Antlerless Elk,7,Kamas,26|5|31|99|90|9.2|34.6,"[26, 5, 31, 99, 90, 9.2, 34.6]",7 EA1033 Kamas 26 5 31 99 90 9.2 34.6,31.0,99,90.0,9.2,34.6,26.0,26.0,5.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1034,Antlerless Elk,7,"Kamas, Francis",7|0|7|25|18|4.1|38.5,"[7, 0, 7, 25, 18, 4.1, 38.5]","7 EA1034 Kamas, Francis 7 0 7 25 18 4.1 38.5",7.0,25,18.0,4.1,38.5,7.0,7.0,0.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1035,Antlerless Elk,7,"Kamas, Oakley",18|2|20|100|85|6.7|23.1,"[18, 2, 20, 100, 85, 6.7, 23.1]","7 EA1035 Kamas, Oakley 18 2 20 100 85 6.7 23.1",20.0,100,85.0,6.7,23.1,18.0,18.0,2.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,93,"Limited-entry antlerless elk harvest, Utah 2021 (continued).",EA1037,Antlerless Elk,13B,"La Sal, Dolores Triangle",1|0|1|7|3|3.0|50.0,"[1, 0, 1, 7, 3, 3.0, 50.0]","13B EA1037 La Sal, Dolores Triangle 1 0 1 7 3 3.0 50.0",1.0,7,3.0,3.0,50.0,1.0,1.0,0.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
