reported_hunt_year,model_target_year,source_file,source_sha256,source_kind,source_page,source_section,hunt_code,species,unit_or_prefix,hunt_name,metric_tokens,metrics_json,raw_line,harvest_total,permits,hunters_afield,average_days,percent_success,harvest_male_or_buck_or_bull_or_ram,harvest_female_or_cow_or_doe,harvest_young,parse_confidence,parse_notes,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible,data_quality_flags
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,183,"Total desert bighorn sheep harvest by hunt, Utah 2021.",DS6600,Desert Bighorn Sheep,15,Henry Mtns,3|5|5|9.0|60.0,"[3, 5, 5, 9.0, 60.0]",15 DS6600 Henry Mtns 3 5 5 9.0 60.0,3.0,5,5.0,9.0,60.0,3.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,183,"Total desert bighorn sheep harvest by hunt, Utah 2021.",DS6601,Desert Bighorn Sheep,26,"Kaiparowits, East*",7|8|8|4.6|87.5,"[7, 8, 8, 4.6, 87.5]","26 DS6601 Kaiparowits, East* 7 8 8 4.6 87.5",7.0,8,8.0,4.6,87.5,7.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,183,"Total desert bighorn sheep harvest by hunt, Utah 2021.",DS6602,Desert Bighorn Sheep,26,"Kaiparowits, Escalante",7|7|7|7.7|100.0,"[7, 7, 7, 7.7, 100.0]","26 DS6602 Kaiparowits, Escalante 7 7 7 7.7 100.0",7.0,7,7.0,7.7,100.0,7.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,183,"Total desert bighorn sheep harvest by hunt, Utah 2021.",DS6603,Desert Bighorn Sheep,26,"Kaiparowits, West",11|11|11|8.0|100.0,"[11, 11, 11, 8.0, 100.0]","26 DS6603 Kaiparowits, West 11 11 11 8.0 100.0",11.0,11,11.0,8.0,100.0,11.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,183,"Total desert bighorn sheep harvest by hunt, Utah 2021.",DS6604,Desert Bighorn Sheep,13,"La Sal, Potash/South Cisco",4|4|4|14.5|100.0,"[4, 4, 4, 14.5, 100.0]","13 DS6604 La Sal, Potash/South Cisco 4 4 4 14.5 100.0",4.0,4,4.0,14.5,100.0,4.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,183,"Total desert bighorn sheep harvest by hunt, Utah 2021.",DS6621,Desert Bighorn Sheep,30,"Pine Valley, Beaver Dam",3|4|4|3.7|75.0,"[3, 4, 4, 3.7, 75.0]","30 DS6621 Pine Valley, Beaver Dam 3 4 4 3.7 75.0",3.0,4,4.0,3.7,75.0,3.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,183,"Total desert bighorn sheep harvest by hunt, Utah 2021.",DS6620,Desert Bighorn Sheep,30,"Pine Valley, Virgin River",2|2|2|6.5|100.0,"[2, 2, 2, 6.5, 100.0]","30 DS6620 Pine Valley, Virgin River 2 2 2 6.5 100.0",2.0,2,2.0,6.5,100.0,2.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,183,"Total desert bighorn sheep harvest by hunt, Utah 2021.",DS6606,Desert Bighorn Sheep,14,"San Juan, Lockhart",2|3|3|7.7|66.7,"[2, 3, 3, 7.7, 66.7]","14 DS6606 San Juan, Lockhart 2 3 3 7.7 66.7",2.0,3,3.0,7.7,66.7,2.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,183,"Total desert bighorn sheep harvest by hunt, Utah 2021.",DS6622,Desert Bighorn Sheep,14,"San Juan, North",1|3|3|13.7|33.3,"[1, 3, 3, 13.7, 33.3]","14 DS6622 San Juan, North 1 3 3 13.7 33.3",1.0,3,3.0,13.7,33.3,1.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,183,"Total desert bighorn sheep harvest by hunt, Utah 2021.",DS6623,Desert Bighorn Sheep,14,"San Juan, San Juan River",1|1|1|34.0|100.0,"[1, 1, 1, 34.0, 100.0]","14 DS6623 San Juan, San Juan River 1 1 1 34.0 100.0",1.0,1,1.0,34.0,100.0,1.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,183,"Total desert bighorn sheep harvest by hunt, Utah 2021.",DS6607,Desert Bighorn Sheep,14,"San Juan, South",2|2|2|7.5|100.0,"[2, 2, 2, 7.5, 100.0]","14 DS6607 San Juan, South 2 2 2 7.5 100.0",2.0,2,2.0,7.5,100.0,2.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,183,"Total desert bighorn sheep harvest by hunt, Utah 2021.",DS6608,Desert Bighorn Sheep,12,"San Rafael, Dirty Devil**",6|7|7|8.2|83.3,"[6, 7, 7, 8.2, 83.3]","12 DS6608 San Rafael, Dirty Devil** 6 7 7 8.2 83.3",6.0,7,7.0,8.2,83.3,6.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
