reported_hunt_year,model_target_year,source_file,source_sha256,source_kind,source_page,source_section,hunt_code,species,unit_or_prefix,hunt_name,metric_tokens,metrics_json,raw_line,harvest_total,permits,hunters_afield,average_days,percent_success,harvest_male_or_buck_or_bull_or_ram,harvest_female_or_cow_or_doe,harvest_young,parse_confidence,parse_notes,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible,data_quality_flags
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,12,"Black bear fall limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7205,Black Bear,,"Central Mtns, Nebo",4|0|3|3|75,"[4, 0, 3, 3, 75]","BR7205 Central Mtns, Nebo 4 0 3 3 75",3.0,4,3.0,3.0,75.0,0.0,3.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,12,"Black bear fall limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7207,Black Bear,,"Fillmore, Pahvant",1|0|0|0|0,"[1, 0, 0, 0, 0]","BR7207 Fillmore, Pahvant 1 0 0 0 0",0.0,1,0.0,0.0,0.0,0.0,0.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,12,"Black bear fall limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7229,Black Bear,,"Kamas/North Slope, Summit",6|0|1|1|17,"[6, 0, 1, 1, 17]","BR7229 Kamas/North Slope, Summit 6 0 1 1 17",1.0,6,1.0,1.0,17.0,0.0,1.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,12,"Black bear fall limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7208,Black Bear,,La Sal,6|2|2|4|67,"[6, 2, 2, 4, 67]",BR7208 La Sal 6 2 2 4 67,4.0,6,2.0,4.0,67.0,2.0,2.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,12,"Black bear fall limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7209,Black Bear,,Monroe,1|0|0|0|0,"[1, 0, 0, 0, 0]",BR7209 Monroe 1 0 0 0 0,0.0,1,0.0,0.0,0.0,0.0,0.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,12,"Black bear fall limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7210,Black Bear,,Mt Dutton,2|0|1|1|50,"[2, 0, 1, 1, 50]",BR7210 Mt Dutton 2 0 1 1 50,1.0,2,1.0,1.0,50.0,0.0,1.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,12,"Black bear fall limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7211,Black Bear,,Nine Mile,28|5|5|10|36,"[28, 5, 5, 10, 36]",BR7211 Nine Mile 28 5 5 10 36,10.0,28,5.0,10.0,36.0,5.0,5.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,12,"Black bear fall limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7212,Black Bear,,"North Slope, Three Corners/West Daggett",2|0|2|2|100,"[2, 0, 2, 2, 100]","BR7212 North Slope, Three Corners/West Daggett 2 0 2 2 100",2.0,2,2.0,2.0,100.0,0.0,2.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,12,"Black bear fall limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7213,Black Bear,,Panguitch Lake/Zion,8|3|1|4|50,"[8, 3, 1, 4, 50]",BR7213 Panguitch Lake/Zion 8 3 1 4 50,4.0,8,1.0,4.0,50.0,3.0,1.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,12,"Black bear fall limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7214,Black Bear,,Paunsaugunt,3|1|2|3|100,"[3, 1, 2, 3, 100]",BR7214 Paunsaugunt 3 1 2 3 100,3.0,3,2.0,3.0,100.0,1.0,2.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,12,"Black bear fall limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7215,Black Bear,,"Plateau, Boulder/Kaiparowits",10|1|2|3|30,"[10, 1, 2, 3, 30]","BR7215 Plateau, Boulder/Kaiparowits 10 1 2 3 30",3.0,10,2.0,3.0,30.0,1.0,2.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,12,"Black bear fall limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7216,Black Bear,,"Plateau, Fishlake/Thousand Lakes",4|2|1|3|75,"[4, 2, 1, 3, 75]","BR7216 Plateau, Fishlake/Thousand Lakes 4 2 1 3 75",3.0,4,1.0,3.0,75.0,2.0,1.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,12,"Black bear fall limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7217,Black Bear,,San Juan,6|0|2|2|33,"[6, 0, 2, 2, 33]",BR7217 San Juan 6 0 2 2 33,2.0,6,2.0,2.0,33.0,0.0,2.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,12,"Black bear fall limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7218,Black Bear,,"South Slope, Bonanza/Diamond Mtn/Vernal",7|2|3|5|71,"[7, 2, 3, 5, 71]","BR7218 South Slope, Bonanza/Diamond Mtn/Vernal 7 2 3 5 71",5.0,7,3.0,5.0,71.0,2.0,3.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,12,"Black bear fall limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7219,Black Bear,,"South Slope, Yellowstone",4|1|0|1|25,"[4, 1, 0, 1, 25]","BR7219 South Slope, Yellowstone 4 1 0 1 25",1.0,4,0.0,1.0,25.0,1.0,0.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,12,"Black bear fall limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7220,Black Bear,,"Wasatch Mtns, Avintaquin/Currant Creek",9|1|4|5|56,"[9, 1, 4, 5, 56]","BR7220 Wasatch Mtns, Avintaquin/Currant Creek 9 1 4 5 56",5.0,9,4.0,5.0,56.0,1.0,4.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,12,"Black bear fall limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7221,Black Bear,,"Wasatch Mtns, West-Central",8|2|3|5|63,"[8, 2, 3, 5, 63]","BR7221 Wasatch Mtns, West-Central 8 2 3 5 63",5.0,8,3.0,5.0,63.0,2.0,3.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,13,"Black bear spot & stalk limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7224,Black Bear,,"Book Cliffs, Little Creek Roadless",9|2|1|3|33,"[9, 2, 1, 3, 33]","BR7224 Book Cliffs, Little Creek Roadless 9 2 1 3 33",3.0,9,1.0,3.0,33.0,2.0,1.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,13,"Black bear spot & stalk limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7225,Black Bear,,"Book Cliffs, Little Creek Roadless",10|0|2|2|20,"[10, 0, 2, 2, 20]","BR7225 Book Cliffs, Little Creek Roadless 10 0 2 2 20",2.0,10,2.0,2.0,20.0,0.0,2.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,13,"Black bear spot & stalk limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7230,Black Bear,,Cache/Ogden,5|0|0|0|0,"[5, 0, 0, 0, 0]",BR7230 Cache/Ogden 5 0 0 0 0,0.0,5,0.0,0.0,0.0,0.0,0.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,13,"Black bear spot & stalk limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7231,Black Bear,,"Central Mtns, Manti-North",23|0|0|0|0,"[23, 0, 0, 0, 0]","BR7231 Central Mtns, Manti-North 23 0 0 0 0",0.0,23,0.0,0.0,0.0,0.0,0.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,13,"Black bear spot & stalk limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7232,Black Bear,,"Central Mtns, Manti-South/San Rafael, North",23|0|1|1|4,"[23, 0, 1, 1, 4]","BR7232 Central Mtns, Manti-South/San Rafael, North 23 0 1 1 4",1.0,23,1.0,1.0,4.0,0.0,1.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,13,"Black bear spot & stalk limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7233,Black Bear,,"Central Mtns, Nebo",21|1|1|2|10,"[21, 1, 1, 2, 10]","BR7233 Central Mtns, Nebo 21 1 1 2 10",2.0,21,1.0,2.0,10.0,1.0,1.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,13,"Black bear spot & stalk limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7234,Black Bear,,Chalk Creek/East Canyon/Morgan-South Rich,5|0|0|0|0,"[5, 0, 0, 0, 0]",BR7234 Chalk Creek/East Canyon/Morgan-South Rich 5 0 0 0 0,0.0,5,0.0,0.0,0.0,0.0,0.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,13,"Black bear spot & stalk limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7235,Black Bear,,"Kamas/North Slope, Summit",5|0|0|0|0,"[5, 0, 0, 0, 0]","BR7235 Kamas/North Slope, Summit 5 0 0 0 0",0.0,5,0.0,0.0,0.0,0.0,0.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,13,"Black bear spot & stalk limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7226,Black Bear,,La Sal,75|3|5|8|11,"[75, 3, 5, 8, 11]",BR7226 La Sal 75 3 5 8 11,8.0,75,5.0,8.0,11.0,3.0,5.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,13,"Black bear spot & stalk limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7236,Black Bear,,"Plateau, Boulder/Kaiparowits",50|0|0|0|0,"[50, 0, 0, 0, 0]","BR7236 Plateau, Boulder/Kaiparowits 50 0 0 0 0",0.0,50,0.0,0.0,0.0,0.0,0.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,13,"Black bear spot & stalk limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7227,Black Bear,,San Juan,75|1|0|1|1,"[75, 1, 0, 1, 1]",BR7227 San Juan 75 1 0 1 1,1.0,75,0.0,1.0,1.0,1.0,0.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,14,"Black bear multi-season* limited-entry harvest, by hunt, Utah 2021.",BR7318,Black Bear,,Beaver,3|0|2|2|67,"[3, 0, 2, 2, 67]",BR7318 Beaver 3 0 2 2 67,2.0,3,2.0,2.0,67.0,0.0,2.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,14,"Black bear multi-season* limited-entry harvest, by hunt, Utah 2021.",BR7300,Black Bear,,"Book Cliffs, Bitter Creek/South",8|3|1|4|50,"[8, 3, 1, 4, 50]","BR7300 Book Cliffs, Bitter Creek/South 8 3 1 4 50",4.0,8,1.0,4.0,50.0,3.0,1.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,14,"Black bear multi-season* limited-entry harvest, by hunt, Utah 2021.",BR7301,Black Bear,,"Book Cliffs, Little Creek Roadless",2|1|0|1|50,"[2, 1, 0, 1, 50]","BR7301 Book Cliffs, Little Creek Roadless 2 1 0 1 50",1.0,2,0.0,1.0,50.0,1.0,0.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,14,"Black bear multi-season* limited-entry harvest, by hunt, Utah 2021.",BR7320,Black Bear,,Cache/Ogden,1|0|0|0|0,"[1, 0, 0, 0, 0]",BR7320 Cache/Ogden 1 0 0 0 0,0.0,1,0.0,0.0,0.0,0.0,0.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,14,"Black bear multi-season* limited-entry harvest, by hunt, Utah 2021.",BR7303,Black Bear,,"Central Mtns, Manti-North",11|3|1|4|36,"[11, 3, 1, 4, 36]","BR7303 Central Mtns, Manti-North 11 3 1 4 36",4.0,11,1.0,4.0,36.0,3.0,1.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,14,"Black bear multi-season* limited-entry harvest, by hunt, Utah 2021.",BR7304,Black Bear,,"Central Mtns, Manti-South/San Rafael, North",13|7|1|8|62,"[13, 7, 1, 8, 62]","BR7304 Central Mtns, Manti-South/San Rafael, North 13 7 1 8 62",8.0,13,1.0,8.0,62.0,7.0,1.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,14,"Black bear multi-season* limited-entry harvest, by hunt, Utah 2021.",BR7305,Black Bear,,"Central Mtns, Nebo",5|1|1|2|40,"[5, 1, 1, 2, 40]","BR7305 Central Mtns, Nebo 5 1 1 2 40",2.0,5,1.0,2.0,40.0,1.0,1.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,14,"Black bear multi-season* limited-entry harvest, by hunt, Utah 2021.",BR7321,Black Bear,,"Kamas/North Slope, Summit",4|0|2|2|50,"[4, 0, 2, 2, 50]","BR7321 Kamas/North Slope, Summit 4 0 2 2 50",2.0,4,2.0,2.0,50.0,0.0,2.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,14,"Black bear multi-season* limited-entry harvest, by hunt, Utah 2021.",BR7307,Black Bear,,La Sal,14|3|1|4|29,"[14, 3, 1, 4, 29]",BR7307 La Sal 14 3 1 4 29,4.0,14,1.0,4.0,29.0,3.0,1.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,14,"Black bear multi-season* limited-entry harvest, by hunt, Utah 2021.",BR7317,Black Bear,,Nine Mile,7|2|1|3|43,"[7, 2, 1, 3, 43]",BR7317 Nine Mile 7 2 1 3 43,3.0,7,1.0,3.0,43.0,2.0,1.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,14,"Black bear multi-season* limited-entry harvest, by hunt, Utah 2021.",BR7308,Black Bear,,"North Slope, Three Corners/West Daggett",1|0|0|0|0,"[1, 0, 0, 0, 0]","BR7308 North Slope, Three Corners/West Daggett 1 0 0 0 0",0.0,1,0.0,0.0,0.0,0.0,0.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,14,"Black bear multi-season* limited-entry harvest, by hunt, Utah 2021.",BR7309,Black Bear,,Panguitch Lake/Zion,4|2|0|2|50,"[4, 2, 0, 2, 50]",BR7309 Panguitch Lake/Zion 4 2 0 2 50,2.0,4,0.0,2.0,50.0,2.0,0.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,14,"Black bear multi-season* limited-entry harvest, by hunt, Utah 2021.",BR7310,Black Bear,,"Plateau, Boulder/Kaiparowits",10|4|3|7|70,"[10, 4, 3, 7, 70]","BR7310 Plateau, Boulder/Kaiparowits 10 4 3 7 70",7.0,10,3.0,7.0,70.0,4.0,3.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,14,"Black bear multi-season* limited-entry harvest, by hunt, Utah 2021.",BR7311,Black Bear,,"Plateau, Fishlake/Thousand Lakes",2|1|0|1|50,"[2, 1, 0, 1, 50]","BR7311 Plateau, Fishlake/Thousand Lakes 2 1 0 1 50",1.0,2,0.0,1.0,50.0,1.0,0.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,14,"Black bear multi-season* limited-entry harvest, by hunt, Utah 2021.",BR7312,Black Bear,,San Juan,14|3|0|3|21,"[14, 3, 0, 3, 21]",BR7312 San Juan 14 3 0 3 21,3.0,14,0.0,3.0,21.0,3.0,0.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,14,"Black bear multi-season* limited-entry harvest, by hunt, Utah 2021.",BR7313,Black Bear,,"South Slope, Bonanza/Diamond Mtn/Vernal",7|1|0|1|14,"[7, 1, 0, 1, 14]","BR7313 South Slope, Bonanza/Diamond Mtn/Vernal 7 1 0 1 14",1.0,7,0.0,1.0,14.0,1.0,0.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,14,"Black bear multi-season* limited-entry harvest, by hunt, Utah 2021.",BR7314,Black Bear,,"South Slope, Yellowstone",3|0|0|0|0,"[3, 0, 0, 0, 0]","BR7314 South Slope, Yellowstone 3 0 0 0 0",0.0,3,0.0,0.0,0.0,0.0,0.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,14,"Black bear multi-season* limited-entry harvest, by hunt, Utah 2021.",BR7315,Black Bear,,"Wasatch Mtns, Avintaquin/Currant Creek",4|0|0|0|0,"[4, 0, 0, 0, 0]","BR7315 Wasatch Mtns, Avintaquin/Currant Creek 4 0 0 0 0",0.0,4,0.0,0.0,0.0,0.0,0.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
