reported_hunt_year,model_target_year,source_file,source_sha256,source_kind,source_page,source_section,hunt_code,species,unit_or_prefix,hunt_name,metric_tokens,metrics_json,raw_line,harvest_total,permits,hunters_afield,average_days,percent_success,harvest_male_or_buck_or_bull_or_ram,harvest_female_or_cow_or_doe,harvest_young,parse_confidence,parse_notes,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible,data_quality_flags
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,163,"Once-in-a-lifetime bull moose harvest, Utah 2021.",MB6000,Moose,2,Cache,11|12|12|8.2|91.7,"[11, 12, 12, 8.2, 91.7]",2 MB6000 Cache 11 12 12 8.2 91.7,11.0,12,12.0,8.2,91.7,11.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,163,"Once-in-a-lifetime bull moose harvest, Utah 2021.",MB6001,Moose,6,Chalk Creek,3|3|3|4.0|100.0,"[3, 3, 3, 4.0, 100.0]",6 MB6001 Chalk Creek 3 3 3 4.0 100.0,3.0,3,3.0,4.0,100.0,3.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,163,"Once-in-a-lifetime bull moose harvest, Utah 2021.",MB6002,Moose,5,East Canyon,4|4|4|7.5|100.0,"[4, 4, 4, 7.5, 100.0]",5 MB6002 East Canyon 4 4 4 7.5 100.0,4.0,4,4.0,7.5,100.0,4.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,163,"Once-in-a-lifetime bull moose harvest, Utah 2021.",MB6003,Moose,5,"East Canyon, Morgan–Summit",4|4|4|9.3|100.0,"[4, 4, 4, 9.3, 100.0]","5 MB6003 East Canyon, Morgan–Summit 4 4 4 9.3 100.0",4.0,4,4.0,9.3,100.0,4.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,163,"Once-in-a-lifetime bull moose harvest, Utah 2021.",MB6004,Moose,7,Kamas,3|3|3|13.3|100.0,"[3, 3, 3, 13.3, 100.0]",7 MB6004 Kamas 3 3 3 13.3 100.0,3.0,3,3.0,13.3,100.0,3.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,163,"Once-in-a-lifetime bull moose harvest, Utah 2021.",MB6005,Moose,4,Morgan–South Rich,5|5|5|6.3|100.0,"[5, 5, 5, 6.3, 100.0]",4 MB6005 Morgan–South Rich 5 5 5 6.3 100.0,5.0,5,5.0,6.3,100.0,5.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,163,"Once-in-a-lifetime bull moose harvest, Utah 2021.",MB6006,Moose,8,"North Slope, Summit",16|17|17|8.5|93.8,"[16, 17, 17, 8.5, 93.8]","8 MB6006 North Slope, Summit 16 17 17 8.5 93.8",16.0,17,17.0,8.5,93.8,16.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,163,"Once-in-a-lifetime bull moose harvest, Utah 2021.",MB6007,Moose,8,"North Slope, Three Corners/West Daggett",7|7|7|4.3|100.0,"[7, 7, 7, 4.3, 100.0]","8 MB6007 North Slope, Three Corners/West Daggett 7 7 7 4.3 100.0",7.0,7,7.0,4.3,100.0,7.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,163,"Once-in-a-lifetime bull moose harvest, Utah 2021.",MB6008,Moose,3,Ogden,14|14|14|6.8|100.0,"[14, 14, 14, 6.8, 100.0]",3 MB6008 Ogden 14 14 14 6.8 100.0,14.0,14,14.0,6.8,100.0,14.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,163,"Once-in-a-lifetime bull moose harvest, Utah 2021.",MB6009,Moose,9,"South Slope, Diamond Mtn/Vernal",2|2|2|5.0|100.0,"[2, 2, 2, 5.0, 100.0]","9 MB6009 South Slope, Diamond Mtn/Vernal 2 2 2 5.0 100.0",2.0,2,2.0,5.0,100.0,2.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
