reported_hunt_year,model_target_year,hunt_code,species,sex_type,hunt_name,hunt_type,weapon,permits,hunters_afield,harvest_total,harvest_male,harvest_female,harvest_young,harvest_unknown,percent_success,average_days,hunter_satisfaction,average_age,male_harvest,female_harvest,harvest_objective,source_file,source_page,source_container,source_member,source_kind,source_priority,source_status,parse_status,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible,data_quality_flags,recommended_use
2021,2022,BI6503,Bison,,Henry Mtns (hunter's choice),,,,,,,,,,,,,,,,,harvest_results_2021_for_2022_hunt_code_keyed.csv,,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip,harvest_results_2021_for_2022_hunt_code_keyed.csv,zip_keyed,80,,,True,True,True,AGGREGATED_BY_HUNT_CODE|SUMS_MAY_SPAN_SEASON_SUBROWS_REVIEW_BEFORE_MODEL_USE,
2021,2022,BI6504,Bison,,Henry Mtns (hunter's choice),,,,,,,,,,,,,,,,,harvest_results_2021_for_2022_hunt_code_keyed.csv,,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip,harvest_results_2021_for_2022_hunt_code_keyed.csv,zip_keyed,80,,,True,True,True,AGGREGATED_BY_HUNT_CODE|SUMS_MAY_SPAN_SEASON_SUBROWS_REVIEW_BEFORE_MODEL_USE,
2021,2022,BI6505,Bison,,Henry Mtns (cow only),,,,,,,,,,,,,,,,,harvest_results_2021_for_2022_hunt_code_keyed.csv,,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip,harvest_results_2021_for_2022_hunt_code_keyed.csv,zip_keyed,80,,,True,True,True,AGGREGATED_BY_HUNT_CODE|SUMS_MAY_SPAN_SEASON_SUBROWS_REVIEW_BEFORE_MODEL_USE,
2021,2022,BI6506,Bison,,Henry Mtns (cow only),,,,,,,,,,,,,,,,,harvest_results_2021_for_2022_hunt_code_keyed.csv,,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip,harvest_results_2021_for_2022_hunt_code_keyed.csv,zip_keyed,80,,,True,True,True,AGGREGATED_BY_HUNT_CODE|SUMS_MAY_SPAN_SEASON_SUBROWS_REVIEW_BEFORE_MODEL_USE,
2021,2022,BI6509,Bison,,"Henry Mtns (archery, hunter's choice)",,,,,,,,,,,,,,,,,harvest_results_2021_for_2022_hunt_code_keyed.csv,,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip,harvest_results_2021_for_2022_hunt_code_keyed.csv,zip_keyed,80,,,True,True,True,AGGREGATED_BY_HUNT_CODE|SUMS_MAY_SPAN_SEASON_SUBROWS_REVIEW_BEFORE_MODEL_USE,
2021,2022,BI6516,Bison,,Henry Mtns (hunter's choice),,,,,,,,,,,,,,,,,harvest_results_2021_for_2022_hunt_code_keyed.csv,,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip,harvest_results_2021_for_2022_hunt_code_keyed.csv,zip_keyed,80,,,True,True,True,AGGREGATED_BY_HUNT_CODE|SUMS_MAY_SPAN_SEASON_SUBROWS_REVIEW_BEFORE_MODEL_USE,
2021,2022,BI6517,Bison,,Book Cliffs (hunter's choice),,,,,,,,,,,,,,,,,harvest_results_2021_for_2022_hunt_code_keyed.csv,,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip,harvest_results_2021_for_2022_hunt_code_keyed.csv,zip_keyed,80,,,True,True,True,AGGREGATED_BY_HUNT_CODE|SUMS_MAY_SPAN_SEASON_SUBROWS_REVIEW_BEFORE_MODEL_USE,
2021,2022,BI6519,Bison,,"Book Cliffs, Little Creek Roadless (hunter's choice)",,,,,,,,,,,,,,,,,harvest_results_2021_for_2022_hunt_code_keyed.csv,,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip,harvest_results_2021_for_2022_hunt_code_keyed.csv,zip_keyed,80,,,True,True,True,AGGREGATED_BY_HUNT_CODE|SUMS_MAY_SPAN_SEASON_SUBROWS_REVIEW_BEFORE_MODEL_USE,
2021,2022,BI6520,Bison,,Book Cliffs (cow only),,,,,,,,,,,,,,,,,harvest_results_2021_for_2022_hunt_code_keyed.csv,,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip,harvest_results_2021_for_2022_hunt_code_keyed.csv,zip_keyed,80,,,True,True,True,AGGREGATED_BY_HUNT_CODE|SUMS_MAY_SPAN_SEASON_SUBROWS_REVIEW_BEFORE_MODEL_USE,
2021,2022,BI6521,Bison,,"Book Cliffs (archery, hunter's choice)",,,,,,,,,,,,,,,,,harvest_results_2021_for_2022_hunt_code_keyed.csv,,data_truth\harvest_results_truth\source_package_bundles\HUNTS_harvest_truth_and_overlay_packages_for_codex\harvest_results_2021_for_2022_database.zip,harvest_results_2021_for_2022_hunt_code_keyed.csv,zip_keyed,80,,,True,True,True,AGGREGATED_BY_HUNT_CODE|SUMS_MAY_SPAN_SEASON_SUBROWS_REVIEW_BEFORE_MODEL_USE,
