source_file,source_sha256,guidebook_code,code_type,guidebook_name,guidebook_context,database_present,database_hunt_name,database_species,database_hunt_type,database_weapon,database_season,predictive_present,predictive_hunt_name,name_resolution_status,status
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,TK1003,hunt_code,Central,limited-entry area,true,Central Area,Turkey,Limited Entry,Any Legal Weapon,"April 11 - April 30, 2026 | Youth only : May 1-3, 2026",true,Central Area,true,PASS
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,TK1004,hunt_code,Northeastern,limited-entry area,true,Northeastern Area,Turkey,Limited Entry,Any Legal Weapon,"April 11 - April 30, 2026 | Youth only : May 1-3, 2026",true,Northeastern Area,true,PASS
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,TK1005,hunt_code,Northern,limited-entry area,true,Northern Area,Turkey,Limited Entry,Any Legal Weapon,"April 11 - April 30, 2026 | Youth only : May 1-3, 2026",true,Northern Area,true,PASS
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,TK1006,hunt_code,Southeastern,limited-entry area,true,Southeastern Area,Turkey,Limited Entry,Any Legal Weapon,"April 11 - April 30, 2026 | Youth only : May 1-3, 2026",true,Southeastern Area,true,PASS
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,TK1007,hunt_code,Southern,limited-entry area,true,Southern Area,Turkey,Limited Entry,Any Legal Weapon,"April 11 - April 30, 2026 | Youth only : May 1-3, 2026",true,Southern Area,true,PASS
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,TK1018,hunt_code,Pahvant Ensign,CWMU area,true,Pahvant Ensign CWMU,Turkey,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,true,Pahvant Ensign CWMU,true,PASS
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,TK1021,hunt_code,East Zion,CWMU area,true,East Zion CWMU,Turkey,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,true,East Zion CWMU,true,PASS
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,TKY,bonus_point_code,Turkey bonus point,bonus point application code,false,,,,,,false,,true,PASS_BONUS_POINT_CODE_NOT_DATABASE_HUNT
