hunt_code,guidebook_page,guidebook_section,species_inferred,guidebook_hunt_name,guidebook_detail_text,guidebook_season_text,guidebook_county_text,guidebook_public_permits,raw_line
PB5025,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"North Slope, Three Corners/West Daggett PB5012 Aug. 15-Sept. 11 Beaver",Sept. 12-Sept. 20,Sept. 12-Sept. 20,,,"North Slope, Three Corners/West Daggett PB5012 Aug. 15-Sept. 11 Beaver PB5025 Sept. 12-Sept. 20"
PB5026,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Panguitch Lake/Zion, North PB5054 Aug. 15-Sept. 11 Book Cliffs, Bitter Creek",Sept. 12-Sept. 20,Sept. 12-Sept. 20,,,"Panguitch Lake/Zion, North PB5054 Aug. 15-Sept. 11 Book Cliffs, Bitter Creek PB5026 Sept. 12-Sept. 20"
PB5027,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Parker Mtn PB5077 Aug. 15-Sept. 11 Book Cliffs, South",Sept. 12-Sept. 20,Sept. 12-Sept. 20,,,"Parker Mtn PB5077 Aug. 15-Sept. 11 Book Cliffs, South PB5027 Sept. 12-Sept. 20"
PB5028,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Pine Valley PB5013 Aug. 15-Sept. 11 Box Elder, Promontory",Sept. 12-Sept. 20,Sept. 12-Sept. 20,,,"Pine Valley PB5013 Aug. 15-Sept. 11 Box Elder, Promontory PB5028 Sept. 12-Sept. 20"
PB5029,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"San Rafael, Desert PB5055 Aug. 15-Sept. 11 Box Elder, Puddle Valley",Sept. 12-Sept. 20,Sept. 12-Sept. 20,,,"San Rafael, Desert PB5055 Aug. 15-Sept. 11 Box Elder, Puddle Valley PB5029 Sept. 12-Sept. 20"
PB5030,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"San Rafael, North PB5015 Aug. 15-Sept. 11 Box Elder, Snowville",Sept. 12-Sept. 20,Sept. 12-Sept. 20,,,"San Rafael, North PB5015 Aug. 15-Sept. 11 Box Elder, Snowville PB5030 Sept. 12-Sept. 20"
PB5031,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Southwest Desert PB5018 Aug. 15-Sept. 11 Box Elder, West",Sept. 12-Sept. 20,Sept. 12-Sept. 20,,,"Southwest Desert PB5018 Aug. 15-Sept. 11 Box Elder, West PB5031 Sept. 12-Sept. 20"
PB5033,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"West Desert, Rush Valley PB5020 Aug. 15-Sept. 11 Fillmore, Oak Creek South",Sept. 12-Sept. 20,Sept. 12-Sept. 20,,,"West Desert, Rush Valley PB5020 Aug. 15-Sept. 11 Fillmore, Oak Creek South PB5033 Sept. 12-Sept. 20"
PB5034,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"West Desert, Snake Valley PB5021 Aug. 15-Sept. 11 Kaiparowits",Sept. 12-Sept. 20,Sept. 12-Sept. 20,,,"West Desert, Snake Valley PB5021 Aug. 15-Sept. 11 Kaiparowits PB5034 Sept. 12-Sept. 20"
PB5035,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"La Sal, Potash/South Cisco",Sept. 12-Sept. 20,Sept. 12-Sept. 20,,,"La Sal, Potash/South Cisco PB5035 Sept. 12-Sept. 20"
PB5037,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Nine Mile, Anthro-Myton Bench",Sept. 12-Sept. 20,Sept. 12-Sept. 20,,,"Nine Mile, Anthro-Myton Bench PB5037 Sept. 12-Sept. 20"
PB5038,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Nine Mile, Range Creek",Sept. 12-Sept. 20,Sept. 12-Sept. 20,,,"Nine Mile, Range Creek PB5038 Sept. 12-Sept. 20"
PB5039,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"North Slope, Summit",Sept. 12-Sept. 20,Sept. 12-Sept. 20,,,"North Slope, Summit PB5039 Sept. 12-Sept. 20"
PB5040,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"North Slope, Three Corners/West Daggett",Sept. 12-Sept. 20,Sept. 12-Sept. 20,,,"North Slope, Three Corners/West Daggett PB5040 Sept. 12-Sept. 20"
PB5041,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Panguitch Lake/Zion, North",Sept. 12-Sept. 20,Sept. 12-Sept. 20,,,"Panguitch Lake/Zion, North PB5041 Sept. 12-Sept. 20"
PB5042,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,Pine Valley,Sept. 12-Sept. 20,Sept. 12-Sept. 20,,,Pine Valley PB5042 Sept. 12-Sept. 20
PB5044,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"San Juan, Hatch Point",Sept. 12-Sept. 20,Sept. 12-Sept. 20,,,"San Juan, Hatch Point PB5044 Sept. 12-Sept. 20"
PB5045,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"San Rafael, Desert",Sept. 12-Sept. 20,Sept. 12-Sept. 20,,,"San Rafael, Desert PB5045 Sept. 12-Sept. 20"
PB5046,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"San Rafael, North",Sept. 12-Sept. 20,Sept. 12-Sept. 20,,,"San Rafael, North PB5046 Sept. 12-Sept. 20"
PB5047,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"West Desert, Riverbed PB5019 Aug. 15-Sept. 11 Diamond Mtn/Bonanza",Sept. 12-Sept. 20,Sept. 12-Sept. 20,,,"West Desert, Riverbed PB5019 Aug. 15-Sept. 11 Diamond Mtn/Bonanza PB5047 Sept. 12-Sept. 20"
PB5048,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Pronghorn,Vernal,Sept. 12-Sept. 20,Sept. 12-Sept. 20,,,Vernal PB5048 Sept. 12-Sept. 20
PB5049,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,Southwest Desert,Sept. 12-Sept. 20,Sept. 12-Sept. 20,,,Southwest Desert PB5049 Sept. 12-Sept. 20
PB5050,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Pronghorn,"West Desert, Riverbed",Sept. 12-Sept. 20,Sept. 12-Sept. 20,,,"West Desert, Riverbed PB5050 Sept. 12-Sept. 20"
PB5051,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Pronghorn,"West Desert, Rush Valley",Sept. 12-Sept. 20,Sept. 12-Sept. 20,,,"West Desert, Rush Valley PB5051 Sept. 12-Sept. 20"
PB5052,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Pronghorn,"West Desert, Snake Valley",Sept. 12-Sept. 20,Sept. 12-Sept. 20,,,"West Desert, Snake Valley PB5052 Sept. 12-Sept. 20"
PB5053,61,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Nine Mile, Range Creek",Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,"Nine Mile, Range Creek PB5053 Aug. 15-Sept. 11"
PB5054,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Panguitch Lake/Zion, North",Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,"Panguitch Lake/Zion, North PB5054 Aug. 15-Sept. 11"
PB5055,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"San Rafael, Desert",Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,"San Rafael, Desert PB5055 Aug. 15-Sept. 11"
PB5056,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"San Rafael, North",Sept. 23-Oct. 1,Sept. 23-Oct. 1,,,"San Rafael, North PB5056 Sept. 23-Oct. 1"
PB5059,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Nine Mile, Anthro-Myton Bench",Sept. 23-Oct. 1,Sept. 23-Oct. 1,,,"Nine Mile, Anthro-Myton Bench PB5059 Sept. 23-Oct. 1"
PB5060,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,Diamond Mtn/Bonanza,Sept. 23-Oct. 1,Sept. 23-Oct. 1,,,Diamond Mtn/Bonanza PB5060 Sept. 23-Oct. 1
PB5061,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Panguitch Lake/Zion, North",Sept. 23-Oct. 1,Sept. 23-Oct. 1,,,"Panguitch Lake/Zion, North PB5061 Sept. 23-Oct. 1"
PB5062,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,Pine Valley,Sept. 23-Oct. 1,Sept. 23-Oct. 1,,,Pine Valley PB5062 Sept. 23-Oct. 1
PB5065,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Fillmore, Oak Creek South",Sept. 23-Oct. 1,Sept. 23-Oct. 1,,,"Fillmore, Oak Creek South PB5065 Sept. 23-Oct. 1"
PB5066,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"North Slope, Three Corners/West Daggett",Sept. 23-Oct. 1,Sept. 23-Oct. 1,,,"North Slope, Three Corners/West Daggett PB5066 Sept. 23-Oct. 1"
PB5072,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,Vernal,Sept. 23-Oct. 1,Sept. 23-Oct. 1,,,Vernal PB5072 Sept. 23-Oct. 1
PB5073,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Vernal PB5017 Aug. 15-Sept. 11 Cache, Rich",Sept. 12-Sept. 20,Sept. 12-Sept. 20,,,"Vernal PB5017 Aug. 15-Sept. 11 Cache, Rich PB5073 Sept. 12-Sept. 20"
PB5074,61,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Cache, Rich",Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,"Cache, Rich PB5074 Aug. 15-Sept. 11"
PB5075,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Cache, Rich",Sept. 23-Oct. 1,Sept. 23-Oct. 1,,,"Cache, Rich PB5075 Sept. 23-Oct. 1"
PB5076,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,Parker Mtn,Sept. 12-Sept. 20,Sept. 12-Sept. 20,,,Parker Mtn PB5076 Sept. 12-Sept. 20
PB5077,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,Parker Mtn,Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,Parker Mtn PB5077 Aug. 15-Sept. 11
PB5078,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,Parker Mtn,Sept. 23-Oct. 1,Sept. 23-Oct. 1,,,Parker Mtn PB5078 Sept. 23-Oct. 1
PB5079,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Box Elder, West",Sept. 23-Oct. 1,Sept. 23-Oct. 1,,,"Box Elder, West PB5079 Sept. 23-Oct. 1"
PB5080,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Box Elder, Snowville",Sept. 23-Oct. 1,Sept. 23-Oct. 1,,,"Box Elder, Snowville PB5080 Sept. 23-Oct. 1"
PB5300,77,CWMU_HUNT_TABLES,Pronghorn,Antelope Creek,Duchesne 4,,Duchesne,4,Antelope Creek PB5300 Duchesne 4
PB5302,77,CWMU_HUNT_TABLES,Pronghorn,Deseret,Morgan/Rich/Weber 29,,Morgan/Rich/Weber,29,Deseret PB5302 Morgan/Rich/Weber 29
PB5305,77,CWMU_HUNT_TABLES,Pronghorn,Park Valley,Box Elder 1,,Box Elder,1,Park Valley PB5305 Box Elder 1
PB5306,77,CWMU_HUNT_TABLES,Pronghorn,Rabbit Creek,Rich 1,,Rich,1,Rabbit Creek PB5306 Rich 1
PB5309,77,CWMU_HUNT_TABLES,Pronghorn,Skull Valley South,Tooele 2,,Tooele,2,Skull Valley South PB5309 Tooele 2
PB5311,77,CWMU_HUNT_TABLES,Pronghorn,The Rose of Snowville,Box Elder 3,,Box Elder,3,The Rose of Snowville PB5311 Box Elder 3
PB5312,77,CWMU_HUNT_TABLES,Pronghorn,TL Bar Ranch,Box Elder/Toole 1,,Box Elder/Toole,1,TL Bar Ranch PB5312 Box Elder/Toole 1
PB5314,77,CWMU_HUNT_TABLES,Pronghorn,Westlake,Utah 2,,Utah,2,Westlake PB5314 Utah 2
PB5315,77,CWMU_HUNT_TABLES,Pronghorn,Zane,Iron 2,,Iron,2,Zane PB5315 Iron 2
PB5325,77,CWMU_HUNT_TABLES,Pronghorn,Allen Ranch,Utah 2,,Utah,2,Allen Ranch PB5325 Utah 2
PB5326,77,CWMU_HUNT_TABLES,Pronghorn,Cedar Springs,Box Elder 1,,Box Elder,1,Cedar Springs PB5326 Box Elder 1
PB5327,77,CWMU_HUNT_TABLES,Pronghorn,Cottonwood Ridge,Duchesne 4,,Duchesne,4,Cottonwood Ridge PB5327 Duchesne 4
PB5328,77,CWMU_HUNT_TABLES,Pronghorn,Pahvant Ensign,Millard/Sevier 3,,Millard/Sevier,3,Pahvant Ensign PB5328 Millard/Sevier 3
PB5329,77,CWMU_HUNT_TABLES,Pronghorn,Snowville Flat,Box Elder 2,,Box Elder,2,Snowville Flat PB5329 Box Elder 2
PB5330,77,CWMU_HUNT_TABLES,Pronghorn,George Creek,Box Elder 1,,Box Elder,1,George Creek PB5330 Box Elder 1
PB5331,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,Mt Dutton/Paunsaugunt,Sept. 12-Sept. 20,Sept. 12-Sept. 20,,,Mt Dutton/Paunsaugunt PB5331 Sept. 12-Sept. 20
PB5332,61,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,Mt Dutton/Paunsaugunt,Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,Mt Dutton/Paunsaugunt PB5332 Aug. 15-Sept. 11
PB5337,77,CWMU_HUNT_TABLES,Pronghorn,Heist,Beaver/Iron 2,,Beaver/Iron,2,Heist PB5337 Beaver/Iron 2
PB5338,77,CWMU_HUNT_TABLES,Pronghorn,Castle Valley Outdoors,Emery 1,,Emery,1,Castle Valley Outdoors PB5338 Emery 1
PB5339,77,CWMU_HUNT_TABLES,Pronghorn,Iron Spring,Iron 1,,Iron,1,Iron Spring PB5339 Iron 1
PB5342,77,CWMU_HUNT_TABLES,Pronghorn,Salt Wells,Box Elder 1,,Box Elder,1,Salt Wells PB5342 Box Elder 1
PB5345,77,CWMU_HUNT_TABLES,Pronghorn,Green River Flat,Grand 2,,Grand,2,Green River Flat PB5345 Grand 2
PB5346,77,CWMU_HUNT_TABLES,Pronghorn,Junction Valley,Box Elder 1,,Box Elder,1,Junction Valley PB5346 Box Elder 1
RS0001,10,SPORTSMAN_AND_STATEWIDE_CONSERVATION_DATES,Rocky Mountain Bighorn Sheep,Rocky Mountain bighorn sheep Any legal weapon:,"Sept. 1-Dec. 31, 2026","Sept. 1-Dec. 31, 2026",,,"RS0001 Rocky Mountain bighorn sheep Any legal weapon: Sept. 1-Dec. 31, 2026"
RS6700,67,BIGHORN_SHEEP_HUNT_TABLES,Rocky Mountain Bighorn Sheep,Antelope Island,Nov. 9-Nov. 16,Nov. 9-Nov. 16,,,Antelope Island RS6700 Nov. 9-Nov. 16
RS6701,67,BIGHORN_SHEEP_HUNT_TABLES,Rocky Mountain Bighorn Sheep,"Book Cliffs, South",Oct. 31-Nov. 30,Oct. 31-Nov. 30,,,"Book Cliffs, South RS6701 Oct. 31-Nov. 30"
RS6703,67,BIGHORN_SHEEP_HUNT_TABLES,Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",Oct. 3-Oct. 23,Oct. 3-Oct. 23,,,"Box Elder, Newfoundland Mtn RS6703 Oct. 3-Oct. 23"
RS6704,67,BIGHORN_SHEEP_HUNT_TABLES,Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",Oct. 24-Nov. 13,Oct. 24-Nov. 13,,,"Box Elder, Newfoundland Mtn RS6704 Oct. 24-Nov. 13"
RS6708,67,BIGHORN_SHEEP_HUNT_TABLES,Rocky Mountain Bighorn Sheep,"North Slope, Three Corners",Sept. 14-Nov. 30,Sept. 14-Nov. 30,,,"North Slope, Three Corners RS6708 Sept. 14-Nov. 30"
RS6709,67,BIGHORN_SHEEP_HUNT_TABLES,Rocky Mountain Bighorn Sheep,"North Slope, Summit/West Daggett",Sept. 14-Nov. 30,Sept. 14-Nov. 30,,,"North Slope, Summit/West Daggett RS6709 Sept. 14-Nov. 30"
RS6712,67,BIGHORN_SHEEP_HUNT_TABLES,Rocky Mountain Bighorn Sheep,"Nine Mile, Gray Canyon",Oct. 31-Nov. 30,Oct. 31-Nov. 30,,,"Nine Mile, Gray Canyon RS6712 Oct. 31-Nov. 30"
RS6713,67,BIGHORN_SHEEP_HUNT_TABLES,Rocky Mountain Bighorn Sheep,"Nine Mile, Jack Creek",Oct. 31-Nov. 30,Oct. 31-Nov. 30,,,"Nine Mile, Jack Creek RS6713 Oct. 31-Nov. 30"
RS6720,67,BIGHORN_SHEEP_HUNT_TABLES,Rocky Mountain Bighorn Sheep,"Fillmore, Oak Creek",Oct. 3-Oct. 23,Oct. 3-Oct. 23,,,"Fillmore, Oak Creek RS6720 Oct. 3-Oct. 23"
RS6721,67,BIGHORN_SHEEP_HUNT_TABLES,Rocky Mountain Bighorn Sheep,"Oquirrh-Stansbury, West",Oct. 31-Nov. 30,Oct. 31-Nov. 30,,,"Oquirrh-Stansbury, West RS6721 Oct. 31-Nov. 30"
RS6722,67,BIGHORN_SHEEP_HUNT_TABLES,Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",Nov. 14-Dec. 6,Nov. 14-Dec. 6,,,"Box Elder, Newfoundland Mtn RS6722 Nov. 14-Dec. 6"
RS6724,67,BIGHORN_SHEEP_HUNT_TABLES,Rocky Mountain Bighorn Sheep,"Wasatch Mtns, West",Oct. 31-Nov. 30,Oct. 31-Nov. 30,,,"Wasatch Mtns, West RS6724 Oct. 31-Nov. 30"
RS6725,67,BIGHORN_SHEEP_HUNT_TABLES,Rocky Mountain Bighorn Sheep,Nebo,Oct. 31-Nov. 30,Oct. 31-Nov. 30,,,Nebo RS6725 Oct. 31-Nov. 30
RS6726,67,BIGHORN_SHEEP_HUNT_TABLES,Rocky Mountain Bighorn Sheep,"Fillmore, Oak Creek",Oct. 24-Nov. 13,Oct. 24-Nov. 13,,,"Fillmore, Oak Creek RS6726 Oct. 24-Nov. 13"
RS6727,67,BIGHORN_SHEEP_HUNT_TABLES,Rocky Mountain Bighorn Sheep,"Fillmore, Oak Creek",Nov. 14-Dec. 6,Nov. 14-Dec. 6,,,"Fillmore, Oak Creek RS6727 Nov. 14-Dec. 6"
TK0001,10,SPORTSMAN_AND_STATEWIDE_CONSERVATION_DATES,Turkey,Bearded turkey (2-bird permit) Any legal weapon: April 1-,"May 31, 2026","May 31, 2026",,,"TK0001 Bearded turkey (2-bird permit) Any legal weapon: April 1-May 31, 2026"
