source_file,hunt_code,guidebook_page,guidebook_section,species_inferred,guidebook_hunt_name,guidebook_season_text,guidebook_county_text,guidebook_public_permits,raw_line
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1223,69,CWMU_HUNT_TABLES,Deer,Conover-Jensen,,Carbon,3,Conover-Jensen DB1223 Carbon 3
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1224,69,CWMU_HUNT_TABLES,Deer,Cotton Thomas,,Box Elder,1,Cotton Thomas DB1224 Box Elder 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1227,69,CWMU_HUNT_TABLES,Deer,Deer Haven,,San Juan,2,Deer Haven DB1227 San Juan 2
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1228,69,CWMU_HUNT_TABLES,Deer,Deseret,,Morgan/Rich/Weber,14,Deseret DB1228 Morgan/Rich/Weber 14
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1229,69,CWMU_HUNT_TABLES,Deer,Dilly Ranch,,Box Elder,1,Dilly Ranch DB1229 Box Elder 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1230,69,CWMU_HUNT_TABLES,Deer,Double R Ranch,,Wasatch,3,Double R Ranch DB1230 Wasatch 3
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1231,70,CWMU_HUNT_TABLES,Deer,Dove Creek,,Box Elder,2,Dove Creek DB1231 Box Elder 2
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1232,70,CWMU_HUNT_TABLES,Deer,Durst Mountain,,Morgan,2,Durst Mountain DB1232 Morgan 2
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1233,70,CWMU_HUNT_TABLES,Deer,East Fork Chalk Creek,,Summit,4,East Fork Chalk Creek DB1233 Summit 4
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1234,70,CWMU_HUNT_TABLES,Deer,East Zion,,Kane,2,East Zion DB1234 Kane 2
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1236,70,CWMU_HUNT_TABLES,Deer,Engineer Springs,,Box Elder,1,Engineer Springs DB1236 Box Elder 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1237,70,CWMU_HUNT_TABLES,Deer,Ensign Ranches,,Morgan/Rich/Summit,4,Ensign Ranches DB1237 Morgan/Rich/Summit 4
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1238,70,CWMU_HUNT_TABLES,Deer,Folley Ridge,,Morgan,3,Folley Ridge DB1238 Morgan 3
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1239,70,CWMU_HUNT_TABLES,Deer,Fort Ranch,,Box Elder,1,Fort Ranch DB1239 Box Elder 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1240,70,CWMU_HUNT_TABLES,Deer,George Creek,,Box Elder,1,George Creek DB1240 Box Elder 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1241,70,CWMU_HUNT_TABLES,Deer,Golden Spike,,Box Elder,1,Golden Spike DB1241 Box Elder 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1242,70,CWMU_HUNT_TABLES,Deer,Grass Valley/Clark Canyon,,Summit,14,Grass Valley/Clark Canyon DB1242 Summit 14
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1243,70,CWMU_HUNT_TABLES,Deer,Grazing Pasture,,Sevier,1,Grazing Pasture DB1243 Sevier 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1244,70,CWMU_HUNT_TABLES,Deer,Green Canyon,,Cache,1,Green Canyon DB1244 Cache 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1245,70,CWMU_HUNT_TABLES,Deer,Guildersleeve,,Morgan,2,Guildersleeve DB1245 Morgan 2
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1246,70,CWMU_HUNT_TABLES,Deer,Hardscrabble,,Davis/Morgan/Salt Lake,2,Hardscrabble DB1246 Davis/Morgan/Salt Lake 2
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1248,70,CWMU_HUNT_TABLES,Deer,Heaston East,,Salt Lake,2,Heaston East DB1248 Salt Lake 2
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1249,70,CWMU_HUNT_TABLES,Deer,Hiawatha,,Carbon/Emery,1,Hiawatha DB1249 Carbon/Emery 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1250,70,CWMU_HUNT_TABLES,Deer,Indian Creek,,Box Elder,2,Indian Creek DB1250 Box Elder 2
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1251,70,CWMU_HUNT_TABLES,Deer,Indian Head,,Carbon/Duchesne/Utah,2,Indian Head DB1251 Carbon/Duchesne/Utah 2
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1252,70,CWMU_HUNT_TABLES,Deer,Ingham Peak,,Box Elder,4,Ingham Peak DB1252 Box Elder 4
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1253,70,CWMU_HUNT_TABLES,Deer,J.B. Ranch,,Grand/San Juan,2,J.B. Ranch DB1253 Grand/San Juan 2
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1255,70,CWMU_HUNT_TABLES,Deer,Johnson Mountain Ranch,,Sevier,1,Johnson Mountain Ranch DB1255 Sevier 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1256,70,CWMU_HUNT_TABLES,Deer,Junction Valley,,Box Elder,5,Junction Valley DB1256 Box Elder 5
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1258,71,CWMU_HUNT_TABLES,Deer,Little Red Creek,,Wasatch,2,Little Red Creek DB1258 Wasatch 2
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1260,71,CWMU_HUNT_TABLES,Deer,Middle Ridge,,Rich,2,Middle Ridge DB1260 Rich 2
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1261,71,CWMU_HUNT_TABLES,Deer,Minnie Maud Ridge,,Carbon/Duchesne,5,Minnie Maud Ridge DB1261 Carbon/Duchesne 5
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1263,71,CWMU_HUNT_TABLES,Deer,Moon Ranch,,Duchesne,1,Moon Ranch DB1263 Duchesne 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1264,71,CWMU_HUNT_TABLES,Deer,Mountain Meadow,,Box Elder,1,Mountain Meadow DB1264 Box Elder 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1265,71,CWMU_HUNT_TABLES,Deer,Mountain Top,,Morgan/Summit,2,Mountain Top DB1265 Morgan/Summit 2
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1266,71,CWMU_HUNT_TABLES,Deer,Mt Carmel,,Kane,2,Mt Carmel DB1266 Kane 2
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1269,71,CWMU_HUNT_TABLES,Deer,North Promontory,,Box Elder,2,North Promontory DB1269 Box Elder 2
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1270,71,CWMU_HUNT_TABLES,Deer,Nucor West,,Box Elder,1,Nucor West DB1270 Box Elder 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1271,71,CWMU_HUNT_TABLES,Deer,Oak Ranch,,Sevier,3,Oak Ranch DB1271 Sevier 3
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1272,71,CWMU_HUNT_TABLES,Deer,Old Woman Plateau,,Sevier,3,Old Woman Plateau DB1272 Sevier 3
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1273,71,CWMU_HUNT_TABLES,Deer,Park Valley Hereford,,Box Elder,10,Park Valley Hereford DB1273 Box Elder 10
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1274,71,CWMU_HUNT_TABLES,Deer,Patmos Ridge,,Carbon,1,Patmos Ridge DB1274 Carbon 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1275,71,CWMU_HUNT_TABLES,Deer,Pine Canyon,,Morgan,3,Pine Canyon DB1275 Morgan 3
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1276,71,CWMU_HUNT_TABLES,Deer,Plymouth Peak,,Box Elder,1,Plymouth Peak DB1276 Box Elder 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1277,71,CWMU_HUNT_TABLES,Deer,Pocatello Valley,,Box Elder,1,Pocatello Valley DB1277 Box Elder 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1278,71,CWMU_HUNT_TABLES,Deer,Powder Mountain,,Cache/Weber,1,Powder Mountain DB1278 Cache/Weber 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1279,71,CWMU_HUNT_TABLES,Deer,Preston Nutter Ranch,,Carbon,1,Preston Nutter Ranch DB1279 Carbon 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1280,71,CWMU_HUNT_TABLES,Deer,Promontory Point,,Box Elder,1,Promontory Point DB1280 Box Elder 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1281,71,CWMU_HUNT_TABLES,Deer,Rattlesnake Pass,,Box Elder,3,Rattlesnake Pass DB1281 Box Elder 3
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1282,71,CWMU_HUNT_TABLES,Deer,Redd Ranches,,Grand/San Juan,2,Redd Ranches DB1282 Grand/San Juan 2
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1283,71,CWMU_HUNT_TABLES,Deer,Roan Cliffs,,Carbon,1,Roan Cliffs DB1283 Carbon 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1285,72,CWMU_HUNT_TABLES,Deer,Sand Creek,,Duchesne,1,Sand Creek DB1285 Duchesne 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1286,71,CWMU_HUNT_TABLES,Deer,Pisgah Mountain,,Box Elder/Cache,2,Pisgah Mountain DB1286 Box Elder/Cache 2
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1287,72,CWMU_HUNT_TABLES,Deer,Scofield Canyons,,Carbon/Utah,1,Scofield Canyons DB1287 Carbon/Utah 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1288,72,CWMU_HUNT_TABLES,Deer,Scofield West,,Carbon/Utah,2,Scofield West DB1288 Carbon/Utah 2
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1289,72,CWMU_HUNT_TABLES,Deer,Sharp Mountain,,Cache/Weber,2,Sharp Mountain DB1289 Cache/Weber 2
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1290,72,CWMU_HUNT_TABLES,Deer,Skull Crack,,Morgan/Weber,1,Skull Crack DB1290 Morgan/Weber 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1291,72,CWMU_HUNT_TABLES,Deer,Skull Valley South,,Tooele,1,Skull Valley South DB1291 Tooele 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1292,72,CWMU_HUNT_TABLES,Deer,Soldier Summit,,Carbon/Utah/Wasatch,2,Soldier Summit DB1292 Carbon/Utah/Wasatch 2
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1293,72,CWMU_HUNT_TABLES,Deer,South Canyon,,Box Elder/Cache,1,South Canyon DB1293 Box Elder/Cache 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1294,72,CWMU_HUNT_TABLES,Deer,Spring Creek Acres,,Cache,1,Spring Creek Acres DB1294 Cache 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1295,72,CWMU_HUNT_TABLES,Deer,Spring Creek/Dodge,,San Juan,5,Spring Creek/Dodge DB1295 San Juan 5
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1297,72,CWMU_HUNT_TABLES,Deer,Stillman Creek Ranch,,Summit,4,Stillman Creek Ranch DB1297 Summit 4
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1298,72,CWMU_HUNT_TABLES,Deer,Strawberry Ridge,,Cache/Rich,1,Strawberry Ridge DB1298 Cache/Rich 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1299,72,CWMU_HUNT_TABLES,Deer,Summit Point,,San Juan,3,Summit Point DB1299 San Juan 3
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1300,72,CWMU_HUNT_TABLES,Deer,Thatcher Mountain,,Box Elder,1,Thatcher Mountain DB1300 Box Elder 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1301,72,CWMU_HUNT_TABLES,Deer,Three C,,Wasatch,2,Three C DB1301 Wasatch 2
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1303,71,CWMU_HUNT_TABLES,Deer,North Peaks,,Box Elder,1,North Peaks DB1303 Box Elder 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1304,72,CWMU_HUNT_TABLES,Deer,Two Bear,,Summit,1,Two Bear DB1304 Summit 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1305,72,CWMU_HUNT_TABLES,Deer,Wallsburg,,Wasatch,1,Wallsburg DB1305 Wasatch 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1306,72,CWMU_HUNT_TABLES,Deer,Washakie,,Box Elder,1,Washakie DB1306 Box Elder 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1307,72,CWMU_HUNT_TABLES,Deer,Weber Florence Creek,,Summit,5,Weber Florence Creek DB1307 Summit 5
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1308,72,CWMU_HUNT_TABLES,Deer,West Hills,,Box Elder,3,West Hills DB1308 Box Elder 3
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1309,72,CWMU_HUNT_TABLES,Deer,West Willow Creek Ranch,,Uintah,4,West Willow Creek Ranch DB1309 Uintah 4
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1310,72,CWMU_HUNT_TABLES,Deer,White's Valley,,Box Elder,1,White's Valley DB1310 Box Elder 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1312,72,CWMU_HUNT_TABLES,Deer,Woodruff Creek South,,Rich,1,Woodruff Creek South DB1312 Rich 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1317,70,CWMU_HUNT_TABLES,Deer,Jacob's Creek,,Davis/Morgan,2,Jacob's Creek DB1317 Davis/Morgan 2
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1320,69,CWMU_HUNT_TABLES,Deer,Deer Creek,,Wasatch,1,Deer Creek DB1320 Wasatch 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1322,71,CWMU_HUNT_TABLES,Deer,Pahvant Ensign,,Millard/Sevier,1,Pahvant Ensign DB1322 Millard/Sevier 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1324,71,CWMU_HUNT_TABLES,Deer,Royal Ivory Outfitters,,Summit,1,Royal Ivory Outfitters DB1324 Summit 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1325,69,CWMU_HUNT_TABLES,Deer,Double Cone,,Box Elder,1,Double Cone DB1325 Box Elder 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1326,71,CWMU_HUNT_TABLES,Deer,Rosette,,Box Elder,1,Rosette DB1326 Box Elder 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1327,71,CWMU_HUNT_TABLES,Deer,Mountain Sky Ranch,,Utah,1,Mountain Sky Ranch DB1327 Utah 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1328,69,CWMU_HUNT_TABLES,Deer,Clear Creek,,Box Elder,1,Clear Creek DB1328 Box Elder 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1329,70,CWMU_HUNT_TABLES,Deer,Indian Canyon,,Duchesne,1,Indian Canyon DB1329 Duchesne 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1330,70,CWMU_HUNT_TABLES,Deer,Iron Spring,,Iron,1,Iron Spring DB1330 Iron 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1331,71,CWMU_HUNT_TABLES,Deer,Raft River,,Box Elder,3,Raft River DB1331 Box Elder 3
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1332,72,CWMU_HUNT_TABLES,Deer,West Ridge,,Carbon,3,West Ridge DB1332 Carbon 3
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1333,69,CWMU_HUNT_TABLES,Deer,5S,,Morgan,2,5S DB1333 Morgan 2
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1334,68,CWMU_HUNT_TABLES,Deer,Alton (cactus buck),,Kane,1,Alton (cactus buck) DB1334 Kane 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1335,69,CWMU_HUNT_TABLES,Deer,Big Piney Ranch,,Summit,1,Big Piney Ranch DB1335 Summit 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1336,70,CWMU_HUNT_TABLES,Deer,First Light,,Carbon,1,First Light DB1336 Carbon 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1337,70,CWMU_HUNT_TABLES,Deer,Little Pole Canyon,,Wasatch,1,Little Pole Canyon DB1337 Wasatch 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1338,72,CWMU_HUNT_TABLES,Deer,Sweetwater,,Garfield,1,Sweetwater DB1338 Garfield 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1339,69,CWMU_HUNT_TABLES,Deer,Double J Valley (formerly TJ Cattle),,Morgan,1,Double J Valley (formerly TJ Cattle) DB1339 Morgan 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1340,72,CWMU_HUNT_TABLES,Deer,Tunnel Hollow,,Morgan/Summit,1,Tunnel Hollow DB1340 Morgan/Summit 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1341,70,CWMU_HUNT_TABLES,Deer,Dry Creek (new),,Summit,2,Dry Creek (new) DB1341 Summit 2
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1342,70,CWMU_HUNT_TABLES,Deer,Faust Valley (new),,Box Elder,1,Faust Valley (new) DB1342 Box Elder 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1343,71,CWMU_HUNT_TABLES,Deer,Red Iron (new),,Juab,1,Red Iron (new) DB1343 Juab 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1344,72,CWMU_HUNT_TABLES,Deer,Salt Wells (new),,Box Elder,1,Salt Wells (new) DB1344 Box Elder 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1500,42,BUCK_DEER_HUNT_TABLES,Deer,Beaver,Aug. 19-Sept. 15,,,Beaver DB1500 Aug. 19-Sept. 15
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1501,42,BUCK_DEER_HUNT_TABLES,Deer,Box Elder,Aug. 19-Sept. 15,,,Box Elder DB1501 Aug. 19-Sept. 15
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1502,42,BUCK_DEER_HUNT_TABLES,Deer,"Cache (includes Cache, Crawford Mtn)",Aug. 19-Sept. 15,,,"Cache (includes Cache, Crawford Mtn) DB1502 Aug. 19-Sept. 15"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1503,42,BUCK_DEER_HUNT_TABLES,Deer,"Central Mtns, Manti/San Rafael",Aug. 19-Sept. 15,,,"Central Mtns, Manti/San Rafael DB1503 Aug. 19-Sept. 15"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1504,42,BUCK_DEER_HUNT_TABLES,Deer,"Central Mtns, Nebo",Aug. 19-Sept. 15,,,"Central Mtns, Nebo DB1504 Aug. 19-Sept. 15"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1506,42,BUCK_DEER_HUNT_TABLES,Deer,Fillmore,Aug. 19-Sept. 15,,,Fillmore DB1506 Aug. 19-Sept. 15
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1508,42,BUCK_DEER_HUNT_TABLES,Deer,Kamas,Aug. 19-Sept. 15,,,Kamas DB1508 Aug. 19-Sept. 15
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1509,42,BUCK_DEER_HUNT_TABLES,Deer,"La Sal, La Sal Mtns",Aug. 19-Sept. 15,,,"La Sal, La Sal Mtns DB1509 Aug. 19-Sept. 15"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1510,42,BUCK_DEER_HUNT_TABLES,Deer,Monroe,Aug. 19-Sept. 15,,,Monroe DB1510 Aug. 19-Sept. 15
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1511,42,BUCK_DEER_HUNT_TABLES,Deer,Mt Dutton,Aug. 19-Sept. 15,,,Mt Dutton DB1511 Aug. 19-Sept. 15
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1512,42,BUCK_DEER_HUNT_TABLES,Deer,Nine Mile*,Aug. 19-Sept. 15,,,Nine Mile* DB1512 Aug. 19-Sept. 15
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1513,42,BUCK_DEER_HUNT_TABLES,Deer,North Slope,Aug. 19-Sept. 15,,,North Slope DB1513 Aug. 19-Sept. 15
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1514,42,BUCK_DEER_HUNT_TABLES,Deer,Ogden,Aug. 19-Sept. 15,,,Ogden DB1514 Aug. 19-Sept. 15
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1515,42,BUCK_DEER_HUNT_TABLES,Deer,Oquirrh-Stansbury,Aug. 19-Sept. 15,,,Oquirrh-Stansbury DB1515 Aug. 19-Sept. 15
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1516,42,BUCK_DEER_HUNT_TABLES,Deer,Panguitch Lake,Aug. 19-Sept. 15,,,Panguitch Lake DB1516 Aug. 19-Sept. 15
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1517,42,BUCK_DEER_HUNT_TABLES,Deer,Pine Valley,Aug. 19-Sept. 15,,,Pine Valley DB1517 Aug. 19-Sept. 15
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1518,42,BUCK_DEER_HUNT_TABLES,Deer,"Plateau, Boulder/Kaiparowits",Aug. 19-Sept. 15,,,"Plateau, Boulder/Kaiparowits DB1518 Aug. 19-Sept. 15"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1519,42,BUCK_DEER_HUNT_TABLES,Deer,"Plateau, Fishlake",Aug. 19-Sept. 15,,,"Plateau, Fishlake DB1519 Aug. 19-Sept. 15"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1520,42,BUCK_DEER_HUNT_TABLES,Deer,"Plateau, Thousand Lakes",Aug. 19-Sept. 15,,,"Plateau, Thousand Lakes DB1520 Aug. 19-Sept. 15"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1521,42,BUCK_DEER_HUNT_TABLES,Deer,"San Juan, Abajo Mtns",Aug. 19-Sept. 15,,,"San Juan, Abajo Mtns DB1521 Aug. 19-Sept. 15"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1522,42,BUCK_DEER_HUNT_TABLES,Deer,"South Slope, Bonanza/Vernal",Aug. 19-Sept. 15,,,"South Slope, Bonanza/Vernal DB1522 Aug. 19-Sept. 15"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1523,42,BUCK_DEER_HUNT_TABLES,Deer,"South Slope, Yellowstone*",Aug. 19-Sept. 15,,,"South Slope, Yellowstone* DB1523 Aug. 19-Sept. 15"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1524,43,BUCK_DEER_HUNT_TABLES,Deer,Southwest Desert,Aug. 19-Sept. 15,,,Southwest Desert DB1524 Aug. 19-Sept. 15
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1525,43,BUCK_DEER_HUNT_TABLES,Deer,"Wasatch Mtns, East",Aug. 19-Sept. 15,,,"Wasatch Mtns, East DB1525 Aug. 19-Sept. 15"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1526,43,BUCK_DEER_HUNT_TABLES,Deer,"Wasatch Mtns, West",Aug. 19-Sept. 15,,,"Wasatch Mtns, West DB1526 Aug. 19-Sept. 15"
