source_file,source_page,hunt_code,hunt_name,totals_line,totals_numbers,res_total_permits,nr_total_permits,total_permits,parse_style
24_bg-odds.pdf,364,EB3541,Cwmu Bull Elk - Patmos Ridge - Any Legal Weapon Page 397,Totals 1 0 1 1 1 in 1.0 Totals 0 0 0 0 N/A,1;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,365,EB3543,Cwmu Bull Elk - Preston Nutter Ranch - Any Legal Weapon Page 398,Totals 129 1 1 2 1 in 64.5 Totals 0 0 0 0 N/A,129;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,366,EB3544,Cwmu Bull Elk - Redd Ranches - Any Legal Weapon Page 399,Totals 76 1 1 2 1 in 38.0 Totals 0 0 0 0 N/A,76;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,367,EB3545,Cwmu Bull Elk - Riverview Ranch Llc - Any Legal Weapon Page 400,Totals 52 1 1 2 1 in 26.0 Totals 0 0 0 0 N/A,52;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,368,EB3546,Cwmu Bull Elk - Roan Cliffs - Any Legal Weapon Page 401,Totals 21 0 1 1 1 in 21.0 Totals 0 0 0 0 N/A,21;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,369,EB3547,Cwmu Bull Elk - Sand Creek - Any Legal Weapon Page 402,Totals 51 0 1 1 1 in 51.0 Totals 0 0 0 0 N/A,51;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,370,EB3548,Cwmu Bull Elk - Scofield Canyons - Any Legal Weapon Page 403,Totals 54 0 1 1 1 in 54.0 Totals 0 0 0 0 N/A,54;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,371,EB3549,Cwmu Bull Elk - Scofield East - Any Legal Weapon Page 404,Totals 26 0 1 1 1 in 26.0 Totals 0 0 0 0 N/A,26;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,372,EB3550,Cwmu Bull Elk - Scofield West - Any Legal Weapon Page 405,Totals 50 1 1 2 1 in 25.0 Totals 0 0 0 0 N/A,50;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,373,EB3551,Cwmu Bull Elk - Sj Ranch - Any Legal Weapon Page 406,Totals 28 0 1 1 1 in 28.0 Totals 0 0 0 0 N/A,28;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,374,EB3552,Cwmu Bull Elk - Skull Crack - Any Legal Weapon Page 407,Totals 66 0 1 1 1 in 66.0 Totals 0 0 0 0 N/A,66;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,375,EB3553,Cwmu Bull Elk - Soldier Summit - Any Legal Weapon Page 408,Totals 40 1 1 2 1 in 20.0 Totals 0 0 0 0 N/A,40;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,376,EB3554,Cwmu Bull Elk - South Canyon - Any Legal Weapon Page 409,Totals 24 1 1 2 1 in 12.0 Totals 0 0 0 0 N/A,24;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,377,EB3555,Cwmu Bull Elk - Spring Creek/dodge - Any Legal Weapon Page 410,Totals 60 1 1 2 1 in 30.0 Totals 0 0 0 0 N/A,60;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,378,EB3557,Cwmu Bull Elk - Strawberry Ridge - Any Legal Weapon Page 411,Totals 51 1 1 2 1 in 25.5 Totals 0 0 0 0 N/A,51;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,379,EB3558,Cwmu Bull Elk - Summit Point - Any Legal Weapon Page 412,Totals 16 0 1 1 1 in 16.0 Totals 0 0 0 0 N/A,16;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,380,EB3559,Cwmu Bull Elk - Three C - Any Legal Weapon Page 413,Totals 62 1 1 2 1 in 31.0 Totals 0 0 0 0 N/A,62;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,381,EB3561,Cwmu Bull Elk - Two Bear - Any Legal Weapon Page 414,Totals 57 3 2 5 1 in 11.4 Totals 0 0 0 0 N/A,57;3;2;5;0;0;0;0,5,0,5,res_nr_split
24_bg-odds.pdf,382,EB3562,Cwmu Bull Elk - Wallsburg - Any Legal Weapon Page 415,Totals 13 0 1 1 1 in 13.0 Totals 0 0 0 0 N/A,13;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,383,EB3564,Cwmu Bull Elk - Woodruff Creek South - Any Legal Weapon Page 416,Totals 40 1 1 2 1 in 20.0 Totals 0 0 0 0 N/A,40;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,384,EB3565,Cwmu Bull Elk - North Peaks - Any Legal Weapon Page 417,Totals 21 0 1 1 1 in 21.0 Totals 0 0 0 0 N/A,21;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,385,EB3603,Cwmu Bull Elk - Pahvant Ensign - Any Legal Weapon Page 418,Totals 42 0 1 1 1 in 42.0 Totals 0 0 0 0 N/A,42;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,386,EB3604,Cwmu Bull Elk - Double R Ranch - Any Legal Weapon Page 419,Totals 37 0 1 1 1 in 37.0 Totals 0 0 0 0 N/A,37;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,387,EB3606,Cwmu Bull Elk - Mountain Sky Ranch - Any Legal Weapon Page 420,Totals 52 0 1 1 1 in 52.0 Totals 0 0 0 0 N/A,52;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,388,EB3607,Cwmu Bull Elk - West Willow Creek Ranch - Any Legal Weapon Page 421,Totals 21 0 1 1 1 in 21.0 Totals 0 0 0 0 N/A,21;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,389,EB3608,Cwmu Bull Elk - Avintaquin Canyon - Any Legal Weapon Page 422,Totals 14 0 1 1 1 in 14.0 Totals 0 0 0 0 N/A,14;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,390,EB3609,Cwmu Bull Elk - Royal Ivory Outfitters - Any Legal Weapon Page 423,Totals 42 2 1 3 1 in 14.0 Totals 0 0 0 0 N/A,42;2;1;3;0;0;0;0,3,0,3,res_nr_split
24_bg-odds.pdf,391,EB3610,Cwmu Bull Elk - Sharp Mountain - Any Legal Weapon Page 424,Totals 36 1 1 2 1 in 18.0 Totals 0 0 0 0 N/A,36;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,392,EB3611,Cwmu Bull Elk - West Ridge - Any Legal Weapon Page 425,Totals 16 1 1 2 1 in 8.0 Totals 0 0 0 0 N/A,16;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,393,EB3613,Cwmu Bull Elk - Little Pole Canyon - Any Legal Weapon Page 426,Totals 16 0 1 1 1 in 16.0 Totals 0 0 0 0 N/A,16;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,394,EB3614,Cwmu Bull Elk - Tunnel Hollow - Any Legal Weapon Page 427,Totals 23 0 1 1 1 in 23.0 Totals 0 0 0 0 N/A,23;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,395,EB3616,Cwmu Bull Elk - Sweetwater - Any Legal Weapon Page 428,Totals 34 0 1 1 1 in 34.0 Totals 0 0 0 0 N/A,34;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,396,EB3617,Cwmu Bull Elk - Diamond Mountain - Any Legal Weapon Page 429,Totals 6 0 1 1 1 in 6.0 Totals 0 0 0 0 N/A,6;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,397,EB3619,Cwmu Bull Elk - Weber Florence Creek/stillman Creek - Any Legal Weapon Page 430,Totals 86 5 5 10 1 in 8.6 Totals 0 0 0 0 N/A,86;5;5;10;0;0;0;0,10,0,10,res_nr_split
24_bg-odds.pdf,399,PB5000,Limited-entry Archery Buck Pronghorn - Beaver - Archery Page 483,Totals 25 5 4 9 1 in 2.8 Totals 44 0 1 1 1 in 44.0,25;5;4;9;44;0;1;1,9,1,10,res_nr_split
24_bg-odds.pdf,400,PB5001,"Limited-entry Archery Buck Pronghorn - Book Cliffs, Bitter Creek - Archery Page 484",Totals 18 6 6 12 1 in 1.5 Totals 11 0 1 1 1 in 11.0,18;6;6;12;11;0;1;1,12,1,13,res_nr_split
24_bg-odds.pdf,401,PB5002,"Limited-entry Archery Buck Pronghorn - Book Cliffs, South - Archery Page 485",Totals 10 4 3 7 1 in 1.4 Totals 56 0 1 1 1 in 56.0,10;4;3;7;56;0;1;1,7,1,8,res_nr_split
24_bg-odds.pdf,402,PB5003,"Limited-entry Archery Buck Pronghorn - Box Elder, Promontory - Archery Page 486",Totals 4 0 4 4 1 in 1.0 Totals 0 0 0 0 N/A,4;0;4;4;0;0;0;0,4,0,4,res_nr_split
24_bg-odds.pdf,403,PB5004,"Limited-entry Archery Buck Pronghorn - Box Elder, Puddle Valley - Archery Page 487",Totals 18 2 1 3 1 in 6.0 Totals 6 0 1 1 1 in 6.0,18;2;1;3;6;0;1;1,3,1,4,res_nr_split
24_bg-odds.pdf,404,PB5005,"Limited-entry Archery Buck Pronghorn - Box Elder, Snowville - Archery Page 488",Totals 15 4 4 8 1 in 1.9 Totals 9 0 1 1 1 in 9.0,15;4;4;8;9;0;1;1,8,1,9,res_nr_split
24_bg-odds.pdf,405,PB5006,"Limited-entry Archery Buck Pronghorn - Box Elder, West - Archery Page 489",Totals 14 4 5 9 1 in 1.6 Totals 10 0 1 1 1 in 10.0,14;4;5;9;10;0;1;1,9,1,10,res_nr_split
24_bg-odds.pdf,406,PB5008,"Limited-entry Archery Buck Pronghorn - Fillmore, Oak Creek South - Archery Page 490",Totals 36 6 5 11 1 in 3.3 Totals 16 0 1 1 1 in 16.0,36;6;5;11;16;0;1;1,11,1,12,res_nr_split
24_bg-odds.pdf,407,PB5009,"Limited-entry Archery Buck Pronghorn - La Sal, Potash/south Cisco - Archery Page 491",Totals 19 3 2 5 1 in 3.8 Totals 0 0 0 0 N/A,19;3;2;5;0;0;0;0,5,0,5,res_nr_split
24_bg-odds.pdf,408,PB5011,"Limited-entry Archery Buck Pronghorn - Nine Mile, Anthro-myton Bench - Archery Page 492",Totals 53 13 13 26 1 in 2.0 Totals 42 2 1 3 1 in 14.0,53;13;13;26;42;2;1;3,26,3,29,res_nr_split
24_bg-odds.pdf,409,PB5012,"Limited-entry Archery Buck Pronghorn - North Slope, Three Corners/west Daggett - Archery Page 493",Totals 19 6 5 11 1 in 1.7 Totals 19 0 1 1 1 in 19.0,19;6;5;11;19;0;1;1,11,1,12,res_nr_split
24_bg-odds.pdf,410,PB5013,Limited-entry Archery Buck Pronghorn - Pine Valley - Archery Page 494,Totals 16 3 3 6 1 in 2.7 Totals 6 0 1 1 1 in 6.0,16;3;3;6;6;0;1;1,6,1,7,res_nr_split
24_bg-odds.pdf,411,PB5015,"Limited-entry Archery Buck Pronghorn - San Rafael, North - Archery Page 495",Totals 72 9 9 18 1 in 4.0 Totals 100 1 1 2 1 in 50.0,72;9;9;18;100;1;1;2,18,2,20,res_nr_split
24_bg-odds.pdf,412,PB5016,Limited-entry Archery Buck Pronghorn - Diamond Mtn/bonanza - Archery Page 496,Totals 49 9 8 17 1 in 2.9 Totals 27 1 1 2 1 in 13.5,49;9;8;17;27;1;1;2,17,2,19,res_nr_split
24_bg-odds.pdf,413,PB5017,Limited-entry Archery Buck Pronghorn - Vernal - Archery Page 497,Totals 48 9 9 18 1 in 2.7 Totals 26 1 1 2 1 in 13.0,48;9;9;18;26;1;1;2,18,2,20,res_nr_split
24_bg-odds.pdf,414,PB5018,Limited-entry Archery Buck Pronghorn - Southwest Desert - Archery Page 498,Totals 57 14 14 28 1 in 2.0 Totals 70 2 1 3 1 in 23.3,57;14;14;28;70;2;1;3,28,3,31,res_nr_split
24_bg-odds.pdf,415,PB5019,"Limited-entry Archery Buck Pronghorn - West Desert, Riverbed - Archery Page 499",Totals 44 8 7 15 1 in 2.9 Totals 22 1 1 2 1 in 11.0,44;8;7;15;22;1;1;2,15,2,17,res_nr_split
24_bg-odds.pdf,416,PB5020,"Limited-entry Archery Buck Pronghorn - West Desert, Rush Valley - Archery Page 500",Totals 25 4 3 7 1 in 3.6 Totals 3 0 1 1 1 in 3.0,25;4;3;7;3;0;1;1,7,1,8,res_nr_split
24_bg-odds.pdf,417,PB5021,"Limited-entry Archery Buck Pronghorn - West Desert, Snake Valley - Archery Page 501",Totals 43 9 9 18 1 in 2.4 Totals 17 1 1 2 1 in 8.5,43;9;9;18;17;1;1;2,18,2,20,res_nr_split
24_bg-odds.pdf,418,PB5024,Limited-entry Muzzle Buck Pronghorn - Southwest Desert - Muzzleloader Page 502,Totals 52 14 14 28 1 in 1.9 Totals 39 2 1 3 1 in 13.0,52;14;14;28;39;2;1;3,28,3,31,res_nr_split
24_bg-odds.pdf,419,PB5025,Limited-entry Alw (rifle) Buck Pronghorn - Beaver - Any Legal Weapon Page 503,Totals 266 18 17 35 1 in 7.6 Totals 401 2 2 4 1 in 100.3,266;18;17;35;401;2;2;4,35,4,39,res_nr_split
24_bg-odds.pdf,420,PB5026,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, Bitter Creek - Any Legal Weapon Page 504",Totals 170 23 23 46 1 in 3.7 Totals 166 3 2 5 1 in 33.2,170;23;23;46;166;3;2;5,46,5,51,res_nr_split
24_bg-odds.pdf,421,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon Page 505",Totals 132 14 13 27 1 in 4.9 Totals 473 2 1 3 1 in 157.7,132;14;13;27;473;2;1;3,27,3,30,res_nr_split
24_bg-odds.pdf,422,PB5028,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Promontory - Any Legal Weapon Page 506",Totals 64 7 7 14 1 in 4.6 Totals 25 1 1 2 1 in 12.5,64;7;7;14;25;1;1;2,14,2,16,res_nr_split
24_bg-odds.pdf,423,PB5029,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Puddle Valley - Any Legal Weapon Page 507",Totals 150 7 7 14 1 in 10.7 Totals 47 1 1 2 1 in 23.5,150;7;7;14;47;1;1;2,14,2,16,res_nr_split
24_bg-odds.pdf,424,PB5030,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Snowville - Any Legal Weapon Page 508",Totals 213 17 16 33 1 in 6.5 Totals 132 2 2 4 1 in 33.0,213;17;16;33;132;2;2;4,33,4,37,res_nr_split
24_bg-odds.pdf,425,PB5031,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, West - Any Legal Weapon Page 509",Totals 160 18 17 35 1 in 4.6 Totals 128 2 2 4 1 in 32.0,160;18;17;35;128;2;2;4,35,4,39,res_nr_split
24_bg-odds.pdf,426,PB5033,"Limited-entry Alw (rifle) Buck Pronghorn - Fillmore, Oak Creek South - Any Legal Weapon Page 510",Totals 364 17 16 33 1 in 11.0 Totals 215 2 2 4 1 in 53.8,364;17;16;33;215;2;2;4,33,4,37,res_nr_split
24_bg-odds.pdf,427,PB5034,Limited-entry Alw (rifle) Buck Pronghorn - Kaiparowits - Any Legal Weapon Page 511,Totals 23 1 1 2 1 in 11.5 Totals 0 0 0 0 N/A,23;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,428,PB5035,"Limited-entry Alw (rifle) Buck Pronghorn - La Sal, Potash/south Cisco - Any Legal Weapon Page 512",Totals 108 10 9 19 1 in 5.7 Totals 137 1 1 2 1 in 68.5,108;10;9;19;137;1;1;2,19,2,21,res_nr_split
24_bg-odds.pdf,429,PB5037,"Limited-entry Alw (rifle) Buck Pronghorn - Nine Mile, Anthro-myton Bench - Any Legal Weapon Page 513",Totals 410 38 37 75 1 in 5.5 Totals 371 5 4 9 1 in 41.2,410;38;37;75;371;5;4;9,75,9,84,res_nr_split
24_bg-odds.pdf,430,PB5038,"Limited-entry Alw (rifle) Buck Pronghorn - Nine Mile, Range Creek - Any Legal Weapon Page 514",Totals 68 5 4 9 1 in 7.6 Totals 50 0 1 1 1 in 50.0,68;5;4;9;50;0;1;1,9,1,10,res_nr_split
24_bg-odds.pdf,431,PB5039,"Limited-entry Alw (rifle) Buck Pronghorn - North Slope, Summit - Any Legal Weapon Page 515",Totals 66 7 6 13 1 in 5.1 Totals 31 1 1 2 1 in 15.5,66;7;6;13;31;1;1;2,13,2,15,res_nr_split
24_bg-odds.pdf,432,PB5040,"Limited-entry Alw (rifle) Buck Pronghorn - North Slope, Three Corners/west Daggett - Any Legal Weapon Page 516",Totals 223 16 15 31 1 in 7.2 Totals 94 2 2 4 1 in 23.5,223;16;15;31;94;2;2;4,31,4,35,res_nr_split
24_bg-odds.pdf,433,PB5041,"Limited-entry Alw (rifle) Buck Pronghorn - Panguitch Lake/zion, North - Any Legal Weapon Page 517",Totals 208 11 10 21 1 in 9.9 Totals 199 1 1 2 1 in 99.5,208;11;10;21;199;1;1;2,21,2,23,res_nr_split
24_bg-odds.pdf,434,PB5042,Limited-entry Alw (rifle) Buck Pronghorn - Pine Valley - Any Legal Weapon Page 518,Totals 131 10 9 19 1 in 6.9 Totals 116 1 1 2 1 in 58.0,131;10;9;19;116;1;1;2,19,2,21,res_nr_split
24_bg-odds.pdf,435,PB5044,"Limited-entry Alw (rifle) Buck Pronghorn - San Juan, Hatch Point - Any Legal Weapon Page 519",Totals 50 3 3 6 1 in 8.3 Totals 0 0 0 0 N/A,50;3;3;6;0;0;0;0,6,0,6,res_nr_split
24_bg-odds.pdf,436,PB5045,"Limited-entry Alw (rifle) Buck Pronghorn - San Rafael, Desert - Any Legal Weapon Page 520",Totals 98 2 2 4 1 in 24.5 Totals 86 0 1 1 1 in 86.0,98;2;2;4;86;0;1;1,4,1,5,res_nr_split
24_bg-odds.pdf,437,PB5046,"Limited-entry Alw (rifle) Buck Pronghorn - San Rafael, North - Any Legal Weapon Page 521",Totals 541 27 26 53 1 in 10.2 Totals 1150 3 2 5 1 in 230.0,541;27;26;53;1150;3;2;5,53,5,58,res_nr_split
24_bg-odds.pdf,438,PB5047,Limited-entry Alw (rifle) Buck Pronghorn - Diamond Mtn/bonanza - Any Legal Weapon Page 522,Totals 245 25 25 50 1 in 4.9 Totals 139 3 3 6 1 in 23.2,245;25;25;50;139;3;3;6,50,6,56,res_nr_split
24_bg-odds.pdf,439,PB5048,Limited-entry Alw (rifle) Buck Pronghorn - Vernal - Any Legal Weapon Page 523,Totals 203 27 27 54 1 in 3.8 Totals 181 3 3 6 1 in 30.2,203;27;27;54;181;3;3;6,54,6,60,res_nr_split
24_bg-odds.pdf,440,PB5049,Limited-entry Alw (rifle) Buck Pronghorn - Southwest Desert - Any Legal Weapon Page 524,Totals 696 42 41 83 1 in 8.4 Totals 789 5 4 9 1 in 87.7,696;42;41;83;789;5;4;9,83,9,92,res_nr_split
24_bg-odds.pdf,441,PB5050,"Limited-entry Alw (rifle) Buck Pronghorn - West Desert, Riverbed - Any Legal Weapon Page 525",Totals 614 30 29 59 1 in 10.4 Totals 194 4 3 7 1 in 27.7,614;30;29;59;194;4;3;7,59,7,66,res_nr_split
24_bg-odds.pdf,442,PB5051,"Limited-entry Alw (rifle) Buck Pronghorn - West Desert, Rush Valley - Any Legal Weapon Page 526",Totals 329 15 15 30 1 in 11.0 Totals 69 2 1 3 1 in 23.0,329;15;15;30;69;2;1;3,30,3,33,res_nr_split
24_bg-odds.pdf,443,PB5052,"Limited-entry Alw (rifle) Buck Pronghorn - West Desert, Snake Valley - Any Legal Weapon Page 527",Totals 251 37 36 73 1 in 3.4 Totals 195 4 4 8 1 in 24.4,251;37;36;73;195;4;4;8,73,8,81,res_nr_split
24_bg-odds.pdf,444,PB5053,"Limited-entry Archery Buck Pronghorn - Nine Mile, Range Creek - Archery Page 528",Totals 10 2 1 3 1 in 3.3 Totals 0 0 0 0 N/A,10;2;1;3;0;0;0;0,3,0,3,res_nr_split
24_bg-odds.pdf,445,PB5054,"Limited-entry Archery Buck Pronghorn - Panguitch Lake/zion, North - Archery Page 529",Totals 50 4 3 7 1 in 7.1 Totals 42 0 1 1 1 in 42.0,50;4;3;7;42;0;1;1,7,1,8,res_nr_split
24_bg-odds.pdf,446,PB5055,"Limited-entry Archery Buck Pronghorn - San Rafael, Desert - Archery Page 530",Totals 11 0 1 1 1 in 11.0 Totals 0 0 0 0 N/A,11;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,447,PB5056,"Limited-entry Muzzle Buck Pronghorn - San Rafael, North - Muzzleloader Page 531",Totals 49 9 9 18 1 in 2.7 Totals 72 1 1 2 1 in 36.0,49;9;9;18;72;1;1;2,18,2,20,res_nr_split
24_bg-odds.pdf,448,PB5059,"Limited-entry Muzzle Buck Pronghorn - Nine Mile, Anthro-myton Bench - Muzzleloader Page 532",Totals 60 13 13 26 1 in 2.3 Totals 38 2 1 3 1 in 12.7,60;13;13;26;38;2;1;3,26,3,29,res_nr_split
24_bg-odds.pdf,449,PB5060,Limited-entry Muzzle Buck Pronghorn - Diamond Mtn/bonanza - Muzzleloader Page 533,Totals 46 9 8 17 1 in 2.7 Totals 36 1 1 2 1 in 18.0,46;9;8;17;36;1;1;2,17,2,19,res_nr_split
24_bg-odds.pdf,450,PB5061,"Limited-entry Muzzle Buck Pronghorn - Panguitch Lake/zion, North - Muzzleloader Page 534",Totals 11 4 3 7 1 in 1.6 Totals 19 0 1 1 1 in 19.0,11;4;3;7;19;0;1;1,7,1,8,res_nr_split
24_bg-odds.pdf,451,PB5062,Limited-entry Muzzle Buck Pronghorn - Pine Valley - Muzzleloader Page 535,Totals 8 3 3 6 1 in 1.3 Totals 6 0 1 1 1 in 6.0,8;3;3;6;6;0;1;1,6,1,7,res_nr_split
24_bg-odds.pdf,452,PB5065,"Limited-entry Muzzle Buck Pronghorn - Fillmore, Oak Creek South - Muzzleloader Page 536",Totals 26 6 6 12 1 in 2.2 Totals 29 0 1 1 1 in 29.0,26;6;6;12;29;0;1;1,12,1,13,res_nr_split
24_bg-odds.pdf,453,PB5066,"Limited-entry Muzzle Buck Pronghorn - North Slope, Three Corners/west Daggett - Muzzleloader Page 537",Totals 25 6 5 11 1 in 2.3 Totals 13 0 1 1 1 in 13.0,25;6;5;11;13;0;1;1,11,1,12,res_nr_split
24_bg-odds.pdf,454,PB5072,Limited-entry Muzzle Buck Pronghorn - Vernal - Muzzleloader Page 538,Totals 13 9 4 13 1 in 1.0 Totals 14 1 1 2 1 in 7.0,13;9;4;13;14;1;1;2,13,2,15,res_nr_split
24_bg-odds.pdf,455,PB5073,"Limited-entry Alw (rifle) Buck Pronghorn - Cache, Rich - Any Legal Weapon Page 539",Totals 242 0 1 1 1 in 242.0 Totals 62 0 1 1 1 in 62.0,242;0;1;1;62;0;1;1,1,1,2,res_nr_split
24_bg-odds.pdf,456,PB5074,"Limited-entry Archery Buck Pronghorn - Cache, Rich - Archery Page 540",Totals 8 0 1 1 1 in 8.0 Totals 4 0 1 1 1 in 4.0,8;0;1;1;4;0;1;1,1,1,2,res_nr_split
24_bg-odds.pdf,457,PB5075,"Limited-entry Muzzle Buck Pronghorn - Cache, Rich - Muzzleloader Page 541",Totals 8 0 1 1 1 in 8.0 Totals 11 0 1 1 1 in 11.0,8;0;1;1;11;0;1;1,1,1,2,res_nr_split
24_bg-odds.pdf,458,PB5076,Limited-entry Alw (rifle) Buck Pronghorn - Parker Mtn - Any Legal Weapon Page 542,Totals 447 20 20 40 1 in 11.2 Totals 129 3 2 5 1 in 25.8,447;20;20;40;129;3;2;5,40,5,45,res_nr_split
24_bg-odds.pdf,459,PB5077,Limited-entry Archery Buck Pronghorn - Parker Mtn - Archery Page 543,Totals 43 7 6 13 1 in 3.3 Totals 10 1 1 2 1 in 5.0,43;7;6;13;10;1;1;2,13,2,15,res_nr_split
24_bg-odds.pdf,460,PB5078,Limited-entry Muzzle Buck Pronghorn - Parker Mtn - Muzzleloader Page 544,Totals 31 7 6 13 1 in 2.4 Totals 19 1 1 2 1 in 9.5,31;7;6;13;19;1;1;2,13,2,15,res_nr_split
24_bg-odds.pdf,461,PB5300,Cwmu Buck Pronghorn - Antelope Creek - Any Legal Weapon Page 545,Totals 27 2 2 4 1 in 6.8 Totals 0 0 0 0 N/A,27;2;2;4;0;0;0;0,4,0,4,res_nr_split
24_bg-odds.pdf,462,PB5302,Cwmu Buck Pronghorn - Deseret - Any Legal Weapon Page 546,Totals 173 8 8 16 1 in 10.8 Totals 0 0 0 0 N/A,173;8;8;16;0;0;0;0,16,0,16,res_nr_split
24_bg-odds.pdf,463,PB5305,Cwmu Buck Pronghorn - Park Valley - Any Legal Weapon Page 547,Totals 13 1 1 2 1 in 6.5 Totals 0 0 0 0 N/A,13;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,464,PB5306,Cwmu Buck Pronghorn - Rabbit Creek - Any Legal Weapon Page 548,Totals 7 0 1 1 1 in 7.0 Totals 0 0 0 0 N/A,7;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,465,PB5309,Cwmu Buck Pronghorn - Skull Valley South - Any Legal Weapon Page 549,Totals 15 1 1 2 1 in 7.5 Totals 0 0 0 0 N/A,15;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,466,PB5311,Cwmu Buck Pronghorn - The Rose Of Snowville - Any Legal Weapon Page 550,Totals 39 2 2 4 1 in 9.8 Totals 0 0 0 0 N/A,39;2;2;4;0;0;0;0,4,0,4,res_nr_split
24_bg-odds.pdf,467,PB5312,Cwmu Buck Pronghorn - Tl Bar Ranch - Any Legal Weapon Page 551,Totals 3 0 1 1 1 in 3.0 Totals 0 0 0 0 N/A,3;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,468,PB5313,Cwmu Buck Pronghorn - West Willow Creek Ranch - Any Legal Weapon Page 552,Totals 1 0 1 1 1 in 1.0 Totals 0 0 0 0 N/A,1;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,469,PB5314,Cwmu Buck Pronghorn - Westlake - Any Legal Weapon Page 553,Totals 22 2 1 3 1 in 7.3 Totals 0 0 0 0 N/A,22;2;1;3;0;0;0;0,3,0,3,res_nr_split
24_bg-odds.pdf,470,PB5315,Cwmu Buck Pronghorn - Zane - Any Legal Weapon Page 554,Totals 6 1 1 2 1 in 3.0 Totals 0 0 0 0 N/A,6;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,471,PB5325,Cwmu Buck Pronghorn - Allen Ranch - Any Legal Weapon Page 555,Totals 7 0 1 1 1 in 7.0 Totals 0 0 0 0 N/A,7;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,472,PB5326,Cwmu Buck Pronghorn - Cedar Springs - Any Legal Weapon Page 556,Totals 18 0 1 1 1 in 18.0 Totals 0 0 0 0 N/A,18;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,473,PB5327,Cwmu Buck Pronghorn - Cottonwood Ridge - Any Legal Weapon Page 557,Totals 26 2 2 4 1 in 6.5 Totals 0 0 0 0 N/A,26;2;2;4;0;0;0;0,4,0,4,res_nr_split
24_bg-odds.pdf,474,PB5328,Cwmu Buck Pronghorn - Pahvant Ensign - Any Legal Weapon Page 558,Totals 31 2 1 3 1 in 10.3 Totals 0 0 0 0 N/A,31;2;1;3;0;0;0;0,3,0,3,res_nr_split
